# CLCA Protocol v3.4 — F4 Construction Table
# Language: Georgian (ka)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **13. CORRESPONDENCE CONSTRUCTIONS** | სიმართლეს შეესაბამება | simart'les sheesabameba | corresponds to the truth | Formal construction for truth-as-correspondence. Dative case marking is obligatory. Common in academic writing. | [CORE] |
| **13. CORRESPONDENCE CONSTRUCTIONS** | რეალობას შეესაბამება | realobas sheesabameba | corresponds to reality | Same construction with different noun. No frequency or usage differences observed. | [CORE] |
| **14. EMPHATIC AFFIRMATION** | მართლაც რომ | mart'lac rom | really that (emphatic) | Highly frequent in conversational register. Functions as discourse intensifier and can form questions by intonation. | [CORE] |
| **14. EMPHATIC AFFIRMATION** | ნამდვილად რომ | namdvilad rom | really that (emphatic) | Parallel construction with different adverb. Both equally common in spoken language. | [CORE] |
| **15. CONCEALMENT CONSTRUCTIONS** | სიმართლე დამალა | simart'le damala | hid the truth | Metaphorical extension of physical hiding. Both verbs (დამალა, დაფარა) equally productive. | [CORE] |
| **15. CONCEALMENT CONSTRUCTIONS** | სიმართლე დაფარა | simart'le dap'ara | covered the truth | Slight semantic difference (covering vs. hiding) but both idiomatic for truth concealment. | [CORE] |
| **16. REVELATION CONSTRUCTIONS** | სიმართლე გამოვლინდა | simart'le gamovlinda | the truth was revealed | Intransitive construction highly idiomatic. Preverb გამო- metaphorically represents emergence from concealment. | [CORE] |
| **16. REVELATION CONSTRUCTIONS** | სიმართლე გამოაჩინა | simart'le gamoač'ina | revealed the truth | Transitive counterpart. Both constructions equally frequent and unrestricted. | [CORE] |
| **17. COMPARATIVE PROXIMITY** | სიმართლესთან ახლოს | simart'lestan axlos | close to the truth | Spatial metaphor for epistemic distance. Common in hedged or approximate claims across registers. | [CORE] |
| **17. COMPARATIVE PROXIMITY** | სიმართლესთან შორს | simart'lestan shors | far from the truth | Antonymous construction. Both directions (close/far) equally productive. | [CORE] |
| **18. DISJUNCTIVE QUESTIONING** | სწორია თუ არა | sc'oria tu ara | is it correct or not | Standard yes/no question formation. Applies to all truth-domain predicates without restriction. | [CORE] |
| **18. DISJUNCTIVE QUESTIONING** | მართალია თუ არა | mart'alia tu ara | is it true or not | No difference in frequency or usage across different truth-domain adjectives. | [CORE] |
| **19. DOUBT MARKING WITH ვითომ** | ვითომ მართალია | vitom mart'alia | supposedly it's true | Particle ვითომ marks epistemic distance. Common in skeptical or distancing discourse across registers. | [CORE] |
| **19. DOUBT MARKING WITH ვითომ** | ვითომ ნამდვილია | vitom namdvilia | supposedly it's real | Applies freely to all truth-domain predicates. No usage restrictions observed. | [CORE] |
| **20. REFLEXIVE CONSTRUCTIONS** | თვითმოტყუება | tviṭmoṭq'ueba | self-deception | Prefix თვით- productively creates reflexive forms. Well-established with deception root. | [CORE] |
| **20. REFLEXIVE CONSTRUCTIONS** | თვითმოტყუებაში იმყოფება | tviṭmoṭq'uebashi imq'opeba | is in self-deception | Extended construction with locative postposition. Less frequent than simple nominal form. | [MARGINAL] |
| **21. NEGATION WITH უ- PREFIX** | უსამართლო | usamart'lo | unjust | Productive lexical negation creating stable antonyms. Suffix -ო regularly appears on negated forms. | [CORE] |
| **21. NEGATION WITH უ- PREFIX** | უმართებულო | umart'ebulo | incorrect | Pattern applies across truth-domain adjectives. Creates distinct lexical items, not compositional negation. | [CORE] |
| **22. PARTICIPIAL MODIFICATION** | მართებული | mart'ebuli | correct, proper, justified | Highly productive pattern creating adjectives from verbal stems. Suffix -ებული follows preverb+root combinations. | [CORE] |
| **22. PARTICIPIAL MODIFICATION** | მოტყუებული | moṭq'uebuli | deceived, deluded | Passive/resultative meaning. Applies freely to truth-domain verbs across all contexts. | [CORE] |
| **23. COMPOUND FORMATION** | მართლმადიდებელი | mart'lmadidebeli | Orthodox (Christian) | Lexicalized compound with specialized meaning. Productive pattern particularly with მართ- root. | [CORE] |
| **23. COMPOUND FORMATION** | მართლწერა | mart'lc'era | orthography | Another lexicalized compound. Pattern productive but individual forms often have non-compositional meanings. | [CORE] |
| **24. GENITIVE + NOMINALIZATION** | ჭეშმარიტების ძიება | č'ešmarit'ebis ʒieba | search for truth | Formal register construction. Common in academic and legal discourse for expressing complex processes. | [CORE] |
| **24. GENITIVE + NOMINALIZATION** | სამართლიანობის აღდგენა | samart'lianobis aɣdgena | restoration of justice | Genitive marks theme/possessor relationship. Highly productive in formal written language. | [CORE] |
| **25. COLLOCATION WITH ABSTRACT NOUNS** | ნამდვილი ბუნება | namdvili buneba | true nature | Semi-fixed collocations expressing essential properties. Highly productive across abstract noun classes. | [CORE] |
| **25. COLLOCATION WITH ABSTRACT NOUNS** | ნამდვილი ღირებულება | namdvili ɣirebuleba | true value | Adjectives ნამდვილი and ჭეშმარიტი freely combine with abstract nouns. No restrictions observed. | [CORE] |
| **26. MANNER ADVERB + VERB** | სწორად გააკეთა | sc'orad gaak'et'a | did it correctly | Standard manner modification. Adverbs in -ად combine freely with all verb classes. Very frequent in everyday speech. | [CORE] |
| **26. MANNER ADVERB + VERB** | ზუსტად იცის | zustad icis | knows precisely | No restrictions on verb type or register. Productive across all truth-domain adverbs. | [CORE] |
| **27. POSTPOSITIONAL CONSTRUCTIONS** | რეალობაში | realobashi | in reality | Postposition -ში "in" creates locative expressions. Common across registers as discourse marker. | [CORE] |
| **27. POSTPOSITIONAL CONSTRUCTIONS** | სამართლის წინაშე | samart'lis c'inashe | before the law | Different postpositions create different relational meanings. Pattern productive with various postpositions. | [CORE] |
| **28. CONCESSIVE CONSTRUCTIONS** | მართალია რომ | mart'alia rom | it is true that, admittedly | Common in argumentative discourse. Functions as discourse marker acknowledging truth while preparing qualification. | [CORE] |
| **28. CONCESSIVE CONSTRUCTIONS** | სწორია რომ | sc'oria rom | it is correct that | No difference in usage across different truth-domain predicates. Frequent in both spoken and written registers. | [CORE] |
| **29. BIBLICAL/SOLEMN FORMULAS** | ჭეშმარიტად გეუბნები | č'ešmarit'ad geubnеbi | truly I tell you | Fixed formula from biblical/religious register. Restricted to solemn or authoritative speech contexts. | [MARGINAL] |
| **29. BIBLICAL/SOLEMN FORMULAS** | ჭეშმარიტად გეტყვი | č'ešmarit'ad get'q'vi | verily I say unto you | Archaic/religious register. Not productive in contemporary secular discourse. | [MARGINAL] |
| **30. EVALUATIVE COLLOCATIONS** | სანდო ადამიანი | sando adamiani | reliable person | Semi-fixed collocations for character evaluation. Adjectives select for compatible noun classes (persons, feelings, sources). | [CORE] |
| **30. EVALUATIVE COLLOCATIONS** | გულწრფელი გრძნობები | gulc'rpeli grʒnobebi | sincere feelings | Highly productive in evaluative contexts. No register restrictions observed. | [CORE] |
