# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Georgian (ka)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| ტყუილი (t'q'uili) "lie, falsehood" | ტყუარაობა | t'q'uaraoba | ტყუ- (t'q'u-) + -არ- (-ar-) + -ა (-a) + -ობ- (-ob- abstract nominalizer) + -ა (-a) | lying, mendacity, deceitfulness | Abstract noun for the quality or practice of lying. Used in moral discourse and character evaluation. | [CORE] |
| ტყუილი (t'q'uili) "lie, falsehood" | მოტყუება | mot'q'ueba | მო- (mo- preverb) + ტყუ- (t'q'u-) + -ებ- (-eb-) + -ა (-a nominal) | deception, deceiving, cheating | Noun for the act of deceiving or cheating someone. Common in moral, legal, and everyday contexts describing dishonest behavior. | [CORE] |
| ტყუილი (t'q'uili) "lie, falsehood" | მოტყუებული | mot'q'uebuli | მო- (mo-) + ტყუ- (t'q'u-) + -ებ- (-eb-) + -ულ- (-ul- participial) + -ი (-i) | deceived, cheated, fooled | Describes someone who has been deceived or cheated. Common in descriptions of fraud victims or people who have been misled. | [CORE] |
| ნამდვილი (namdvili) "real, genuine, true" | სინამდვილე | sinamdvile | სი- (si- abstract nominalizer) + ნამდვილ- (namdvil-) + -ე (-e nominal) | reality, actuality | Abstract noun for reality or the state of being real. Used in philosophical discourse and everyday contexts to distinguish reality from appearance or fiction. | [CORE] |
| ნამდვილი (namdvili) "real, genuine, true" | ნამდვილად | namdvilad | ნამდვილ- (namdvil-) + -ად (-ad adverbial) | really, genuinely, actually | Adverb emphasizing the reality or genuineness of something. Very common in everyday speech for affirming truth or authenticity. | [CORE] |
| ზუსტი (zusti) "precise, exact" | სიზუსტე | sizuste | სი- (si- abstract nominalizer) + ზუსტ- (zust-) + -ე (-e nominal) | precision, exactness, accuracy | Abstract noun for the quality of being precise or exact. Common in technical, scientific, and everyday contexts requiring accuracy. | [CORE] |
| ზუსტი (zusti) "precise, exact" | ზუსტად | zustad | ზუსტ- (zust-) + -ად (-ad adverbial) | precisely, exactly, accurately | Adverb indicating that something is done with precision or exactness. Very common in instructions, measurements, and descriptions requiring accuracy. | [CORE] |
| ზუსტი (zusti) "precise, exact" | გაზუსტება | gazusteba | გა- (ga- preverb) + ზუსტ- (zust-) + -ებ- (-eb-) + -ა (-a nominal) | clarification, specification, precision | Noun for the act of making something more precise or clarifying details. Used in technical and administrative contexts. | [CORE] |
| სანდო (sando) "reliable, trustworthy" | სანდოობა | sandooba | სანდ- (sand-) + -ო (-o) + -ობ- (-ob- abstract nominalizer) + -ა (-a) | reliability, trustworthiness, credibility | Abstract noun for the quality of being reliable or trustworthy. Used in evaluations of sources, people, or information. | [CORE] |
| უტყუარი (ut'q'uari) "infallible, unerring, truthful" | უტყუარად | ut'q'uarad | უ- (u- privative) + ტყუარ- (t'q'uar-) + -ად (-ad adverbial) | infallibly, unerringly, truthfully | Adverb indicating that something is done without error or falsehood. Used in formal contexts to emphasize absolute reliability. | [CORE] |
| ბუნებრივი (bunebr'ivi) "natural" | ბუნებრივად | bunebr'ivad | ბუნებრ- (bunebr-) + -ივ- (-iv-) + -ად (-ad adverbial) | naturally, genuinely | Adverb indicating that something occurs naturally or without artifice. Common in descriptions of behavior, processes, and qualities. | [CORE] |
| ბუნებრივი (bunebr'ivi) "natural" | ბუნებრიობა | bunebr'ioba | ბუნებრ- (bunebr-) + -ი (-i) + -ობ- (-ob- abstract) + -ა (-a) | naturalness, genuineness | Abstract noun for the quality of being natural or genuine. Used in aesthetic and moral evaluations. | [CORE] |
| ხელოვნური (khelovnuri) "artificial" | ხელოვნურად | khelovnurad | ხელოვნურ- (khelovnur-) + -ად (-ad adverbial) | artificially, synthetically | Adverb indicating that something is done or created artificially. Used in technical and everyday contexts to contrast with natural processes. | [CORE] |
| მცდარი (mts'dari) "erroneous, mistaken" | სიმცდარე | simts'dare | სი- (si- abstract nominalizer) + მცდარ- (mts'dar-) + -ე (-e nominal) | error, mistake, incorrectness | Abstract noun for the state of being erroneous or mistaken. Used in formal and technical contexts to identify errors. | [CORE] |
| მცდარი (mts'dari) "erroneous, mistaken" | მცდარად | mts'darad | მცდარ- (mts'dar-) + -ად (-ad adverbial) | erroneously, mistakenly, incorrectly | Adverb indicating that something is done in error or incorrectly. Common in corrections and explanations of mistakes. | [CORE] |
