# F6 — NATURALNESS TABLE
# Language: Georgian (ka)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3 | ექსპერტმა ინფორმაცია დაადასტურა | ek'sp'ert'ma inp'ormacia daadast'ura | NATURAL | Same pattern with expert as agent. |
| 3 | მან შეცდომა გაასწორა | man šecdoma gaasc'ora | NATURAL | Making correct by fixing errors. Applies to correcting mistakes rather than making statements true. |
| 3 | ტექსტი გაასწორა | ṭek'st'i gaasc'ora | NATURAL | Same pattern for correcting text. |
| 3 | მან ეს დაამტკიცა | man es daamṭk'ica | NATURAL | Proving/demonstrating truth. Emphasizes showing truth rather than creating it. |
| 3 | მეცნიერმა თეორია დაამტკიცა | mecnierrma teoria daamṭk'ica | NATURAL | Same pattern with scientist as agent. |
| 3 | (no common expression for "making true" as causative) | — | GAP | Georgian lacks natural causative meaning "to make X true" in sense of causing proposition to acquire truth value. All constructions involve revealing, confirming, proving—presupposing pre-existing truth. |
| 4 | მან დოკუმენტი გააყალბა | man dok'ument'i gaaq'alba | NATURAL | Creating false objects/representations. Specific verb for forging/falsifying. |
| 4 | ხელმოწერა გააყალბა | xelmoc'era gaaq'alba | NATURAL | Same pattern for forging signatures. |
| 4 | მან თეორია გაამტყუნა | man teoria gaamṭq'una | NATURAL | Agent disproving/refuting claims. Shows falsity rather than creates it. |
| 4 | არგუმენტი გაამტყუნა | argument'i gaamṭq'una | NATURAL | Same pattern for refuting arguments. |
| 4 | მან ფაქტები დაამახინჯა | man p'ak't'ebi daamaxinja | NATURAL | Distorting/misrepresenting truth. Emphasizes distortion rather than falsification. |
| 4 | სიმართლე დაამახინჯა | simart'le daamaxinja | NATURAL | Same pattern with truth as object. |
| 4 | (no common expression for "making false" as direct causative) | — | GAP | Georgian lacks direct causative meaning "to make X false" in sense of causing true proposition to become false. Attested constructions involve forging, refuting, or distorting. |
| 5 | მან სიმართლე შეინარჩუნა | man simart'le šeinarčuna | NATURAL | Agent maintaining/preserving truth against threats. Standard construction. |
| 5 | ისტორიული სიმართლე შეინარჩუნა | ist'oriuli simart'le šeinarčuna | NATURAL | Same pattern with historical truth. |
| 5 | მან სიმართლე დაიცვა | man simart'le daicva | NATURAL | Defending/protecting truth against attack or denial. |
| 5 | ჭეშმარიტება დაიცვა | č'ešmarit'eba daicva | NATURAL | Same pattern with different truth noun. |
| 5 | ეს სიმართლე დარჩა | es simart'le darča | NATURAL | Truth remaining/staying true over time. Emphasizes stability. |
| 5 | მისი სიტყვები მართალი დარჩა | misi sit'q'vebi mart'ali darča | NATURAL | Words remaining true. Same pattern. |
| 5 | უცვლელი სიმართლე | ucvleli simart'le | NATURAL | Adjectival construction characterizing truth as unchanging. Common in philosophical/religious discourse. |
| 5 | მარადიული ჭეშმარიტება | maradiuli č'ešmarit'eba | NATURAL | Eternal truth. Same pattern. |
| 5 | (no common expression for active "keeping true") | — | GAP | While constructions exist for preserving/defending truth, no common expression for actively "keeping something true" in sense of maintaining truth value. Language prefers protection from distortion. |
| 6 | მან ის მოატყუა | man is moaṭq'ua | NATURAL | Standard causative for deception—causing false beliefs. Transitive with deceived person as object. |
| 6 | ხალხი მოატყუა | xalxi moaṭq'ua | NATURAL | Same pattern with "people" as object. |
| 6 | ის მოატყუეს | is moaṭq'ues | NATURAL | Passive construction with person as subject undergoing deception. |
| 6 | მოტყუებული ვიყავი | moṭq'uebuli viq'avi | NATURAL | Participial form with copula for stative meaning. |
| 6 | მოტყუებაში ჩავარდა | moṭq'uebashi č'avarda | NATURAL | Spatial metaphor of "falling into" deception. Common with both other-deception and self-deception. |
| 6 | თვითმოტყუებაში ჩავარდა | tviṭmoṭq'uebashi č'avarda | NATURAL | Same pattern for self-deception. |
| 6 | მან მას სიმართლე გააცნობიერებინა | man mas simart'le gaacnobierebina | MARGINAL | Causing someone to recognize truth, ending deception. Grammatically possible but less common. |
| 6 | მან მიხვდა, რომ მოატყუეს | man mixvda, rom moaṭq'ues | NATURAL | Person realizing they were deceived. Marks transition from deceived state to awareness. |
| 6 | მოტყუებას მიხვდა | moṭq'uebas mixvda | NATURAL | Same pattern with nominalized deception. |
| 7 | ნამდვილი მეგობარი გახდა | namdvili megobari gaxda | NATURAL | Becoming authentic in character/relationships. More natural than "becoming true" for propositions. |
| 7 | ნამდვილი ადამიანი გახდა | namdvili adamiani gaxdა | NATURAL | Same pattern for becoming genuine person. |
| 7 | მან ნამდვილი სახე გამოაჩინა | man namdvili saxe gamoač'ina | NATURAL | Idiomatic construction for revealing true character. Transitive. |
| 7 | ნამდვილი სახე გამოჩნდა | namdvili saxe gamoč'nda | NATURAL | Intransitive variant—nature reveals itself. |
| 7 | ნამდვილობა დაკარგა | namdviloba dak'arga | NATURAL | Losing genuineness/authenticity. Standard construction. |
| 7 | ავთენტურობა დაკარგა | avt'ent'uroba dak'arga | NATURAL | Same pattern with borrowed term. |
| 7 | (no common expression for "making authentic") | — | GAP | While constructions exist for becoming authentic and revealing authenticity, no common causative for "making something authentic" in sense of causing acquisition of genuine status. |
| 8 | შეცდომა გაასწორა | šecdoma gaasc'ora | NATURAL | Standard construction for fixing errors/making corrections. |
| 8 | ტექსტი გაასწორა | ṭek'st'i gaasc'ora | NATURAL | Same pattern for correcting text. |
| 8 | შეეშალა | šeešala | NATURAL | Intransitive "made a mistake." Common construction. |
| 8 | შეცდომა დაშვა | šecdoma dašva | NATURAL | Light verb construction "made a mistake." |
| 8 | პასუხი მცდარი გახდა | p'asuxi mcdari gaxda | MARGINAL | Grammatically possible but pragmatically marked. More natural to say information became outdated. |
| 8 | სიტუაცია გამოასწორა | sit'uacia gamoasc'ora | NATURAL | Extended use of correction verb for fixing situations/problems. |
| 8 | პრობლემა გამოასწორა | p'roblema gamoasc'ora | NATURAL | Same pattern for correcting problems. |
| 9 | ინფორმაცია დაამოწმა | inp'ormacia daamoc'ma | NATURAL | Standard transitive construction for verification. Common in formal contexts. |
| 9 | ფაქტები დაადასტურა | p'ak't'ebi daadast'ura | NATURAL | Same pattern with different verb. Both equally common. |
| 9 | ინფორმაცია დადასტურდა | inp'ormacia dadast'urda | NATURAL | Passive construction with claim as subject. Very common in formal/journalistic discourse. |
| 9 | ფაქტი დამოწმდა | p'ak't'i damoc'mda | NATURAL | Same pattern with different verb. |
| 9 | ინფორმაცია შეამოწმა | inp'ormacia šeamoc'ma | NATURAL | Emphasizes process of checking/testing. Preverb შე- indicates thoroughness. |
| 9 | მონაცემები შეამოწმა | monacemebi šeamoc'ma | NATURAL | Same pattern with "data" as object. |
| 9 | ინფორმაცია არ დადასტურდა | inp'ormacia ar dadast'urda | NATURAL | Negative construction indicating failure of verification. |
| 9 | ფაქტი ვერ დამოწმდა | p'ak't'i ver damoc'mda | NATURAL | Particle ვერ indicates inability rather than simple negation. |
| 10 | ინფორმაცია დააზუსტა | inp'ormacia daazusta | NATURAL | Agent making something more precise/specific. Derived from ზუსტი "precise." |
| 10 | მონაცემები დააზუსტა | monacemebi daazusta | NATURAL | Same pattern with "data" as object. |
| 10 | ინფორმაცია გაზუსტდა | inp'ormacia gazustda | MARGINAL | Intransitive construction where statement becomes more precise. Less common than causative. |
| 10 | სიზუსტე დაკარგა | sizuste dak'arga | NATURAL | Losing precision/accuracy. Standard construction. |
| 10 | ზუსტობა დაკარგა | zustoba dak'arga | NATURAL | Same pattern with different nominalization. |
| 11 | სანდო წყარო გახდა | sando c'q'aro gaxda | NATURAL | Becoming reliable source. More natural than similar constructions with truth predicates. |
| 11 | სანდო ადამიანი გახდა | sando adamiani gaxda | NATURAL | Same pattern for becoming reliable person. |
| 11 | სანდოობა დაკარგა | sandooba dak'arga | NATURAL | Losing reliability/trustworthiness. |
| 11 | ნდობა დაკარგა | ndoba dak'arga | NATURAL | Same pattern with "trust" noun. |
| 11 | ნდობა დაამკვიდრა | ndoba daamk'vidra | NATURAL | Establishing trust/reliability. |
| 11 | სანდოობა დაამკვიდრა | sandooba daamk'vidra | NATURAL | Same pattern with different nominalization. |
| 12 | შეფასება ობიექტური გახდა | šep'aseba obiek't'uri gaxda | MARGINAL | Shift toward objectivity. Grammatically productive but pragmatically marked. |
| 12 | შეფასება გააობიექტურა | šep'aseba gaaoiek't'ura | MARGINAL | Causative for making objective. Derived from borrowed adjective. Rare in actual usage. |
| 12 | (no common expression for objectivity dynamics) | — | GAP | While grammatically possible constructions exist, no common natural expressions. Borrowed terms primarily used as static descriptors. |
| 13 | სამართლიანობა დაამკვიდრა | samart'lianoba daamk'vidra | NATURAL | Establishing/instituting justice. Standard construction. |
| 13 | სამართლიანობა აღადგინა | samart'lianoba aɣadgina | NATURAL | Restoring justice that was violated/lost. |
| 13 | გადაწყვეტილება სამართლიანი გახდა | gadac'q'vet'ileba samart'liani gaxda | NATURAL | Decision becoming just. More natural with situations than persons. |
| 13 | სამართლიანობა დაარღვია | samart'lianoba daarɣvia | NATURAL | Violating/breaking justice. Standard construction. |
