# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Georgian (ka)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| სიმართლე (simart'le) "truth" | სიმართლე გამოარკვია | simart'le gamoark'via | to discover the truth, to ascertain the truth | Uses compound preverb გამო- (gamo-) with "clarify." Emphasizes bringing truth to light from obscurity. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე იძიოს | simart'le iʒios | to search for the truth, to seek the truth | Uses verb იძიოს (iʒios) "to search/seek." Common in philosophical and investigative contexts. | [CORE] |
| ჭეშმარიტება (č'ešmarit'eba) "truth" | ჭეშმარიტების ძიება | č'ešmarit'ebis ʒieba | search for truth, quest for truth | Nominal construction with genitive case. Used in philosophical and intellectual discourse about truth-seeking. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე გამოაჩინა | simart'le gamoač'ina | to reveal the truth, to show the truth | Uses verb გამოაჩინა (gamoač'ina) "to reveal/show." Common in contexts of disclosure or revelation. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე გამოვლინდა | simart'le gamovlinda | the truth was revealed, the truth came to light | Passive/intransitive construction. Truth as subject that reveals itself. Common in narrative contexts. | [CORE] |
| ჭეშმარიტება (č'ešmarit'eba) "truth" | ჭეშმარიტების გამოვლენა | č'ešmarit'ebis gamovlena | revelation of truth, disclosure of truth | Nominal construction with genitive. Used in formal and philosophical contexts about truth revelation. | [CORE] |
| ნამდვილი (namdvili) "real, true" | ნამდვილი სახე გამოაჩინა | namdvili saxe gamoač'ina | to show one's true face, to reveal one's true nature | Idiomatic expression for revealing true character. Common in contexts of unmasking or exposure. | [CORE] |
| ნამდვილი (namdvili) "real, true" | ნამდვილი სახე გამოჩნდა | namdvili saxe gamoč'nda | the true face appeared, the true nature was revealed | Intransitive variant where true nature reveals itself. Common in narrative and evaluative contexts. | [CORE] |
| მოტყუება (moṭq'ueba) "deception" | მოატყუა | moaṭq'ua | deceived (someone), cheated (someone) | Verbal form with direct object. Standard expression for deceiving someone. Very common. | [CORE] |
| მოტყუება (moṭq'ueba) "deception" | მოტყუებაში ჩავარდა | moṭq'uebashi č'avarda | fell into deception, was deceived | Uses postposition -ში (-shi) "in/into" with verb "fall." Emphasizes being victim of deception. | [CORE] |
| თვითმოტყუება (tviṭmoṭq'ueba) "self-deception" | თვითმოტყუებაში იმყოფება | tviṭmoṭq'uebashi imq'opeba | is in self-deception, is deceiving oneself | Uses postposition -ში with verb "to be located." Describes state of self-deception. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლეს შეესაბამება | simart'les sheesabameba | corresponds to the truth, matches the truth | Uses verb შეესაბამება (sheesabameba) "corresponds to" with dative case. Formal expression for truth-correspondence. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლეს არ შეესაბამება | simart'les ar sheesabameba | does not correspond to the truth, is not true | Negative form of correspondence. Formal way to say something is false. | [CORE] |
| ნამდვილი (namdvili) "real" | ნამდვილებას შეესაბამება | namdvilebas sheesabameba | corresponds to reality, matches reality | Uses abstract noun ნამდვილობა (namdviloba) "reality" in dative. Formal expression for reality-correspondence. | [CORE] |
| დამოწმება (damoc'meba) "verification" | დაამოწმა | daamoc'ma | verified, confirmed, attested | Verbal form for verifying or confirming. Common in legal and formal contexts. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე დაადასტურა | simart'le daadast'ura | confirmed the truth, verified the truth | Uses verb დაადასტურა (daadast'ura) "confirmed." Common in evidentiary and formal contexts. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე დადასტურდა | simart'le dadast'urda | the truth was confirmed, the truth was verified | Passive/intransitive form. Truth as subject that gets confirmed. Common in formal discourse. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლეზე დაფიცება | simart'leze dap'iceba | swearing on the truth, oath to tell the truth | Uses postposition -ზე (-ze) "on" with noun დაფიცება (dap'iceba) "oath." Legal and formal contexts. | [CORE] |
| ჭეშმარიტად (č'ešmarit'ad) "truly" | ჭეშმარიტად გეუბნები | č'ešmarit'ad geubnеbi | truly I tell you, verily I say unto you | Biblical formula with adverb + verb "tell" with 2nd person indirect object. Used in solemn or religious contexts. | [CORE] |
| ჭეშმარიტად (č'ešmarit'ad) "truly" | ჭეშმარიტად გეტყვი | č'ešmarit'ad get'q'vi | truly I say to you | Variant with verb თქვა (t'qva) "to say." Similar solemn or emphatic usage. | [CORE] |
| მართლაც (mart'lac) "really, truly" | მართლაც რომ | mart'lac rom | really that, truly that (emphatic) | Combines emphatic adverb with conjunction რომ (rom) "that." Very common emphatic construction in everyday speech. | [CORE] |
| მართალია (mart'alia) "it is true" | მართალია რომ | mart'alia rom | it is true that, admittedly | Concessive construction acknowledging truth while often preparing to qualify or contrast. Common in argumentative discourse. | [CORE] |
| ნამდვილად (namdvilad) "really, truly" | ნამდვილად რომ | namdvilad rom | really that, actually that (emphatic) | Emphatic construction similar to მართლაც რომ. Common in everyday speech for emphasis. | [CORE] |
| ჭეშმარიტად (č'ešmarit'ad) "truly" | ჭეშმარიტად რომ | č'ešmarit'ad rom | truly that, genuinely that (emphatic) | More formal or elevated variant of emphatic construction. Used in formal speech and writing. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე დამალა | simart'le damala | hid the truth, concealed the truth | Uses verb დამალა (damala) "hid." Common in contexts of concealment or cover-up. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლე დაფარა | simart'le dap'ara | covered the truth, concealed the truth | Uses verb დაფარა (dap'ara) "covered." Similar to დამალა but with covering metaphor. | [CORE] |
| მართლაც (mart'lac) "really" | მართლაც? | mart'lac? | really? is that true? | Single-word question seeking confirmation. Very common in conversational Georgian. | [CORE] |
| ნამდვილად (namdvilad) "really" | ნამდვილად? | namdvilad? | really? actually? | Question seeking confirmation of reality or truth. Common in everyday conversation. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლეა? | simart'lea? | is it true? is it the truth? | Predicative question with copula. Asking whether something is true. | [CORE] |
| ვითომ (vitom) "supposedly, allegedly" | ვითომ მართალია | vitom mart'alia | supposedly it's true, allegedly true | Combines ვითომ with predicative "it is true" to express doubt or distance from claim. | [CORE] |
| ვითომ (vitom) "supposedly" | ვითომ ნამდვილია | vitom namdvilia | supposedly it's real, allegedly real | Similar construction expressing doubt about reality or genuineness of something. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლესთან ახლოს | simart'lestan axlos | close to the truth, near the truth | Uses postposition -თან (-tan) "with/near" + ახლოს (axlos) "close." Indicates approximation to truth. | [CORE] |
| სიმართლე (simart'le) "truth" | სიმართლესთან შორს | simart'lestan shors | far from the truth | Uses postposition -თან + შორს (shors) "far." Indicates distance from truth. | [CORE] |
| ნამდვილი (namdvili) "real, genuine" | ნამდვილი ან ყალბი | namdvili an q'albi | real or fake, genuine or counterfeit | Disjunctive construction contrasting authenticity with falseness. Common in evaluative contexts. | [CORE] |
| ავთენტური (avt'ent'uri) "authentic" | ავთენტურობის დადასტურება | avt'ent'urobis dadast'ureba | confirmation of authenticity, authentication | Nominal construction with genitive. Common in commercial and academic contexts for verifying authenticity. | [CORE] |
| სწორი (sc'ori) "correct" | სწორია თუ არა | sc'oria tu ara | is it correct or not, whether it's right or not | Disjunctive question construction. Common in checking or verifying correctness. | [CORE] |
| სწორი (sc'ori) "correct" | სწორად გააკეთა | sc'orad gaak'et'a | did it correctly, did it right | Adverb + verb construction. Common in evaluating proper execution of actions. | [CORE] |
| სწორი (sc'ori) "correct" | სწორად მიხვდა | sc'orad mixvda | understood correctly, got it right | Adverb + verb "understood." Common in contexts of comprehension and interpretation. | [CORE] |
| მცდარი (mcdari) "false, erroneous" | მცდარია | mcdaria | it is false, it is erroneous | Simple predicative construction. Common in corrections and evaluations. | [CORE] |
| მცდარი (mcdari) "false, erroneous" | მცდარ აზრს ატარებს | mcdar azrs at'arebs | holds a false opinion, has an erroneous view | Uses verb ატარებს (at'arebs) "carries/holds" with "opinion." Common in intellectual discourse. | [CORE] |
| ზუსტი (zusti) "precise, accurate" | ზუსტად ისე | zustad ise | exactly so, precisely like that | Adverb + demonstrative. Common emphatic construction affirming exact correspondence. | [CORE] |
| ზუსტი (zusti) "precise" | ზუსტად რომ ვთქვათ | zustad rom vt'qvat | to be precise, to put it exactly | Parenthetical construction with subjunctive "let us say." Common in careful or technical discourse. | [CORE] |
| ზუსტი (zusti) "precise" | ზუსტად იცის | zustad icis | knows precisely, knows exactly | Adverb + verb "knows." Common in contexts of exact knowledge. | [CORE] |
| სანდო (sando) "reliable, trustworthy" | სანდო წყარო | sando c'q'aro | reliable source, trustworthy source | Common collocation in evidentiary and journalistic contexts. Standard expression for credible sources. | [CORE] |
| სანდო (sando) "reliable" | სანდო ინფორმაცია | sando inp'ormaciа | reliable information, trustworthy information | Common collocation in informational contexts. Standard expression for credible information. | [CORE] |
| სანდო (sando) "reliable" | სანდო ადამიანი | sando adamiani | reliable person, trustworthy person | Common character evaluation. Standard expression for dependable persons. | [CORE] |
| ობიექტური (obiek't'uri) "objective" | ობიექტურად შეაფასა | obiek't'urad sheap'asa | evaluated objectively, assessed objectively | Adverb + verb "evaluated." Common in academic and analytical discourse. | [CORE] |
| ობიექტური (obiek't'uri) "objective" | ობიექტური რეალობა | obiek't'uri realoba | objective reality | Common philosophical collocation. Standard term in epistemological discourse. | [CORE] |
| გულწრფელი (gulc'rpeli) "sincere" | გულწრფელად ამბობს | gulc'rpelad ambobs | speaks sincerely, tells honestly | Adverb + verb "tells." Common in evaluating honest communication. | [CORE] |
| გულწრფელი (gulc'rpeli) "sincere" | გულწრფელი გრძნობები | gulc'rpeli grʒnobebi | sincere feelings, genuine emotions | Common collocation in emotional and relational contexts. Standard expression for authentic feelings. | [CORE] |
| ბუნებრივი (bunebrivi) "natural" | ბუნებრივი და ხელოვნური | bunebrivi da xelovnuri | natural and artificial | Conjunctive construction contrasting natural with artificial. Common in scientific and philosophical discourse. | [CORE] |
| ბუნებრივი (bunebrivi) "natural" | ბუნებრივად მოხდა | bunebrivad moxda | happened naturally, occurred naturally | Adverb + verb "happened." Common in describing natural processes or events. | [CORE] |
| სამართლიანი (samart'liani) "just, fair" | სამართლიანი გადაწყვეტილება | samart'liani gadac'q'vet'ileba | just decision, fair decision | Common legal and administrative collocation. Standard expression for fair rulings. | [CORE] |
| სამართლიანი (samart'liani) "just" | სამართლიანი მოპყრობა | samart'liani mop'q'roba | fair treatment, just treatment | Common collocation in moral and legal contexts. Standard expression for equitable treatment. | [CORE] |
| სამართლიანობა (samart'lianoba) "justice" | სამართლიანობის აღდგენა | samart'lianobis aɣdgena | restoration of justice, establishing justice | Genitive construction with verb "restore/establish." Common in legal and political discourse. | [CORE] |
| სამართალი (samart'ali) "law, justice" | სამართლებრივი თვალსაზრისით | samart'lebrivi tvalsazrisit | from a legal point of view, legally speaking | Adjectival + instrumental case of "viewpoint." Common in legal discourse for legal perspective. | [CORE] |
| სამართალი (samart'ali) "law" | სამართლის წინაშე | samart'lis c'inashe | before the law, in the eyes of the law | Genitive + postposition "before." Common legal expression for legal standing. | [CORE] |
| ფაქტი (p'ak't'i) "fact" | ფაქტია რომ | p'ak't'ia rom | it is a fact that, the fact is that | Predicative + conjunction. Common in argumentative discourse for stating facts. | [CORE] |
| ფაქტი (p'ak't'i) "fact" | ფაქტებზე დაყრდნობით | p'ak't'ebze daq'rdnobit | based on facts, relying on facts | Plural + postposition -ზე + instrumental of "relying." Common in evidentiary discourse. | [CORE] |
| რეალური (realuri) "real" | რეალურად არსებობს | realurad arsebobs | really exists, exists in reality | Adverb + verb "exists." Common in ontological and practical discourse. | [CORE] |
| რეალობა (realoba) "reality" | რეალობას შეესაბამება | realobas sheesabameba | corresponds to reality, matches reality | Dative + verb "corresponds." Formal expression for reality-correspondence. | [CORE] |
| რეალობა (realoba) "reality" | რეალობაში | realobashi | in reality, in actuality | Postposition -ში "in." Common contrastive expression distinguishing reality from appearance. | [CORE] |
