# F1 — VOCABULARY TABLE: Georgian (ka)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| გამართლება | gamart'leba | ga- (verbal prefix) + mart'l- (right) + -eba (verbal noun suffix) | justification, vindication | Used in legal, moral, and argumentative contexts to denote the act of justifying or vindicating a claim, action, or person. Also used theologically for justification before God. | [CORE] |
| გამართლებული | gamart'lebuli | ga- (verbal prefix) + mart'l- (right) + -ebul- (participial) + -i (adjectival) | justified, vindicated | Describes claims, actions, or persons as having been justified or vindicated. Used in legal contexts for acquittal and in general discourse for validated claims. | [CORE] |
| სამართალი | samart'ali | sa- (nominalizing prefix) + mart'- (right) + -al- (suffix) + -i (nominal) | law, justice, legal system | The primary term for law and the legal system. Used in legal, administrative, and political contexts to refer to law, legal rights, and justice as an institution. | [CORE] |
| სამართლებრივი | samart'lebrivi | samart'l- (law) + -ebr- (manner suffix) + -iv- (adjectival) + -i | legal, juridical | Describes matters, procedures, or evaluations as pertaining to law. Common in legal and administrative discourse to characterize legal aspects of situations. | [CORE] |
| მართვა | mart'va | mart'- (direct/manage) + -va (verbal noun suffix) | management, governance, direction | Used for the act of managing, governing, or directing. Common in administrative, political, and organizational contexts. Note: This represents a semantic extension where the root shifts from "correct" to "direct/manage." | [CORE] |
| მართული | mart'uli | mart'- (direct) + -ul- (participial) + -i (adjectival) | managed, governed, directed | Describes entities or processes as being managed or governed. Used in organizational and administrative contexts. | [CORE] |
| გასამართლება | gasamart'leba | ga- (verbal prefix) + sa- (future participle marker) + mart'l- (judge) + -eba (verbal noun) | trial, judgment, court proceeding | Legal term for a trial or court proceeding. Used in judicial contexts to refer to the formal process of judging a case. | [CORE] |
| მართლმსაჯული | mart'lmsaǯuli | mart'l- (right/just) + msaǯul- (judge) + -i (nominal) | righteous judge, just judgment | Used in religious, literary, and formal contexts to describe divine or human judgment that is perfectly just. Often appears in religious texts. | [CORE] |
| მართლმადიდებელი | mart'lmadidebeli | mart'l- (right) + ma- (prefix) + didebel- (glorify) + -i (nominal) | Orthodox (Christian) | The standard term for Orthodox Christianity and Orthodox Christians. Used in religious and cultural contexts to identify the Orthodox faith tradition. | [CORE] |
| უმართებულო | umart'ebulo | u- (negative prefix) + mart'ebul- (correct) + -o (adjectival) | incorrect, improper, unjustified | Describes actions, statements, or situations as incorrect or improper. Used to negate the correctness or appropriateness of something. | [CORE] |
| მართლზომიერი | mart'lzomieri | mart'l- (right) + zom- (measure) + -ier- (adjectival) + -i | moderate, temperate, reasonable | Describes behavior, judgment, or consumption as moderate and reasonable. Used in moral and practical evaluations of conduct. | [CORE] |
| მართლზომიერება | mart'lzomiereba | mart'l- (right) + zom- (measure) + -ier- + -eba (abstract noun) | moderation, temperance | Abstract noun denoting the quality of moderation or temperance. Used in moral and philosophical discourse about virtuous conduct. | [CORE] |
| მართებულად | mart'ebulad | mart'ebul- (correct) + -ad (adverbial suffix) | correctly, properly, appropriately | Adverbial form indicating manner of action as correct or proper. Used to describe how something is done in accordance with correctness. | [CORE] |
| მართლწერა | mart'lc'era | mart'l- (correct) + c'er- (write) + -a (nominal) | orthography, correct spelling | Technical term for orthography or correct spelling. Used in linguistic and educational contexts to refer to spelling rules and conventions. | [CORE] |
| მართლწერის | mart'lc'eris | mart'lc'er- (orthography) + -is (genitive) | orthographic, of spelling | Adjectival form describing matters related to orthography or spelling. Common in educational and linguistic contexts. | [CORE] |
| მართლმეტყველება | mart'lmeṭq'veleba | mart'l- (right) + meṭq'vel- (speech/saying) + -eba (abstract noun) | orthodoxy (correct doctrine) | Religious and theological term for orthodox doctrine or correct teaching. Used to distinguish orthodox from heretical beliefs. | [CORE] |
| დამართლება | damart'leba | da- (verbal prefix) + mart'l- (correct/confirm) + -eba (verbal noun) | confirmation, corroboration | Used for the act of confirming or corroborating claims or facts. Common in formal and evidentiary contexts. | [CORE] |
| გამართული | gamart'uli | ga- (verbal prefix) + mart'- (direct/arrange) + -ul- (participial) + -i | well-organized, properly arranged, successful (of events) | Describes events, meetings, or arrangements as well-organized or successfully conducted. Common in evaluating the success of organized activities. | [CORE] |
| მართლა | mart'la | mart'l- (right/true) + -a (emphatic particle) | really, truly (colloquial variant) | Colloquial emphatic particle used to affirm truth or express surprise. Common in everyday speech as an intensifier or question marker. | [CORE] |
| ტყუილად | ṭq'uilad | ṭq'uil- (lie) + -ad (adverbial suffix) | falsely, in vain, for nothing | Adverbial form indicating that something is done falsely or without result. Used both for false manner of speaking and for futile actions. | [CORE] |
| მოტყუებული | moṭq'uebuli | mo- (verbal prefix) + ṭq'u- (deceive) + -ebul- (participial) + -i | deceived, deluded, mistaken | Describes persons as having been deceived or deluded. Used to characterize someone who has been misled or holds false beliefs. | [CORE] |
| მატყუარა | maṭq'uara | ma- (agentive prefix) + ṭq'u- (deceive) + -ar- (agentive suffix) + -a | deceiver, liar, fraud | Denotes a person who habitually deceives or lies. Used as a character evaluation indicating untrustworthiness. | [CORE] |
| მატყუარებელი | maṭq'uarebeli | ma- (agentive) + ṭq'u- (deceive) + -ar- + -ebel- (agentive participial) + -i | deceiver, one who deceives | Similar to maṭq'uara but with more active participial force. Used to characterize someone actively engaged in deception. | [CORE] |
| თვითმოტყუება | tviṭmoṭq'ueba | tviṭ- (self) + mo- (verbal prefix) + ṭq'u- (deceive) + -eba (verbal noun) | self-deception, self-delusion | Denotes the act or state of deceiving oneself. Used in psychological, philosophical, and everyday contexts to describe false beliefs one maintains about oneself. | [CORE] |
| ტყუილუბრალოდ | ṭq'uilubralod | ṭq'uil- (vain/empty) + ubralod (simply) | simply, just, merely (without reason) | Adverbial expression meaning "simply" or "for no particular reason." Common in everyday speech to indicate lack of special cause. | [CORE] |
| ტყუილუბრალო | ṭq'uilubralo | ṭq'uil- (vain/empty) + ubral- (simple) + -o (adjectival) | simple, plain, ordinary | Describes things as simple or ordinary, without special qualities. Used to characterize unpretentious or straightforward things. | [CORE] |
| ატყუება | aṭq'ueba | a- (verbal prefix) + ṭq'u- (deceive) + -eba (verbal noun) | deceiving, misleading | Denotes the act of deceiving or misleading. Used similarly to moṭq'ueba but with different aspectual nuance. | [CORE] |
| შეტყუება | šeṭq'ueba | še- (verbal prefix) + ṭq'u- (deceive) + -eba (verbal noun) | mutual deception, collusion in deception | Denotes mutual or reciprocal deception, or collusion in deceiving others. Used in contexts of conspiracy or mutual fraud. | [CORE] |
| გატყუება | gaṭq'ueba | ga- (verbal prefix) + ṭq'u- (deceive) + -eba (verbal noun) | deceiving, cheating (with completive aspect) | Denotes completed or successful deception. Used when someone has been successfully deceived or cheated. | [CORE] |
| ტყუილმოთქმელი | ṭq'uilmotxmeli | ṭq'uil- (lie) + mo- (prefix) + txmel- (speaker) + -i | liar, one who speaks lies | Formal or literary term for a liar. Used to characterize someone who habitually speaks falsehoods. | [CORE] |
| უტყუარად | uṭq'uarad | u- (negative) + ṭq'u- (lie) + -ar- + -ad (adverbial) | truthfully, honestly, infallibly | Adverbial form indicating manner of speaking or acting without deception. Used to characterize honest communication or reliable processes. | [CORE] |
| უტყუარობა | uṭq'uaroba | u- (negative) + ṭq'u- (lie) + -ar- + -oba (abstract noun) | truthfulness, honesty, infallibility | Abstract noun denoting the quality of being truthful or infallible. Used in character evaluation and epistemological contexts. | [CORE] |
| ნამდვილობა | namdviloba | namdvil- (real/genuine) + -oba (abstract noun suffix) | reality, genuineness, authenticity | Abstract noun denoting the quality of being real or genuine. Used in philosophical discourse about reality and in practical contexts about authenticity. | [CORE] |
| განამდვილება | ganamdvileba | ga- (verbal prefix) + namdvil- (real) + -eba (verbal noun) | realization, actualization, making real | Denotes the process of making something real or actualizing a potential. Used in philosophical and practical contexts about bringing plans or possibilities into reality. | [CORE] |
| განამდვილებული | ganamdilebuli | ga- (verbal prefix) + namdvil- (real) + -ebul- (participial) + -i | realized, actualized, made real | Describes things that have been realized or actualized. Used for plans, dreams, or potentials that have become real. | [CORE] |
| ნამდვილი სახე | namdvili saxe | namdvil- (true) + -i + saxe (face/form) | true face, real nature | Idiomatic expression for the true nature or real character of something or someone. Used when revealing what was previously hidden or misrepresented. | [CORE] |
| ნამდვილი ბუნება | namdvili buneba | namdvil- (true) + -i + buneba (nature) | true nature, real essence | Philosophical and everyday expression for the essential nature or true character of something. Used in discussions of essence versus appearance. | [CORE] |
| ნამდვილი მეგობარი | namdvili megobari | namdvil- (true) + -i + megobari (friend) | true friend, genuine friend | Common expression for a genuine friend as opposed to a fair-weather friend. Used in evaluating the authenticity of friendship. | [CORE] |
| ნამდვილი სიყვარული | namdvili siq'varuli | namdvil- (true) + -i + siq'varuli (love) | true love, genuine love | Expression for authentic love as opposed to infatuation or false affection. Common in romantic and moral discourse. | [CORE] |
| ნამდვილი ღირებულება | namdvili ɣirebuleba | namdvil- (true) + -i + ɣirebuleba (value/worth) | true value, real worth | Used in economic, moral, and general evaluative contexts to distinguish genuine value from apparent or market value. | [CORE] |
| ნამდვილი ფასი | namdvili p'asi | namdvil- (true) + -i + p'asi (price) | true price, real cost | Used in commercial contexts to refer to the actual price or cost of something, as opposed to advertised or nominal price. | [CORE] |
| ნამდვილი მიზეზი | namdvili mizezi | namdvil- (true) + -i + mizezi (reason/cause) | true reason, real cause | Used to identify the actual cause or reason for something, as opposed to stated or apparent reasons. | [CORE] |
| ნამდვილი ისტორია | namdvili ist'oria | namdvil- (true) + -i + ist'oria (story/history) | true story, real history | Used to distinguish factual accounts from fictional ones, or to emphasize that a story actually happened. | [CORE] |
| ჭეშმარიტად რომ | č'ešmarit'ad rom | č'ešmarit'- (true) + -ad (adverbial) + rom (that/conjunction) | truly that, really that (emphatic) | Emphatic construction strongly affirming truth of statements. Used for emphasis in formal and informal discourse. | [CORE] |
| ჭეშმარიტი სიტყვა | č'ešmarit'i sit'q'va | č'ešmarit'- (true) + -i (adjectival) + sit'q'va (word) | true word, truthful speech | Expression for truthful or honest speech. Used in contexts emphasizing veracity of communication. | [CORE] |
| ჭეშმარიტი ღმერთი | č'ešmarit'i ɣmert'i | č'ešmarit'- (true) + -i (adjectival) + ɣmert'i (God) | true God | Religious expression distinguishing the true God from false gods or idols. Used in theological discourse. | [CORE] |
| ჭეშმარიტი რწმენა | č'ešmarit'i rc'mena | č'ešmarit'- (true) + -i (adjectival) + rc'mena (faith/belief) | true faith, genuine belief | Religious and philosophical term for authentic faith or belief. Used in theological and evaluative contexts. | [CORE] |
| ჭეშმარიტი გზა | č'ešmarit'i gza | č'ešmarit'- (true) + -i (adjectival) + gza (way/path) | true way, right path | Metaphorical expression for correct course of action or authentic spiritual path. Common in religious and moral discourse. | [CORE] |
| ჭეშმარიტი სიყვარული | č'ešmarit'i siq'varuli | č'ešmarit'- (true) + -i (adjectival) + siq'varuli (love) | true love, genuine love | Expression for authentic love, often with spiritual or elevated connotations. Used in romantic and religious contexts. | [CORE] |
| ჭეშმარიტი მეგობარი | č'ešmarit'i megobari | č'ešmarit'- (true) + -i (adjectival) + megobari (friend) | true friend, genuine friend | Expression for authentic friendship. Used similarly to ნამდვილი მეგობარი but with slightly more elevated register. | [CORE] |
| ჭეშმარიტი ცოდნა | č'ešmarit'i codna | č'ešmarit'- (true) + -i (adjectival) + codna (knowledge) | true knowledge, genuine knowledge | Philosophical and educational term for authentic knowledge as opposed to mere opinion or false belief. | [CORE] |
| ჭეშმარიტი სიბრძნე | č'ešmarit'i sibrʒne | č'ešmarit'- (true) + -i (adjectival) + sibrʒne (wisdom) | true wisdom, genuine wisdom | Philosophical and religious term for authentic wisdom. Used in elevated discourse about knowledge and understanding. | [CORE] |
| ჭეშმარიტი ბედნიერება | č'ešmarit'i bedniereba | č'ešmarit'- (true) + -i (adjectival) + bedniereba (happiness) | true happiness, genuine happiness | Philosophical expression for authentic happiness or well-being. Used in ethical and philosophical discourse. | [CORE] |
| ჭეშმარიტი ხელოვნება | č'ešmarit'i xelovneba | č'ešmarit'- (true) + -i (adjectival) + xelovneba (art) | true art, genuine art | Aesthetic evaluation distinguishing authentic art from inferior productions. Used in artistic criticism and evaluation. | [CORE] |
| ჭეშმარიტი ადამიანი | č'ešmarit'i adamiani | č'ešmarit'- (true) + -i (adjectival) + adamiani (person/human) | true person, genuine human being | Evaluative expression for persons of authentic character and integrity. Used in moral and character assessment. | [CORE] |
| ჭეშმარიტი მიზანი | č'ešmarit'i mizani | č'ešmarit'- (true) + -i (adjectival) + mizani (goal/purpose) | true purpose, real goal | Used to identify authentic purposes or goals as opposed to apparent or stated ones. | [CORE] |
| ჭეშმარიტი არსი | č'ešmarit'i arsi | č'ešmarit'- (true) + -i (adjectival) + arsi (essence/being) | true essence, real being | Philosophical term for the essential nature or true being of things. Used in metaphysical and philosophical discourse. | [CORE] |
| ჭეშმარიტი ბუნება | č'ešmarit'i buneba | č'ešmarit'- (true) + -i (adjectival) + buneba (nature) | true nature, real essence | Expression for the essential nature or true character of things or persons. Used in philosophical and everyday contexts. | [CORE] |
| ჭეშმარიტი სახე | č'ešmarit'i saxe | č'ešmarit'- (true) + -i (adjectival) + saxe (face/form) | true face, real nature | Idiomatic expression for revealing true character or nature. Used when discussing authentic versus apparent character. | [CORE] |
| ჭეშმარიტი ისტორია | č'ešmarit'i ist'oria | č'ešmarit'- (true) + -i (adjectival) + ist'oria (story/history) | true story, real history | Used to distinguish factual accounts from fictional narratives. Common in narrative and historical discourse. | [CORE] |
| ჭეშმარიტების ძიება | č'ešmarit'ebis ʒieba | č'ešmarit'eb- (truth) + -is (genitive) + ʒieba (search/quest) | search for truth, quest for truth | Philosophical and intellectual expression for the pursuit of truth. Used in academic and philosophical discourse. | [CORE] |
| ჭეშმარიტების გამოვლენა | č'ešmarit'ebis gamovlena | č'ešmarit'eb- (truth) + -is (genitive) + gamovlena (revelation/disclosure) | revelation of truth, disclosure of truth | Used in contexts of discovering or revealing truth. Common in investigative and philosophical contexts. | [CORE] |
| ჭეშმარიტების მომენტი | č'ešmarit'ebis moment'i | č'ešmarit'eb- (truth) + -is (genitive) + moment'i (moment) | moment of truth | Expression for critical moment when truth is revealed or tested. Used in dramatic and evaluative contexts. | [CORE] |
