# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Sanskrit (sa)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| सत्य (satya) | सत्यक्रिया (satyakriyā) | satyakriyā | satya + kriyā (action, rite) | act of truth, truth-act | Ritual or solemn affirmation of truth, sometimes with supernatural efficacy. Used in narrative contexts. | [MARGINAL] |
| सत्य (satya) | सत्यलोक (satyaloka) | satyaloka | satya + loka (world, realm) | world of truth, highest heaven | Cosmological term for the highest realm or abode of Brahman. Used in religious and mythological discourse. | [MARGINAL] |
| असत्य (asatya) | असत्यता (asatyatā) | asatyatā | asatya + -tā (abstract suffix) | falsity, untruthfulness | Abstract noun denoting the quality of being false or untrue. Used in philosophical and ethical discourse. | [CORE] |
| असत्य (asatya) | असत्यवादिन् (asatyavādin) | asatyavādin | asatya + vādin (speaking) | liar, one who speaks falsely | Agent noun describing one who habitually speaks falsely. Used in moral condemnation. | [CORE] |
| ऋत (ṛta) | ऋतज्ञ (ṛtajña) | ṛtajña | ṛta + jña (knowing, from √jñā) | knowing the cosmic order, wise | Vedic compound describing one who knows or understands cosmic order. Used in religious contexts. | [MARGINAL] |
| ऋत (ṛta) | ऋतावन् (ṛtāvan) | ṛtāvan | ṛta + -van (possessive suffix) | possessing ṛta, righteous | Vedic adjective describing one who possesses or follows cosmic order. Used in hymnic contexts. | [MARGINAL] |
| अनृत (anṛta) | अनृतवादिन् (anṛtavādin) | anṛtavādin | anṛta + vādin (speaking) | speaker of falsehood, liar | Agent noun describing one who speaks falsehood. Used in Vedic and classical moral discourse. | [MARGINAL] |
| तथ्य (tathya) | तथ्यता (tathyatā) | tathyatā | tathya + -tā (abstract suffix) | factuality, truth, accuracy | Abstract noun denoting the quality of being factual or accurate. Used in contexts requiring factual verification. | [CORE] |
| मिथ्या (mithyā) | मिथ्यात्व (mithyātva) | mithyātva | mithyā + -tva (abstract suffix) | falsity, illusoriness | Abstract noun denoting the quality or state of being false or illusory. Technical term in Vedānta philosophy. | [CORE] |
| मिथ्या (mithyā) | मिथ्याचार (mithyācāra) | mithyācāra | mithyā + ācāra (conduct, behavior) | false conduct, hypocrisy | Compound denoting hypocritical or deceptive behavior. Used in moral criticism. | [CORE] |
| मिथ्या (mithyā) | मिथ्याज्ञान (mithyājñāna) | mithyājñāna | mithyā + jñāna (knowledge) | false knowledge, erroneous cognition | Epistemological term for knowledge that is false or erroneous. Used in philosophical discussions of error. | [CORE] |
| मिथ्या (mithyā) | मिथ्यादृष्टि (mithyādṛṣṭi) | mithyādṛṣṭi | mithyā + dṛṣṭi (view, vision) | false view, wrong opinion | Buddhist and philosophical term for wrong views or false doctrines. Used to characterize erroneous positions. | [CORE] |
| मिथ्या (mithyā) | मिथ्याभिमान (mithyābhimāna) | mithyābhimāna | mithyā + abhimāna (pride, self-conceit) | false pride, mistaken self-identification | Compound denoting pride based on false grounds or mistaken self-conception. Used in spiritual discourse. | [CORE] |
| मिथ्या (mithyā) | मिथ्याभाषण (mithyābhāṣaṇa) | mithyābhāṣaṇa | mithyā + bhāṣaṇa (speaking, speech) | false speech, lying | Compound denoting the act of speaking falsely. Used in ethical discourse as vice. | [CORE] |
| मिथ्या (mithyā) | मिथ्यावाद (mithyāvāda) | mithyāvāda | mithyā + vāda (speech, doctrine) | false doctrine, lying | Compound denoting false teaching or the act of making false statements. Used in philosophical polemics. | [CORE] |
| मिथ्या (mithyā) | मिथ्यावादिन् (mithyāvādin) | mithyāvādin | mithyā + vādin (speaking, speaker) | liar, one who speaks falsely | Agent noun describing one who habitually speaks falsely. Used in moral characterization. | [CORE] |
| मिथ्या (mithyā) | मिथ्याप्रत्यय (mithyāpratyaya) | mithyāpratyaya | mithyā + pratyaya (cognition, belief) | false cognition, erroneous belief | Epistemological term for cognition or belief that is false. Used in analysis of error. | [CORE] |
| मिथ्या (mithyā) | मिथ्यासङ्कल्प (mithyāsaṅkalpa) | mithyāsaṅkalpa | mithyā + saṅkalpa (intention, conception) | false conception, vain imagination | Compound denoting false or erroneous mental conception. Used in psychological and philosophical discourse. | [CORE] |
| मिथ्या (mithyā) | मिथ्यारोप (mithyāropa) | mithyāropa | mithyā + āropa (superimposition, attribution) | false superimposition, erroneous attribution | Technical Vedāntic term for superimposing false attributes onto reality. Central to adhyāsa doctrine. | [CORE] |
| मिथ्या (mithyā) | मिथ्योपचार (mithyopacāra) | mithyopacāra | mithyā + upacāra (figurative usage, metaphor) | false metaphor, improper figurative usage | Grammatical term for metaphorical usage that is technically improper but conventionally accepted. | [MARGINAL] |
| मिथ्या (mithyā) | मिथ्यासाक्षिन् (mithyāsākṣin) | mithyāsākṣin | mithyā + sākṣin (witness) | false witness, perjurer | Legal term for one who gives false testimony. Used in judicial contexts. | [CORE] |
| मिथ्या (mithyā) | मिथ्यादोष (mithyādoṣa) | mithyādoṣa | mithyā + doṣa (fault, defect) | false accusation, spurious fault | Compound denoting fault that is falsely attributed. Used in polemical and legal contexts. | [CORE] |
| मिथ्या (mithyā) | मिथ्यानाम (mithyānāma) | mithyānāma | mithyā + nāman (name) | false name, misnomer | Compound denoting name that does not correspond to reality. Used for misnomers or pseudonyms. | [CORE] |
| मिथ्या (mithyā) | मिथ्याभास (mithyābhāsa) | mithyābhāsa | mithyā + ābhāsa (appearance, semblance) | false appearance, illusory semblance | Philosophical term for appearance that is illusory. Used in discussions of perceptual error. | [CORE] |
| प्रमाण (pramāṇa) | प्रमाणत्व (pramāṇatva) | pramāṇatva | pramāṇa + -tva (abstract suffix) | validity, status of being valid means of knowledge | Abstract term for the quality of being a valid epistemic instrument. Used in philosophical debates. | [CORE] |
| प्रमाण (pramāṇa) | प्रमाणाभास (pramāṇābhāsa) | pramāṇābhāsa | pramāṇa + ābhāsa (appearance, semblance) | semblance of valid knowledge, pseudo-proof | Technical term for what appears to be valid knowledge but is fallacious. Used in logic and epistemology. | [CORE] |
| प्रमाण (pramāṇa) | प्रमाणीकरण (pramāṇīkaraṇa) | pramāṇīkaraṇa | pramāṇa + -ī- + karaṇa (making) | validation, authentication | Modern administrative term for process of validating or certifying. Used in legal and bureaucratic contexts. | [CORE] |
| प्रमाण (pramāṇa) | प्रमाणित (pramāṇita) | pramāṇita | pramāṇa + -ita (past participle suffix) | validated, authenticated, proven | Past participle describing something that has been validated or proven. Used in legal and scholarly contexts. | [CORE] |
| प्रमाण (pramāṇa) | प्रमाणपत्र (pramāṇapatra) | pramāṇapatra | pramāṇa + patra (document, letter) | certificate, credential | Modern term for official certificate or credential document. Used in educational and administrative contexts. | [CORE] |
| प्रमा (pramā) | प्रमाता (pramātā) | pramātā | pra + √mā + -tṛ (agent suffix) | knower, cognizer, subject of knowledge | Technical epistemological term for the knowing subject. Used in philosophical analysis of knowledge situation. | [CORE] |
| प्रमा (pramā) | प्रमेय (prameya) | prameya | pra + √mā + -eya (gerundive suffix) | knowable, object of knowledge | Technical term for object of valid cognition. Used in epistemological discussions. | [CORE] |
| प्रमा (pramā) | अप्रमा (apramā) | apramā | a- (negative) + pramā | invalid cognition, erroneous knowledge | Negation of pramā, denoting cognition that fails to correspond to reality. Used in epistemological discussions. | [CORE] |
| भ्रम (bhrama) | भ्रमण (bhramaṇa) | bhramaṇa | √bhram + -ana (action noun) | wandering, roaming, error | Action noun denoting the act of wandering or erring. Used for both physical wandering and cognitive error. | [CORE] |
| भ्रम (bhrama) | भ्रमित (bhramita) | bhramita | √bhram + -ita (past participle) | confused, erred, wandered | Past participle describing state of being confused or having erred. Used in epistemological and general contexts. | [CORE] |
| यथार्थ (yathārtha) | यथार्थता (yathārthatā) | yathārthatā | yathārtha + -tā (abstract suffix) | accuracy, correspondence to reality | Abstract noun denoting the quality of corresponding to reality. Used in epistemological contexts. | [CORE] |
| अयथार्थ (ayathārtha) | अयथार्थता (ayathārthatā) | ayathārthatā | ayathārtha + -tā (abstract suffix) | inaccuracy, lack of correspondence to reality | Abstract noun denoting the quality of not corresponding to reality. Used in epistemological contexts. | [CORE] |
| धर्म (dharma) | धार्मिक (dhārmika) | dhārmika | dharma + -ika (adjectival suffix) | righteous, religious, relating to dharma | Adjective describing what pertains to dharma or one who follows dharma. Used in religious and moral contexts. | [CORE] |
| धर्म (dharma) | धर्मिन् (dharmin) | dharmin | dharma + -in (possessive suffix) | possessing dharma, righteous; subject (in logic) | Adjective describing one who possesses dharma. Also technical logical term for subject possessing properties. | [CORE] |
| धर्म (dharma) | धर्मता (dharmatā) | dharmatā | dharma + -tā (abstract suffix) | righteousness, essential nature | Abstract noun denoting the quality of being dharmic or the essential nature of something. | [CORE] |
| अधर्म (adharma) | अधार्मिक (adhārmika) | adhārmika | adharma + -ika (adjectival suffix) | unrighteous, irreligious | Adjective describing what is contrary to dharma or one who violates dharma. Used in moral condemnation. | [CORE] |
| साधु (sādhu) | साधुता (sādhutā) | sādhutā | sādhu + -tā (abstract suffix) | goodness, propriety, virtue | Abstract noun denoting the quality of being good or proper. Used in moral and grammatical contexts. | [CORE] |
| असाधु (asādhu) | असाधुता (asādhutā) | asādhutā | asādhu + -tā (abstract suffix) | badness, impropriety | Abstract noun denoting the quality of being bad or improper. Used in moral and grammatical contexts. | [CORE] |
| सम्यक् (samyak) | सम्यक्त्व (samyaktva) | samyaktva | samyak + -tva (abstract suffix) | rightness, correctness | Abstract noun denoting the quality of being right or correct. Used in philosophical and Buddhist contexts. | [CORE] |
| सम्यक् (samyak) | सम्यग्दृष्टि (samyagdṛṣṭi) | samyagdṛṣṭi | samyak + dṛṣṭi (view, vision) | right view, correct understanding | Buddhist technical term for correct view, first element of Noble Eightfold Path. Used in Buddhist philosophical discourse. | [CORE] |
| सम्यक् (samyak) | सम्यग्ज्ञान (samyagjñāna) | samyagjñāna | samyak + jñāna (knowledge) | right knowledge, correct understanding | Compound denoting correct or complete knowledge. Used in philosophical and Buddhist contexts. | [CORE] |
| आभास (ābhāsa) | आभासित (ābhāsita) | ābhāsita | ā + √bhās + -ita (past participle) | appeared, seemed, illuminated | Past participle describing what has appeared or seemed. Used in philosophical contexts for illusory appearances. | [CORE] |
| व्यवहार (vyavahāra) | व्यावहारिक (vyāvahārika) | vyāvahārika | vyavahāra + -ika (adjectival suffix) | conventional, practical, empirical | Adjective describing what pertains to conventional or practical reality. Used in philosophical discussions of two levels of truth. | [CORE] |
| परमार्थ (paramārtha) | पारमार्थिक (pāramārthika) | pāramārthika | paramārtha + -ika (adjectival suffix) | ultimate, absolute, relating to highest reality | Adjective describing what pertains to ultimate truth or reality. Used in Buddhist and Vedāntic discussions. | [CORE] |
| अविद्या (avidyā) | आविद्यक (āvidyaka) | āvidyaka | avidyā + -ka (adjectival suffix) | relating to ignorance, caused by ignorance | Adjective describing what pertains to or is caused by ignorance. Used in Vedāntic discourse. | [CORE] |
| विद्या (vidyā) | वैद्य (vaidya) | vaidya | vidyā + -ya (adjectival/nominal suffix) | physician, learned person | Noun denoting physician (one possessing medical knowledge) or learned person. Used in medical and scholarly contexts. | [CORE] |
| विद्या (vidyā) | विद्यमान (vidyamāna) | vidyamāna | √vid + -yamāna (present passive participle) | existing, being present | Present participle from √vid meaning "existing" or "being present." Used in philosophical discourse about existence. | [CORE] |
| सदृश (sadṛśa) | सादृश्य (sādṛśya) | sādṛśya | sadṛśa + -ya (abstract suffix) | similarity, resemblance, likeness | Abstract noun denoting the quality of being similar or resembling. Used in comparative and philosophical contexts. | [CORE] |
| स्वरूप (svarūpa) | स्वरूपिन् (svarūpin) | svarūpin | svarūpa + -in (possessive suffix) | possessing own form, having essential nature | Adjective describing what possesses its own essential form or nature. Used in philosophical discourse. | [CORE] |
| अनुमान (anumāna) | अनुमिति (anumiti) | anumiti | anu + √mā + -ti (action noun) | inference, inferential knowledge | Technical term for the act or result of inference. Used interchangeably with anumāna in epistemological discourse. | [CORE] |
| अनुमान (anumāna) | अनुमेय (anumeya) | anumeya | anu + √mā + -eya (gerundive) | inferable, to be inferred | Technical term for what can be or is to be inferred. Used in logical analysis. | [CORE] |
| अनुमान (anumāna) | अनुमापक (anumāpaka) | anumāpaka | anu + √mā + -aka (agent suffix) | inferential sign, probans | Technical term in logic for the inferential sign or reason that enables inference. Used in analysis of inference structure. | [CORE] |
| प्रत्यक्ष (pratyakṣa) | प्रत्यक्षता (pratyakṣatā) | pratyakṣatā | pratyakṣa + -tā (abstract suffix) | perceptibility, state of being directly perceived | Abstract noun denoting the quality of being directly perceptible. Used in epistemological contexts. | [CORE] |
| शब्द (śabda) | शाब्द (śābda) | śābda | śabda + -a (adjectival suffix with vṛddhi) | verbal, relating to words or testimony | Adjective describing what pertains to words or verbal testimony. Used in grammatical and epistemological contexts. | [CORE] |
| शब्द (śabda) | शाब्दिक (śābdika) | śābdika | śabda + -ika (adjectival suffix with vṛddhi) | verbal, linguistic, relating to words | Adjective describing what pertains to words or language. Used in grammatical and philosophical contexts. | [CORE] |
