# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3.1c | स वचनं साधयति | sa vacanaṃ sādhayati | [CORE] | Sādhayati means "accomplish, prove, establish." Used for proving claims through demonstration. |
| 3.1d | प्रमाणेन तत् सत्यं सिध्यते | pramāṇena tat satyaṃ sidhyate | [CORE] | Passive construction with instrumental means. Emphasizes epistemic warrant rather than agentive causation. |
| 3.2a | (mithyā/asatyam karoti) | — | [UNCERTAIN] | Theoretically possible but not commonly attested. Falsification typically expressed through negation or deception verbs. |
| 3.3a | प्रत्यक्षेण ज्ञानं प्रमा जायते | pratyakṣeṇa jñānaṃ pramā jāyate | [CORE] | Standard epistemological construction. Instrumental marks epistemic means causing valid cognition. |
| 3.3b | प्रत्यक्षं प्रमां जनयति | pratyakṣaṃ pramāṃ janayati | [MARGINAL] | Active causative with pramāṇa as subject. Less common than instrumental + jāyate. Somewhat personifies pramāṇa. |
| 3.3c | आचार्यः शिष्यं प्रमाणेन ज्ञापयति | ācāryaḥ śiṣyaṃ pramāṇena jñāpayati | [CORE] | Causative of √jñā with instrumental pramāṇa. Used for pedagogical contexts. |
| 3.4a | अविद्यया भ्रमः जायते | avidyayā bhramaḥ jāyate | [CORE] | Instrumental marks cause of error. Standard construction in epistemology for explaining error-genesis. |
| 3.4b | मायिनः जनं भ्रमयति | māyinaḥ janaṃ bhramayati | [CORE] | Causative verb bhramayati means "cause to err, deceive." Used for intentional deception. |
| 4.1a | राजा प्रजां धर्मे स्थापयति | rājā prajāṃ dharme sthāpayati | [CORE] | Sthāpayati "establishes" with locative dharme. Common in political/ethical discourse. |
| 4.1b | गुरुः शिष्यं धर्मम् आचारयति | guruḥ śiṣyaṃ dharmam ācārayati | [CORE] | Causative verbs ācārayati "causes to practice" or śikṣayati "teaches." Used in pedagogical contexts. |
| 4.2 | (adharma causation) | — | [UNCERTAIN] | Direct causation of adharma rarely expressed through simple causative. Typically described through verbs of leading astray. |
| 5.1a | आचार्यः शिष्यं तत्त्वं ज्ञापयति | ācāryaḥ śiṣyaṃ tattvaṃ jñāpayati | [CORE] | Jñāpayati (causative of √jñā) standard for causing knowledge. Double accusative construction. |
| 5.1b | गुरुः शिष्यं बोधयति | guruḥ śiṣyaṃ bodhayati | [CORE] | Bodhayati emphasizes awakening/enlightenment. Common in spiritual contexts. |
| 5.1c | आचार्यः शिष्याय विद्यां ददाति | ācāryaḥ śiṣyāya vidyāṃ dadāti | [CORE] | Dadāti "gives" with dative recipient. Common metaphor of knowledge-transmission as gift-giving. |
| 5.2a | (avidyā causation) | — | [UNCERTAIN] | Avidyā typically treated as beginningless in Vedāntic philosophy, not caused by specific agent. |
| 5.2b | माया जनं मोहम् आपादयति | māyā janaṃ moham āpādayati | [CORE] | Āpādayati "causes to fall into" with moha "delusion." Māyā common subject. |
| 6.1a | ज्ञानं भ्रमं नाशयति | jñānaṃ bhramaṃ nāśayati | [CORE] | Nāśayati "destroys" or nivartayati "causes to cease" for removing error. Knowledge common subject. |
| 6.1b | प्रमाणेन भ्रमः नश्यति | pramāṇena bhramaḥ naśyati | [CORE] | Passive/intransitive construction with instrumental means. Common in epistemological discourse. |
| 6.2a | ज्ञानम् अविद्यां नाशयति | jñānam avidyāṃ nāśayati | [CORE] | Standard soteriological construction. Central to Vedāntic liberation doctrine. |
| 6.2b | विद्यया अविद्या नश्यति | vidyayā avidyā naśyati | [CORE] | Instrumental construction emphasizing means of removal. Common in Upaniṣadic texts. |
| 6.2c | अविद्यानिवृत्तौ मोक्षः | avidyānivṛttau mokṣaḥ | [CORE] | Nominal compound in locative absolute. Common in soteriological discourse linking ignorance-removal to liberation. |
| 7.1a | सः सत्ये तिष्ठति | saḥ satye tiṣṭhati | [CORE] | Tiṣṭhati "stands, remains" with locative. Common in moral discourse for steadfast commitment. |
| 7.1b | सः सत्यात् न चलति | saḥ satyāt na calati | [CORE] | Ablative with negated motion verb. Common in prescriptive discourse about maintaining truthfulness. |
| 7.2a | राजा धर्मे तिष्ठति | rājā dharme tiṣṭhati | [CORE] | Parallel to satye tiṣṭhati. Common in political/ethical discourse. |
| 7.2b | धर्मात् न चलेत् | dharmāt na calet | [CORE] | Optative construction expressing moral obligation. Common prescriptive formula in dharmaśāstra. |
| 7.3a | तत् सत्यम् एव भवति | tat satyam eva bhavati | [CORE] | Emphatic particle eva stresses exclusive/persistent truth. Common in philosophical discourse. |
| 7.3b | ब्रह्म नित्यं सत्यम् | brahma nityaṃ satyam | [CORE] | Nityam "eternally" emphasizes permanence. Common in Vedāntic discourse about eternal reality. |
| 8.1a | अधिकारी तथ्यं सत्यापयति | adhikārī tathyaṃ satyāpayati | [CORE] | Modern administrative term for official verification. Extension of classical vocabulary. |
| 8.1b | समितिः दस्तावेजं प्रमाणीकरोति | samitiḥ dastāvejaṃ pramāṇīkaroti | [CORE] | Modern term for authentication/certification. Used in administrative/legal contexts. |
| 8.1c | प्रमाणेन तत् सत्यं सिध्यति | pramāṇena tat satyaṃ sidhyati | [CORE] | Sidhyati "is established, is proven" with instrumental. Common in epistemological/legal discourse. |
| 9.1a | जगत् व्यवहारे सत्यं परमार्थे मिथ्या | jagat vyavahāre satyaṃ paramārthe mithyā | [CORE] | Dual locative construction contrasting truth-status at different levels. Central to two-truths doctrine. |
| 9.1b | रूपं व्यवहारतः सत्यं परमार्थतः मिथ्या | rūpaṃ vyavahārataḥ satyaṃ paramārthataḥ mithyā | [CORE] | Ablative construction marking perspective. Common in Madhyamaka and Advaita texts. |
| 9.2a | परमार्थज्ञानं व्यावहारिकं ज्ञानं बाधते | paramārthajñānaṃ vyāvahārikaṃ jñānaṃ bādhate | [CORE] | Technical Vedāntic term bādhate "sublates." Central to Advaita epistemology. |
| 9.2b | व्यवहारः परमार्थेन बाध्यते | vyavahāraḥ paramārthena bādhyate | [CORE] | Passive construction with instrumental agent. Common in discussions of ultimate knowledge superseding conventional. |
| 10.1 | (mithyā/asatyam karoti) | — | [UNCERTAIN] | Not commonly attested. Falsification typically expressed through negation or deception verbs. |
| 10.2 | (ṛtam/anṛtam karoti) | — | [UNCERTAIN] | Vedic terms rarely appear in causative constructions. Cosmic order not typically subject to human causation. |
| 10.3 | पुत्रः पित्रे सदृशं भवति | putraḥ pitre sadṛśaṃ bhavati | [CORE] | Sadṛśa with dative/genitive of comparison. Common for describing acquisition of similarity. |
