# F2b Constructions Table

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| भ्रम (bhrama) | भ्रमः भवति | bhramaḥ bhavati | "error occurs" / "illusion arises" | Copular construction describing occurrence of error or illusion. Common in epistemological discussions of perceptual mistakes. | [CORE] |
| भ्रम (bhrama) | भ्रमात् | bhramāt | "from/due to error" / "because of confusion" | Ablative construction expressing causal relationship to error. Used to explain mistaken actions or beliefs. | [CORE] |
| भ्रम (bhrama) | भ्रमे सति | bhrame sati | "when error exists" / "in the presence of illusion" | Locative absolute construction describing circumstances of error. Used in conditional reasoning about mistaken cognition. | [CORE] |
| भ्रान्ति (bhrānti) | भ्रान्तिः जायते | bhrāntiḥ jāyate | "error arises" / "confusion is produced" | Verbal construction describing genesis of error or confusion. Used similarly to bhrama constructions in epistemological contexts. | [CORE] |
| यथार्थ (yathārtha) | यथार्थं ज्ञायते | yathārthaṃ jñāyate | "is known accurately" / "is cognized as it really is" | Adverbial construction describing accurate cognition. Used in epistemological discourse about correspondence to reality. | [CORE] |
| यथार्थ (yathārtha) | यथार्थं भवति | yathārthaṃ bhavati | "is accurate" / "corresponds to reality" | Copular construction asserting correspondence to facts. Used in evaluating truth of statements or cognitions. | [CORE] |
| अयथार्थ (ayathārtha) | अयथार्थं प्रतीयते | ayathārthaṃ pratīyate | "is cognized inaccurately" / "appears contrary to reality" | Passive construction describing inaccurate cognition. Used in epistemological discussions of error. | [CORE] |
| धर्म (dharma) | धर्मं चर | dharmaṃ cara | "practice dharma" / "follow righteousness" | Imperative construction exhorting righteous conduct. Common in ethical and religious instruction. | [CORE] |
| धर्म (dharma) | धर्मात् न चलेत् | dharmāt na calet | "should not deviate from dharma" | Ablative construction with prohibition expressing moral obligation to maintain righteousness. Used in dharmaśāstra literature. | [CORE] |
| धर्म (dharma) | धर्मेण | dharmeṇa | "by/through dharma" / "righteously" | Instrumental construction describing righteous means or manner. Common adverbial usage in moral discourse. | [CORE] |
| धर्म (dharma) | धर्मः रक्षति रक्षितः | dharmaḥ rakṣati rakṣitaḥ | "dharma protects those who protect it" | Proverbial construction expressing reciprocal relationship between dharma and its practitioners. Common in legal and ethical texts. | [CORE] |
| धर्म (dharma) | को धर्मः | ko dharmaḥ | "what is dharma?" / "what is the right course?" | Interrogative construction questioning proper conduct. Common opening for ethical deliberation in narrative and philosophical texts. | [CORE] |
| अधर्म (adharma) | अधर्मं न सेवेत | adharmaṃ na sevet | "should not practice unrighteousness" | Optative construction with prohibition against unrighteous conduct. Used in moral instruction. | [CORE] |
| अधर्म (adharma) | अधर्मेण | adharmeṇa | "by unrighteous means" / "wrongfully" | Instrumental construction describing unrighteous means or manner. Used in moral condemnation of actions. | [CORE] |
| साधु (sādhu) | साधु साधु | sādhu sādhu | "well done! well done!" / "excellent! bravo!" | Reduplicative exclamatory construction expressing approval or praise. Common in dramatic and narrative contexts. | [CORE] |
| साधु (sādhu) | साधु उक्तम् | sādhu uktam | "well said" / "rightly spoken" | Construction expressing approval of statement. Common in philosophical dialogue and debate contexts. | [CORE] |
| साधु (sādhu) | साधु कृतम् | sādhu kṛtam | "well done" / "rightly performed" | Construction expressing approval of action. Used in evaluating conduct or performance. | [CORE] |
| सम्यक् (samyak) | सम्यग् ज्ञायते | samyag jñāyate | "is known correctly" / "is rightly understood" | Adverbial construction describing correct cognition. Common in epistemological and Buddhist contexts. | [CORE] |
| सम्यक् (samyak) | सम्यक् प्रतिपद्यते | samyak pratipadyate | "proceeds correctly" / "practices rightly" | Verbal construction describing correct practice or understanding. Used in Buddhist discourse about right practice. | [CORE] |
| विपर्यय (viparyaya) | विपर्ययेण | viparyayeṇa | "by reversal" / "in reverse manner" / "erroneously" | Instrumental construction describing reversed or erroneous manner. Used in epistemological and general contexts for mistaken understanding. | [CORE] |
| आभास (ābhāsa) | आभासमात्रम् | ābhāsamātram | "mere appearance" / "only a semblance" | Construction with mātra ("only, mere") emphasizing illusory or superficial nature. Common in philosophical discourse dismissing appearances. | [CORE] |
| आभास (ābhāsa) | आभासः भवति | ābhāsaḥ bhavati | "becomes/is an appearance" / "appears as semblance" | Copular construction characterizing something as mere appearance. Used in metaphysical discussions of reality versus appearance. | [CORE] |
| व्यवहार (vyavahāra) | व्यवहारे | vyavahāre | "in conventional usage" / "at the practical level" | Locative construction indicating conventional or practical level of discourse. Used in philosophical discussions distinguishing conventional from ultimate truth. | [CORE] |
| व्यवहार (vyavahāra) | व्यवहारतः | vyavahārataḥ | "from the conventional standpoint" / "practically speaking" | Ablative suffix construction indicating perspective of conventional reality. Common in Buddhist and Vedāntic two-truths discourse. | [CORE] |
| व्यवहार (vyavahāra) | व्यवहारे सत्यम् | vyavahāre satyam | "true at the conventional level" / "conventionally real" | Locative construction with satya asserting conventional truth. Used in two-truths framework to validate empirical reality. | [CORE] |
| परमार्थ (paramārtha) | परमार्थतः | paramārthataḥ | "from the ultimate standpoint" / "ultimately" / "in absolute reality" | Ablative suffix construction indicating perspective of ultimate truth. Standard formulation in Buddhist and Vedāntic philosophy for ultimate reality. | [CORE] |
| परमार्थ (paramārtha) | परमार्थे | paramārthe | "at the ultimate level" / "in absolute reality" | Locative construction indicating ultimate level of truth. Used in two-truths framework contrasting with vyavahāra. | [CORE] |
| परमार्थ (paramārtha) | परमार्थे सत्यम् | paramārthe satyam | "true at the ultimate level" / "ultimately real" | Locative construction with satya asserting ultimate truth. Used to distinguish what is real from ultimate perspective. | [CORE] |
| अविद्या (avidyā) | अविद्यया | avidyayā | "by/through ignorance" / "due to ignorance" | Instrumental construction expressing causal role of ignorance. Central to Vedāntic explanation of bondage and illusion. | [CORE] |
| अविद्या (avidyā) | अविद्यावशात् | avidyāvaśāt | "under the power of ignorance" / "due to ignorance's control" | Ablative compound construction emphasizing controlling influence of ignorance. Used in soteriological discourse about bondage. | [CORE] |
| अविद्या (avidyā) | अविद्यानिवृत्तौ | avidyānivṛttau | "upon cessation of ignorance" / "when ignorance is removed" | Locative compound construction describing removal of ignorance. Used in discussions of liberation and enlightenment. | [CORE] |
| विद्या (vidyā) | विद्यया | vidyayā | "by/through knowledge" / "by means of learning" | Instrumental construction expressing knowledge as means. Used in soteriological contexts for liberating knowledge. | [CORE] |
| विद्या (vidyā) | विद्या ददाति विनयम् | vidyā dadāti vinayam | "knowledge gives humility/discipline" | Proverbial construction from Hitopadeśa expressing moral benefit of learning. Part of longer verse about progression from knowledge to wealth. | [CORE] |
| सदृश (sadṛśa) | सदृशं भवति | sadṛśaṃ bhavati | "is similar" / "becomes like" | Copular construction asserting similarity. Used in comparative contexts and discussions of resemblance. | [CORE] |
| स्वरूप (svarūpa) | स्वरूपेण | svarūpeṇa | "in its essential nature" / "by its own form" | Instrumental construction indicating essential nature or inherent character. Used in philosophical analysis distinguishing essence from accident. | [CORE] |
| स्वरूप (svarūpa) | स्वरूपं ज्ञायते | svarūpaṃ jñāyate | "the essential nature is known" / "the true form is cognized" | Passive construction describing cognition of essential nature. Used in epistemological and metaphysical contexts. | [CORE] |
| अनुमान (anumāna) | अनुमानेन ज्ञायते | anumānena jñāyate | "is known by inference" / "is cognized through reasoning" | Instrumental construction describing inferential knowledge. Standard formulation in epistemological discourse about inference as pramāṇa. | [CORE] |
| अनुमान (anumāna) | अनुमानं प्रमाणम् | anumānaṃ pramāṇam | "inference is a valid means of knowledge" | Copular construction asserting inference's status as pramāṇa. Used in epistemological discussions establishing valid knowledge sources. | [CORE] |
| प्रत्यक्ष (pratyakṣa) | प्रत्यक्षेण ज्ञायते | pratyakṣeṇa jñāyate | "is known by perception" / "is directly cognized" | Instrumental construction describing perceptual knowledge. Standard formulation in epistemological discourse about perception as pramāṇa. | [CORE] |
| प्रत्यक्ष (pratyakṣa) | प्रत्यक्षं प्रमाणम् | pratyakṣaṃ pramāṇam | "perception is a valid means of knowledge" | Copular construction asserting perception's status as pramāṇa. Used in epistemological discussions, often cited as primary or most reliable pramāṇa. | [CORE] |
| प्रत्यक्ष (pratyakṣa) | प्रत्यक्षं प्रमाणं सर्वेषाम् | pratyakṣaṃ pramāṇaṃ sarveṣām | "perception is the means of knowledge for all" | Extended construction asserting universal validity of perception. Used in epistemological arguments privileging direct perception. | [CORE] |
| शब्द (śabda) | शब्देन ज्ञायते | śabdena jñāyate | "is known through verbal testimony" / "is cognized by word" | Instrumental construction describing knowledge through testimony. Standard formulation in epistemological discourse about śabda as pramāṇa. | [CORE] |
| शब्द (śabda) | शब्दः प्रमाणम् | śabdaḥ pramāṇam | "verbal testimony is a valid means of knowledge" | Copular construction asserting testimony's status as pramāṇa. Used in epistemological discussions, especially regarding Vedic authority. | [CORE] |
| शब्द (śabda) | शब्दप्रमाणम् | śabdapramāṇam | "verbal testimony as valid means" / "authority of word" | Compound construction treating verbal testimony as epistemic source. Used in discussions of scriptural authority and reliable testimony. | [CORE] |
| सत्य (satya) + धर्म (dharma) | सत्यं धर्मः | satyaṃ dharmaḥ | "truth is dharma" / "truthfulness is righteousness" | Equational construction identifying truth with righteousness. Used in moral discourse to emphasize truthfulness as fundamental duty. | [CORE] |
| सत्य (satya) + असत्य (asatya) | सत्यासत्ययोः | satyāsatyayoḥ | "of truth and falsehood" / "between true and false" | Dual genitive construction contrasting truth and falsehood. Used in epistemological and moral discourse about distinguishing truth from falsity. | [CORE] |
| प्रमा (pramā) + भ्रम (bhrama) | प्रमाभ्रमयोः | pramābhramayoḥ | "of valid knowledge and error" / "between correct and erroneous cognition" | Dual genitive construction contrasting valid and invalid cognition. Standard formulation in epistemological discussions distinguishing knowledge from error. | [CORE] |
| व्यवहार (vyavahāra) + परमार्थ (paramārtha) | व्यवहारपरमार्थयोः | vyavahāraparamārthayoḥ | "of conventional and ultimate [truth]" / "between practical and absolute reality" | Dual genitive construction contrasting two levels of truth. Central formulation in Buddhist and Vedāntic two-truths doctrine. | [CORE] |
| विद्या (vidyā) + अविद्या (avidyā) | विद्याविद्ययोः | vidyāvidyayoḥ | "of knowledge and ignorance" / "between wisdom and nescience" | Dual genitive construction contrasting knowledge and ignorance. Used in soteriological discourse about path from ignorance to liberation. | [CORE] |
| प्रत्यक्ष (pratyakṣa) + अनुमान (anumāna) | प्रत्यक्षानुमाने | pratyakṣānumāne | "perception and inference" / "direct cognition and reasoning" | Dual nominative construction listing primary pramāṇas. Standard formulation in epistemological discussions of valid knowledge sources. | [CORE] |
| प्रत्यक्ष (pratyakṣa) + अनुमान (anumāna) + शब्द (śabda) | प्रत्यक्षानुमानशब्दाः | pratyakṣānumānaśabdāḥ | "perception, inference, and testimony" | Plural nominative construction listing three primary pramāṇas. Standard enumeration in many philosophical schools' epistemology. | [CORE] |
| यथार्थ (yathārtha) + ज्ञान (jñāna) | यथार्थज्ञानम् | yathārthajñānam | "accurate knowledge" / "knowledge corresponding to reality" | Compound construction denoting knowledge that corresponds to reality. Used in epistemological discourse as ideal of valid cognition. | [CORE] |
| मिथ्या (mithyā) + ज्ञान (jñāna) | मिथ्याज्ञानम् | mithyājñānam | "false knowledge" / "erroneous cognition" | Compound construction denoting false or erroneous knowledge. Used in epistemological discourse contrasting with valid knowledge. | [CORE] |
