# F5 Opposition Table — Quechua (qu)

| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| rikuywan yachay | uyariywan yachay | rikuywan yachay / uyariywan yachay | to know by seeing / to know by hearing | Constructional opposition distinguishing direct visual evidence from auditory/reported evidence as basis for knowledge. This contrast is crucial for epistemic evaluation, distinguishing firsthand observation from hearsay. | constructional | [CORE] |
| -mi (direct evidential) | -si (reportative evidential) | -mi / -si | (direct knowledge/assertion) / (hearsay/reported) | Grammatical evidential opposition marking information source. *-mi* indicates direct knowledge or personal assertion, while *-si* marks reportative/hearsay information. This is an obligatory morphological contrast in main clauses for distinguishing evidential basis. | morphological | [CORE] |
| -mi (direct evidential) | -cha (conjectural evidential) | -mi / -cha | (direct knowledge/assertion) / (conjecture/inference) | Grammatical evidential opposition between direct knowledge and inferential/conjectural knowledge. *-mi* marks direct evidence while *-cha* marks inference or conjecture. Part of three-way evidential system. | morphological | [CORE] |
| -si (reportative evidential) | -cha (conjectural evidential) | -si / -cha | (hearsay/reported) / (conjecture/inference) | Grammatical evidential opposition between reported information and inferred/conjectured information. Both mark indirect evidence but differ in source: *-si* for what was heard/reported, *-cha* for what is inferred or guessed. | morphological | [CORE] |
| yachay | yuyay | yachay / yuyay | to know, knowledge / to think, to believe, thought | Epistemic opposition between certain knowledge and belief/opinion. *Yachay* indicates established knowledge while *yuyay* indicates thinking, believing, or opinion that may lack certainty. This contrast distinguishes objective knowledge from subjective thought. | lexical | [CORE] |
| chiqaq yachay | llulla yachay | chiqaq yachay / llulla yachay | true knowledge / false knowledge | Constructional opposition applying truth-value evaluation to knowledge claims. Distinguishes genuine knowledge from false beliefs presented as knowledge. Combines lexical opposition (chiqaq/llulla) with epistemic noun. | constructional | [CORE] |
| allin yuyay | mana allin yuyay | allin yuyay / mana allin yuyay | good thought, right thinking / bad thoughts, wrong thinking | Moral/epistemic opposition in mental states. Contrasts proper or virtuous thinking with improper or evil thoughts. Combines morphological negation with mental state noun to create moral evaluation of intentions. | constructional (with morphological negation) | [CORE] |
| yuyaywan | mana yuyaywan | yuyaywan / mana yuyaywan | with thought, intentionally / without thought, unintentionally | Opposition in intentionality of action. *Yuyaywan* (instrumental case on "thought") indicates deliberate action, while *mana yuyaywan* indicates accidental or unintentional action. Crucial for moral evaluation of conduct. | constructional (with morphological negation) | [CORE] |
| allin sunqu | mana allin sunqu | allin sunqu / mana allin sunqu | good heart, kind-hearted / bad heart, malicious | Moral opposition in character evaluation centered on the heart/emotions. Contrasts kind or benevolent character with malicious or ill-intentioned character. Combines morphological negation with body-part metaphor for moral center. | constructional (with morphological negation) | [CORE] |
| k'uchi (crooked, dishonest) | (straight, honest - not explicitly lexicalized) | k'uchi | crooked, bent, dishonest | *K'uchi* indicates both physical crookedness and moral corruption, but no dedicated lexical opposite for "straight, honest" using physical metaphor is attested. Opposition would be with *chiqaq* "true" or *allin* "good" rather than a parallel physical-to-moral term. | (no clear opposition identified) | [UNCERTAIN] |
| allinyay | (deteriorate, worsen - not explicitly attested) | allinyay | to become good, to improve | *Allinyay* "to become good, to improve" is well-attested, but no dedicated opposite verb for "to worsen, to deteriorate" appears in the data. Negation *mana allinyay* would express "not improve" but not active worsening. | (no clear opposition identified) | [UNCERTAIN] |
| chiqanchay | pantachiy | chiqanchay / pantachiy | to verify, to authenticate / to cause to err, to mislead | Causative opposition between establishing truth and causing error. *Chiqanchay* makes something true/verified while *pantachiy* causes someone to err or misleads. These represent opposed epistemic actions. | lexical (both causative derivations) | [CORE] |
| allinyachiy | (to make bad, to worsen - not explicitly attested) | allinyachiy | to make good, to improve, to fix | *Allinyachiy* "to make good, to improve" is common, but no parallel causative *mana allinyachiy* or dedicated "make bad" verb is attested. The opposition would be constructional with negation but is not explicitly present in data. | (no clear opposition identified) | [UNCERTAIN] |
| sut'iyachiy | (to obscure, to make unclear - not explicitly attested) | sut'iyachiy | to clarify, to make clear | *Sut'iyachiy* "to clarify, to make clear" is well-attested, but no opposite causative for "to obscure, to make unclear" appears in the data. Opposition would be constructional with negation. | (no clear opposition identified) | [UNCERTAIN] |
| hunt'achiy | ch'usaqchay | hunt'achiy / ch'usaqchay | to fill, to complete / to empty, to make void | Causative opposition between filling/completing and emptying/voiding. These verbs represent opposed actions on containers or states of completeness, with parallel morphological structure (base + causative). | lexical (both causative derivations) | [CORE] |
| hatunchay | huch'uyachiy | hatunchay / huch'uyachiy | to make big, to enlarge / to make small, to diminish | Causative opposition in size/magnitude modification. These verbs represent opposed actions of increasing versus decreasing size or importance, with parallel morphological structure. | lexical (both causative derivations) | [CORE] |
| sumaqyachiy | millaychay | sumaqyachiy / millaychay | to beautify, to make beautiful / to make ugly, to disfigure | Causative opposition in aesthetic modification. These verbs represent opposed actions of beautifying versus making ugly or disgusting, with parallel morphological structure. | lexical (both causative derivations) | [CORE] |
| qhapaqchay | wakchachay | qhapaqchay / wakchachay | to enrich, to make powerful / to impoverish, to make poor | Causative opposition in social/economic status modification. These verbs represent opposed actions of enriching versus impoverishing, with parallel morphological structure. | lexical (both causative derivations) | [CORE] |
| [STATEMENT] + -lla | [STATEMENT] + -puni | -lla / -puni | (limitative: only, just, merely) / (emphatic: certainly, definitely, indeed) | Morphological opposition in degree of assertion. *-lla* minimizes or restricts scope ("only X, just X") while *-puni* emphasizes and strengthens ("certainly X, X indeed"). These suffixes create opposed rhetorical effects on the same base. | morphological | [CORE] |
| chiqaq ñan | pantay ñan | chiqaq ñan / pantay ñan | true path, right way / wrong path, mistaken way | Metaphorical opposition using path imagery for correct versus incorrect course of action. Both are constructional combinations of evaluative term + *ñan* "path," used in moral and practical guidance. | constructional | [CORE] |
| allin kawsay | (bad life - not lexicalized as *mana allin kawsay*) | allin kawsay | good life, proper living, well-being | *Allin kawsay* is a culturally central concept for proper/good living, but no parallel *mana allin kawsay* "bad life" is attested as a lexicalized cultural concept. The opposition exists conceptually but is not symmetrically lexicalized. | (no clear opposition identified) | [UNCERTAIN] |
| rikusqa | uyarisqa | rikusqa / uyarisqa | seen, what has been seen / heard, what has been heard | Participial opposition distinguishing visual from auditory evidence. These forms mark the evidential basis of information as either directly witnessed or heard/reported, parallel to the epistemic source constructions. | lexical (both participial forms) | [CORE] |
| chiqaq simi | llulla simi | chiqaq simi / llulla simi | true word, truthful speech / lying words, false speech | Constructional opposition in speech characterization. Both combine evaluative adjective + *simi* "word, speech" to create parallel expressions for truthful versus false communication. | constructional | [CORE] |
| allin simi | mana allin simi | allin simi / mana allin simi | good words, proper speech / bad words, improper speech | Constructional opposition in speech evaluation. Combines morphological negation with *simi* construction to contrast proper/kind speech with improper/offensive speech. | constructional (with morphological negation) | [CORE] |
| ch'usaq simi | (full/substantial speech - not explicitly attested) | ch'usaq simi | empty words, meaningless speech | *Ch'usaq simi* "empty words" is attested for speech lacking substance, but no parallel *hunt'a simi* "full speech" or similar expression for substantial/meaningful speech is explicitly attested in the data. | (no clear opposition identified) | [UNCERTAIN] |
| chiqaq runa | llulla runa | chiqaq runa / llulla runa | true person, honest person / lying person, liar | Constructional opposition in character assessment. Both combine evaluative adjective + *runa* "person" to create parallel expressions for honest versus dishonest character. | constructional | [CORE] |
| allin runa | mana allin runa | allin runa / mana allin runa | good person, virtuous person / bad person, person of bad character | Constructional opposition in moral character assessment. Combines morphological negation with *runa* construction to contrast virtuous with vicious character. | constructional (with morphological negation) | [CORE] |
| k'uchi runa | (straight/honest person - not explicitly attested with parallel metaphor) | k'uchi runa | crooked person, dishonest person, corrupt person | *K'uchi runa* "crooked/dishonest person" is attested, but no parallel physical metaphor for honest person (e.g., *straight person*) appears. Opposition would be with *chiqaq runa* "honest person" using different metaphorical basis. | (no clear opposition identified) | [UNCERTAIN] |
| pantasqa yuyay | chiqaq yuyay | pantasqa yuyay / chiqaq yuyay | mistaken thought, erroneous belief / true thought, correct belief | Constructional opposition applying truth-value evaluation to mental states. Contrasts erroneous beliefs with correct thoughts, combining evaluative terms with *yuyay* "thought, belief." | constructional | [CORE] |
| huch'uy huch'a | hatun huch'a | huch'uy huch'a / hatun huch'a | small sin, minor fault / great sin, serious fault | Constructional opposition using magnitude terms to grade moral faults. Both combine size adjective + *huch'a* "sin, fault" to indicate seriousness of wrongdoing. | constructional | [CORE] |
