| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| lehitimo | hindi lehitimo | lehitimo / hindi lehitimo | legitimate/lawful / illegitimate/unlawful | Documented in P1 item 16, P2a D-P1-29, and P2b I-03 and I-04 as the standard negation of *lehitimo*. The data also notes that the prefixed form *iligitimo* (from Spanish *ilegítimo*) appears in formal usage as an alternate negation. The contrast is between legal standing or official recognition and the absence thereof. | morphological | [CORE] |
| lehitimo | iligitimo | lehitimo / iligitimo | legitimate / illegitimate | *Iligitimo* functions as the standard antonym of *lehitimo* in formal registers, documented in P2a as a borrowing from Spanish or English rather than a native derivation. Both terms evaluate institutional or legal validity; *iligitimo* is used specifically in legal and social contexts such as *iligitimong anak* ("illegitimate child"). | lexical | [CORE] |
| kredible | di-kredible | kredible / di-kredible | credible / not credible | *Di-kredible* is formed by prefixing *di-* to *kredible* and is used to evaluate a source, witness, or claim as lacking credibility, as in *Di-kredible ang kanyang pahayag* ("His/her statement is not credible"). | morphological | [CORE] |
| kredible | hindi kredible | kredible / hindi kredible | credible/believable / not credible/unbelievable | Documented in P1 item 15, P2b I-01 and I-02, and P3 Group 7 as the standard negation of *kredible* in formal, journalistic, and legal registers. The contrast is between evaluating a witness, source, or statement as believable and worthy of acceptance versus not. | morphological | [CORE] |
| kredible | mapagkakatiwalaan | kredible / mapagkakatiwalaan | credible, believable (formal/journalistic borrowing) / trustworthy, reliable, dependable (native form) | P1 states that *kredible* "is a relatively recent borrowing" more common in "written and broadcast media" and "occupies a more specifically epistemic niche," while *mapagkakatiwalaan* is the native alternative. P3 restates: "*kredible* is more formal and specifically epistemic… while *mapagkakatiwalaan* is more broadly applicable and morphologically native." Both evaluate trustworthiness but differ in register and morphological origin. | lexical | [CORE] |
| mapagkakatiwalaan | di-mapagkakatiwalaan | mapagkakatiwalaan / di-mapagkakatiwalaan | trustworthy / untrustworthy | *Di-mapagkakatiwalaan* is formed by prefixing *di-* to the complex form *mapagkakatiwalaan*, evaluating a person, source, or institution as not worthy of trust, as in *Di-mapagkakatiwalaang pinagkukunan ng impormasyon* ("An untrustworthy source of information"). Documented in P1 items 13 and 30, P2a D-P1-08 and D-P1-09, and P2b H-06 and H-07. Notably, this pair uses *di-* negation rather than *hindi*, which is the standard negation for adjectival predicates; *di-* is used here in a compound/formal form. | morphological | [CORE] |
| mapagkakatiwalaan | hindi mapagkakatiwalaan | mapagkakatiwalaan / hindi mapagkakatiwalaan | trustworthy / cannot be trusted | *Hindi mapagkakatiwalaan* uses the standard negator *hindi* rather than the clitic *di-*, producing the colloquial negation of trustworthiness, as in *Hindi siya mapagkakatiwalaan* ("He/she cannot be trusted"). This is documented as the more common spoken form alongside the formal *di-mapagkakatiwalaan*. | morphological | [CORE] |
| may katotohanan | walang katotohanan | may katotohanan / walang katotohanan | there is truth in it, partly true / without truth, having no truth, baseless | Documented in P1b A-21 and A-20, P2b A-12 and A-11, and P3 Group 1 as a constructional contrast using the existential *may* (there is) versus the existential negation *wala* + *-ng* (there is none). P2b documents both constructions as fixed evaluative formulas: *may katotohanan* is used "to concede partial truth in a claim" and *walang katotohanan* is used "to characterize a claim, rumor, or statement as entirely without factual basis," as in *Walang katotohanan ang alegasyon* ("The allegation has no truth to it"). The contrast is between acknowledging and denying the presence of truth in a claim; this is a constructional opposition at the level of the existential frame rather than a lexical opposition between two root forms. | constructional | [CORE] |
| may katunayan | walang katunayan | may katunayan / walang katunayan | with proof, supported by evidence / without proof, unproven, lacking evidence | Documented in P1b B-21 and B-20, P2b B-07, and P3 Group 2 as a constructional contrast parallel to *may katotohanan* / *walang katotohanan* but operating in the proof-and-verification domain rather than the factual-truth domain. P2b documents both as fixed formulas in legal and argumentative discourse: *may katunayan* asserts evidentiary support and *walang katunayan* asserts the absence of evidentiary support, as in *Walang katunayan ang akusasyon* ("The accusation has no proof"). The structural contrast is the same *may*/*wala* opposition applied to *katunayan* (proof/evidence). | constructional | [CORE] |
| may pruweba | walang pruweba | may pruweba / walang pruweba | there is proof / there is no proof | P2b documents *Walang pruweba* as "the standard formula for asserting the absence of proof or evidence" and *May pruweba ka ba?* as "the standard formula for demanding evidence." The same *may*/*wala* opposition applies to the Spanish-derived *pruweba* as to the native *katunayan* (Opposition 25). | constructional | [CORE] |
| may tiwala | wala(ng) tiwala / kawalan ng tiwala | may tiwala / walang tiwala / kawalan ng tiwala | trust, confidence (present) / no trust, distrust, loss of confidence | P2b documents *May tiwala ako sa kanya* as the standard formula for expressing trust and *Wala akong tiwala sa kanya* as the standard formula for expressing distrust. P2a additionally documents *kawalan ng tiwala* as the nominalized form meaning "distrust / lack of trust / loss of confidence." The *may*/*wala* opposition is again the structural mechanism, with *kawalan ng tiwala* as a lexicalized nominal for the negative pole. | constructional | [CORE] |
| tiwala | walang tiwala | tiwala / walang tiwala | trust / no trust | *Walang tiwala* is the fixed negative existential construction contrasting with the presence of trust, as in *Walang tiwala ang mga mamamayan sa gobyerno* ("The citizens have no trust in the government"). The contrast is between the presence and absence of the interpersonal attitude of trust. | constructional | [CORE] |
| tiwala | kawalan ng tiwala | tiwala / kawalan ng tiwala | trust / lack of trust | *Kawalan ng tiwala* ("lack of trust, loss of confidence") is a nominalized construction that names the absence of trust as an abstract state, contrasting with *tiwala* as a positive nominal. The P2b data documents both as attested in political and social discourse. | constructional | [CORE] |
| nagtiwala ako sa kanya | niloko niya ako | nagtiwala ako sa kanya / niloko niya ako | I trusted him/her / he/she deceived me | Documented in P2b H-04 as a conventionalized narrative pairing (*nagtiwala ako sa kanya at niloko niya ako* — "I trusted him and he deceived me"). The data explicitly identifies this as a "highly recurrent collocation in discourse about betrayal." The contrast is between the act of placing trust and the act of betraying that trust through deception. | constructional | [CORE] |
| napatunayan | hindi mapatunayan | napatunayan / hindi mapatunayan | has been proven, was verified / cannot be proven, is unprovable | Documented in P1b B-06 and B-05 and P2a D-B-05 and D-B-04. P2a documents *napatunayan* as the completed-aspect form meaning "has been successfully proven or verified" and *mapatunayan* as the potential form; P2b cites *Hindi mapatunayan* ("cannot be proven") as an attested formula. The contrast is between achieved proof and the impossibility or failure of proof, expressed through aspect and negation on the same verbal stem, as in *Napatunayan na ang kanyang kasalanan* versus *Hindi niya mapatunayan ang kanyang sinabi*. | morphological | [CORE] |
| patunayan (verbal: to prove) | hindi mapatunayan (cannot be proven) | patunayan / hindi mapatunayan | to prove/demonstrate / cannot be proven/unprovable | Documented in P1b B-04 and B-05, P2b B-09 and B-10, and P2a D-B-03 and D-B-04 as a contrast between the ability and inability to establish proof. *Patunayan* is the causative verbal form ("to prove"); *hindi mapatunayan* uses the potential aspect (*ma-*) with negation to assert that proof is impossible or unavailable. The contrast is between provability and unprovability. | morphological | [CORE] |
| pinatunayan | walang katunayan | pinatunayan / walang katunayan | proved (by an agent) / without proof | *Pinatunayan* asserts the completed demonstration of a claim by a specific agent; *walang katunayan* asserts the total absence of supporting evidence for a claim. These constructions are used in contrasting argumentative and legal contexts throughout the P2 data. | constructional | [CORE] |
| sigurado | hindi sigurado | sigurado / hindi sigurado | sure, certain / not sure, uncertain | P2b documents *Sigurado ka ba?* ("Are you sure?") and *Hindi ako sigurado* ("I'm not sure / I'm not certain") as standard formulas. The latter is described as "the standard formula for hedging or admitting uncertainty across all registers." The contrast is between epistemic certainty and its negation. | morphological | [CORE] |
| orihinal | huwad | orihinal / huwad | original / counterfeit | The P1 data explicitly states that *orihinal* "contrasts with *kopya* (copy) and *huwad/peke* (fake)," positioning *orihinal* as the genuine source item against *huwad* as the deliberately falsified imitation. | lexical | [CORE] |
| orihinal | peke | orihinal / peke | original / fake | The P1 data groups *peke* with *huwad* as the contrasting terms for *orihinal*. *Peke* is the colloquial form of this contrast, used in consumer and everyday contexts where *orihinal* evaluates an item as the genuine source and *peke* evaluates it as a counterfeit. | lexical | [CORE] |
| orihinal | awtentiko | orihinal / awtentiko | original (as opposed to copy) / authentic (as opposed to fraudulent) | P1 states that *orihinal* "coexists with *tunay* but specifically foregrounds the original-versus-copy distinction," while *awtentiko* foregrounds "the genuine-versus-fraudulent distinction." P3 restates this: "*orihinal* foregrounds the original-versus-copy distinction while *awtentiko* foregrounds the genuine-versus-fraudulent distinction." Both concern authenticity but along different axes. | lexical | [CORE] |
| tunay | awtentiko | tunay / awtentiko | genuine, real, authentic (broad use) / authentic, genuine (formal/legal, narrower) | P1 states that *awtentiko* "is more formal and less colloquial than *tunay* or *orihinal*" and that "its distribution is somewhat narrower than *tunay*." P3 notes *awtentiko* appears "primarily in legal certification language." Both evaluate genuineness, but *awtentiko* is register-restricted and narrower in distribution. | lexical | [CORE] |
| tama | wasto | tama / wasto | correct, right (neutral/everyday) / correct, proper (with emphasis on propriety and conformity to standard, formal register) | P1 states that *wasto* "overlaps with *tama* in meaning 'correct' but tends to emphasize propriety, appropriateness, or conformity to a standard." P3 restates: "*tama* is more neutral in its correctness evaluation" while "*wasto* carries a stronger sense of propriety and conformity to standard." Documented in P1 items 5 and 7 and P3 Group 4 as two items covering the same semantic territory (correctness) but differing in register. *Tama* is the unmarked everyday term; *wasto* is used in more formal or technical registers. The contrast is one of semantic nuance and register within the correctness domain rather than a truth-domain opposition. | lexical | [CORE] |
| wasto | hindi wasto | wasto / hindi wasto | correct/proper / not correct/improper | Documented in P1 item 7, P2b E-01 through E-03, and P3 Group 4 as the formal-register correctness contrast. *Wasto* occupies a more formal register than *tama* and carries a stronger sense of procedural or moral propriety; *hindi wasto* is its standard negation. The contrast is between meeting and failing to meet a formal standard of correctness or propriety. | morphological | [CORE] |
| akma | angkop | akma / angkop | fitting, accurate (of a match or physical fit) / appropriate, suitable (normative appropriateness) | P1 describes *akma* as centering on whether something "corresponds correctly to a standard, requirement, or other item" with a physical or descriptive fit sense, while *angkop* "tends more toward normative appropriateness than physical or descriptive fit." P3 restates: "*akma* tends toward physical or descriptive fit… while *angkop* tends toward normative appropriateness." The two terms overlap but are distinguished by the type of correspondence evaluated. | lexical | [CORE] |
| tumpak | tama | tumpak / tama | precise, exact, spot-on / correct, right | P1 states that *tumpak* "is stronger than *tama* in implying exactness rather than mere correctness." P3 restates: "*tumpak* is stronger than both [*akma* and *angkop*], implying exactness rather than mere fit or appropriateness." The contrast is one of degree and specificity: *tama* asserts correctness, *tumpak* asserts exactness. | lexical | [CORE] |
