| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| tunay | pagpapatunay | pagpapatunay | *pag-* (verbal noun prefix) + *pa-* (causative) + *tunay* + *-an* + reduplication; nominalization of the *patunayan* verbal action; "the act of causing something to be verified/proven" | the act of proving, verification, authentication, confirmation, proof (as an act or process) | Nominal form referring to the process or act of verifying, authenticating, or proving something. Used in legal, administrative, and formal contexts (*pagpapatunay ng dokumento* — "authentication/verification of a document"; *Ang pagpapatunay ng kanyang pagkakakilanlan ay kinakailangan* "Verification of his/her identity is required"). Common in administrative, legal, and formal contexts. Documented in P1 item 29 and P1b B-03. | [CORE] |
| tunay | pagpapatunayan | pagpapatunayan | *pag-* + *pa-* + *tunay* + *-an* + reduplication; nominalization with goal/locus suffix | the proving of something, the verification of something (with reference to a specific object) | Nominal form with *-an* suffix, referring to the proving or verification of a specific thing (*Ang pagpapatunayan ng katotohanan ay mahirap* "The proving of the truth is difficult"). Attested in formal and written registers; less common than *pagpapatunay*. | [CORE] |
| tunay | di-tunay | di-tunay | *di-* (negation prefix, clitic form of *hindi*) + *tunay* | inauthentic, not genuine, false | Negated form of *tunay*, used to evaluate something as lacking genuine character or authenticity. Documented in P1 item 30 as [MARGINAL]. | [MARGINAL] |
| katunayan | sa katunayan | sa katunayan | *sa* (oblique/locative marker) + *katunayan*; fixed prepositional phrase functioning as a discourse connector | in fact, as a matter of fact, in reality, in truth | A very common discourse connector used to introduce a factual clarification or to emphasize the reality of a situation. Used across spoken and written registers; this use is grammaticalized and distinct from the base nominal meaning of "proof/genuineness." Documented in P1 item 4 and P1b. | [CORE] |
| tama | katamaan | katamaan | *ka-* + *tama* + *-an* (circumfix; abstract nominalizer); "the state or quality of being *tama*" | correctness, rightness, appropriateness, accuracy | Abstract nominal referring to the quality of being correct or appropriate (*Ang katamaan ng kanyang desisyon ay napatunayan* "The correctness of his/her decision was proven"; *Ang katamaan ng sagot* "the correctness of the answer"). Used in formal and evaluative discourse; less frequent in casual speech than the root *tama*. | [MARGINAL] |
| tama | tama-tama | tama-tama | *tama* + *tama*; full reduplication | just right, exactly right, precisely correct, fitting | Reduplication producing a meaning of exact or precise correctness, often with a sense of something being just the right amount or degree (*Tama-tama ang sukat* "The measurement is just right"). Common in everyday speech. | [CORE] |
| tama | tamang-tama | tamang-tama | *tama* + *-ng* (linker) + *tama*; full reduplication with linker for intensification | exactly right, just right, perfectly timed, spot on, perfectly correct | Emphatic intensified form of *tama*, following the productive reduplication-with-linker pattern, often used to describe something that is perfectly timed or exactly appropriate (*Tamang-tama ang pagdating niya* "His/her arrival was perfectly timed"; *Tamang-tama ang oras ng pagdating niya* "the timing of his arrival was exactly right"). Very common in spoken Tagalog. | [CORE] |
| tama | itama | itama | *i-* (object-focus / instrumental/causative verbal prefix) + *tama*; "to cause to be correct; to correct" | to correct (something), to fix, to set right, to make right | The standard verb for the act of correcting an error. Common in educational, editorial, and interpersonal contexts (*Itama ang iyong mga pagkakamali* "Correct your mistakes"; *Itama ang pagkakamali* — "Correct the mistake"). | [CORE] |
| tama | itinama | itinama | *i-* + *-in-* (completive infix) + *tama*; completive object-focus form | corrected, fixed, set right | Completive form of *itama*, describing the accomplished correction of something (*Itinama niya ang kanyang sagot* "He/she corrected his/her answer"). Common in educational and editorial contexts. | [CORE] |
| tama | itinatama | itinatama | *i-* + *-in-* + *tama* + reduplication; imperfective object-focus form | is correcting, is fixing, is setting right | Imperfective form describing an ongoing act of correction (*Itinatama niya ang kanyang mga gawi* "He/she is correcting his/her habits"). Attested in educational and behavioral contexts. | [CORE] |
| tama | pagtama | pagtama | *pag-* (action nominalization) + *tama* | the act of correcting, correction | Nominal form referring to the act of correcting something (*Ang pagtama sa mga kamalian ay kailangan* "Correcting mistakes is necessary"). Attested in formal and didactic discourse. | [CORE] |
| tama | magtama | magtama | *mag-* (actor-focus verbal prefix) + *tama* | to correct, to make right, to rectify | Actor-focus verbal form meaning to correct or rectify something (*Magtama ka ng iyong mga gawi* "Correct your habits"). Attested in moral and instructional discourse. | [CORE] |
| tama | nagtama | nagtama | *nag-* (actor-focus, completive) + *tama* | corrected, rectified (by an agent) | Completive actor-focus form (*Nagtama siya ng kanyang mga pagkakamali* "He/she corrected his/her mistakes"). Attested in narrative and evaluative contexts. | [CORE] |
| tama | tamain | tamain | *tama* + *-in* (patient-focus verbal suffix) | to hit (a target), to strike accurately; to be correct about (something) | Patient-focus verbal form with a primary meaning of hitting a target accurately (*Tamain ang target* "Hit the target"). The sense of accuracy connects to the root meaning of correctness. Also used figuratively (*Natamain ang punto* "The point was hit/struck home"). Common in everyday and figurative speech. | [CORE] |
| tama | natamaan | natamaan | [entry ends incomplete in source] | [entry ends incomplete in source] | [entry ends incomplete in source] | [entry ends incomplete in source] |
