| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| totoo ang nararamdaman | totoo ang nararamdaman | *totoo* + *ang* + *nararamdaman* (what is felt/experienced — *na-* + *ramdám* + *-an*) | the feelings are real, what one feels is genuine | Used to assert the authenticity of emotional experience, often in contexts of validating someone's feelings or in discussions of sincerity (*Totoo ang nararamdaman ko* "What I feel is real/genuine"). Common in interpersonal and therapeutic discourse. | [CORE] |
| paghahanap ng katotohanan | paghahanap ng katotohanan | *pag-* + *hahanap* (reduplication of *hanap*, to search) + *ng* (genitive marker) + *katotohanan* | the search for truth, seeking the truth, truth-seeking | Used in philosophical, journalistic, investigative, and religious contexts to describe the pursuit of truth as an activity or goal (*Ang paghahanap ng katotohanan ay mahirap* "The search for truth is difficult"). Common in academic, editorial, and judicial discourse. | [CORE] |
| tagapagtanggol ng katotohanan | tagapagtanggol ng katotohanan | *tagapagtanggol* (defender — *taga-* + *pagtanggol*) + *ng* + *katotohanan* | defender of truth, advocate for truth | Used in moral, religious, and journalistic discourse to describe a person or institution that upholds and protects truth (*Ang mamamahayag ay tagapagtanggol ng katotohanan* "The journalist is a defender of truth"). Found in editorial writing and religious texts. | [MARGINAL] |
| katotohanan sa likod ng | katotohanan sa likod ng | *katotohanan* + *sa likod ng* (behind, at the back of) | the truth behind [something], the real story behind | Fixed collocation used to introduce a revelation of what is actually the case beneath a surface appearance or official account (*Ang katotohanan sa likod ng insidente* "The truth behind the incident"). Common in journalism and investigative writing. | [CORE] |
| totoo o hindi | totoo o hindi | *totoo* + *o* (or) + *hindi* (no, not) | true or not, real or not, whether it's true or false | Used to frame a binary question about the truth-value of a claim (*Totoo o hindi, kailangan nating malaman* "True or not, we need to find out"). Common in investigative, deliberative, and everyday contexts. | [CORE] |
| totoo ang buhay | totoo ang buhay | *totoo* + *ang* + *buhay* (life) | life is real, reality of life | Used in philosophical, motivational, and literary contexts to assert the reality and seriousness of lived experience, often contrasting with fantasy or denial (*Totoo ang buhay at kailangan nating harapin ito* "Life is real and we must face it"). | [CORE] |
| sa katotohanan | sa katotohanan | *sa* (locative/oblique marker) + *katotohanan* | in truth, in reality, in fact, truthfully speaking | A discourse connector used to introduce a corrective or clarifying statement, equivalent to "in truth" or "actually." Common in both spoken and written Tagalog, as well as in formal and journalistic registers. | [CORE] |
| ang katotohanan | ang katotohanan | *ang* (topic/nominative marker) + *katotohanan* | the truth | The standard nominal phrase used when referring to truth as a specific entity or fact in discourse (*Sabihin ang katotohanan* — "Tell the truth"). Appears in legal oaths, moral exhortations, and religious texts. | [CORE] |
| totoo ang lahat | totoo ang lahat | *totoo* + *ang* (topic marker) + *lahat* (all, everything) | everything is true, it's all true | Used in confessional, testimonial, or emphatic contexts to assert the complete truth of a set of statements (*Totoo ang lahat ng sinabi niya* "Everything he said is true"). Common in legal testimony and personal declarations. | [CORE] |
| pagtatago ng katotohanan | pagtatago ng katotohanan | *pag-* + *tatago* (verbal noun of *magtago*, "to hide") + *ng* (genitive marker) + *katotohanan* | concealment of the truth, hiding the truth | Used in legal, moral, and journalistic discourse to characterize the act of withholding or suppressing true information. Appears in investigative reporting and legal argumentation. | [CORE] |
| pagsasabi ng katotohanan | pagsasabi ng katotohanan | *pag-* + *sasabi* (verbal noun of *magsabi*, "to say/tell") + *ng* + *katotohanan* | telling the truth, speaking the truth | The standard nominal phrase for the act of truth-telling. Used in moral instruction, legal contexts, and religious discourse (*Ang pagsasabi ng katotohanan ay isang tungkulin* — "Telling the truth is a duty"). | [CORE] |
| totoo sa sarili | totoo sa sarili | *totoo* + *sa* + *sarili* (self, oneself) | true to oneself, authentic to one's own nature | Used in moral and psychological discourse to evaluate whether a person acts in accordance with their genuine values and identity. Appears in self-help, literary, and philosophical registers. | [CORE] |
| katotohanang panlipunan | katotohanang panlipunan | *katotohanan* + *-ng* (linker) + *pan-* + *lipunan* (society); "social truth" | social truth, social reality | Used in sociological, political, and academic discourse to refer to truths or realities that are socially constructed or socially recognized. Found in academic writing and political commentary. | [MARGINAL] |
| katotohanang pansarili | katotohanang pansarili | *katotohanan* + *-ng* + *pan-* + *sarili* (self); "personal truth" | personal truth, subjective truth | Used in philosophical and psychological discourse to refer to truths as experienced or held by an individual. Appears in literary criticism, counseling discourse, and philosophical writing. | [MARGINAL] |
| katotohanang ganap | katotohanang ganap | *katotohanan* + *-ng* + *ganap* (complete, full, absolute) | absolute truth, complete truth | Used in philosophical and religious discourse to refer to truth in its fullest or most complete form, often contrasted with partial or relative truth. Found in theological writing and philosophical argumentation. | [MARGINAL] |
| katotohanang relatibo | katotohanang relatibo | *katotohanan* + *-ng* + *relatibo* (from Spanish *relativo*; relative) | relative truth | Used in philosophical discourse to refer to truth that is conditioned by perspective, context, or framework. Found in academic and intellectual writing. | [MARGINAL] |
| totoo na | totoo na | *totoo* + *na* (particle indicating change of state or current relevance: "now, already") | it's true now, it's become real, it's actually happening | Used in conversational Tagalog to mark that something previously doubted or anticipated has become real or confirmed. Common in everyday speech. | [CORE] |
| totoong kwento | totoong kwento | *totoo* + *-ng* (linker) + *kwento* (story, from Spanish *cuento*) | true story, real story | Used to characterize a narrative as based on actual events rather than fiction. Common in media, publishing, and everyday storytelling contexts. | [CORE] |
| totoong pangyayari | totoong pangyayari | *totoo* + *-ng* + *pangyayari* (event, occurrence) | real event, actual occurrence, true happening | Used in journalistic and testimonial contexts to assert that described events actually occurred. Common in news reporting and legal testimony. | [CORE] |
| totoo nga | totoo nga | *totoo* (true/real) + *nga* (particle: indeed, as expected, affirmative emphasis) | indeed true, yes it really is, as expected it's real | Used to confirm a truth that the speaker or interlocutor has come to accept, often after some deliberation or evidence. *Totoo nga pala* ("it really is true after all"). | [CORE] |
| totoo pala | totoo pala | *totoo* (true/real) + *pala* (particle: realization, discovery of something previously unknown) | so it's true after all, it turns out to be real, I didn't know it was true | Used to express the speaker's realization or discovery that something is true, often with a sense of surprise. *Totoo pala ang balita* ("the news turns out to be true"). | [CORE] |
| ang katotohanan ay | ang katotohanan ay | *ang* (topic marker) + *katotohanan* (truth) + *ay* (predicate marker/inversion) | the truth is that..., the reality is that... | Formal sentence-initial construction used to introduce a statement of truth, particularly in written, journalistic, and argumentative discourse. | [CORE] |
| hanapin ang katotohanan | hanapin ang katotohanan | *hanapin* (to search for, imperative/infinitive) + *ang* (topic marker) + *katotohanan* (truth) | to seek the truth, search for the truth | Used in investigative, philosophical, and legal contexts to describe the act of pursuing or uncovering what is true. Common in journalistic and judicial discourse. | [CORE] |
| kalahating katotohanan | kalahating katotohanan | *kalahati* + *-ng* (linker) + *katotohanan* (truth); *kalahati* = half | half-truth, partial truth | Used in moral and epistemic evaluation to describe a statement that is technically true but misleading because it omits relevant information. Common in political and journalistic discourse. | [CORE] |
| buong katotohanan | buong katotohanan | *buong* (whole, entire; *buo* + *-ng* linker) + *katotohanan* (truth) | the whole truth, the full truth | Used in legal and moral contexts to demand or assert complete truthful disclosure without omission. Appears in oath formulas and moral exhortation. | [CORE] |
| katotohanang mabigat | katotohanang mabigat | *katotohanan* + *-ng* (linker) + *mabigat* (heavy, weighty) | a hard truth, a weighty truth, a difficult truth | Used in moral and emotional discourse to describe a truth that is difficult to accept or that carries serious consequences. Common in counseling, literary, and philosophical contexts. | [CORE] |
| katotohanang masakit | katotohanang masakit | *katotohanan* + *-ng* (linker) + *masakit* (painful, hurtful) | | | |
| tunay | tunay | Root form; etymology not fully established; possibly from Proto-Philippine stock; morphologically simple | genuine, real, authentic, true | *Tunay* emphasizes authenticity or genuineness, often applied to persons, objects, or relationships rather than propositions. Used to assert that something is what it claims or appears to be, often with emphasis on authenticity rather than mere factual accuracy. *Tunay na kaibigan* means "a true/genuine friend," *tunay na ginto* means "real gold," and *tunay na pagmamahal* means "real/genuine love." It contrasts with *huwad* (fake) and *peke* (counterfeit) and participates in the abstract nominal *katunayan* (proof, evidence, genuineness). Slightly more evaluative of intrinsic character than *totoo*, which more often concerns factual correspondence. | [CORE] |
| katunayan | katunayan | *ka-* + *tunay* + *-an*; "the state of being *tunay*"; also functions as "proof" or "evidence" | proof, evidence, genuineness, verification, the fact that | *Katunayan* is used both as an abstract noun meaning "genuineness" and, very commonly, as a discourse connector meaning "in fact" or "as a matter of fact" (*Sa katunayan* — "In fact / As a matter of fact"). In legal and formal contexts it carries the sense of evidence or proof that establishes something as real or factually the case. Common in both formal argumentation and everyday speech. Near-synonym of *pruweba* but more formal. | [CORE] |
| pagpapatunay | pagpapatunay | *pag-* (verbal noun prefix) + *pa-* (causative) + *tunay* + *-an* (locative/applicative); "the act of causing something to be verified/proven" | verification, authentication, confirmation, proof | *Pagpapatunay* is the verbal noun for the act of verifying, authenticating, or proving something. Used in legal, administrative, and formal contexts (*pagpapatunay ng dokumento* — "authentication/verification of a document"). It is morphologically transparent and productive within the *tunay* family. | [CORE] |
| di-tunay | di-tunay | *di-* (negation prefix) + *tunay*; "not genuine" | inauthentic, not real, false | Negated form of *tunay*, used to evaluate something as lacking genuine character or authenticity. Attested in written and formal registers but less lexicalized than *huwad* or *peke* for the same evaluative purpose. Functions as a predicate or attributive modifier. | [MARGINAL] |
| tapat | tapat | Root form; also means "facing, directly opposite" (spatial); extended to moral/epistemic sense | honest, sincere, straightforward, faithful, frank, loyal | *Tapat* evaluates persons or statements as honest and without concealment. *Maging tapat* means "to be honest/straightforward," *tapatan* means to speak frankly with someone, and *tapatang sagot* means "honest/straightforward answer." The spatial sense of directness ("facing directly") appears to underlie the moral extension and the two senses coexist and are likely related metaphorically. Derives *katapatan* (honesty, sincerity, loyalty). | [CORE] |
| katapatan | katapatan | *ka-* + *tapat* + *-an*; "the state of being honest/faithful" | honesty, sincerity, faithfulness, loyalty, fidelity | *Katapatan* is used as an abstract noun covering both the epistemic sense (honesty in speech) and the relational-moral sense (faithfulness, loyalty). It appears in formal declarations, vows, and moral discourse, e.g., *katapatan sa trabaho* ("fidelity/dedication to work"), *katapatan ng salita* ("honesty of word"). The semantic range is broader than English "honesty" alone, encompassing fidelity to persons and commitments. The dual sense of sincerity and loyalty is characteristic and both are well attested. | [CORE] |
| tama | tama | Root form; from Proto-Philippine; core meaning relates to correctness, hitting a mark | correct, right, accurate, proper | *Tama* is the standard term for correctness of answers, judgments, actions, or measurements. Applied to statements, answers, actions, or judgments to indicate they are correct or appropriate (*Tama ang sagot mo* — "Your answer is correct"). Also used in moral evaluation of conduct (*Tama ba ang ginawa niya?* — "Was what he did right?"). It contrasts with *mali* (wrong, incorrect) and participates in derivations such as *katamaan* and the adverb *nang tama* (correctly), as well as *tama-tama* (just right, exactly). | [CORE] |
| mali | mali | Root form; Proto-Philippine origin; core meaning is error, wrongness | wrong, incorrect, mistaken, erroneous | *Mali* is the primary antonym of *tama*, used to evaluate statements, actions, or judgments as incorrect or morally wrong. It applies across factual (*Mali ang datos* — "The data is wrong"), moral (*Mali ang ginawa mo* — "What you did was wrong"), and procedural domains. Derives *pagkakamali* (mistake, error) and *magkamali* (to make a mistake). The abstract noun *kamalian* means "error" or "mistake." | [CORE] |
| pagkakamali | pagkakamali | *pag-* + *ka-* + *mali* + *-an* (verbal noun of *magkamali*, "to make a mistake"); *pagkaka-* (nominalization of accidental/completed action) + *mali*; "an instance of being wrong" | mistake, error, fault | *Pagkakamali* is the standard nominal form for a mistake or error, used to evaluate actions, statements, or judgments as having gone wrong. Refers to a specific instance of error, whether factual, moral, or practical. Implies an action or judgment that deviated from what was correct. *Aminin ang pagkakamali* means "to admit one's mistake." It is used across factual, moral, and procedural domains and is morphologically transparent from the root *mali*. Commonly used in apology and accountability contexts. | [CORE] |
| huwad | huwad | Root form; indigenous Tagalog term | fake, counterfeit, forged, false, spurious, imitation | *Huwad* denotes something that falsely presents itself as genuine — a counterfeit document, a false identity, or an imitation object. Used to describe objects, documents, or representations that are not genuine but are made to appear so (*huwad na pera* — "counterfeit money"; *huwad na dokumento* — "forged/counterfeit document"). Carries a connotation of intentional deception, distinguishing it from mere error. It is used in legal contexts and in moral evaluation of deceptive representations. It is somewhat more formal or literary than *peke* in contemporary usage. | [CORE] |
| peke | peke | Borrowing from Spanish *pique* or via Philippine Spanish, or directly from English *fake*; fully nativized in colloquial Tagalog; root form in Tagalog | fake, counterfeit, phony | *Peke* is the colloquial, widely used term for something counterfeit or inauthentic — fake goods, false credentials, or insincere behavior. Colloquial near-synonym of *huwad*, applied to objects, goods, or persons presenting a false identity (*pekeng produkto* — "fake product"; *pekeng doktor* — "fake doctor"). More informal in register than *huwad* and very widely used in everyday speech. *Peke* can also be applied to persons acting inauthentically (*Peke ka* — "You're being fake/phony"). | [CORE] |
| lehitimo | lehitimo | Borrowing from Spanish *legítimo* | legitimate, lawful, genuine, rightful | *Lehitimo* is used in legal, political, and formal contexts to evaluate whether a claim, authority, or status is rightfully held and properly established. *Lehitimong anak* means "legitimate child" (in the legal sense), and *lehitimong pamahalaan* means "legitimate government." Also used in evaluations such as *lehitimong negosyo* ("legitimate business"). Less common in purely factual contexts; primarily evaluative of standing or right. It is a borrowing that has stabilized in formal registers. | [CORE] |
| wastó | wastó | Root form; from Spanish *vasto* or possibly *justo*, or possibly independent development; the exact etymological path is debated; fully integrated into Tagalog | correct, proper, right, appropriate, accurate | *Wasto* overlaps with *tama* in meaning "correct" but tends to emphasize propriety, appropriateness, or conformity to a standard. Often used in more formal or technical registers than *tama*. Commonly used in evaluating grammar (*wastong gamit* — "correct/proper usage"), procedure, and moral conduct (*wastong paraan* — "the proper/correct way"; *wastong pagbigkas* — "correct pronunciation"). Also carries a sense of moral or procedural propriety. Derives *kawastuhan* (correctness, propriety). | [CORE] |
| kawastuhan | kawastuhan | *ka-* + *wastó* + *-an*; "the state/quality of being correct or proper" | correctness, propriety, rightness | Abstract nominal referring to the quality of being correct or proper, used in formal and evaluative discourse. Less frequent in casual speech than its root *wastó*. Appears in discussions of moral conduct, linguistic correctness, and procedural propriety. | [CORE] |
| mapagkakatiwalaan | mapagkakatiwalaan | *ma-* (potential/quality prefix) + *pagkakatiwalaan* (verbal noun from *tiwala*, "trust") + multiple affixes; "able to be trusted" | trustworthy, reliable, dependable | *Mapagkakatiwalaan* is the standard adjectival form for evaluating persons, sources, or institutions as worthy of trust. Used in contexts of evaluating witnesses, information sources, and persons in positions of responsibility (*mapagkakatiwalaang pinagkukunan ng impormasyon* — "reliable source of information"). Morphologically complex but lexically conventionalized. The root *tiwala* (trust, confidence) is highly productive in Tagalog derivation. | [CORE] |
| tiwala | tiwala | Root form; indigenous Tagalog; core meaning is trust, confidence, reliance | trust, confidence, reliance, faith (in a person or institution) | *Tiwala* is used to evaluate the reliability and trustworthiness of persons, institutions, and claims. *May tiwala ako sa kanya* means "I trust him/her." Used both as a noun (*walang tiwala* — "no trust") and in verbal constructions. It is foundational to evaluations of credibility and is highly productive morphologically, generating *mapagkakatiwalaan*, *pagtitiwalaan*, *tiwalahin*, and others. | [CORE] |
| kredible | kredible | Borrowing from English *credible* (or Spanish *creíble*); used in journalistic and legal registers | credible, believable | *Kredible* is used in formal, journalistic, and legal contexts to evaluate whether a source, witness, or claim merits belief (*kredibleng saksi* — "credible witness"). It is a relatively recent borrowing and is more common in written and broadcast media than in everyday speech. It coexists with native alternatives such as *mapagkakatiwalaan* but occupies a more specifically epistemic niche. More formal and domain-specific than native equivalents; common in media and legal discourse. | [CORE] |
| aktuwal | aktuwal | Borrowing from English *actual* / Spanish *actual* | actual, real (as opposed to hypothetical or apparent) | Used to distinguish what is genuinely the case from what is supposed, hypothetical, or apparent (*aktuwal na nangyari* — "what actually happened"). More common in formal and journalistic registers. Overlaps with *tunay* and *totoo* but emphasizes contrast with the hypothetical or supposed. | [CORE] |
| orihinal | orihinal | Borrowing from Spanish *original* | original, authentic (not a copy), genuine | *Orihinal* evaluates whether something is the genuine source item rather than a copy, reproduction, or imitation. Used in legal, commercial, and aesthetic contexts (*orihinal na kopya* — "original copy [of a document]"; *orihinal na obra* — "original work"; *orihinal na produkto* — "genuine/original product"). It coexists with *tunay* but specifically foregrounds the original-versus-copy distinction. Contrasts with *kopya* (copy) and *huwad/peke* (fake). | [CORE] |
| awtentiko | awtentiko | Borrowing from Spanish *auténtico* / English *authentic* | authentic, genuine | *Awtentiko* is used in formal, legal, and commercial contexts to evaluate whether an item or document is genuinely what it purports to be (*awtentikong dokumento* — "authentic document"). It is more formal and less colloquial than *tunay* or *orihinal* and appears frequently in legal certification language. Its distribution is somewhat narrower than *tunay*. Somewhat more formal than *tunay* and more common in written registers. Overlaps substantially with *tunay* and *orihinal*. | [CORE] |
| paimbabaw | paimbabaw | *pa-* + *ibabaw* (surface, top); "on the surface only" | superficial, insincere, hypocritical, surface-level | Evaluates conduct, expressions, or persons as lacking genuine depth or sincerity — performing an appearance without the corresponding reality (*paimbabaw na pagmamahal* — "superficial/insincere love"). Carries a negative evaluative force regarding the gap between appearance and genuine character. | [CORE] |
| mapanlinlang | mapanlinlang | *mapa-* + *linlang* (to deceive, to mislead) + agentive/adjectival morphology; "prone to deceiving" / "tending to deceive" | deceptive, misleading, fraudulent | Evaluates persons, statements, or representations as designed or tending to create false impressions (*mapanlinlang na advertisement* — "deceptive advertisement"). Used in moral, legal, and consumer-protection contexts. The root *linlang* (deception) also occurs independently. | [CORE] |
| linlang | linlang | Root form | deception, deceit, to deceive | Refers to the act or practice of creating false impressions in another's mind. Used as a noun and verbal root (*nillinlang siya* — "he/she was deceived"). Appears in moral condemnation of dishonest conduct and in legal descriptions of fraud. | [CORE] |
| pagsisinungaling | pagsisinungaling | *pag-* + *si-* + *sinungaling* (liar, one who lies); verbal noun meaning "the act of lying" | lying, the act of telling a lie, falsehood (as an act) | *Pagsisinungaling* is the verbal noun for the act of lying or deceiving through false statements. Used in moral, legal, and everyday evaluative contexts to characterize conduct as dishonest. Derived from *sinungaling* (liar), which is itself a well-established root. Used in moral evaluation and in legal contexts involving false testimony. | [CORE] |
| sinungaling | sinungaling | Root or derived form; agent/quality noun referring to one who lies; etymology debated; functions as both noun (liar) and adjective (lying, false) | liar, lying, false (of a person), deceitful | *Sinungaling* is the standard term for a person who lies or for characterizing someone as dishonest. It is used as a direct predicate (*Sinungaling ka* — "You are a liar") and in nominal constructions (*sinungaling na salita* — "lying/false words"). One of the most most common terms of moral reproach in Tagalog and one of the most common terms in the semantic field of deception and dishonesty. | [CORE] |
| kasinungalingan | kasinungalingan | *ka-* + *sinungaling* + *-an*; abstract noun meaning "the quality or instance of lying; a lie; falsehood" | lie, falsehood, untruth | *Kasinungalingan* is the abstract noun for a lie or falsehood, used to evaluate statements as false and deceptive. Refers to a deliberate false statement or to the quality of being false/deceptive, e.g., *huwag magsabi ng kasinungalingan* ("do not tell a lie"). It contrasts directly with *katotohanan* (truth) and appears in moral, legal, and philosophical discourse. *Puno ng kasinungalingan* means "full of lies/falsehood." Commonly used in moral and religious discourse. | [CORE] |
| pruweba | pruweba | Borrowing from Spanish *prueba* (proof, test) | proof, evidence, test | *Pruweba* is used in legal and everyday contexts to refer to evidence or proof that establishes the truth or falsity of a claim (*Nasaan ang pruweba?* — "Where is the proof?"; *Walang pruweba* — "there is no proof/evidence"). It is fully integrated into colloquial and formal Tagalog and coexists with *katunayan* in the sense of evidence. Near-synonym of *katunayan* but more colloquial and direct. | [CORE] |
