| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| totoo | Totoong-totoo ito, hindi biro. | Totoong-totoo ito, hindi biro. | This is absolutely real, not a joke. | The emphatic reduplication *totoong-totoo* combined with the contrastive denial *hindi biro* ("not a joke") is a highly conventionalized spoken construction for asserting unambiguous reality in the face of expressed or anticipated disbelief. Documented in P1b and cross-referenced here. | [CORE] |
| totoo | Totoo na. | Totoo na. | It's real now. / It's actually happening. / It came true. / It's become real. | The combination of *totoo* with the particle *na* (marking change of state or current relevance) is a fixed conversational formula used to mark that something previously doubted, anticipated, or hypothetical has been confirmed or has come to pass. The pragmatic force is distinct from simple predication with *totoo*. Extremely common in spoken Tagalog when something previously anticipated or disbelieved is confirmed (*Totoo na ang balita* "The news is real now / The news has been confirmed"). | [CORE] |
| totoo | Hindi ko matanggap na totoo ito. | Hindi ko matanggap na totoo ito. | I can't accept that this is true. / I can't believe this is real. | The construction *hindi matanggap na totoo* ("cannot accept as true") is a conventionalized expression of psychological resistance to an unwelcome truth. Common in interpersonal and emotional discourse. The verb *tanggap* (to accept, to receive) combined with *totoo* as a complement is a stable collocation in this register. | [CORE] |
| totoo | Kung totoo man o hindi... | Kung totoo man o hindi... | Whether true or not... / Regardless of whether it's true... | *Kung totoo man o hindi* is a conventionalized concessive-conditional construction framing a claim as irrelevant to the truth-value of what follows. Common in argumentative and deliberative discourse. The particle *man* adds a concessive force ("even if"). | [CORE] |
| totoo | Naniniwala akong totoo ito. | Naniniwala akong totoo ito. | I believe this is true. | The construction *naniniwala + na + totoo* embeds *totoo* as the complement of the belief verb *naniniwala* (believes); this is the standard construction for expressing first-person epistemic commitment to the truth of a proposition in Tagalog. Extremely common across all registers. | [CORE] |
| totoo | Pinapatunayan na totoo ang kanyang sinabi. | Pinapatunayan na totoo ang kanyang sinabi. | It is being proven that what he said is true. | The construction embedding *totoo* as a complement clause after a verification verb (*pinapatunayan*, *napatunayan*, *natuklasan*, etc.) is a productive and conventionalized pattern in legal and journalistic discourse for reporting the confirmation of a claim's truth. | [CORE] |
| totoo | Totoo nga pala. | Totoo nga pala. | So it really is true. / It turns out it's actually true. | The combination of *nga* (confirmatory/emphatic) and *pala* (realization, discovery) in a single utterance marks a speaker's arrival at a confirmed realization — something suspected or told to them has now been verified. This particle cluster with *totoo* is a conventionalized expression of epistemic update. | [CORE] |
| totoo | Ang totoo, hindi ko alam. | Ang totoo, hindi ko alam. | The truth is, I don't know. / Honestly, I don't know. | *Ang totoo* used as a sentence-initial discourse marker, followed by a comma pause, functions as a hedging or honesty-signaling formula before a potentially face-threatening admission. This use is pragmatically fixed and common across registers. Documented in P1b; included here as a multi-word construction pattern. | [CORE] |
| totoo | Totoo naman ang sinabi ko. | Totoo naman ang sinabi ko. | What I said is indeed true. / It really is true, what I said. / It's true, though. / Well, that's actually true. | The particle *naman* introduces a concessive or turn-managing function; this construction is used to concede a point in dialogue or to assert truth in response to an expressed or implied doubt. The combination is pragmatically fixed as a concessive acknowledgment or responsive affirmation formula in conversational Tagalog. | [CORE] |
| totoo | Hindi totoo iyan. | Hindi totoo iyan. | That is not true. / That is false. | The negation *hindi* + *totoo* is the standard formula for denying the truth of a proposition. While compositionally transparent, it is the fixed and expected form for formal and informal denial of truth-claims and appears in legal denials, press statements, and everyday speech. | [CORE] |
| totoo | Totoo pa rin iyan. | Totoo pa rin iyan. | That is still true. / That remains true nonetheless. | The combination *pa rin* (still, nonetheless, even so) with *totoo* forms a construction asserting the persistence of a truth despite contrary expectations or changed circumstances. Common in argumentative and conversational discourse. | [CORE] |
| totoo | Hindi naman totoo iyon. | Hindi naman totoo iyon. | That's not really true. / That isn't actually true. | The combination of *hindi* (negation) + *naman* (contrastive/softening particle) + *totoo* forms a conventionalized denial that is softer than bare *hindi totoo*, often used to correct a misconception without direct confrontation. Common in everyday conversational discourse. | [CORE] |
| katotohanan | Sabihin mo ang buong katotohanan. | Sabihin mo ang buong katotohanan. | Tell the whole truth. | *Ang buong katotohanan* is a fixed nominal construction paralleling the legal formula "the whole truth." Documented in P1b and cross-referenced here as the standard construction for demanding complete disclosure in legal and moral contexts. The construction *sabihin ang katotohanan* (without *buong*) is also a fixed imperative formula for demanding truth-telling, used in legal oaths, moral exhortations, and everyday speech. | [CORE] |
| katotohanan | Walang katotohanan ang alegasyon. | Walang katotohanan ang alegasyon. | The allegation has no truth to it. / The allegation is groundless. | *Walang katotohanan* is a fixed negative existential construction (*wala* + *-ng* + *katotohanan*) used in formal denials and press statements to dismiss a claim as entirely unfounded. Documented in P1b and cross-referenced here. Common in legal, political, and journalistic denial statements. | [CORE] |
| katotohanan | May katotohanan sa sinabi niya. | May katotohanan sa sinabi niya. | There is some truth in what he said. / What he/she said has some truth to it. | *May katotohanan* is a fixed partial-affirmation construction acknowledging that a claim contains some truth without fully endorsing it. Documented in P1b and cross-referenced here as a standard construction for nuanced epistemic evaluation. Functions as a conventionalized partial concession in argumentative and evaluative discourse. | [CORE] |
| katotohanan | Ibunyag ang katotohanan sa likod ng kaso. | Ibunyag ang katotohanan sa likod ng kaso. | Reveal the truth behind the case. | *Katotohanan sa likod ng* is a fixed collocation introducing a revelation of what is actually the case beneath a surface account. Documented in P1b and cross-referenced here as a standard construction in investigative journalism and narrative. | [CORE] |
| katotohanan | Ang paghahanap ng katotohanan ay mahirap. | Ang paghahanap ng katotohanan ay mahirap. | The search for truth is difficult. | *Paghahanap ng katotohanan* is a conventionalized nominal construction framing truth as the object of an active search. Documented in P1b and cross-referenced here as a standard construction in philosophical, journalistic, and investigative discourse. | [CORE] |
| katotohanan | Ang katotohanan ay masakit. | Ang katotohanan ay masakit. | The truth hurts. / Truth is painful. | *Ang katotohanan ay masakit* is a conventionalized proverbial construction expressing the culturally recognized idea that truthful disclosure is often painful to receive. Functions as a fixed saying in moral and interpersonal discourse. Attested in both spoken and written Tagalog. | [CORE] |
| katotohanan | Ang katotohanan ay mapait. | Ang katotohanan ay mapait. | The truth is bitter. / Truth is painful. | A near-proverbial construction in which *katotohanan* is the subject of a predication about the nature of truth. Functions as a conventional expression acknowledging that true information is often unwelcome. Common in moral, literary, and everyday discourse. | [CORE] |
| katotohanan | Harapin ang katotohanan. | Harapin ang katotohanan. | Face the truth. / Confront reality. | *Harapin ang katotohanan* is a conventionalized imperative construction in motivational, psychological, and moral discourse. Documented in P1b and cross-referenced here as the standard construction for urging acceptance of an unwelcome truth. | [CORE] |
| katotohanan | Itago ang katotohanan. | Itago ang katotohanan. | Hide the truth. / Conceal the truth. | *Itago ang katotohanan* is a conventionalized construction describing the suppression of true information. Documented in P1b and cross-referenced here. The negative imperative *Huwag itago ang katotohanan* ("Don't hide the truth") is equally attested. | [CORE] |
| katotohanan | Ang katotohanan ay lalabas din. | Ang katotohanan ay lalabas din. | The truth will come out eventually. / The truth will surface in the end. | *Ang katotohanan ay lalabas din* is a conventionalized proverbial construction expressing the culturally held belief that truth cannot be permanently suppressed. *Lalabas* (will come out/emerge) combined with *din* (also, eventually) is a stable collocation in this context. Common in moral and narrative discourse. | [CORE] |
| katotohanan | Tagapagtanggol ng katotohanan. | Tagapagtanggol ng katotohanan. | Defender of truth. / Advocate for truth. | Documented in P1b and cross-referenced here as a conventionalized nominal construction in journalistic and moral discourse. | [CORE] |
| katotohanan | pagtatago ng katotohanan | pagtatago ng katotohanan | concealment of the truth, hiding the truth | This nominal construction characterizes the act of withholding or suppressing true information. It appears in legal, moral, and journalistic discourse and functions as a fixed accusatory or descriptive formula. | [CORE] |
| katotohanan | pagsasabi ng katotohanan | pagsasabi ng katotohanan | telling the truth, speaking the truth | This nominal construction designates the act of truth-telling as a moral or legal duty. It appears in moral instruction, legal contexts, and religious discourse (*Ang pagsasabi ng katotohanan ay isang tungkulin* — "Telling the truth is a duty") and is the standard nominal formula for this act. | [CORE] |
| katotohanan | paghahanap ng katotohanan | paghahanap ng katotohanan | search for truth, seeking the truth | This nominal construction characterizes the pursuit of truth as an activity or vocation. Common in philosophical, journalistic, and religious discourse; functions as a fixed formula for describing investigative or intellectual endeavor. | [CORE] |
| katotohanan | Sa katotohanan, mas kumplikado ang sitwasyon. | Sa katotohanan, mas kumplikado ang sitwasyon. | In truth, the situation is more complicated. / In reality, the situation is more complex. | *Sa katotohanan* functions as a sentence-initial discourse marker introducing a corrective statement of what is actually the case. Documented in P1b and cross-referenced here. Common in formal, journalistic, and argumentative registers. | [CORE] |
| katotohanan | Kalahating katotohanan lang ang sinabi niya. | Kalahating katotohanan lang ang sinabi niya. | He/she only told a half-truth. / What he/she said was only a partial truth. | The *kalahating katotohanan* construction (half-truth) is used to evaluate a statement as technically true but misleading through omission. Documented in P1b and cross-referenced here. The particle *lang* (only, merely) is commonly added to emphasize the insufficiency of the partial truth. | [CORE] |
| katotohanan | Ang buong katotohanan ay hindi pa nalalaman. | Ang buong katotohanan ay hindi pa nalalaman. | The whole truth is not yet known. / The full truth has not yet been established. | The *buong katotohanan* construction (the whole truth) appears in legal, investigative, and moral contexts demanding complete disclosure. Documented in P1b and cross-referenced here. The addition of *hindi pa nalalaman* ("not yet known") is a common extension in investigative discourse. | [CORE] |
| katotohanan | Ang katotohanan ay mananatiling katotohanan. | Ang katotohanan ay mananatiling katotohanan. | The truth will remain the truth. / Truth will always be truth. | This is a fixed rhetorical formula used to assert the permanence or inviolability of truth, typically in moral or political argumentation. Functions as a proverb-like declaration and is attested in formal speeches, editorial writing, and religious discourse. | [MARGINAL] |
| katotohanan | Ang katotohanan ay mananatili. | Ang katotohanan ay mananatili. | The truth will endure. / Truth will remain. | A near-proverbial construction asserting the permanence of truth. Documented in P1b and cross-referenced here. Common in religious, literary, and editorial discourse. Functions as a moral or philosophical assertion rather than a description of a specific state of affairs. | [CORE] |
| katotohanan | Katotohanan laban sa kasinungalingan | Katotohanan laban sa kasinungalingan | Truth versus falsehood / Truth against lies | A conventionalized oppositional framing used as a rhetorical or thematic construction in moral, political, and religious discourse. Documented in P1b and cross-referenced here. Functions as a near-formulaic framing device in editorial and homiletic contexts. | [CORE] |
| tunay | Tunay na tunay ang kanyang pagmamahal. | Tunay na tunay ang kanyang pagmamahal. | His/her love is absolutely genuine. / His/her love is truly real. | Emphatic reduplication construction documented in P1b and P2a; cross-referenced here. Used in everyday speech to emphasize emphatic genuineness, particularly in emotional and relational contexts. | [CORE] |
| tunay | Ano ang tunay na nangyari? | Ano ang tunay na nangyari? | What really happened? / What truly occurred? | *Tunay na nangyari* in an interrogative construction is a conventionalized formula for demanding the factual account of events as opposed to a reported or distorted version. Documented in P1b and cross-referenced here. The interrogative frame *ano ang tunay na...* is a conventionalized investigative question pattern used in testimonial and investigative contexts, often contrasted with false or distorted versions. | [CORE] |
| tunay | Ipakita ang tunay na mukha ng gobyerno. | Ipakita ang tunay na mukha ng gobyerno. | Show the true face of the government. | *Tunay na mukha* is a conventionalized metaphorical construction using *mukha* (face) to refer to a person's or institution's real nature as opposed to its projected image. Documented in P1b and cross-referenced here as a standard construction in political and critical discourse. The spatial/physical meaning of *mukha* (face) is extended to character evaluation; the construction functions as a fixed metaphorical formula in political commentary and literary discourse. | [CORE] |
| tunay | Ano ang tunay na layunin niya? | Ano ang tunay na layunin niya? | What is his/her true purpose? / What is his/her real intention? | *Tunay na layunin* in an interrogative construction is a conventionalized formula for questioning the actual motivation behind an action, implying that the stated purpose may be false. Documented in P1b and cross-referenced here. Used in investigative, political, and moral discourse to distinguish stated purposes from actual motivations. | [CORE] |
| tunay | Nakilala ko ang tunay na pagkatao niya. | Nakilala ko ang tunay na pagkatao niya. | I came to know his/her true character. | *Nakilala ang tunay na pagkatao* is a conventionalized construction for describing the discovery of a person's authentic inner character, typically after extended acquaintance or a revealing situation. Documented in P1b and cross-referenced here. | [CORE] |
| tunay | Kailangan ng tunay na pagbabago. | Kailangan ng tunay na pagbabago. | We need genuine change. / Real change is needed. | *Tunay na pagbabago* is a highly conventionalized political construction distinguishing substantive reform from cosmetic or nominal change. Documented in P1b and cross-referenced here as a standard construction in political rhetoric. | [CORE] |
| tunay | Tunay na naniniwala ako. | Tunay na naniniwala ako. | I truly believe. / I genuinely believe. | *Tunay na* functioning as an adverbial modifier before a verb of belief or attitude is a conventionalized construction for asserting the sincerity of one's [belief]. | [CORE] |
