| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| Truth-adjective + *na* (linker, consonant-final modifier) + noun | *Tunay na kaibigan* | Tunay na kaibigan | "A genuine friend" | Prenominal position is strongly preferred; the pattern is productive across the full P1 inventory. Postnominal order is grammatical but less frequent in attested usage. | [CORE] |
| Truth-adjective + *na* (linker, consonant-final modifier) + noun | *Huwad na dokumento* | Huwad na dokumento | "A forged document" | *Huwad* and *peke* in this slot are strongly associated with physical objects (documents, currency, goods); their use with abstract nouns is less attested. | [CORE] |
| Truth-adjective + *na* (linker, consonant-final modifier) + noun | *totoong kwento* | totoong kwento | "true story / real story" | Fully productive across the semantic field; the linker *-ng* is obligatory after vowel-final adjectives. | [CORE] |
| Truth-adjective + *na* (linker, consonant-final modifier) + noun | *maling impormasyon* | maling impormasyon | "wrong information / misinformation" | Equally productive; attested in both everyday and formal/journalistic contexts. | [CORE] |
| Truth-adjective + *na* (linker, consonant-final modifier) + noun | *Tunay na ginto* | Tunay na ginto | "Genuine gold" | Fully productive modifier-head order with obligatory linker; attested across all truth-domain adjectives (*tapat na tao*, *huwad na dokumento*, *wastong paraan*, *kredible na saksi*). | [CORE] |
| Truth-adjective + *-ng* (linker suffix, vowel-final modifier) + noun | *Mapagkakatiwalaang pinagkukunan ng impormasyon* | Mapagkakatiwalaang pinagkukunan ng impormasyon | "Reliable source of information" | The *-ng* suffix form is the regular phonological variant when the modifier ends in a vowel; no semantic or register difference from the *na* form. | [CORE] |
| *Maging* + truth-adjective (injunctive/infinitive) | *Maging tapat ka sa akin.* | Maging tapat ka sa akin. | "Be honest with me." | Most naturally attested with *tapat* and *totoo* in interpersonal and moral contexts; functions as a directive or exhortation. Common in interpersonal, motivational, and religious discourse. | [CORE] |
| *Maging* + truth-adjective (injunctive/infinitive) | *Maging totoo ka.* | Maging totoo ka. | "Be real / Be truthful." | Common in spoken registers as a direct appeal. The construction is [MARGINAL] with *huwad* and *peke*, which describe object properties rather than states a person enters into. | [CORE] |
| *Maging* + truth-adjective (injunctive/infinitive) | *Maging tapat sa iyong sarili.* | Maging tapat sa iyong sarili. | "Be honest with yourself." | Conventionalized moral injunction with *tapat*; common in interpersonal, motivational, and religious discourse. | [CORE] |
| *Maging* + *huwad* / *peke* | *(noted in P4a)* | maging huwad / maging peke | (becoming fake/forged) | The construction is [MARGINAL] with *huwad* and *peke*, which describe object properties rather than states a person enters into. | [MARGINAL] |
| *Naging* + truth-adjective (completed aspect) | *Naging totoo ang kanyang pangarap.* | Naging totoo ang kanyang pangarap. | "His/her dream became real / came true." | Standard completed-aspect inchoative; natural with *totoo* in contexts of wish or prediction fulfillment. Less conventionalized with *tama*, *tunay*, or borrowed adjectives per P4a data. | [CORE] |
| Truth-adjective / nominal + *na* (change-of-state particle) | *Totoo na.* | Totoo na | "It's become real. / It's actually happening now." | Used in conversational contexts to mark a shift from a prior state; the inchoative reading is context-dependent and arises specifically with stative predicates. | [CORE] |
| Truth-adjective / nominal + *na* (change-of-state particle) | *Sigurado na ako.* | Sigurado na ako | "I'm certain now. / I've made sure of it." | The same particle *na* also marks completion or current relevance in other contexts; the inchoative reading is not exclusive to this construction. | [CORE] |
| *Nagkatotoo* (*nagka-* + *totoo*, inchoative of realization) | *(attested in P4a notes)* | nagkatotoo | "came true" | Attested as an alternative inchoative specifically for the realization of predictions or wishes; more restricted in distribution than *naging totoo* and specific to *totoo* only. | [MARGINAL] |
| *Pa-* + *tunay* + *-an* verbal paradigm | *Patunayan mo ang iyong sinasabi.* | Patunayan mo ang iyong sinasabi. | "Prove what you are saying." | *Patunayan* is a high-frequency lexical item in argumentative, legal, and journalistic discourse; the causative-verificational meaning is fully conventionalized. Productive verbal paradigm (*patunayan*, *pinatunayan*, *pagpapatunay*) attested across formal and informal registers; the most grammaticalized causative in the truth domain. | [CORE] |
| *Pa-* + *tunay* + *-an* verbal paradigm | *Patunayan mo ang iyong sinabi.* | Patunayan mo ang iyong sinabi. | "Prove what you said." | Same paradigm; attested across formal and informal registers. | [CORE] |
| *i-* + correctness adjective | *Itama ang iyong mga pagkakamali.* | Itama ang iyong mga pagkakamali. | "Correct your mistakes." | *Itama* and *iwasto* are attested in instructional, editorial, and corrective contexts. These are lexically specific forms; the pattern does not extend productively to all P1 roots. Productive for correctness adjectives (*tama*, *wasto*, *akma*); used across registers in instructional and corrective contexts. | [CORE] |
| *i-* + correctness adjective | *Itama ang pagkakamali.* | Itama ang pagkakamali | "Correct the mistake." | Productive for correctness adjectives (*tama*, *wasto*, *akma*); used across registers in instructional and corrective contexts. | [CORE] |
| *i-* + correctness adjective | *Iwasto ang mali.* | Iwasto ang mali | "Set the wrong right. / Correct the error." | Same pattern; no register restrictions attested for this sub-type. | [CORE] |
| *i-* + correctness adjective | *Iniwasto na ang pagkakamali.* | Iniwasto na ang pagkakamali. | "The mistake has already been corrected." | Standard causative-corrective construction for *wasto*; natural in contexts of error correction. Structurally distinct from the *pa-…-an* paradigm. | [CORE] |
| Circumfix *ka-*…*-an* / *-han* + root (native roots) | *Ang katotohanan ay mahalaga.* | Ang katotohanan ay mahalaga. | "Truth is important." | *Ka-...-an* nominalizations (*katotohanan*, *katapatan*, *katunayan*, *kawastuhan*) are fully lexicalized and attested in formal, philosophical, and everyday registers. The pattern is productive across the P1 inventory. Primary mechanism for abstract noun formation in this field; highly consistent across both indigenous roots and integrated borrowings. | [CORE] |
| Circumfix *ka-*…*-an* / *-han* + root (native roots) | *Ang katotohanan ay mapait.* | Ang katotohanan ay mapait. | "The truth is bitter." | Primary nominalizing strategy for native truth-domain roots; fully productive across *katotohanan*, *katunayan*, *katapatan*, *kawastuhan*, *kadalisayan*. Common in all registers. | [CORE] |
| Circumfix *ka-*…*-an* / *-han* + root (native roots) | *kasinungalingan* | kasinungalingan | "lie / falsehood / untruth" | Same pattern; no restrictions on use attested. | [CORE] |
| *Pag-* action nominalization (verbal stem) | *Ang pagtapat niya ay nagulat sa lahat.* | Ang pagtapat niya ay nagulat sa lahat. | "His/her honest disclosure surprised everyone." | *Pag-* action nominalizations (*pagtapat*, *pagtotoo*, *pagpapatunay*) are attested in narrative and reportorial contexts; they foreground the act rather than the abstract property. Distinct in meaning from *ka-…-an* forms. | [CORE] |
| *Pag-* + reduplication (process nominal) | *(attested in P4a notes: pagtatapat, pagpapatunay, paghahanap ng katotohanan)* | pagtatapat / pagpapatunay / paghahanap ng katotohanan | "act of confessing / act of verifying / truth-seeking" | Yields process nominals rather than state nominals; distinct in meaning from *ka-…-an* forms. Attested across formal and informal contexts. | [CORE] |
| *-idad* suffix (Spanish-borrowed adjectives) | *Ang kredibilidad ng saksi ay pinag-aralan ng hukuman.* | Ang kredibilidad ng saksi ay pinag-aralan ng hukuman. | "The credibility of the witness was examined by the court." | Standard nominalization for Spanish-origin adjectives; most frequent in formal, legal, journalistic, and academic registers. | [CORE] |
| Root form used directly as agentive nominal / predicate | *Sinungaling ka!* | Sinungaling ka! | "You are a liar!" | *Sinungaling* is a fully lexicalized root used freely in accusatory and colloquial contexts; it is not transparently derived from a P1 truth-domain adjective. No productive agentive morpheme is attested for this domain. Functions directly as predicate or nominal without additional affixation; natural across all registers including casual accusation and formal characterization. | [CORE] |
| Root form used directly as agentive nominal / predicate | *Sinungaling ka.* | Sinungaling ka | "You are a liar." | *Sinungaling* is lexically supplied rather than productively derived; used freely across registers as both noun and adjective. | [CORE] |
| Root form used directly as agentive nominal / predicate | *Huwag kang maging sinungaling.* | Huwag kang maging sinungaling | "Don't be a liar." | Same item in nominal predicate position; no restrictions attested. | [CORE] |
| *Mang-* / *man-* + root (habitual agentive) | *(attested in P4a notes: manlinlang)* | manlinlang | "one who deceives habitually" | Attested for deception (*manlinlang*); no parallel habitual agentive for truth-telling is documented in P4a data. Restricted to the deception sub-domain within the truth cluster. | [MARGINAL] |
| *Tagapag-* + verbal base (institutional / role agentive) | *Ang mamamahayag ay tagapagtanggol ng katotohanan.* | Ang mamamahayag ay tagapagtanggol ng katotohanan. | "The journalist is a defender of truth." | *Tagapagtanggol ng katotohanan* is a compound construction rather than a simple derivation; it is attested in formal and rhetorical registers but is not a routine everyday expression. Yields formal institutional or role-based agentives; more common in formal, legal, or organizational discourse than in casual speech. | [MARGINAL] |
| Full reduplication with linker | *Totoong-totoo ito, hindi biro.* | Totoong-totoo ito, hindi biro. | "This is absolutely real, not a joke." | Full reduplication with linker is productive across the P1 inventory and is attested in spoken and informal written registers; it characteristically occurs in contexts of expressed or anticipated doubt. | [CORE] |
| Full reduplication with *na* linker variant | *Tunay na tunay ang kanyang pagmamahal.* | Tunay na tunay ang kanyang pagmamahal. | "His/her love is absolutely genuine." | The *na* linker variant (rather than *-ng*) appears where the adjective is vowel-initial or where phonological context requires it; the emphatic function is identical across both linker forms. | [CORE] |
| *Mukhang* + truth-adjective + NP | *Mukhang totoo ang produkto pero peke pala.* | Mukhang totoo ang produkto pero peke pala. | "The product looked real but turned out to be fake." | *Mukhang* is attested as a visual-evidential marker in consumer, journalistic, and everyday contexts; the construction frequently co-occurs with a corrective clause (*pero pala*) that resolves the appearance against the truth-domain standard. | [CORE] |
| *Parang* + truth-adjective + NP | *Parang totoo ang kanyang pagiyak.* | Parang totoo ang kanyang pagiyak. | "Her crying seemed real." | *Parang* marks resemblance without asserting truth; it is attested in evaluative and narrative contexts. Both *mukhang* and *parang* occupy a distinct evidential slot not present in the standard attribution pattern. | [CORE] |
| *May* / *Wala* + *(-ng)* + truth/proof nominal | *Walang pruweba.* | Walang pruweba | "There is no proof." | Highly productive across the proof/evidence cluster; reported as the standard formula for asserting evidentiary sufficiency or insufficiency in legal and argumentative discourse. | [CORE] |
| *May* / *Wala* + *(-ng)* + truth/proof nominal | *May katotohanan iyan.* | May katotohanan iyan | "There is truth in that. / That has some truth." | Equally productive across the truth cluster; the linker *-ng* is obligatory after *wala* before a following noun. | [CORE] |
| *Sa totoo lang* as sentence-initial pragmatic marker | *Sa totoo lang, hindi ko alam.* | Sa totoo lang, hindi ko alam. | "To tell the truth, I don't know." | *Sa totoo lang* is a high-frequency sentence-initial frame in spoken and informal written Tagalog; it signals candor and is not restricted by topic or register within conversational contexts. | [CORE] |
| *Ang totoo* / *Ang totoo nito* as sentence-initial corrective frame | *Ang totoo nito, mas kumplikado ang sitwasyon.* | Ang totoo nito, mas kumplikado ang sitwasyon. | "The truth of the matter is, the situation is more complicated." | *Ang totoo* and *ang totoo nito* function as corrective discourse operators and are attested in journalistic, analytical, and argumentative writing. No equivalent discourse-framing construction is attested for *mali*, *huwad*, or *peke*. | [CORE] |
| *Ang* + truth-nominal as sentence-initial frame | *Ang totoo, hindi ko alam.* | Ang totoo, hindi ko alam. | "The truth is, I don't know." | Conventionalized corrective or clarifying frame; common in spoken and written discourse. Specific to truth-domain nominals; no parallel at the same level of conventionalization is attested for *tama* or *tunay* in P4a data. | [CORE] |
| *Sa* + truth-nominal as sentence-initial frame | *Sa katotohanan, hindi ko alam.* | Sa katotohanan, hindi ko alam | "In truth, I don't know." | Grammaticalized connector introducing concession or honest admission; pragmatic force is not fully predictable from compositional meaning. | [CORE] |
| *Sa* + truth-nominal as sentence-initial frame | *Sa katunayan, mas mataas ang bilang.* | Sa katunayan, mas mataas ang bilang | "In fact, the count is higher." | Used to introduce factual correction or emphasis; functions analogously to English "in fact." | [CORE] |
| *Sa* + truth-nominal as sentence-initial frame | *Sa katotohanan, mas kumplikado ang sitwasyon.* | Sa katotohanan, mas kumplikado ang sitwasyon. | "In truth, the situation is more complicated." | Introduces corrective or elaborating statements; near-synonymous with *sa katunayan* ("in fact"). More formal in register than *ang totoo*. | [CORE] |
| *Sa* + truth/proof nominal as sentence-initial pragmatic marker | *Sa katotohanan, hindi ko alam.* | Sa katotohanan, hindi ko alam | "In truth, I don't know." | Grammaticalized connector introducing concession or honest admission; pragmatic force is not fully predictable from compositional meaning. | [CORE] |
| *Sa* + truth/proof nominal as sentence-initial pragmatic marker | *Sa katunayan, mas mataas ang bilang.* | Sa katunayan, mas mataas ang bilang | "In fact, the count is higher." | Used to introduce factual correction or emphasis; functions analogously to English "in fact." | [CORE] |
| *Totoo* + *nga* + *pala* (confirmed realization) | *Totoo nga pala.* | Totoo nga pala. | "So it really is true after all." | Marks a specific epistemic update (realization upon confirmation); treated in P4a as a unit not fully reducible to the sum of its particles. Natural in spoken discourse. | [CORE] |
| *Totoo* + *naman* (responsive affirmation) | *Totoo naman ang sinabi ko.* | Totoo naman ang sinabi ko. | "What I said is indeed true." | Used responsively against expressed or implied doubt; *naman* marks contrast or counter-assertion. Common in conversational and argumentative contexts. | [CORE] |
