| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| uaminifu | uaminifu | *u-* abstract noun from *aminifu*; ‘trustworthiness, honesty, faithfulness’ | honesty, trustworthiness, integrity, faithfulness | This noun is common in moral, religious, and social evaluation of character. It refers to the quality of being reliable and honest in speech, conduct, and obligations. | [CORE] |
| kuaminika | kuaminika | verb with stative/passive-like extension from *-amini*; ‘to be believable/trustworthy’ | be credible, be trustworthy, be reliable | This verb is used of people, reports, institutions, and evidence that can be trusted or believed. It is especially useful when evaluating whether a source or claim deserves confidence. | [CORE] |
| aminika | aminika | adjective/participle from *kuaminika*; ‘credible, trustworthy’ | credible, trustworthy, reliable | This form commonly describes testimony, sources, witnesses, and institutions as believable or dependable. It is frequent in journalism, public discourse, and formal evaluation of reliability. | [CORE] |
| -fanana | -fanana | verbal root; ‘resemble each other, be alike’ | resemble, be similar, look alike | This verb is used when judging whether one thing matches or resembles another in appearance or character. It is relevant in evaluating likeness, comparison, and representational similarity. | [CORE] |
| mfano | mfano | noun; ‘example, model, likeness’ | example, model, likeness, image | Besides its very common sense “example,” this word also appears in contexts of likeness, pattern, or representation. It can be used when something is judged as a model or resemblance of something else. | [CORE] |
| asili | asili | lexical item; ‘origin, nature, essence, original state’ | nature, essence, origin, original, authentic | This word is used for what something fundamentally is, where it comes from, or its original condition. It is common in discussions of identity, authenticity, and essential character, including philosophical and cultural contexts. | [CORE] |
| ya asili | ya asili | ‘of origin/of the original kind’ | original, natural, authentic, genuine | This fixed expression is often used for products, materials, or conditions considered natural or original rather than artificial or adulterated. It can also mark authenticity in contrast with imitation. | [CORE] |
| haki | haki | lexical item; ‘right, justice, due claim’ | right, justice, rightful claim, fairness | This is a central term in moral, legal, and social evaluation of what is right or just. It can refer both to abstract justice and to a person’s right or entitlement. | [CORE] |
| -enye haki | -enye haki | possessive construction ‘having justice/right’ | just, fair, rightful, legitimate | This expression is used to describe actions, decisions, or persons as fair or just. It is especially natural where Swahili uses a descriptive construction rather than a simple inherited adjective. | [CORE] |
| batili | batili | borrowing of Arabic origin; ‘void, null, invalid, false’ | invalid, null, void, false | This term is common in legal, religious, and formal evaluative language for something lacking validity or standing. It can apply to arguments, contracts, claims, or acts judged not to hold as right or valid. | [CORE] |
| halali | halali | borrowing from Arabic; ‘lawful, permitted, legitimate’ | lawful, legitimate, permissible, valid | This word is used in legal, religious, and everyday contexts for what is permitted or legitimate. It evaluates conduct, status, or possession in terms of rightness and acceptability under a norm. | [CORE] |
| haramu | haramu | borrowing from Arabic; ‘forbidden, illicit, illegitimate’ | forbidden, illegal, illicit, illegitimate | This is the common opposite of *halali* in many contexts. It is used for conduct, goods, earnings, or relations judged wrong, unlawful, or religiously prohibited. | [CORE] |
| dhahiri | dhahiri | borrowing from Arabic; ‘apparent, evident, manifest’ | evident, obvious, apparent, manifest | This word is used when the truth or character of something is considered plainly visible or unmistakable. It often appears in formal or elevated style when evaluating whether something is clearly the case. | [CORE] |
