| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| sahihi | mahali sahihi | mahali sahihi | the right place; correct location | Used in directions, logistics, filing, and technical setup. It marks proper placement or correct destination. | [CORE] |
| sahihi | tafsiri sahihi | tafsiri sahihi | accurate translation; correct interpretation | Used in language work, law, religion, and scholarship. It evaluates fidelity and correctness of rendering or interpretation. | [CORE] |
| usahihi | usahihi wa taarifa | usahihi wa taarifa | accuracy of information | Common in journalism, research, and administration. It refers to evaluation of whether information is exact and dependable. | [CORE] |
| usahihi | usahihi wa data | usahihi wa data | data accuracy | Used in technical, statistical, and administrative settings. It concerns correctness and precision of recorded data. | [CORE] |
| usahihi | usahihi wa kisarufi | usahihi wa kisarufi | grammatical correctness | Common in language teaching, editing, and linguistic discussion. It evaluates conformity to grammatical norms. | [CORE] |
| usahihi | usahihi wa vipimo | usahihi wa vipimo | measurement accuracy | Common in science, engineering, and laboratory work. It refers to precision and correctness of measured values. | [CORE] |
| usahihi | usahihi wa taarifa za habari | usahihi wa taarifa za habari | accuracy of news reporting | Used in media criticism, journalism training, and public-information ethics. It evaluates whether reporting is factually correct. | [CORE] |
| -sahihi | jibu sahihi | jibu sahihi | correct answer | Common noun-plus-adjective construction using the adjectival value of *-sahihi*. It is especially frequent in educational contexts. | [CORE] |
| -sahihi | taarifa sahihi | taarifa sahihi | accurate information | Natural descriptive construction with broad use in media and administration. It emphasizes correctness and reliability. | [CORE] |
| -sahihi | njia sahihi | njia sahihi | the right way; correct method | Common in advice and instruction. It extends from factual correctness to practical appropriateness. | [CORE] |
| halisi | fedha halisi | fedha halisi | real money; actual cash | Used to distinguish actual cash or real monetary value from nominal, symbolic, or non-cash forms. It is natural in economic and everyday contexts. | [CORE] |
| halisi | jina halisi | jina halisi | real name | Common in identity-related contexts, including media and online discourse. It distinguishes a genuine personal name from a pseudonym or false identity. | [CORE] |
| halisi | tukio halisi | tukio halisi | real event; actual event | Used when contrasting actual events with fiction, rumor, or dramatization. Common in narration and commentary. | [CORE] |
| uhalisia | uhalisia wa maisha | uhalisia wa maisha | the reality of life; realism of life | Used in reflective, literary, and philosophical discussion. Depending on context, it may refer to lived reality or realistic representation. | [CORE] |
| uhalisia wa kisanaa | uhalisia wa kisanaa | uhalisia wa kisanaa | artistic realism | Used in literary and artistic criticism for realism as a representational mode. This is more specialized than everyday usage. | [MARGINAL] |
| bandia | dawa bandia | dawa bandia | counterfeit medicine; fake medicine | Very common in public-health, legal, and commercial contexts. It refers to medicines judged not genuine or not legitimately produced. | [CORE] |
| bandia | pesa bandia | pesa bandia | counterfeit money | Common in legal and news contexts. It refers to forged currency or fake money. | [CORE] |
| bandia | bidhaa bandia | bidhaa bandia | counterfeit goods; fake products | Used in trade, consumer protection, and everyday speech. It refers broadly to imitation or non-genuine products. | [CORE] |
| bandia | cheti bandia | cheti bandia | fake certificate | Common in legal, educational, and employment contexts. It refers to forged or illegitimate credentials. | [CORE] |
| bandia | akaunti bandia | akaunti bandia | fake account | Common in digital and social-media contexts. It refers to an account using false identity or deceptive presentation. | [CORE] |
| feki | bidhaa feki | bidhaa feki | fake products | Colloquial and media-friendly alternative to *bidhaa bandia*. It is especially common in urban speech and contemporary reporting. | [CORE] |
| feki | akaunti feki | akaunti feki | fake account | Very common in online and social-media contexts. It refers to deceptive or non-genuine digital identities. | [CORE] |
| feki | habari feki | habari feki | fake news | Common in media and public discourse, especially in contemporary urban usage. It overlaps with *habari za uongo* but sounds more modern and informal. | [CORE] |
| aminifu | mtu aminifu | mtu aminifu | a trustworthy person; an honest person | Used in moral and interpersonal evaluation of character. It emphasizes reliability and sincerity rather than mere factual correctness. | [CORE] |
| aminifu | rafiki aminifu | rafiki aminifu | a faithful/trustworthy friend | Common in relational and moral contexts. It highlights dependable and loyal conduct. | [CORE] |
| uaminifu | uaminifu kwa mume/mke | uaminifu kwa mume/mke | faithfulness to one’s husband/wife | Common in marital, moral, and religious discussion. It emphasizes loyalty and constancy in relationship. | [CORE] |
| uaminifu | uaminifu kwa Mungu | uaminifu kwa Mungu | faithfulness to God | Common in religious discourse. It stresses loyalty, devotion, and steadfastness rather than factual belief alone. | [CORE] |
| uaminifu | uaminifu kazini | uaminifu kazini | honesty/trustworthiness at work | Used in workplace ethics and public moral evaluation. It refers to dependable and honest conduct in employment or duty. | [CORE] |
| kuaminika | chanzo kinachoaminika | chanzo kinachoaminika | a credible source | Very common in journalism, research, and public-information settings. It evaluates whether a source deserves trust. | [CORE] |
| kuaminika | ushahidi unaoaminika | ushahidi unaoaminika | credible evidence | Common in legal, investigative, and journalistic contexts. It marks evidence judged worthy of belief. | [CORE] |
| kuaminika | taarifa inayoaminika | taarifa inayoaminika | reliable information; credible report | Used in media, administration, and public communication. It distinguishes dependable information from rumor or speculation. | [CORE] |
| kuaminika | mtu anayeaminika | mtu anayeaminika | a trustworthy person | Common in social and institutional evaluation. It refers to a person considered dependable or believable. | [CORE] |
| aminika | mashahidi waaminika | mashahidi waaminika | credible witnesses | Common in legal and journalistic contexts. It evaluates whether testimony can be trusted. | [CORE] |
| aminika | chanzo aminika | chanzo aminika | a credible source | This shorter adjectival pattern is possible in formal evaluative usage, though relative-clause forms like *chanzo kinachoaminika* are often more explicit. It is less fixed than the relative construction. | [MARGINAL] |
| -fanana | kufanana na | kufanana na | to resemble; to be like | This is the standard construction for expressing resemblance. It is used for appearance, character, and representational similarity. | [CORE] |
| -fanana | wanafanana | wanafanana | they resemble each other; they look alike | Common finite form used for mutual resemblance. It is frequent in everyday comparison of people or things. | [CORE] |
| mfano | kwa mfano | kwa mfano | for example | Extremely common discourse expression introducing an example. It is one of the most frequent uses of *mfano* in modern Swahili. | [CORE] |
| mfano | mfano wa | mfano wa | example of; model of; likeness of | Common genitive construction used for examples, models, or representational likeness. Meaning depends on context. | [CORE] |
| asili | ya asili | ya asili | original; natural; authentic | Very common fixed expression for things considered natural, original, or genuine rather than artificial or imitative. It is frequent in product description and authenticity judgments. | [CORE] |
| asili | kwa asili | kwa asili | by nature; naturally; originally | Common adverbial expression used for inherent nature or original condition. It is frequent in descriptive and explanatory discourse. | [CORE] |
| asili | asili ya | asili ya | the origin/nature of | Common genitive construction used in discussions of source, essence, or fundamental character. It is widely used in both everyday and formal contexts. | [CORE] |
| ya asili | dawa ya asili | dawa ya asili | traditional/herbal medicine; natural medicine | Very common expression in health and everyday contexts. It usually refers to herbal or traditional remedies rather than industrial pharmaceuticals. | [CORE] |
| ya asili | nywele za asili | nywele za asili | natural hair | Common in beauty and everyday discourse. It refers to hair in its natural state rather than altered or artificial forms. | [CORE] |
| ya asili | bidhaa ya asili | bidhaa ya asili | natural product; authentic/original product | Used in commerce and product description. Depending on context, it may emphasize natural composition or genuine origin. | [CORE] |
| haki | kuwa na haki | kuwa na haki | to have a right; to be entitled | Very common expression in legal, moral, and everyday contexts. It refers to entitlement, justification, or rightful claim. | [CORE] |
| haki | haki ya | haki ya | the right of; the right to | Common genitive construction in legal, civic, and moral discourse. It introduces the holder or object of a right. | [CORE] |
| haki | kutenda haki | kutenda haki | to do justice | Common in moral, legal, and religious language. It refers to acting justly or giving what is due. | [CORE] |
| haki | kupata haki | kupata haki | to obtain justice; to get one’s rights | Common in legal and social contexts. It refers to receiving fair treatment or rightful entitlement. | [CORE] |
| -enye haki | uamuzi wenye haki | uamuzi wenye haki | a just/fair decision | Natural descriptive construction for decisions judged fair or rightful. It is especially suitable where Swahili prefers a descriptive phrase over a simple adjective. | [CORE] |
| -enye haki | jamii yenye haki | jamii yenye haki | a just society | Common in civic, political, and moral discourse. It describes a social order characterized by justice or fairness. | [CORE] |
| -enye haki | hukumu yenye haki | hukumu yenye haki | a just verdict/judgment | Used in legal and moral evaluation. It refers to a judgment considered fair and rightful. | [CORE] |
| batili | ni batili | ni batili | it is invalid; it is null and void | Common in legal, formal, and religious evaluative language. It is used when a claim, act, or document is judged to lack validity or standing. | [CORE] |
| batili | hoja batili | hoja batili | an invalid argument; a false argument | Used in formal debate, legal reasoning, and critical discussion. It marks an argument as not holding up as valid. | [CORE] |
| batili | mkataba batili | mkataba batili | a void contract | Common in legal contexts. It refers to a contract judged not legally valid. | [CORE] |
| halali | ni halali | ni halali | it is lawful; it is legitimate | Common in legal, religious, and everyday evaluative contexts. It marks conduct, status, or possession as permitted or legitimate. | [CORE] |
| halali | biashara halali | biashara halali | lawful business; legitimate trade | Used in legal, economic, and moral discussion. It contrasts legitimate commerce with illicit activity. | [CORE] |
| halali | mapato halali | mapato halali | lawful earnings; legitimate income | Common in moral, religious, and public discourse. It refers to income obtained through accepted and lawful means. | [CORE] |
| haramu | ni haramu | ni haramu | it is forbidden; it is illicit | Common opposite of *ni halali* in religious, legal, and everyday contexts. It marks something as prohibited or illegitimate. | [CORE] |
| haramu | biashara haramu | biashara haramu | illegal trade; illicit business | Common in legal and news contexts. It refers to commerce judged unlawful or prohibited. | [CORE] |
| haramu | dawa za kulevya haramu | dawa za kulevya haramu | illegal narcotics; illicit drugs | Used in law-enforcement and media discourse. It marks prohibited substances as illicit. | [MARGINAL] |
| dhahiri | ni dhahiri | ni dhahiri | it is evident; it is obvious | Common in formal or elevated style when presenting something as plainly the case. It is used in argument, commentary, and exposition. | [CORE] |
| dhahiri kwamba | ni dhahiri kwamba | ni dhahiri kwamba | it is evident that | Very common complement-taking pattern in formal prose and speech. It introduces a proposition presented as manifest or obvious. | [CORE] |
| dhahiri | ushahidi wa dhahiri | ushahidi wa dhahiri | clear evidence; manifest evidence | Used in legal, argumentative, and formal evaluative contexts. It refers to evidence considered plainly compelling or visible. | [CORE] |
