# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Korean (ko)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 거짓 (geojit) | 하얀 거짓말 | hayan geojinmal | white lie | Calque from English "white lie." Refers to harmless or well-intentioned lies. Common in contemporary usage. | [CORE] |
| 거짓 (geojit) | 거짓말처럼 | geojinmalcheoreom | like a lie, unbelievably | Idiomatic expression meaning something is so surprising it seems unreal. Example: "거짓말처럼 성공했다" (succeeded unbelievably). | [CORE] |
| 사실 (sasil) | 사실을 말하다 | sasireul malhada | to state the facts, to tell the facts | Standard expression for factual speech. Common in formal and informal contexts. | [CORE] |
| 사실 (sasil) | 사실을 확인하다 | sasireul hwaginhada | to verify the facts, to confirm the facts | Common in investigative, journalistic, and administrative contexts. Emphasizes fact-checking. | [CORE] |
| 사실 (sasil) | 사실이 아니다 | sasiri anida | it is not a fact, it is not true | Standard negation pattern for denying factuality. Very common across all registers. | [CORE] |
| 사실 (sasil) | 사실은 | sasireun | actually, in fact, the truth is | Discourse marker introducing factual correction or revelation. Extremely common in spoken Korean. Example: "사실은 나도 몰랐어" (Actually, I didn't know either). | [CORE] |
| 사실 (sasil) | 사실 여부 | sasil yeobu | truth or falsehood, factuality | Formal expression for whether something is factual. Common in legal and investigative contexts. Example: "사실 여부를 가리다" (to determine truth or falsehood). | [CORE] |
| 사실 (sasil) | 사실관계 | sasilgwangye | factual relationship, facts of the case | Legal and administrative term for factual circumstances. Common in "사실관계를 파악하다" (to ascertain the facts). | [CORE] |
| 사실 (sasil) | 사실무근 | sasilmugeun | groundless, baseless, unfounded | Formal four-character compound meaning "without factual basis." Common in official denials. Example: "사실무근한 소문" (groundless rumor). | [CORE] |
| 진짜 (jinjja) | 진짜야? | jinjjaya | Really? Is it true? For real? | Extremely common colloquial question expressing surprise or seeking confirmation. Used constantly in spoken Korean. | [CORE] |
| 진짜 (jinjja) | 진짜인지 가짜인지 | jinjjainji gajjainji | whether it's real or fake | Common expression for questioning authenticity. Used in evaluative contexts. | [CORE] |
| 진짜 (jinjja) | 진짜 같다 | jinjja gatda | seems real, looks genuine | Common expression for something appearing authentic. Can be used positively or with suspicion depending on context. | [CORE] |
| 진짜 (jinjja) | 진짜배기 | jinjjabaegi | the real deal, the genuine article | Colloquial intensified form emphasizing authenticity. "배기" is an intensifying suffix. Example: "진짜배기 실력" (genuine skill). | [CORE] |
| 가짜 (gajja) | 가짜인지 진짜인지 | gajjainji jinjjainji | whether it's fake or real | Mirror construction of "진짜인지 가짜인지." Common in authentication contexts. | [CORE] |
| 가짜 (gajja) | 가짜로 판명되다 | gajjaro panmyeongdoeda | to be determined to be fake, to be proven counterfeit | Formal expression for official determination of inauthenticity. Common in legal and commercial contexts. | [CORE] |
| 가짜 (gajja) | 가짜를 구별하다 | gajjareul gubyeolhada | to distinguish fakes, to identify counterfeits | Common in commercial and authentication contexts. Emphasizes ability to detect fakes. | [CORE] |
| 정확하다 (jeonghwakhada) | 정확하게 말하다 | jeonghwakhage malhada | to speak accurately, to state precisely | Common expression emphasizing precision in speech. Used across all registers. | [CORE] |
| 정확하다 (jeonghwakhada) | 정확히 알다 | jeonghwakhi alda | to know exactly, to know precisely | Standard expression for precise knowledge. Very common in everyday speech. | [CORE] |
| 정확하다 (jeonghwakhada) | 정확한 정보 | jeonghwakhan jeongbo | accurate information | Common collocation in informational contexts. Emphasizes reliability of information. | [CORE] |
| 옳다 (olda) | 옳고 그름 | olgo geureum | right and wrong | Fixed expression for moral or factual correctness versus incorrectness. Common in ethical discourse. Example: "옳고 그름을 판단하다" (to judge right and wrong). | [CORE] |
| 옳다 (olda) | 옳은 일 | oleun il | the right thing, correct action | Common expression for morally or procedurally correct action. Example: "옳은 일을 하다" (to do the right thing). | [CORE] |
| 옳다 (olda) | 옳은 말 | oleun mal | right words, correct statement | Common expression acknowledging correctness of statement. Often used in agreement: "옳은 말이다" (That's right). | [CORE] |
| 틀리다 (teullida) | 틀림없이 ~이다/하다 | teullimeobsi ~ida/hada | certainly is/does, without doubt is/does | Common construction expressing certainty. "틀림없이" functions as adverb of certainty. Example: "틀림없이 그 사람이다" (It's certainly that person). | [CORE] |
| 틀리다 (teullida) | 틀린 답 | teullin dap | wrong answer | Standard collocation in educational contexts. Very common in testing and learning situations. | [CORE] |
| 틀리다 (teullida) | 틀린 것 같다 | teullin geot gatda | seems to be wrong, appears to be mistaken | Common hedging expression indicating perceived error. Used in polite correction or self-doubt. | [CORE] |
| 맞다 (matda) | 맞는 말 | manneun mal | correct statement, right words | Common expression acknowledging correctness. Often used in agreement: "맞는 말이다" (That's correct). | [CORE] |
| 맞다 (matda) | 맞는지 틀리는지 | manneunji teullineunji | whether it's right or wrong | Common expression for questioning correctness. Used in evaluative contexts. | [CORE] |
| 맞다 (matda) | 맞아떨어지다 | majatteoreojida | to fit exactly, to match perfectly, to work out perfectly | Idiomatic compound verb meaning things align or match perfectly. Common in describing coincidences or perfect fits. Example: "계산이 딱 맞아떨어지다" (the calculation works out exactly). | [CORE] |
| 맞다 (matda) | 맞고 틀리고 | matgo teulligo | right and wrong, correct and incorrect | Coordinate construction expressing correctness versus incorrectness. Common in educational and evaluative contexts. | [CORE] |
| 정직 (jeongjik) | 정직하게 말하다 | jeongjikage malhada | to speak honestly | Common expression emphasizing honest speech. Used across all registers. | [CORE] |
| 정직 (jeongjik) | 정직한 사람 | jeongjikhan saram | honest person | Standard collocation for character description. Very common in moral evaluation. | [CORE] |
| 정직 (jeongjik) | 정직이 최선이다 | jeongjigi choeseonida | honesty is the best policy | Proverbial expression. Calque from English proverb. Common in moral instruction. | [CORE] |
| 솔직 (soljik) | 솔직히 말하면 | soljiki malhamyeon | frankly speaking, to be honest | Extremely common discourse marker introducing frank statement. Used constantly in spoken Korean. | [CORE] |
| 솔직 (soljik) | 솔직히 말해서 | soljiki malhaeseo | frankly speaking, honestly speaking | Variant of above construction. Equally common as discourse marker. | [CORE] |
| 솔직 (soljik) | 솔직하게 털어놓다 | soljikage teoreonota | to confess frankly, to open up honestly | Idiomatic expression for candid disclosure. "털어놓다" means "to pour out/confess." Common in interpersonal contexts. | [CORE] |
| 정당하다 (jeongdanghada) | 정당한 이유 | jeongdanghan iyu | legitimate reason, justified reason | Common collocation in argumentative and legal contexts. Example: "정당한 이유 없이" (without legitimate reason). | [CORE] |
| 정당하다 (jeongdanghada) | 정당한 권리 | jeongdanghan gwonri | legitimate right, rightful claim | Common in legal and political discourse. Emphasizes legitimacy of rights or claims. | [CORE] |
| 정당하다 (jeongdanghada) | 정당성을 확보하다 | jeongdangseongeul hwakbohada | to secure legitimacy, to establish legitimacy | Common in political and organizational discourse. Emphasizes gaining or maintaining legitimacy. | [CORE] |
| 타당하다 (tadanghada) | 타당한 근거 | tadanghan geungeo | valid grounds, sound basis | Common collocation in argumentative and analytical contexts. Emphasizes logical validity of reasoning. | [CORE] |
| 타당하다 (tadanghada) | 타당성을 검토하다 | tadangseongeul geomtohada | to examine validity, to review soundness | Common in academic, legal, and administrative contexts. Standard expression for validity assessment. | [CORE] |
| 진정 (jinjeong) | 진정으로 사랑하다 | jinjeongeuro saranghada | to truly love, to genuinely love | Common expression emphasizing genuine emotion. Used in romantic and interpersonal contexts. | [CORE] |
| 진정 (jinjeong) | 진정한 친구 | jinjeonghan chingu | true friend, genuine friend | Common collocation for authentic friendship. Used in interpersonal evaluation. | [CORE] |
| 허위 (heowi) | 허위 사실 | heowi sasil | false facts, false information | Legal and formal term for false information. Common in "허위 사실 유포" (dissemination of false information). | [CORE] |
| 허위 (heowi) | 허위로 진술하다 | heowiro jinsulhada | to testify falsely, to make false statements | Legal term for perjury or false testimony. Common in court and investigative contexts. | [CORE] |
| 허위 (heowi) | 허위 사실 적시 | heowi sasil jeoksi | statement of false facts (legal term) | Specific legal term for defamation through false statements. Used in Korean defamation law. | [CORE] |
| 참 (cham) | 참과 거짓 | chamgwa geojit | truth and falsehood, true and false | Literary and formal expression for truth versus falsehood. Less common than Sino-Korean equivalents but attested. | [CORE] |
| 참 (cham) | 참으로 | chameuro | truly, really, genuinely | Formal/literary adverbial expression. Common in written Korean and formal speech. | [CORE] |
| 진위 (jinwi) | 진위를 가리다 | jinwireul garida | to determine truth from falsehood, to verify authenticity | Formal expression for authentication or verification. Common in investigative and analytical contexts. "가리다" means "to distinguish/separate." | [CORE] |
| 진위 (jinwi) | 진위 여부 | jinwi yeobu | whether true or false, authenticity | Formal expression for truth status. Common in "진위 여부를 확인하다" (to verify authenticity). | [CORE] |
| 실제 (silje) | 실제로는 | siljero-neun | in reality, actually, in practice | Common discourse marker contrasting reality with appearance or expectation. Very frequent across all registers. | [CORE] |
| 실제 (silje) | 실제와 다르다 | siljewa dareuda | differs from reality, is different from actuality | Common expression for discrepancy between reality and representation. Used in critical evaluation. | [CORE] |
| 본질 (bonjil) | 본질을 파악하다 | bonjireul paakhada | to grasp the essence, to understand the nature | Common in analytical and philosophical discourse. Emphasizes understanding fundamental nature. | [CORE] |
| 본질 (bonjil) | 본질적인 차이 | bonjiljeog-in chai | essential difference, fundamental difference | Common collocation in analytical discourse. Emphasizes fundamental rather than superficial differences. | [CORE] |
| 진실성 (jinsilseong) | 진실성이 의심되다 | jinsilseongi uissimdoeda | truthfulness is doubted, veracity is questioned | Formal expression for questioning truthfulness. Common in critical evaluation of statements or testimony. | [CORE] |
| 진실성 (jinsilseong) | 진실성을 인정받다 | jinsilseongeul injeonbatda | to have one's truthfulness recognized | Formal expression for validation of truthfulness. Used in evaluative contexts. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성이 있다 | sinbingseongi itda | to be credible, to have credibility | Standard expression for possessing credibility. Very common in evaluating sources and testimony. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성이 없다 | sinbingseongi eopda | to lack credibility, to be not credible | Standard negation for credibility. Common in critical evaluation. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성이 떨어지다 | sinbingseongi tteoreojida | credibility falls, to lose credibility | Idiomatic expression for declining credibility. "떨어지다" means "to fall/drop." Common in critical discourse. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성을 높이다 | sinbingseongeul nopida | to increase credibility, to enhance credibility | Common expression for improving credibility. Used in strategic and rhetorical contexts. | [CORE] |
| 확실하다 (hwaksilhada) | 확실히 하다 | hwaksilhi hada | to make certain, to make sure | Common expression for ensuring certainty. Used in planning and verification contexts. Example: "날짜를 확실히 하다" (to confirm the date). | [CORE] |
| 확실하다 (hwaksilhada) | 확실한 증거 | hwaksilhan jeunggeo | definite evidence, certain proof | Common collocation in legal and investigative contexts. Emphasizes reliability of evidence. | [CORE] |
| 명백하다 (myeongbaekhada) | 명백한 사실 | myeongbaekhan sasil | obvious fact, clear fact | Common collocation emphasizing indisputability of facts. Used in argumentative and declarative contexts. | [CORE] |
| 명백하다 (myeongbaekhada) | 명백히 드러나다 | myeongbaekhi deureonada | to be clearly revealed, to become obvious | Common expression for facts becoming evident. Used in investigative and narrative contexts. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯한 이야기 | geureoldeuthan iyagi | plausible story, believable story | Common collocation for stories that seem credible. Can be neutral or suggest skepticism depending on context. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯하게 들리다 | geureoldeuthage deullida | to sound plausible, to sound convincing | Common expression for statements that appear reasonable. Often used with mild skepticism. | [CORE] |
| 진본 (jinbon) | 진본과 모조품 | jinbongwa mojopum | authentic original and imitation | Common pairing in art, antiques, and authentication contexts. Emphasizes distinction between genuine and fake. | [CORE] |
| 진본 (jinbon) | 진본 여부 | jinbon yeobu | whether authentic or not, authenticity | Formal expression for authentication status. Common in art and document verification. | [CORE] |
| 모조 (mojo) | 모조품을 판별하다 | mojopumeul panbyeolhada | to identify imitations, to detect counterfeits | Common in commercial and legal contexts. Emphasizes ability to distinguish fakes. | [CORE] |
| [IDIOM] | 진실은 언제나 밝혀진다 | jinsireun eonjena balkhyeojinda | the truth always comes to light | Proverbial expression asserting that truth will eventually be revealed. Common in moral and investigative discourse. | [CORE] |
| [IDIOM] | 거짓말은 눈덩이처럼 커진다 | geojinmareun nundeongi-cheoreom keojinda | lies grow like a snowball | Proverbial expression meaning lies compound and grow. "눈덩이" means "snowball." Common in moral instruction. | [CORE] |
| [IDIOM] | 사실은 소설보다 기이하다 | sasireun soseolboda giihada | truth is stranger than fiction | Calque from English proverb. Used when reality is more surprising than imagination. Common in contemporary usage. | [CORE] |
| [IDIOM] | 진실의 입 | jinsirui ip | mouth of truth (Bocca della Verità) | Reference to the famous Roman sculpture; used metaphorically for truth-revealing mechanisms or situations. Less common but culturally recognized. | [MARGINAL] |
