# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Korean (ko)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| 솔직 (soljik) | 솔직하게 (soljikage) | soljikage | 솔직하- + 게 (frank + adverbial suffix) | frankly, candidly | Alternative adverbial form, slightly less common than 솔직히 but widely used. | [CORE] |
| 솔직 (soljik) | 솔직성 (soljikseong) | soljikseong | 솔직 + 성 (frank + -ness suffix) | frankness, candidness (as quality) | Abstract noun for the quality of being frank. Less common than the verbal forms but attested in formal writing. | [MARGINAL] |
| 정당하다 (jeongdanghada) | 정당하게 (jeongdanghage) | jeongdanghage | 정당하- + 게 (legitimate + adverbial suffix) | legitimately, justly, rightfully | Adverbial form. Common in legal, political, and ethical discourse. | [CORE] |
| 정당하다 (jeongdanghada) | 정당성 (jeongdangseong) | jeongdangseong | 정당 + 성 (legitimate + -ness suffix) | legitimacy, justification | Abstract noun denoting legitimacy. Very common in political, legal, and philosophical discourse, e.g., "정당성을 확보하다" (to secure legitimacy). | [CORE] |
| 정당하다 (jeongdanghada) | 부정당하다 (bujeongdanghada) | bujeongdanghada | 부 + 정당하다 (not/il- + legitimate) | to be illegitimate, to be unjustified | Negated form using prefix 부-. Used in critical evaluation of actions or claims. | [CORE] |
| 타당하다 (tadanghada) | 타당하게 (tadanghage) | tadanghage | 타당하- + 게 (valid + adverbial suffix) | validly, reasonably, soundly | Adverbial form. Common in analytical and argumentative contexts. | [CORE] |
| 타당하다 (tadanghada) | 타당성 (tadangseong) | tadangseong | 타당 + 성 (valid + -ness suffix) | validity, reasonableness, soundness | Abstract noun for validity. Very common in academic, legal, and analytical writing, e.g., "타당성 검토" (validity review). | [CORE] |
| 타당하다 (tadanghada) | 부타당하다 (butadanghada) | butadanghada | 부 + 타당하다 (not/in- + valid) | to be invalid, to be unreasonable | Negated form, though less common than "타당하지 않다" (not valid). | [MARGINAL] |
| 진정 (jinjeong) | 진정하다 (jinjeonghada) | jinjeonghada | 진정 + 하다 (genuine + do/be) | to be genuine, to be sincere | Adjectival verb describing genuine quality. Common in evaluating sincerity of feelings or intentions. | [CORE] |
| 진정 (jinjeong) | 진정으로 (jinjeongeuro) | jinjeongeuro | 진정 + 으로 (genuine + instrumental suffix) | genuinely, sincerely, truly | Adverbial form emphasizing genuine manner. Common in formal speech and writing. | [CORE] |
| 허위 (heowi) | 허위로 (heowiro) | heowiro | 허위 + 로 (false + instrumental suffix) | falsely, fraudulently | Adverbial form used in legal and formal contexts, e.g., "허위로 진술하다" (to testify falsely). | [CORE] |
| 참 (cham) | 참되다 (chamdoeda) | chamdoeda | 참 + 되다 (true + become) | to be true, to be genuine | Adjectival verb emphasizing true or genuine quality. Used in literary and formal contexts, e.g., "참된 친구" (true friend). | [CORE] |
| 참 (cham) | 참으로 (chameuro) | chameuro | 참 + 으로 (true + instrumental suffix) | truly, really, genuinely | Adverbial form with literary or formal tone. Common in written Korean and formal speech. | [CORE] |
| 실제 (silje) | 실제로 (siljero) | siljero | 실제 + 로 (reality + instrumental suffix) | actually, in reality, in practice | Adverbial form, extremely common across all registers. Used to contrast actual reality with theory or expectation. | [CORE] |
| 실제 (silje) | 실제적 (siljejeok) | siljejeok | 실제 + 적 (reality + -tic/-al suffix) | actual, practical, real | Adjectival form describing actual or practical nature. Common in formal and analytical writing. | [CORE] |
| 본질 (bonjil) | 본질적 (bonjiljeok) | bonjiljeok | 본질 + 적 (essence + -tic/-al suffix) | essential, fundamental, intrinsic | Adjectival form describing essential nature. Very common in philosophical, academic, and analytical discourse, e.g., "본질적 차이" (essential difference). | [CORE] |
| 본질 (bonjil) | 본질적으로 (bonjiljeogeuro) | bonjiljeogeuro | 본질적 + 으로 (essential + instrumental suffix) | essentially, fundamentally, intrinsically | Adverbial form. Common in academic and analytical writing to mark fundamental aspects. | [CORE] |
| 확실하다 (hwaksilhada) | 확실히 (hwaksilhi) | hwaksilhi | 확실 + 히 (certain + adverbial suffix) | certainly, surely, definitely | Adverbial form, very common across all registers. Used to express certainty or to emphasize definiteness. | [CORE] |
| 확실하다 (hwaksilhada) | 확실하게 (hwaksilhage) | hwaksilhage | 확실하- + 게 (certain + adverbial suffix) | certainly, definitely, clearly | Alternative adverbial form, slightly less common than 확실히 but widely used. | [CORE] |
| 확실하다 (hwaksilhada) | 확실성 (hwaksilseong) | hwaksilseong | 확실 + 성 (certain + -ness suffix) | certainty, definiteness | Abstract noun denoting the quality of being certain. Common in formal and analytical contexts. | [CORE] |
| 확실하다 (hwaksilhada) | 불확실하다 (bulhwaksilhada) | bulhwaksilhada | 불 + 확실하다 (not/un- + certain) | to be uncertain, to be indefinite | Negated form using Sino-Korean prefix 불-. Common in expressing uncertainty or indefiniteness. | [CORE] |
| 확실하다 (hwaksilhada) | 불확실성 (bulhwaksilseong) | bulhwaksilseong | 불확실 + 성 (uncertain + -ness suffix) | uncertainty, indefiniteness | Abstract noun for uncertainty. Common in risk analysis, scientific, and philosophical discourse. | [CORE] |
| 명백하다 (myeongbaekhada) | 명백히 (myeongbaekhi) | myeongbaekhi | 명백 + 히 (obvious + adverbial suffix) | obviously, clearly, evidently | Adverbial form. Common in formal writing and speech to mark clear or indisputable facts. | [CORE] |
| 명백하다 (myeongbaekhada) | 명백하게 (myeongbaekhage) | myeongbaekhage | 명백하- + 게 (obvious + adverbial suffix) | obviously, clearly, manifestly | Alternative adverbial form, used interchangeably with 명백히. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯하게 (geureoldeuthage) | geureoldeuthage | 그럴듯하- + 게 (plausible + adverbial suffix) | plausibly, seemingly, apparently | Adverbial form describing manner that appears plausible or reasonable. Common in everyday speech. | [CORE] |
| 모조 (mojo) | 모조품 (mojopum) | mojopum | 모조 + 품 (imitation + item/product) | imitation product, counterfeit goods | Compound noun for counterfeit or imitation products. Common in commercial and legal contexts. | [CORE] |
