# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Hebrew (he)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| אותנטי | otenti | authentic (loanword from European languages) | authentic, genuine | Modern term borrowed into Hebrew, used especially in aesthetic, cultural, and commercial contexts to evaluate genuineness. Often applied to art, cultural expressions, or personal authenticity. Overlaps with amiti but more contemporary in register. | [CORE] |
| מוצדק | mutsдak | justified (huf'al participle from ts-d-k) | justified, warranted, legitimate | Used to evaluate actions, claims, or beliefs as justified or warranted. Common in moral and legal reasoning to assess whether something is rightfully done or claimed. Implies having adequate grounds or reasons. | [CORE] |
| יושר | yosher | straightness, uprightness, honesty | honesty, integrity, uprightness | Denotes honesty and moral uprightness, particularly in conduct and character. Used in evaluating persons and actions for moral rectitude. Common in phrases like yosher lev "honesty of heart" and in business ethics contexts. | [CORE] |
| כנות | khenut | honesty, sincerity (from root k-n-n) | honesty, sincerity, frankness | Emphasizes sincerity and honesty in speech and conduct. Often used to evaluate whether someone is being genuine or forthright. Common in interpersonal contexts and in evaluating testimony or statements. | [CORE] |
| כנה | khen | honest, sincere (adjective from k-n-n) | honest, sincere, frank, genuine | Adjectival form describing persons or statements as honest and sincere. Used to evaluate whether someone is being truthful and genuine in their expression. Common in both formal and informal contexts. | [CORE] |
| מציאות | metsi'ut | reality, actuality | reality, actuality, fact | Abstract noun denoting reality or what actually exists. Used in philosophical discourse and everyday speech to distinguish real from imaginary or to invoke factual constraints. Common in phrases evaluating correspondence to reality. | [CORE] |
| עובדה | uvdah | fact (from root '-b-d "work, do") | fact | Standard term for fact, used to characterize statements or situations as factual rather than opinion or speculation. Common in argumentative contexts to assert factual status. Often used emphatically ("ze uvdah" = "that's a fact"). | [CORE] |
| ודאי | vadai | certain, sure | certain, sure, definite | Expresses certainty or definiteness about statements or situations. Functions as both adjective and adverb. Common in assertions of confidence about truth or occurrence of something. | [CORE] |
| בטוח | batuakh | sure, certain, safe (from root b-t-kh) | sure, certain, confident | Expresses certainty or confidence, often about truth of statements or reliability of information. Can describe both epistemic confidence and safety/security. Very common in conversational Hebrew. | [CORE] |
| ספק | safek | doubt, uncertainty | doubt, uncertainty, question | Denotes doubt or uncertainty about truth, correctness, or occurrence. Used in legal contexts (safek de-oraita "biblical doubt") and everyday speech to express or acknowledge uncertainty. Common in phrases like ein safek "no doubt." | [CORE] |
| מפוקפק | mefukpak | doubtful, dubious (pu'al participle from f-k-f-k, reduplication of s-f-k) | doubtful, dubious, questionable | Characterizes statements, claims, or situations as doubtful or questionable. Implies skepticism about truth or reliability. Common in evaluative contexts where credibility is at issue. | [CORE] |
| מהות | mahut | essence, nature, whatness | essence, nature, substance | Philosophical and formal term denoting the essential nature or whatness of something. Used in contexts evaluating what something fundamentally is. Common in academic and philosophical Hebrew. | [CORE] |
| זיוף | ziyuf | forgery, falsification (noun from z-y-f) | forgery, falsification, counterfeiting | Denotes the act or result of forging or falsifying. Used in legal contexts and in evaluating authenticity of documents, currency, or representations. Implies deliberate deception. | [CORE] |
| אמונה | emunah | faith, belief, trust, faithfulness ('-m-n + -ah) | faith, belief, trust, faithfulness | Used extensively in religious contexts to denote faith in God, but also in secular contexts for trust, belief, or faithfulness. Common in phrases like emunah datit "religious faith" or emunah be- "faith/trust in." | [CORE] |
| אמונים | emunim | faithful ones, believers, loyalists ('-m-n + -im) | faithful ones, believers, loyalists | Refers to faithful or loyal persons, often in religious contexts (believers) or political contexts (loyalists). Can describe those who maintain trust or allegiance. | [CORE] |
| נאמן | ne'eman | faithful, loyal, trustworthy (ni- + '-m-n) | faithful, loyal, trustworthy | Describes persons as faithful or loyal, commonly used for trusted officials, loyal friends, or reliable sources. Often appears in titles like ne'eman al "trustee of." | [CORE] |
| נאמנות | ne'emanut | faithfulness, loyalty, reliability (ne'eman + -ut) | faithfulness, loyalty, reliability | Abstract noun denoting the quality of being faithful or loyal. Used in evaluating character, relationships, and institutional reliability. Common in phrases like ne'emanut le- "loyalty to." | [CORE] |
| אמן | amen | amen, so be it, truly ('-m-n) | amen, so be it, truly | Liturgical and conversational interjection affirming truth or expressing agreement with what has been said. Used at end of prayers and blessings, or to express strong agreement. | [CORE] |
| האמין | he'emin | believed, trusted, had faith (hi- + '-m-n) | believed, trusted, had faith | Verb meaning to believe or trust, used for both epistemic belief (believing a statement) and trust in persons or institutions. Common construction: he'emin le- "believed in/trusted." | [CORE] |
| מאמין | ma'amin | believer, one who believes/trusts (ma- + '-m-n) | believer, one who believes/trusts | Describes someone who believes or has faith, often in religious contexts (ma'amin be-elohim "believer in God") but also for anyone who believes a claim or trusts in something. | [CORE] |
| אמת מידה | amat midah | criterion, standard, yardstick (emet + midah "measure") | criterion, standard, yardstick | Fixed expression meaning a standard or criterion for evaluation. Used in formal and informal contexts to refer to the measure by which something is judged. | [CORE] |
| לאמיתו של דבר | la-amito shel davar | in truth, actually, to tell the truth (le- + amito + shel + davar) | in truth, actually, to tell the truth | Fixed idiomatic expression used to introduce what the speaker considers the real truth of a matter, often correcting or clarifying a previous statement. | [CORE] |
| אמיתות | amitiyut | authenticity, genuineness, truthfulness (amiti + -ut) | authenticity, genuineness, truthfulness | Abstract noun denoting the quality of being genuine or authentic. Used in aesthetic, philosophical, and everyday contexts to evaluate authenticity. | [CORE] |
| באמונה | be-emunah | faithfully, in good faith, loyally (be- + emunah) | faithfully, in good faith, loyally | Adverbial expression describing action done faithfully or in good faith. Common in legal contexts (ba'al emunah "in good faith") and in describing loyal service. | [CORE] |
| אמת ויציב | emet ve-yatsiv | true and firm, absolutely true (emet + ve- + yatsiv) | true and firm, absolutely true | Fixed liturgical expression from Jewish prayer, also used more broadly to emphasize that something is absolutely and firmly true. | [CORE] |
| אמיתי לגמרי | amiti le-gamrei | completely true, absolutely genuine (amiti + le-gamrei) | completely true, absolutely genuine | Emphatic expression stressing complete truth or genuineness. Common in conversational Hebrew to emphasize authenticity. | [CORE] |
| מהימנות | meheymanut | reliability, credibility, trustworthiness (meheyман + -ut) | reliability, credibility, trustworthiness | Abstract noun denoting reliability or credibility, especially of sources, testimony, or information. Common in academic and legal contexts. | [CORE] |
| בלתי אמין | bilti amin | unreliable, untrustworthy (bilti + amin) | unreliable, untrustworthy | Negation of amin, used to characterize persons, sources, or information as unreliable or untrustworthy. | [CORE] |
| אי אמון | i-emun | distrust, lack of trust, mistrust (i- + emun) | distrust, lack of trust, mistrust | Denotes distrust or lack of confidence, used in interpersonal, political, and institutional contexts. Common in phrases like hatsהarat i-emun "vote of no confidence." | [CORE] |
| אמינות | aminut | reliability, credibility (amin + -ut) | reliability, credibility | Abstract noun denoting reliability or credibility. Often used in technical and formal contexts to evaluate trustworthiness of systems, sources, or persons. | [CORE] |
| אומן | oman | craftsman, artisan, expert ('-m-n) | craftsman, artisan, expert | Denotes a skilled craftsman or expert. While etymologically related to the root, this usage emphasizes skill and mastery rather than truth per se. | [MARGINAL] |
| אומנות | omanut | art, craft, skill (oman + -ut) | art, craft, skill | Denotes art or skilled craft. Used broadly for artistic creation and technical skill. The connection to truth/faithfulness is through the idea of faithful execution of craft. | [MARGINAL] |
| אומנם | omnam | indeed, it is true that, admittedly ('-m-n + -am) | indeed, it is true that, admittedly | Concessive adverb used to acknowledge a truth before introducing a contrasting point. Common in formal and argumentative discourse. | [CORE] |
| צדיק | tsadik | righteous person, just person (ts-d-k) | righteous person, just person | Denotes a righteous or just person, especially in religious and moral contexts. Used to characterize persons of high moral standing. In Jewish tradition, refers to especially righteous individuals. | [CORE] |
| צדקה | tsedakah | charity, righteousness, justice (ts-d-k + -ah) | charity, righteousness, justice | Primarily means charitable giving in modern Hebrew, but also carries meanings of righteousness and justice. Used extensively in religious and social welfare contexts. | [CORE] |
| צדקת | tsidkat | righteousness of, justice of (ts-d-k + -at) | righteousness of, justice of | Construct form used in phrases like tsidkat ha-din "justice of the judgment" or tsidkat ha-derekh "rightness of the way." | [CORE] |
| הצדיק | hitsdik | justified oneself, proved oneself right (hit- + ts-d-k) | justified oneself, proved oneself right | Verb meaning to justify oneself or prove oneself right. Used in argumentative and legal contexts when someone vindicates their position or conduct. | [CORE] |
| הצדקה | hatsdakah | justification, vindication (ha- + ts-d-k + -ah) | justification, vindication | Noun denoting the act or process of justifying or vindicating. Used in legal, moral, and argumentative contexts to refer to providing justification. | [CORE] |
| בצדק | be-tsedek | justly, rightly, with justice (be- + tsedek) | justly, rightly, with justice | Adverbial expression meaning justly or rightly. Used to evaluate whether actions or judgments are done with justice or correctness. | [CORE] |
| צדק צדק תרדוף | tsedek tsedek tirdof | justice, justice shall you pursue (tsedek tsedek + tirdof) | justice, justice shall you pursue | Biblical phrase (Deuteronomy 16:20) used in legal and moral discourse to emphasize the imperative to pursue justice. The doubling emphasizes intensity. | [CORE] |
| צודק בטענתו | tsodek be-ta'anato | right in his claim, justified in his argument (tsodek + be- + ta'anato) | right in his claim, justified in his argument | Fixed expression used in legal and argumentative contexts to acknowledge that someone's claim or argument is correct. | [CORE] |
| צדקני | tsidkani | self-righteous, sanctimonious (ts-d-k + -ani) | self-righteous, sanctimonious | Pejorative term describing someone as self-righteous or sanctimonious. Used to criticize those who claim moral superiority. | [CORE] |
| צדקנות | tsidkanut | self-righteousness, sanctimoniousness (tsidkani + -ut) | self-righteousness, sanctimoniousness | Abstract noun denoting the quality of being self-righteous. Used in moral criticism of those who display excessive moral superiority. | [CORE] |
| לא צודק | lo tsodek | wrong, not right, unjust (lo + tsodek) | wrong, not right, unjust | Negation of tsodek, used to indicate that someone is wrong in their statement or that an action is unjust. | [CORE] |
| דין צדק | din tsedek | just judgment, fair trial (din + tsedek) | just judgment, fair trial | Legal expression referring to a just judgment or fair legal proceeding. Used in legal discourse to evaluate judicial processes. | [CORE] |
| משפט צדק | mishpat tsedek | just judgment, righteous justice (mishpat + tsedek) | just judgment, righteous justice | Similar to din tsedek, used in legal and moral contexts to refer to just judgment or righteous justice. | [CORE] |
| צדקות | tsedakot | charitable acts, righteousness (plural) (tsedakah plural) | charitable acts, righteousness (plural) | Plural of tsedakah, referring to multiple acts of charity or instances of righteousness. | [CORE] |
| בית צדק | beit tsedek | court of justice, house of justice (beit + tsedek) | court of justice, house of justice | Formal term for a court of justice or judicial institution. Used in legal and administrative contexts. | [CORE] |
| צדיקים | tsadikim | righteous ones, just persons (tsadik plural) | righteous ones, just persons | Plural of tsadik, referring to righteous or just persons collectively. Common in religious discourse. | [CORE] |
| צדקת הדין | tsidkat ha-din | acceptance of divine judgment, acknowledgment of justice (tsidkat + ha-din) | acceptance of divine judgment, acknowledgment of justice | Religious expression acknowledging the justice of divine judgment, especially in contexts of suffering or loss. Also used more broadly to accept a judgment as just. | [CORE] |
| כיוון | kivun | direction, orientation, aim (ki- + k-w-n) | direction, orientation, aim | Denotes direction or orientation in physical space, or aim/intention in abstract contexts. Common in phrases like be-kivun "in the direction of" or kivun mahshavah "train of thought." | [CORE] |
| כוון | kiven | directed, aimed, intended (ki- + k-w-n) | directed, aimed, intended | Verb meaning to direct, aim, or intend. Used for physical direction (kiven et ha-kli "aimed the weapon") and intention (kiven le- "intended to"). | [CORE] |
| כוונה | kavanah | intention, purpose, concentration (k-w-n + -ah) | intention, purpose, concentration | Denotes intention or purpose behind actions. In religious contexts, refers to proper concentration/devotion in prayer. Used broadly for intentionality. | [CORE] |
| בכוונה | be-khavanah | intentionally, on purpose, deliberately (be- + kavanah) | intentionally, on purpose, deliberately | Adverbial expression indicating that something was done intentionally or deliberately. Common in legal contexts distinguishing intentional from accidental acts. | [CORE] |
| התכוון | hitkaven | intended, meant, aimed (hit- + k-w-n) | intended, meant, aimed | Reflexive verb meaning to intend or mean something. Common construction: hitkaven le- "intended to" or hitkaven be- "meant by." | [CORE] |
| מכוון | mekhуvan | directed, aimed, intentional (me- + k-w-n) | directed, aimed, intentional | Participle describing something as directed or aimed, or as intentional. Used for both physical direction and purposeful action. | [CORE] |
| כיוונים | kivunim | directions, orientations (kivun plural) | directions, orientations | Plural of kivun, referring to multiple directions or orientations. Common in navigation, planning, and abstract discussion of trends or tendencies. | [CORE] |
| נכונות | nekhonut | correctness, accuracy, readiness (nakhon + -ut) | correctness, accuracy, readiness | Abstract noun with two main meanings: (1) correctness or accuracy of statements/information; (2) readiness or preparedness for action. Context determines which meaning. | [CORE] |
| הכין | hekhin | prepared, made ready, established (he- + k-w-n) | prepared, made ready, established | Verb meaning to prepare or make ready. Used for physical preparation (hekhin okhel "prepared food") and abstract preparation (hekhin tokhnit "prepared a plan"). | [CORE] |
| הכנה | hakhanah | preparation, readiness (ha- + k-w-n + -ah) | preparation, readiness | Noun denoting preparation or the act of preparing. Used in educational contexts (shiur hakhanah "preparatory lesson") and general preparation. | [CORE] |
| מוכן | mukhan | ready, prepared, willing (mu- + k-w-n) | ready, prepared, willing | Participle meaning ready or prepared. Common in expressions of willingness (mukhan le- "ready/willing to") and physical readiness. | [CORE] |
| תיקון | tikun | repair, correction, amendment (ti- + k-w-n) | repair, correction, amendment | Denotes repair, correction, or amendment. Used for physical repairs (tikun mekhonit "car repair") and abstract corrections (tikun ta'ut "correction of error"). In Kabbalah, tikun olam "repair of the world." | [CORE] |
| תיקן | tiken | repaired, corrected, fixed (ti- + k-w-n) | repaired, corrected, fixed | Verb meaning to repair, correct, or fix. Used for physical repairs and corrections of errors or problems. | [CORE] |
| מתוקן | metukan | repaired, corrected, fixed, amended (me- + t-k-n) | repaired, corrected, fixed, amended | Participle describing something as repaired or corrected. Common in legal contexts (nusakh metukan "amended version") and technical contexts. | [CORE] |
| כונן | konen | established, founded, set up (ko- + k-w-n) | established, founded, set up | Verb meaning to establish or found, often used in formal or literary contexts. Common in phrases like konen yesodot "established foundations." | [CORE] |
| מכונן | mekhonen | founding, establishing (me- + k-w-n) | founding, establishing | Participle used as adjective or noun, describing founding or establishing. Common in phrases like avot mekhonenim "founding fathers." | [CORE] |
| בסיס נכון | basis nakhon | correct basis, sound foundation (basis + nakhon) | correct basis, sound foundation | Expression referring to a correct or sound basis for reasoning, action, or construction. Used in argumentative and technical contexts. | [CORE] |
| תשובה נכונה | tshuvah nkhonah | correct answer (tshuvah + nkhonah) | correct answer | Standard expression for a correct answer, especially in educational and testing contexts. | [CORE] |
| כיוון מחשבה | kivun makhshavah | train of thought, line of thinking (kivun + makhshavah) | train of thought, line of thinking | Expression referring to a direction or line of thinking. Used in intellectual discourse to describe thought processes. | [CORE] |
| בכיוון הנכון | be-kivun ha-nakhon | in the right direction (be-kivun + ha-nakhon) | in the right direction | Common expression indicating that something is proceeding in the right direction, used both literally for physical direction and figuratively for progress. | [CORE] |
