# F4 Construction Table — Hebrew (he)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **10. VERBAL COLLOCATIONS** | לדבר אמת | ledaber emet | to speak truth | Specific verbs collocate with truth-domain nouns. | [CORE] |
| **10. VERBAL COLLOCATIONS** | לעשות טעות | la'asot ta'ut | to make a mistake | *La'asot* "make/do" collocates with *ta'ut* "mistake". | [CORE] |
| **10. VERBAL COLLOCATIONS** | לגלות את האמת | legalot et ha-emet | to reveal the truth | These are semi-fixed collocations with some flexibility. | [CORE] |
| **10. VERBAL COLLOCATIONS** | להטיל ספק | lehatil safek | to cast doubt | Semi-fixed collocation. *Lehatil* "cast" specifically collocates with *safek* "doubt." | [CORE] |
| **10. VERBAL COLLOCATIONS** | לתקן טעות | letaken ta'ut | to correct a mistake | The accusative marker *et* is required with definite direct objects. | [CORE] |
| **11. INTENSIFICATION** | נכון מאוד | nakhon me'od | very correct | Standard intensification pattern. *Me'od* is the default intensifier in all contexts. | [CORE] |
| **11. INTENSIFICATION** | בטוח לגמרי | batuakh le-gamrei | completely sure | *Le-gamrei* and *le-khlutin* used for absolute/complete intensification. Very common in epistemic contexts. | [CORE] |
| **11. INTENSIFICATION** | צודק לחלוטין | tsodek le-khlutin | absolutely right | Standard intensifiers are *me'od* "very," *le-gamrei* "completely," and *le-khlutin* "absolutely." | [CORE] |
| **11. INTENSIFICATION** | אמיתי לגמרי | amiti le-gamrei | completely true/genuine | Intensifiers follow the truth-term directly. | [CORE] |
| **12. COMPARISON** | נכון יותר | nakhon yoter | more correct | Analytic comparison is standard Hebrew pattern. Fully productive with all truth-domain adjectives. | [CORE] |
| **12. COMPARISON** | מדויק יותר | meduyak yoter | more precise | Hebrew uses analytic comparison: *yoter* + adjective for comparative. | [CORE] |
| **12. COMPARISON** | הכי נכון | ha-khi nakhon | most correct | Standard superlative construction. Productive and frequent. | [CORE] |
| **12. COMPARISON** | יותר אמין מ... | yoter amin mi-... | more reliable than... | The standard of comparison is introduced by *mi-* "from/than." | [CORE] |
| **13. EXISTENTIAL CONSTRUCTIONS** | יש ספק | yesh safek | there is doubt | Particularly common with *safek* "doubt." Standard way to express uncertainty. | [CORE] |
| **13. EXISTENTIAL CONSTRUCTIONS** | אין ספק | ein safek | there is no doubt | Fixed expression for certainty. Extremely frequent in argumentative/assertive discourse. | [CORE] |
| **13. EXISTENTIAL CONSTRUCTIONS** | יש אמת בדבריו | yesh emet be-dvarav | there is truth in his words | The pattern can apply to any truth-domain noun but is most frequent with abstract terms. | [CORE] |
| **14. PERSONAL EPISTEMIC CONSTRUCTIONS** | אני בטוח | ani batuakh | I'm sure | Among the most frequent constructions in conversational Hebrew. Standard way to express personal epistemic states. | [CORE] |
| **14. PERSONAL EPISTEMIC CONSTRUCTIONS** | אתה צודק | atah tsodek | you're right | Extremely common in dialogue for agreement/disagreement. Core conversational formula. | [CORE] |
| **14. PERSONAL EPISTEMIC CONSTRUCTIONS** | אתה מוטעה | atah mut'eh | you're mistaken | These constructions are extremely frequent in conversational Hebrew for expressing epistemic states and evaluating others' positions. | [CORE] |
| **14. PERSONAL EPISTEMIC CONSTRUCTIONS** | הוא צודק | hu tsodek | he's right | Present tense uses zero copula; past/future require overt copula forms. | [CORE] |
| **15. DATIVE EXPERIENCER CONSTRUCTIONS** | דומה לי ש... | domeh li she-... | it seems to me that... | Standard hedging construction. Very frequent in polite/tentative assertions. | [CORE] |
| **15. DATIVE EXPERIENCER CONSTRUCTIONS** | נראה לי ש... | nir'eh li she-... | it appears to me that... | Parallel to *domeh li*. Both are core hedging strategies in Hebrew discourse. | [CORE] |
| **ATTRIBUTION VARIANT** | emet ha-sipur | emet ha-sipur | true (is) the story | Predicate-Subject order used for emphasis or in poetic/formal contexts. | [MARGINAL] |
| **ATTRIBUTION VARIANT** | ha-sipur hu emet | ha-sipur hu emet | the story it-is truth | Copula in present tense used in emphatic or contrastive contexts only. | [MARGINAL] |
| **NEGATION VARIANT** | bilti amin | bilti amin | unreliable (lit. "un-reliable") | Prefix negation lexicalized for certain adjectives; not productive with all terms. | [CORE] |
| **NEGATION VARIANT** | lo meshaker | lo meshaker | not lying | Standard negation of verbal forms. | [CORE] |
| **ADVERBIAL VARIANT** | le-emet | le-emet | truly | Less common than *be-emet*; more formal/archaic. | [MARGINAL] |
| **ADVERBIAL VARIANT** | vadai | vadai | certainly (without preposition) | Some terms function as adverbs without preposition. | [CORE] |
| **COMPLEMENTIZER VARIANT** | ani batuakh (Ø) ze nakhon | ani batuakh (Ø) ze nakhon | I'm sure (that) it's correct | Zero complementizer possible but less common than overt *she-*. | [MARGINAL] |
| **COMPLEMENTIZER VARIANT** | ha-emet hi ki... | ha-emet hi ki... | the truth is that... | *Ki* alternates with *she-* in formal/biblical style. | [MARGINAL] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | אמת אחת | emet akhat | one truth, a single truth | Used to emphasize that there is only one truth in a matter, often in argumentative or philosophical contexts. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | אמת מוחלטת | emet mukhлetet | absolute truth | Common collocation using the adjective "absolute" to characterize truth as complete and unqualified. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | אמת מרה | emet marah | bitter truth | Fixed expression using the adjective "bitter" to characterize an unpleasant but true fact. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | לומר את האמת | lomar et ha-emet | to tell the truth | Standard verbal construction with "say/tell" for the act of truth-telling. Very common in all registers. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | לדבר אמת | ledaber emet | to speak truth | Alternative verbal construction using "speak" rather than "tell," slightly more formal or literary. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | לגלות את האמת | legalot et ha-emet | to reveal/discover the truth | Construction with "reveal" emphasizing the uncovering or discovery of truth. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | האמת היא ש... | ha-emet hi she... | the truth is that... | Fixed introductory formula using copula "is" followed by complementizer "that." Very common for introducing what speaker considers the real truth. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | זאת האמת | zot ha-emet | that's the truth, this is the truth | Demonstrative construction using "this/that" to point to or emphasize a truth claim. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | אמת לאמיתה | emet la-amitah | truth in its trueness, the real truth | Emphatic construction using emet with prepositional phrase containing related form amitah. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | חצי אמת | khetsi emet | half-truth | Construction with "half" to characterize a statement as partially true but misleading. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | גרעין של אמת | gar'in shel emet | kernel/grain of truth | Metaphorical construction using "kernel/grain" to indicate a small element of truth in something otherwise false or exaggerated. | [CORE] |
| **MULTI-WORD: TRUTH-FALSEHOOD** | רגע של אמת | rega shel emet | moment of truth | Fixed expression borrowed from Spanish/English usage, referring to a decisive or revealing moment. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | לומר שקר | lomar sheker | to tell a lie | Standard verbal construction with "say/tell" for the act of lying. Very common in all registers. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | לדבר שקר | ledaber sheker | to speak falsehood | Alternative construction using "speak," parallel to ledaber emet. Slightly more formal. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | שקר גמור | sheker gamur | complete lie, total falsehood | Intensified construction using adjective "complete/total" to emphasize the thoroughness of the falsehood. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | שקר לבן | sheker lavan | white lie | Calque of English "white lie," using color adjective "white" to characterize a harmless or well-intentioned falsehood. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | זה שקר | ze sheker | that's a lie, it's false | Simple demonstrative construction for denying truth of a statement. Very common in disagreements. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | עד שקר | ed sheker | false witness, lying witness | Legal/biblical construction referring to a witness who testifies falsely. | [CORE] |
| **MULTI-WORD: FALSEHOOD** | עדות שקר | edut sheker | false testimony | Legal construction referring to false testimony or perjury. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | זה נכון | ze nakhon | that's correct, it's right | Simple demonstrative construction for affirming correctness. Extremely common in all contexts. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | נכון מאוד | nakhon me'od | very correct, quite right | Intensified construction using adverb "very" to emphasize correctness. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | נכון ש... | nakhon she... | it's correct that..., it's true that... | Construction with complementizer "that" introducing a clause. Used to affirm the correctness of a proposition. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | נכון לומר | nakhon lomar | correct to say, right to say | Construction with infinitive "to say" evaluating whether a statement is correct or appropriate to make. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | נכון יותר | nakhon yoter | more correct, more accurate | Comparative construction using "more" to indicate greater correctness. | [CORE] |
| **MULTI-WORD: CORRECTNESS** | הכי נכון | ha-khi nakhon | most correct, most accurate | Superlative construction using definite article + "most" to indicate highest degree of correctness. | [CORE] |
| **MULTI-WORD: GENUINENESS** | סיפור אמיתי | sipur amiti | true story | Very common collocation with "story" to characterize a narrative as factual rather than fictional. | [CORE] |
| **MULTI-WORD: GENUINENESS** | אוהב אמיתי | ohev amiti | true friend | Common collocation with "friend" to characterize friendship as genuine or loyal. | [CORE] |
| **MULTI-WORD: GENUINENESS** | שם אמיתי | shem amiti | real name | Collocation with "name" to distinguish actual name from pseudonym or nickname. | [CORE] |
| **MULTI-WORD: GENUINENESS** | זהות אמיתית | zehut amitit | true identity, real identity | Collocation with "identity" to refer to actual identity as opposed to assumed or false identity. | [CORE] |
| **MULTI-WORD: GENUINENESS** | אהבה אמיתית | ahavah amitit | true love | Common romantic collocation characterizing love as genuine or authentic. | [CORE] |
| **MULTI-WORD: GENUINENESS** | ערך אמיתי | erekh amiti | true value, real value | Collocation with "value" to distinguish actual value from apparent or nominal value. | [CORE] |
| **MULTI-WORD: RELIABILITY** | מקור אמין | makor amin | reliable source | Very common collocation in academic, journalistic, and legal contexts for evaluating sources of information. | [CORE] |
| **MULTI-WORD: RELIABILITY** | עד אמין | ed amin | reliable witness, credible witness | Legal collocation for evaluating witness credibility. | [CORE] |
| **MULTI-WORD: RELIABILITY** | אדם אמין | adam amin | reliable person, trustworthy person | General collocation for characterizing a person as reliable or trustworthy. | [CORE] |
| **MULTI-WORD: RELIABILITY** | מידע אמין | meyda amin | reliable information | Common collocation in information contexts, evaluating trustworthiness of data or information. | [CORE] |
| **MULTI-WORD: RELIABILITY** | מקור מהימן | makor meheyман | trustworthy source, credible source | Formal alternative to makor amin, common in academic and legal registers. | [CORE] |
| **MULTI-WORD: RELIABILITY** | עד מהימן | ed meheyман | credible witness | Legal collocation, formal alternative to ed amin. | [CORE] |
| **MULTI-WORD: RIGHTNESS** | אתה צודק | atah tsodek | you're right | Extremely common construction with second person pronoun for acknowledging someone is correct. | [CORE] |
| **MULTI-WORD: RIGHTNESS** | הוא צודק | hu tsodek | he's right | Third person variant, equally common. | [CORE] |
| **MULTI-WORD: RIGHTNESS** | צודק לחלוטין | tsodek le-khlutin | completely right, absolutely correct | Intensified construction using adverb "completely" to emphasize full correctness. | [CORE] |
| **MULTI-WORD: RIGHTNESS** | צודק במאה אחוז | tsodek be-me'ah akhuz | one hundred percent right | Emphatic construction using percentage metaphor to indicate complete correctness. | [CORE] |
| **MULTI-WORD: JUSTICE** | לעשות צדק | la'asot tsedek | to do justice | Common verbal construction with "do/make" for the act of administering or achieving justice. | [CORE] |
| **MULTI-WORD: JUSTICE** | לתת צדק | latet tsedek | to give justice, to render justice | Alternative verbal construction using "give" for administering justice, common in legal contexts. | [CORE] |
| **MULTI-WORD: JUSTICE** | צדק חברתי | tsedek khevrati | social justice | Modern political collocation referring to fairness in social arrangements and distribution of resources. | [CORE] |
| **MULTI-WORD: JUSTICE** | רודף צדק | rodef tsedek | pursuer of justice, one who pursues justice | Construction with participle "pursuer" characterizing someone dedicated to justice. | [CORE] |
| **MULTI-WORD: RESEMBLANCE** | דומה ל... | domeh le-... | similar to..., resembles... | Standard construction with preposition "to" for expressing resemblance. Extremely common in comparisons. | [CORE] |
| **MULTI-WORD: RESEMBLANCE** | דומה מאוד | domeh me'od | very similar | Intensified construction using "very" to emphasize degree of similarity. | [CORE] |
| **MULTI-WORD: RESEMBLANCE** | דומה שֶ... | domeh she... | it seems that..., it appears that... | Epistemic construction with complementizer introducing a clause, expressing appearance or seeming. Very common for hedging claims. | [CORE] |
| **MULTI-WORD: RESEMBLANCE** | דומה לי ש... | domeh li she... | it seems to me that... | Epistemic construction with dative pronoun "to me" expressing personal impression or opinion. Extremely common in conversation. | [CORE] |
| **MULTI-WORD: RESEMBLANCE** | לא דומה | lo domeh | not similar, doesn't resemble | Simple negation for denying similarity. | [CORE] |
| **MULTI-WORD: PRECISION** | מדויק מאוד | meduyak me'od | very precise, very exact | Intensified construction emphasizing high degree of precision. | [CORE] |
| **MULTI-WORD: PRECISION** | לא מדויק | lo meduyak | not precise, inaccurate | Simple negation for indicating lack of precision or accuracy. | [CORE] |
| **MULTI-WORD: PRECISION** | מדויק יותר | meduyak yoter | more precise, more accurate | Comparative construction for indicating greater precision. | [CORE] |
| **MULTI-WORD: FORGERY** | מסמך מזויף | mismakh mezuyaf | forged document | Common legal collocation for fraudulent documents. | [CORE] |
| **MULTI-WORD: FORGERY** | כסף מזויף | kesef mezuyaf | counterfeit money | Standard collocation for fake currency. | [CORE] |
| **MULTI-WORD: FORGERY** | חתימה מזויפת | khatimah mezuyefet | forged signature | Legal collocation for fraudulent signatures. | [CORE] |
| **MULTI-WORD: REALISM** | לא מציאותי | lo metsi'uti | unrealistic, not real | Common negation for characterizing plans, expectations, or claims as unrealistic. | [CORE] |
| **MULTI-WORD: REALISM** | מציאותי יותר | metsi'uti yoter | more realistic | Comparative construction for evaluating relative realism of options or assessments. | [CORE] |
| **MULTI-WORD: REALISM** | סיכוי מציאותי | sikuy metsi'uti | realistic chance, real possibility | Collocation with "chance" for evaluating feasibility or probability. | [CORE] |
| **MULTI-WORD: TRUTH ADVERBIAL** | באמת? | be-emet? | really? truly? | Interrogative use expressing surprise or seeking confirmation. Extremely common in conversation. | [CORE] |
| **MULTI-WORD: TRUTH ADVERBIAL** | באמת ש... | be-emet she... | it's really true that..., truly... | Construction with complementizer emphasizing truth of following clause. | [CORE] |
| **MULTI-WORD: TRUTH ADVERBIAL** | לא באמת | lo be-emet | not really | Negated form for denying or qualifying a claim. Very common in conversation. | [CORE] |
| **MULTI-WORD: AFFIRMATION** | כן, אבל... | ken, aval... | yes, but... | Concessive construction acknowledging a point before introducing a contrast. Extremely common in argumentation. | [CORE] |
| **MULTI-WORD: AFFIRMATION** | כן וכן | ken va-khen | such and such, so and so | Reduplicative construction used as indefinite expression for unspecified things or amounts. | [CORE] |
| **MULTI-WORD: AFFIRMATION** | אם כן | im ken | if so, therefore | Conditional/inferential construction drawing conclusions. Very common in logical discourse. | [CORE] |
| **MULTI-WORD: AFFIRMATION** | לא כן? | lo khen? | isn't it? right? | Tag question construction seeking confirmation. Common in conversation. | [CORE] |
| **MULTI-WORD: AFFIRMATION** | על כן | al ken | therefore, for this reason | Formal inferential construction introducing conclusions. Common in formal and written Hebrew. | [CORE] |
| **MULTI-WORD: INCORRECTNESS** | זה לא נכון | ze lo nakhon | that's not correct, that's wrong | Standard demonstrative construction for denying correctness. Very common in disagreements and corrections. | [CORE] |
| **MULTI-WORD: INCORRECTNESS** | לא נכון לומר | lo nakhon lomar | incorrect to say, wrong to say | Construction with infinitive evaluating appropriateness or correctness of a statement. | [CORE] |
| **MULTI-WORD: ERROR** | לעשות טעות | la'asot ta'ut | to make a mistake | Standard verbal construction with "make/do" for committing an error. Very common. | [CORE] |
| **MULTI-WORD: ERROR** | טעות שלי | ta'ut sheli | my mistake | Possessive construction for acknowledging one's own error. Common in apologies. | [CORE] |
| **MULTI-WORD: ERROR** | טעות גדולה | ta'ut gdolah | big mistake, serious error | Intensified construction with adjective "big" emphasizing severity of error. | [CORE] |
| **MULTI-WORD: ERROR** | טעות קטנה | ta'ut ktanah | small mistake, minor error | Mitigating construction with adjective "small" minimizing significance of error. | [CORE] |
| **MULTI-WORD: ERROR** | לתקן טעות | letaken ta'ut | to correct a mistake | Verbal construction with "correct/fix" for rectifying an error. | [CORE] |
| **MULTI-WORD: ERROR** | בטעות | be-ta'ut | by mistake, mistakenly | Prepositional phrase functioning as adverb, indicating unintentional action. Very common. | [CORE] |
| **MULTI-WORD: MISTAKEN** | אתה מוטעה | atah mut'eh | you're mistaken, you're wrong | Common construction with second person pronoun for correcting someone's error. | [CORE] |
| **MULTI-WORD: MISTAKEN** | רעיון מוטעה | ra'ayon mut'eh | mistaken idea, erroneous notion | Collocation with "idea" for characterizing a conception as incorrect. | [CORE] |
| **MULTI-WORD: MISTAKEN** | הנחה מוטעית | hanakhah mut'et | mistaken assumption | Collocation with "assumption" for identifying faulty premises in reasoning. | [CORE] |
| **MULTI-WORD: AUTHENTICITY** | אוכל אותנטי | okhel otenti | authentic food | Common collocation in culinary contexts for genuine traditional cuisine. | [CORE] |
| **MULTI-WORD: AUTHENTICITY** | חוויה אותנטית | khavayah otentit | authentic experience | Modern collocation in tourism and cultural contexts for genuine experiences. | [CORE] |
| **MULTI-WORD: AUTHENTICITY** | יצירה אותנטית | yetsirah otentit | authentic work (of art) | Art world collocation for genuine original works as opposed to copies. | [CORE] |
| **MULTI-WORD: JUSTIFICATION** | לא מוצדק | lo mutsдak | unjustified, unwarranted | Negated form for characterizing actions or claims as lacking justification. | [CORE] |
| **MULTI-WORD: JUSTIFICATION** | מוצדק לחלוטין | mutsдak le-khlutin | completely justified, fully warranted | Intensified construction emphasizing full justification. | [CORE] |
| **MULTI-WORD: JUSTIFICATION** | ביקורת מוצדקת | bikoret mutsдeket | justified criticism | Collocation with "criticism" for evaluating whether criticism is warranted. | [CORE] |
| **MULTI-WORD: HONESTY** | יושר לב | yosher lev | honesty of heart, integrity | Fixed biblical expression combining "honesty" with "heart" to emphasize sincere integrity. | [CORE] |
| **MULTI-WORD: HONESTY** | לנהוג ביושר | linhog be-yosher | to act with honesty, to behave uprightly | Verbal construction with "act/behave" for conducting oneself honestly. | [CORE] |
| **MULTI-WORD: SINCERITY** | לדבר בכנות | ledaber be-khenut | to speak honestly, to speak frankly | Verbal construction with "speak" emphasizing sincere communication. | [CORE] |
| **MULTI-WORD: SINCERITY** | כנות מלאה | khenut mle'ah | complete honesty, full sincerity | Intensified construction with adjective "full/complete" emphasizing thoroughness of honesty. | [CORE] |
| **MULTI-WORD: SINCERITY** | תשובה כנה | tshuvah khenah | honest answer, sincere response | Collocation with "answer" for characterizing responses as genuine. | [CORE] |
| **MULTI-WORD: SINCERITY** | אדם כן | adam khen | honest person, sincere person | Collocation with "person" for characterizing someone as honest. | [CORE] |
| **MULTI-WORD: REALITY** | לחזור למציאות | lakhzor la-metsi'ut | to return to reality | Verbal construction with "return" for coming back to realistic assessment after fantasy or delusion. | [CORE] |
| **MULTI-WORD: REALITY** | להתמודד עם המציאות | lehitmoded im ha-metsi'ut | to deal with reality, to face reality | Verbal construction with "deal with/confront" for accepting factual constraints. | [CORE] |
| **MULTI-WORD: REALITY** | מציאות קשה | metsi'ut kashah | harsh reality, difficult reality | Collocation with adjective "harsh/difficult" characterizing reality as challenging. | [CORE] |
| **MULTI-WORD: REALITY** | בדיקת מציאות | bdikat metsi'ut | reality check | Fixed expression (calque from English) for reassessing situation against facts. | [CORE] |
| **MULTI-WORD: FACT** | זאת עובדה | zot uvdah | that's a fact | Demonstrative construction for asserting factual status. Very common in emphatic assertions. | [CORE] |
| **MULTI-WORD: FACT** | עובדה היא ש... | uvdah hi she... | the fact is that... | Fixed introductory formula with copula and complementizer for asserting facts. | [CORE] |
| **MULTI-WORD: FACT** | עובדות קשות | uvdot kashot | hard facts | Collocation with adjective "hard" emphasizing incontrovertible nature of facts. | [CORE] |
| **MULTI-WORD: FACT** | לבדוק את העובדות | livdok et ha-uvdot | to check the facts | Verbal construction with "check/examine" for fact-verification. | [CORE] |
