# F2a Derivational Table — Hebrew (he)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| שקר (sheker) "falsehood" | שיקר (shiker) | shiker | shi- (pi'el pattern) + k-r (verb) | lied, told lies | Verbal derivation in pi'el pattern, meaning to lie or tell falsehoods. Standard verb form for the act of lying. | [CORE] |
| שקר (sheker) "falsehood" | משקר (meshaker) | meshaker | me- (pi'el participle) + sh-k-r | liar, one who lies | Participial form functioning as noun or adjective, describing someone who lies. Less marked than shakran for habitual behavior. | [CORE] |
| שקר (sheker) "falsehood" | דבר שקר (davar sheker) | davar sheker | davar "thing/statement" + sheker (in construct) | false statement, lie | Fixed compound expression for false statement, common in legal and moral discourse. Uses sheker attributively. | [CORE] |
| נכון (nakhon) "correct" | נכונות (nekhonut) | nekhonut | nakhon + -ut (abstract noun suffix) | correctness, accuracy; readiness | Abstract noun with dual meaning: correctness/accuracy in epistemic contexts, and readiness/preparedness in action contexts. Context disambiguates. | [CORE] |
| נכון (nakhon) "correct" | לא נכון (lo nakhon) | lo nakhon | lo "not" + nakhon | incorrect, wrong, not true | Negative form using standard negation particle. Functions as fixed expression for incorrectness. | [CORE] |
| נכון (nakhon) "correct" | בכיוון הנכון (be-kivun ha-nakhon) | be-kivun ha-nakhon | be- "in" + kivun "direction" + ha- "the" + nakhon | in the right direction | Fixed expression using nakhon attributively with "direction," functioning both literally and figuratively for correct orientation. | [CORE] |
| נכון (nakhon) "correct" | תשובה נכונה (tshuvah nkhonah) | tshuvah nkhonah | tshuvah "answer" + nkhonah (feminine form of nakhon) | correct answer | Standard collocation in educational contexts. Shows gender agreement (nkhonah is feminine form). | [CORE] |
| נכון (nakhon) "correct" | בסיס נכון (basis nakhon) | basis nakhon | basis "basis" + nakhon | correct basis, sound foundation | Common collocation in argumentative and technical discourse, using nakhon to evaluate foundational elements. | [CORE] |
| אמיתי (amiti) "true, genuine" | אמיתות (amitiyut) | amitiyut | amiti + -ut (abstract noun suffix) | authenticity, genuineness | Abstract nominalization from the adjective amiti. (Same as 1.2, listed here for completeness under base form 4.) | [CORE] |
| אמיתי (amiti) "true, genuine" | אמיתי לגמרי (amiti le-gamrei) | amiti le-gamrei | amiti + le-gamrei "completely" | completely true, absolutely genuine | Intensified form using adverbial modifier, common in emphatic assertions of genuineness. | [CORE] |
| אמין (amin) "reliable" | אמינות (aminut) | aminut | amin + -ut (abstract noun suffix) | reliability, credibility | Abstract noun denoting the quality of being reliable or credible. Common in technical and formal evaluative contexts. | [CORE] |
| אמין (amin) "reliable" | בלתי אמין (bilti amin) | bilti amin | bilti "un-/non-" + amin | unreliable, untrustworthy | Negative derivation using formal negation prefix bilti, characterizing persons or sources as unreliable. | [CORE] |
| מהימן (meheyман) "trustworthy" | מהימנות (meheymanut) | meheymanut | meheyман + -ut (abstract noun suffix) | reliability, credibility, trustworthiness | Abstract noun denoting reliability or credibility, especially of sources or testimony. Common in academic and legal registers. | [CORE] |
| צודק (tsodek) "right, correct" | לא צודק (lo tsodek) | lo tsodek | lo "not" + tsodek | wrong, not right, unjust | Standard negation of tsodek, used to indicate incorrectness or injustice. | [CORE] |
| צודק (tsodek) "right, correct" | צודק בטענתו (tsodek be-ta'anato) | tsodek be-ta'anato | tsodek + be- "in" + ta'anato "his claim" | right in his claim, justified in his argument | Fixed expression in legal and argumentative discourse, acknowledging correctness of someone's position. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקה (tsedakah) | tsedakah | ts-d-k + -ah (feminine noun pattern) | charity, righteousness | Feminine noun form from the root, primarily meaning charitable giving in modern Hebrew, but retaining meanings of righteousness and justice. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדיק (tsadik) | tsadik | ts-d-k (noun pattern for agent/quality) | righteous person, just person | Agentive/qualitative noun denoting a righteous or just person. Common in religious and moral discourse. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקני (tsidkani) | tsidkani | ts-d-k + -ani (adjectival suffix) | self-righteous, sanctimonious | Pejorative adjectival derivation describing excessive or false claims to righteousness. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקנות (tsidkanut) | tsidkanut | tsidkani + -ut (abstract noun suffix) | self-righteousness, sanctimoniousness | Abstract noun derived from tsidkani, denoting the quality of being self-righteous. | [CORE] |
| צדק (tsedek) "justice, righteousness" | בצדק (be-tsedek) | be-tsedek | be- "in/with" + tsedek | justly, rightly, with justice | Prepositional phrase functioning as adverb, evaluating whether actions are done justly. | [CORE] |
| צדק (tsedek) "justice, righteousness" | משפט צדק (mishpat tsedek) | mishpat tsedek | mishpat "judgment/justice" + tsedek (in construct) | just judgment, righteous justice | Fixed compound in legal and moral discourse, referring to just judgment. | [CORE] |
| צדק (tsedek) "justice, righteousness" | דין צדק (din tsedek) | din tsedek | din "judgment/law" + tsedek (in construct) | just judgment, fair trial | Legal expression for just judgment or fair legal proceeding, parallel to mishpat tsedek. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקת (tsidkat) | tsidkat | ts-d-k + -at (construct state feminine) | righteousness of, justice of | Construct state form used in compounds like tsidkat ha-din "justice of the judgment." | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקת הדין (tsidkat ha-din) | tsidkat ha-din | tsidkat "righteousness/justice of" + ha-din "the judgment" | acceptance of divine judgment | Religious expression using construct form, acknowledging justice of divine judgment. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדיקים (tsadikim) | tsadikim | tsadik + -im (masculine plural) | righteous ones, just persons | Plural form of tsadik, referring to righteous persons collectively. | [CORE] |
| צדק (tsedek) "justice, righteousness" | צדקות (tsedakot) | tsedakot | tsedakah + -ot (feminine plural) | charitable acts, righteousness (plural) | Plural of tsedakah, referring to multiple acts of charity. | [CORE] |
| צדק (tsedek) "justice, righteousness" | בית צדק (beit tsedek) | beit tsedek | beit "house" + tsedek (in construct) | court of justice, house of justice | Formal compound for judicial institution, using construct state. | [CORE] |
| דומה (domeh) "similar, resembling" | דמיון (dimyon) | dimyon | d-m-y + -on (noun pattern) | similarity, resemblance; imagination | Noun denoting similarity or resemblance between entities. Also means imagination (the faculty of forming mental images/resemblances). | [CORE] |
| דומה (domeh) "similar, resembling" | דמוי (dmuy) | dmuy | d-m-y (adjectival pattern) | resembling, similar to, -like | Adjectival form used in compounds to express resemblance (e.g., dmuy-adam "humanoid, human-like"). | [CORE] |
| מדויק (meduyak) "precise, exact" | דיוק (diyuk) | diyuk | d-y-k (noun pattern from pi'el) | precision, accuracy, exactness | Abstract noun denoting precision or accuracy. Common in technical and formal contexts evaluating exactitude. | [CORE] |
| מדויק (meduyak) "precise, exact" | דייק (diyek) | diyek | di- (pi'el pattern) + y-k (verb) | was precise, specified exactly | Verbal form meaning to be precise or specify exactly. Used when emphasizing exactitude in statement or measurement. | [CORE] |
| מדויק (meduyak) "precise, exact" | בדיוק (be-diyuk) | be-diyuk | be- "in/with" + diyuk | exactly, precisely | Prepositional phrase functioning as adverb, emphasizing exactness or precision. Very common in spoken Hebrew. | [CORE] |
| מזויף (mezuyaf) "forged, fake" | זיוף (ziyuf) | ziyuf | z-y-f (noun pattern from pi'el) | forgery, falsification, counterfeiting | Noun denoting the act or result of forging or falsifying. Common in legal contexts. | [CORE] |
| מזויף (mezuyaf) "forged, fake" | זייף (ziyef) | ziyef | zi- (pi'el pattern) + y-f (verb) | forged, falsified, counterfeited | Verbal form meaning to forge or falsify. Used for deliberate creation of false documents or objects. | [CORE] |
| מזויף (mezuyaf) "forged, fake" | מזייף (mezayef) | mezayef | me- (pi'el participle) + z-y-f | forger, counterfeiter, falsifier | Participial form functioning as agentive noun, denoting one who forges or falsifies. | [CORE] |
| מציאותי (metsi'uti) "real, realistic" | מציאות (metsi'ut) | metsi'ut | m-ts-' (noun pattern from root "find/exist") + -ut | reality, actuality | Abstract noun denoting reality or what actually exists. Base form from which metsi'uti is derived. | [CORE] |
| מציאותי (metsi'uti) "real, realistic" | מציאותיות (metsi'utiyut) | metsi'utiyut | metsi'uti + -ut (abstract noun suffix) | realism, realistic quality | Abstract noun denoting the quality of being realistic or the philosophical position of realism. | [CORE] |
| כן (ken) "yes, right" | כנראה (ken-nir'eh) | ken-nir'eh | ken + nir'eh "it seems/appears" | apparently, seemingly, probably | Fixed compound using ken with "appears," functioning as epistemic adverb expressing probability or appearance. | [CORE] |
| טעות (ta'ut) "error, mistake" | טעה (ta'ah) | ta'ah | t-'-h (verb in pa'al) | erred, made a mistake, was wrong | Verbal form meaning to err or make a mistake. Common in acknowledging errors. | [CORE] |
| טעות (ta'ut) "error, mistake" | טועה (to'eh) | to'eh | t-'-h (pa'al participle) | mistaken, erring, wrong | Participial form describing someone as mistaken or in error. Common in corrections. | [CORE] |
| מוטעה (mut'eh) "mistaken, erroneous" | הטעה (hit'ah) | hit'ah | hi- (hif'il causative) + t-'-h | misled, deceived, caused to err | Causative verbal form meaning to mislead or cause someone to err. Used for deliberate or accidental misleading. | [CORE] |
| מוטעה (mut'eh) "mistaken, erroneous" | מטעה (mat'eh) | mat'eh | ma- (hif'il participle) + t-'-h | misleading, deceptive | Participial form describing something as misleading or deceptive. | [CORE] |
| אותנטי (otenti) "authentic" | אותנטיות (otentiyut) | otentiyut | otenti + -ut (abstract noun suffix) | authenticity | Abstract noun denoting authenticity, borrowed pattern following Hebrew derivational morphology. | [CORE] |
| מוצדק (mutsдak) "justified" | הצדיק (hitsdik) | hitsdik | hi- (hif'il causative) + ts-d-k | justified, vindicated, proved right | Causative verbal form meaning to justify or vindicate. Used in argumentative and legal contexts. | [CORE] |
| מוצדק (mutsдak) "justified" | הצדקה (hatsdakah) | hatsdakah | ha- (hif'il) + ts-d-k + -ah (noun) | justification, vindication | Noun denoting the act or process of justifying. Common in legal and moral reasoning. | [CORE] |
| יושר (yosher) "honesty, uprightness" | ישר (yashar) | yashar | y-sh-r (adjective) | straight, upright, honest | Adjectival form meaning straight (physically) or upright/honest (morally). Base form from which yosher is derived. | [CORE] |
| יושר (yosher) "honesty, uprightness" | ביושר (be-yosher) | be-yosher | be- "in/with" + yosher | honestly, uprightly, with integrity | Prepositional phrase functioning as adverb, evaluating manner of conduct. | [CORE] |
| כנות (khenut) "honesty, sincerity" | כנה (khen) | khen | k-n-h (adjective) | honest, sincere, frank | Adjectival form describing persons or statements as honest and sincere. Base form from which khenut is derived. | [CORE] |
| כנות (khenut) "honesty, sincerity" | בכנות (be-khenut) | be-khenut | be- "in/with" + khenut | honestly, sincerely, frankly | Prepositional phrase functioning as adverb, indicating sincere manner of expression. | [CORE] |
| כנה (khen) "honest, sincere" | כנות (khenut) | khenut | khen + -ut (abstract noun suffix) | honesty, sincerity | Abstract nominalization from the adjective. (Same as base form 21.) | [CORE] |
| מציאות (metsi'ut) "reality" | מציאותי (metsi'uti) | metsi'uti | metsi'ut + -i (adjectival suffix) | real, realistic | Adjectival derivation from metsi'ut. (Same as base form 12.) | [CORE] |
| עובדה (uvdah) "fact" | עובדתי (uvdati) | uvdati | uvdah + -i (adjectival suffix) | factual, based on facts | Adjectival form describing something as factual or based on facts. Common in distinguishing factual from evaluative claims. | [CORE] |
| עובדה (uvdah) "fact" | עובדות (uvdot) | uvdot | uvdah + -ot (feminine plural) | facts | Plural form of uvdah, referring to multiple facts. | [CORE] |
| ודאי (vadai) "certain, sure" | ודאות (vada'ut) | vada'ut | vadai + -ut (abstract noun suffix) | certainty, definiteness | Abstract noun denoting certainty or definiteness. Used in epistemic evaluation of confidence levels. | [CORE] |
| ודאי (vadai) "certain, sure" | בוודאי (be-vadai) | be-vadai | be- "in/with" + vadai | certainly, surely, definitely | Prepositional phrase functioning as emphatic adverb, expressing high certainty. | [CORE] |
| בטוח (batuakh) "sure, certain" | ביטחון (bitakhon) | bitakhon | b-t-kh + -on (noun pattern) | security, confidence, certainty | Noun with dual meaning: security/safety and confidence/certainty. Context determines which sense is primary. | [CORE] |
| בטוח (batuakh) "sure, certain" | בטחון עצמי (bitakhon atsmi) | bitakhon atsmi | bitakhon + atsmi "self" | self-confidence | Fixed compound using bitakhon in its confidence sense with "self." | [CORE] |
| בטוח (batuakh) "sure, certain" | בביטחון (be-bitakhon) | be-bitakhon | be- "in/with" + bitakhon | confidently, with certainty | Prepositional phrase functioning as adverb, indicating confident manner. | [CORE] |
| ספק (safek) "doubt, uncertainty" | מפוקפק (mefukpak) | mefukpak | me- (pu'al participle) + f-k-f-k (reduplication of s-f-k root) | doubtful, dubious, questionable | Participial form with root reduplication, describing something as doubtful or questionable. (Same as base form 28.) | [CORE] |
| ספק (safek) "doubt, uncertainty" | ספקן (safkan) | safkan | s-f-k + -an (agentive suffix) | skeptic, doubter | Agentive noun denoting a person characterized by skepticism or doubt. | [CORE] |
| ספק (safek) "doubt, uncertainty" | ספקנות (safkanut) | safkanut | safkan + -ut (abstract noun suffix) | skepticism, doubtfulness | Abstract noun denoting the quality or practice of skepticism. | [CORE] |
| ספק (safek) "doubt, uncertainty" | בספק (be-safek) | be-safek | be- "in" + safek | in doubt, doubtfully | Prepositional phrase indicating state of doubt or uncertainty. | [CORE] |
| ספק (safek) "doubt, uncertainty" | אין ספק (ein safek) | ein safek | ein "there is no" + safek | no doubt, undoubtedly | Fixed negative expression asserting absence of doubt, functioning as emphatic certainty marker. | [CORE] |
| מהות (mahut) "essence, nature" | מהותי (mahuti) | mahuti | mahut + -i (adjectival suffix) | essential, substantial, fundamental | Adjectival form describing something as essential or fundamental to the nature of something. | [CORE] |
| מהות (mahut) "essence, nature" | מהותיות (mahutiyut) | mahutiyut | mahuti + -ut (abstract noun suffix) | essentiality, substantiality | Abstract noun denoting the quality of being essential or substantial. Used in philosophical discourse. | [CORE] |
| זיוף (ziyuf) "forgery, falsification" | מזויף (mezuyaf) | mezuyaf | me- (pu'al participle) + z-y-f | forged, fake, falsified | Participial form describing something as forged or falsified. (Same as base form 11.) | [CORE] |
