# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Hebrew (he)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| כן (ken) | על כן | al ken | therefore, for this reason | Formal inferential construction introducing conclusions. Common in formal and written Hebrew. | [CORE] |
| לא נכון (lo nakhon) | זה לא נכון | ze lo nakhon | that's not correct, that's wrong | Standard demonstrative construction for denying correctness. Very common in disagreements and corrections. | [CORE] |
| לא נכון (lo nakhon) | לא נכון לומר | lo nakhon lomar | incorrect to say, wrong to say | Construction with infinitive evaluating appropriateness or correctness of a statement. | [CORE] |
| טעות (ta'ut) | לעשות טעות | la'asot ta'ut | to make a mistake | Standard verbal construction with "make/do" for committing an error. Very common. | [CORE] |
| טעות (ta'ut) | טעות שלי | ta'ut sheli | my mistake | Possessive construction for acknowledging one's own error. Common in apologies. | [CORE] |
| טעות (ta'ut) | טעות גדולה | ta'ut gdolah | big mistake, serious error | Intensified construction with adjective "big" emphasizing severity of error. | [CORE] |
| טעות (ta'ut) | טעות קטנה | ta'ut ktanah | small mistake, minor error | Mitigating construction with adjective "small" minimizing significance of error. | [CORE] |
| טעות (ta'ut) | לתקן טעות | letaken ta'ut | to correct a mistake | Verbal construction with "correct/fix" for rectifying an error. | [CORE] |
| טעות (ta'ut) | בטעות | be-ta'ut | by mistake, mistakenly | Prepositional phrase functioning as adverb, indicating unintentional action. Very common. | [CORE] |
| מוטעה (mut'eh) | אתה מוטעה | atah mut'eh | you're mistaken, you're wrong | Common construction with second person pronoun for correcting someone's error. | [CORE] |
| מוטעה (mut'eh) | רעיון מוטעה | ra'ayon mut'eh | mistaken idea, erroneous notion | Collocation with "idea" for characterizing a conception as incorrect. | [CORE] |
| מוטעה (mut'eh) | הנחה מוטעית | hanakhah mut'et | mistaken assumption | Collocation with "assumption" for identifying faulty premises in reasoning. | [CORE] |
| אותנטי (otenti) | אוכל אותנטי | okhel otenti | authentic food | Common collocation in culinary contexts for genuine traditional cuisine. | [CORE] |
| אותנטי (otenti) | חוויה אותנטית | khavayah otentit | authentic experience | Modern collocation in tourism and cultural contexts for genuine experiences. | [CORE] |
| אותנטי (otenti) | יצירה אותנטית | yetsirah otentit | authentic work (of art) | Art world collocation for genuine original works as opposed to copies. | [CORE] |
| מוצדק (mutsдak) | לא מוצדק | lo mutsдak | unjustified, unwarranted | Negated form for characterizing actions or claims as lacking justification. | [CORE] |
| מוצדק (mutsдak) | מוצדק לחלוטין | mutsдak le-khlutin | completely justified, fully warranted | Intensified construction emphasizing full justification. | [CORE] |
| מוצדק (mutsдak) | ביקורת מוצדקת | bikoret mutsдeket | justified criticism | Collocation with "criticism" for evaluating whether criticism is warranted. | [CORE] |
| יושר (yosher) | יושר לב | yosher lev | honesty of heart, integrity | Fixed biblical expression combining "honesty" with "heart" to emphasize sincere integrity. | [CORE] |
| יושר (yosher) | לנהוג ביושר | linhog be-yosher | to act with honesty, to behave uprightly | Verbal construction with "act/behave" for conducting oneself honestly. | [CORE] |
| כנות (khenut) | לדבר בכנות | ledaber be-khenut | to speak honestly, to speak frankly | Verbal construction with "speak" emphasizing sincere communication. | [CORE] |
| כנות (khenut) | כנות מלאה | khenut mle'ah | complete honesty, full sincerity | Intensified construction with adjective "full/complete" emphasizing thoroughness of honesty. | [CORE] |
| כנה (khen) | תשובה כנה | tshuvah khenah | honest answer, sincere response | Collocation with "answer" for characterizing responses as genuine. | [CORE] |
| כנה (khen) | אדם כן | adam khen | honest person, sincere person | Collocation with "person" for characterizing someone as honest. | [CORE] |
| מציאות (metsi'ut) | לחזור למציאות | lakhzor la-metsi'ut | to return to reality | Verbal construction with "return" for coming back to realistic assessment after fantasy or delusion. | [CORE] |
| מציאות (metsi'ut) | להתמודד עם המציאות | lehitmoded im ha-metsi'ut | to deal with reality, to face reality | Verbal construction with "deal with/confront" for accepting factual constraints. | [CORE] |
| מציאות (metsi'ut) | מציאות קשה | metsi'ut kashah | harsh reality, difficult reality | Collocation with adjective "harsh/difficult" characterizing reality as challenging. | [CORE] |
| מציאות (metsi'ut) | בדיקת מציאות | bdikat metsi'ut | reality check | Fixed expression (calque from English) for reassessing situation against facts. | [CORE] |
| עובדה (uvdah) | זאת עובדה | zot uvdah | that's a fact | Demonstrative construction for asserting factual status. Very common in emphatic assertions. | [CORE] |
| עובדה (uvdah) | עובדה היא ש... | uvdah hi she... | the fact is that... | Fixed introductory formula with copula and complementizer for asserting facts. | [CORE] |
| עובדה (uvdah) | עובדות קשות | uvdot kashot | hard facts | Collocation with adjective "hard" emphasizing incontrovertible nature of facts. | [CORE] |
| עובדה (uvdah) | לבדוק את העובדות | livdok et ha-uvdot | to check the facts | Verbal construction with "check/examine" for fact-verification. | [CORE] |
| עובדה (uvdah) | על פי העובדות | al pi ha-uvdot | according to the facts | Prepositional phrase indicating basis in facts for claims or judgments. | [CORE] |
| עובדה (uvdah) | עובדה ידועה | uvdah yedu'ah | well-known fact | Collocation with participle "known" for facts of common knowledge. | [CORE] |
| ודאי (vadai) | ודאי ש... | vadai she... | certainly..., it's certain that... | Construction with complementizer expressing high certainty about following clause. | [CORE] |
| ודאי (vadai) | לא ודאי | lo vadai | not certain, uncertain | Negated form for expressing uncertainty or lack of definiteness. | [CORE] |
| בטוח (batuakh) | אני בטוח | ani batuakh | I'm sure, I'm certain | Extremely common construction with first person pronoun for expressing confidence. Used constantly in conversation. | [CORE] |
| בטוח (batuakh) | אתה בטוח? | atah batuakh? | are you sure? | Interrogative construction seeking confirmation of certainty. Very common. | [CORE] |
| בטוח (batuakh) | בטוח ש... | batuakh she... | sure that..., certain that... | Construction with complementizer expressing certainty about a proposition. | [CORE] |
| בטוח (batuakh) | לא בטוח | lo batuakh | not sure, uncertain | Negated form for expressing uncertainty. Very common in hedging. | [CORE] |
| בטוח (batuakh) | בטוח לגמרי | batuakh le-gamrei | completely sure, absolutely certain | Intensified construction emphasizing full certainty. | [CORE] |
| ספק (safek) | אין ספק | ein safek | no doubt, undoubtedly | Fixed negative expression asserting absence of doubt. Very common for emphatic certainty. | [CORE] |
| ספק (safek) | יש ספק | yesh safek | there is doubt | Existential construction asserting presence of doubt or uncertainty. | [CORE] |
| ספק (safek) | בלי ספק | bli safek | without doubt, undoubtedly | Prepositional phrase functioning as adverb, expressing certainty. Very common. | [CORE] |
| ספק (safek) | ספק אם... | safek im... | doubtful whether..., it's uncertain if... | Construction with conditional particle expressing doubt about a possibility. | [CORE] |
| ספק (safek) | להטיל ספק | lehatil safek | to cast doubt, to raise doubt | Verbal construction with "cast/throw" for introducing doubt about something. | [CORE] |
| ספק (safek) | להסיר ספק | lehasir safek | to remove doubt, to dispel doubt | Verbal construction with "remove" for eliminating uncertainty. | [CORE] |
| מפוקפק (mefukpak) | מקור מפוקפק | makor mefukpak | dubious source, questionable source | Collocation with "source" for evaluating credibility negatively. | [CORE] |
| מפוקפק (mefukpak) | טענה מפוקפקת | ta'anah mefukpeket | dubious claim, questionable assertion | Collocation with "claim" for expressing skepticism about an assertion. | [CORE] |
| מהות (mahut) | מהות הדבר | mahut ha-davar | the essence of the matter, the nature of the thing | Construction with definite "thing/matter" for referring to essential nature. Common in philosophical discourse. | [CORE] |
| מהות (mahut) | מהות האמת | mahut ha-emet | the essence of truth, the nature of truth | Philosophical construction inquiring into the essential nature of truth itself. | [CORE] |
| זיוף (ziyuf) | זיוף מסמכים | ziyuf mismakhim | forgery of documents, document falsification | Legal collocation with "documents" for the crime of falsifying documents. | [CORE] |
| זיוף (ziyuf) | זיוף כסף | ziyuf kesef | counterfeiting money | Legal collocation for the crime of producing fake currency. | [CORE] |
