| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| hakika (via *kuhakikisha*) | uhakikisho | uhakikisho | *u-* (abstract nominal prefix) + *hakikish-* + *-o* (nominalizing suffix) | assurance; guarantee; verification; confirmation | Nominal form used in administrative, legal, and commercial contexts to refer to a formal guarantee or confirmation. Common in insurance, contracts, and quality assurance contexts. | [CORE] |
| amini | kuamini | kuamini | *ku-* (infinitive prefix) + *amini* | to believe; to trust; to have faith in | The infinitive verbal form. Used in religious, moral, and everyday discourse to describe the act of believing or trusting. Central to both Islamic and Christian Swahili discourse on faith and credibility (*kuamini Mungu*, "to believe in God"; *vigumu kuamini*, "hard to believe"). Extremely frequent across registers. | [CORE] |
| amini | aminifu | aminifu | *amini* + *-fu* (adjectival/qualitative suffix) | trustworthy; faithful; reliable; honest | Adjectival form used to evaluate persons, institutions, or representations as reliably honest and faithful. The *-fu* suffix derives qualitative adjectives from nominal or verbal bases in Swahili. | [CORE] |
| amini (via *aminifu*) | uaminifu | uaminifu | *u-* (abstract nominal prefix) + *amini* + *-fu* (adjectival/nominal suffix) | faithfulness; trustworthiness; loyalty; integrity; reliability | The standard abstract nominalization of *amini*, referring to the quality of being trustworthy or faithful. Used in moral evaluation of character and in assessments of whether a source or account can be relied upon. Already listed in P1; cross-referenced here. | [CORE] |
| amini (via *aminifu*) | mwaminifu | mwaminifu | *m-* (class 1 singular prefix, before vowel) + *amini* + *-fu* (adjectival suffix) | a faithful/trustworthy person; a believer; a loyal person | The agentive nominal for a person who is trustworthy or faithful. Used in moral, religious, and professional contexts (*mwaminifu katika kazi*, "faithful in work"). In religious contexts, *mwaminifu* can also mean "a believer/faithful one." Already documented in P1; cross-referenced here. | [CORE] |
| amini (via *aminifu*) | waaminifu | waaminifu | *wa-* (class 2 plural prefix) + *amini* + *-fu* (adjectival suffix) | faithful/trustworthy people; believers; loyal persons (plural) | The plural of *mwaminifu*, used in religious and moral discourse to refer to a group of faithful or trustworthy persons. In religious discourse, *waaminifu* commonly refers to the body of believers. | [CORE] |
| amini | mwamini | mwamini | *m-* (class 1 person prefix) + *amini* | a believer; one who believes; the faithful | The agentive nominal for a person who believes, particularly in religious contexts. Distinct from *mwaminifu* (trustworthy person) in that *mwamini* emphasizes the act of believing rather than the quality of trustworthiness. | [CORE] |
| amini | kuaminika | kuaminika | *ku-* (infinitive) + *amini* + *-ka* (stative suffix) | to be trustworthy; to be believable; to be credible | The stative form of *amini*, meaning to be in a state of being trustworthy or credible. Used in character evaluation and in assessing the credibility of claims (*habari hii haiaminiki*, "this news is not credible"). | [CORE] |
| amini | kuaminiwa | kuaminiwa | *ku-* + *amini* + *-wa* (passive suffix) | to be trusted; to be believed; to be found trustworthy; to be relied upon | The passive form of *kuamini*; used in contexts of evaluating whether a person or claim is trusted by others (*yeye haaminiwa*, "he/she is not trusted"). | [CORE] |
| amini | kuaminiwa na | kuaminiwa na | *ku-aminiwa* (passive infinitive) + *na* (by, agentive marker) | to be trusted by; to be believed by | The passive construction with agentive *na*, specifying who trusts or believes. Documented here as a productive syntactic pattern rather than a separate lexical item (*kuaminiwa na watu*, "to be trusted by people"). | [CORE] |
| amini | imani | imani | from Arabic *īmān* (faith, belief); shares Arabic root *'-m-n* with *amini* | faith; belief; trust; conviction | The primary nominal form for religious faith or deep conviction. Related to *amini* through the shared Arabic root (*amana*/*īmān*) rather than through synchronic Swahili morphological derivation. Both entered Swahili from Arabic, but Swahili speakers treat them as related. Used extensively in religious, moral, and everyday discourse. Documented here because of its semantic and etymological proximity and its high frequency in the truth-evaluation domain. | [CORE] |
| amini | amana | amana | from Arabic *amāna* (trust, deposit held in trust); shares Arabic root *'-m-n* with *amini* | trust; a trust; something held in trust; integrity | Related to *amini* through the shared Arabic root. The relationship is etymological rather than synchronically productive in Swahili morphology. Documented here to record the root relationship. | [CORE] |
| bandia | ubandia | ubandia | *u-* (class 11/14 abstract nominal prefix) + *bandia* | fakeness; artificiality; the quality of being counterfeit | The abstract nominalization of *bandia*, referring to the quality or state of being fake or artificial. Less common than *bandia* itself; appears in moral and commercial discourse when the abstract property rather than a specific instance is being discussed. | [UNCERTAIN] |
| ghushi | kughushi | kughushi | *ku-* (infinitive prefix) + *ghushi* | to [truncated in source] | [truncated in source] | [truncated in source] |
