| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **7a. AGENTIVE NOMINALIZATION** (*m-/wa-* + stem, lexicalized) | *Yeye ni mdanganyifu wa hali ya juu.* | Yeye ni mdanganyifu wa hali ya juu. | "He/she is a thoroughgoing deceiver." | Used in evaluative and moral characterization contexts. The intensifying phrase *wa hali ya juu* is a separate adnominal modifier and is not part of the nominalization pattern itself. | [CORE] |
| **7b. AGENTIVE NOMINALIZATION** (relative clause periphrasis) | *Tunahitaji mtu wa kuaminiwa.* | Tunahitaji mtu wa kuaminiwa. | "We need a trustworthy person / a person to be trusted." | Used where no lexicalized agentive nominal exists (e.g., no single-word "truth-teller"). The periphrastic form is natural and not marked as unusual. Common in everyday and formal speech. | [CORE] |
| **8. PASSIVE** (*-wa* suffix) | *Habari imethibitishwa na vyanzo vingi.* | Habari imethibitishwa na vyanzo vingi. | "The news has been confirmed by multiple sources." | Standard construction in journalistic and legal discourse for reporting verification outcomes. Agent introduced by *na*; agent expression is optional. Highly productive across all transitive and causative truth-domain verbs. | [CORE] |
| **8. PASSIVE** (*-wa* suffix) | *Nilidanganywa na maneno yake.* | Nilidanganywa na maneno yake. | "I was deceived by his/her words." | Common in personal narrative and testimony contexts. Distinct from the inchoative *alidanganyika* (§4) in that the agent (*na maneno yake*) is expressed. The contrast between passive and inchoative is semantically significant in this domain. | [CORE] |
| **8. PASSIVE** (*-wa* suffix) | *Hati ilithibitishwa na mamlaka.* | Hati ilithibitishwa na mamlaka. | "The document was authenticated by the authorities." | Frequent in legal, administrative, and journalistic contexts. The *-wa* passive implies an external agent, distinguishing it from the stative *-ika* (§4), which does not. | [CORE] |
| **8. PASSIVE** (*-wa* suffix) | *Uongo wake ulidhihirika.* | Uongo wake ulidhihirika. | "His/her lie was exposed / became evident." | Common in narrative and journalistic registers. This example uses the stative *-ika* form rather than the passive *-wa*, illustrating the overlap between the inchoative and passive patterns; the distinction rests on implied agentivity. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (*kwa* + truth nominal) | *Kwa kweli nakuambia.* | Kwa kweli nakuambia. | "I tell you truly. / Truly, I tell you." | *Kwa kweli* as a sincerity frame is common in both spoken and written Swahili; sentence-initial position is typical. The reduplicated form *kwa kweli kweli* is an attested intensification. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (*kwa* + truth nominal) | *Kwa uhakika, hii ilitokea.* | Kwa uhakika, hii ilitokea. | "With certainty, this happened. / This definitely happened." | *Kwa uhakika* functions as an epistemic frame and is common in assertive contexts; *bila shaka* is an attested parallel negative-framing alternative with overlapping function. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (*kwa* + truth nominal) | *Kwa kweli, sikujua chochote.* | Kwa kweli, sikujua chochote. | "Honestly, I knew nothing." | Common sentence-initial sincerity marker across all registers including informal speech. Reduplication (*kwa kweli kweli*) intensifies the sincerity claim and is also widely attested. Not morphologically integrated into the verb complex. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (*kwa* + truth nominal) | *Kwa dhahiri, tatizo hili ni kubwa.* | Kwa dhahiri, tatizo hili ni kubwa. | "Evidently, this problem is serious." | Functions as an evidential marker of self-evidence rather than a sincerity marker; characteristic of argumentative and expository discourse. Sentence-initial position is typical. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (infinitive parenthetical) | *Kusema ukweli, sikupenda hilo.* | Kusema ukweli, sikupenda hilo. | "To tell the truth, I didn't like that." | Functions as a discourse marker signaling speaker sincerity; not a predicate about a specific proposition. Restricted to sentence-initial position; not attested in mid- or final-clause position. | [CORE] |
| **9. ADVERBIAL / PARENTHETICAL SINCERITY FRAME** (*kwa* + truth nominal) | *Kwa kweli, sijui.* | Kwa kweli, sijui. | "Honestly, I don't know." | Common in conversational and informal registers. The intensified variant *kwa kweli kweli* is attested; no other morphological variants are reported. | [CORE] |
| **10. EVIDENTIAL / SELF-EVIDENCE PREDICATE** (*ni dhahiri kwamba*) | *Ni dhahiri kwamba alikosea.* | Ni dhahiri kwamba alikosea. | "It is evident that he/she erred." | Characteristic of argumentative and legal discourse where the speaker presents a conclusion as requiring no further support. Takes a *kwamba*-complement clause; intensifier *kabisa* may be inserted. | [CORE] |
| **10. EVIDENTIAL / SELF-EVIDENCE PREDICATE** (*ni dhahiri kwamba*) | *Ni dhahiri kabisa kwamba ushahidi unatosha.* | Ni dhahiri kabisa kwamba ushahidi unatosha. | "It is absolutely clear that the evidence is sufficient." | The intensifier *kabisa* is inserted between *dhahiri* and *kwamba*; this is an attested and natural extension of the base construction. Particularly common in formal argumentation and legal summation. | [CORE] |
| **11. COMPLEMENTIZER FRAMING** (*ukweli ni kwamba* / *ni dhahiri kwamba*) | *Ukweli ni kwamba hakuna ushahidi.* | Ukweli ni kwamba hakuna ushahidi. | "The truth is that there is no evidence." | Highly frequent in journalistic, legal, and argumentative discourse for introducing asserted propositions. Both *kwamba* and *kuwa* are attested as complementizers in this frame; no restriction between them is noted. | [CORE] |
| **11. COMPLEMENTIZER FRAMING** (*ukweli ni kwamba* / *ni dhahiri kwamba*) | *Ni dhahiri kwamba alikuwa anajua.* | Ni dhahiri kwamba alikuwa anajua. | "It is evident that he/she knew." | Common in formal argumentation and evidential framing. The impersonal *ni dhahiri kwamba* frame functions as an evidential construction and is productive across written registers. | [CORE] |
| **12. PERIPHRASTIC VERBAL CONSTRUCTION** (light verb + truth noun) | *Anapiga uongo.* | Anapiga uongo. | "He/she is lying. / He/she tells lies." | *Piga uongo* is the most frequent colloquial construction for the act of lying; it is more common in informal spoken registers than the morphologically derived *kudanganya*. No parallel *piga kweli* construction is attested. | [CORE] |
| **12. PERIPHRASTIC VERBAL CONSTRUCTION** (light verb + truth noun, negative imperative) | *Usipige uongo.* | Usipige uongo. | "Don't lie. / Don't tell lies." | The negative imperative form is equally natural and frequent; the directive *sema ukweli* ("tell the truth") is the attested positive counterpart, using a different light verb (*kusema*) rather than *piga*. | [CORE] |
| **12. PERIPHRASTIC VERBAL CONSTRUCTION** (light verb + truth noun) | *Kusema ukweli daima ni wajibu.* | Kusema ukweli daima ni wajibu. | "To always tell the truth is a duty." | Standard pattern compensating for the absence of lexicalized single-word verbs for "truth-tell," "evidence," etc. The object noun carries semantic content; the light verb specifies action type. Productive and not restricted to fixed collocations. | [CORE] |
| **12. PERIPHRASTIC VERBAL CONSTRUCTION** (light verb + truth noun) | *Walikusanya ushahidi kwa miezi mingi.* | Walikusanya ushahidi kwa miezi mingi. | "They gathered evidence for many months." | Common in journalistic, legal, and investigative contexts. The range of light verbs (*sema*, *toa*, *tafuta*, *ficha*, *potosha*, *kukusanya*, *pinga*) is broad; the pattern is productive across action types in the truth domain. | [CORE] |
| **13. POSSESSIVE EPISTEMIC CONSTRUCTION** (*-na-* + truth nominal) | *Sina uhakika.* | Sina uhakika. | "I am not sure. / I have no certainty." | *Sina uhakika* is the primary everyday formula for expressing personal uncertainty; it is used across all registers and is strongly preferred over any stative-adjective alternative. | [CORE] |
| **13. POSSESSIVE EPISTEMIC CONSTRUCTION** (*-na-* + truth nominal) | *Nina uhakika.* | Nina uhakika. | "I am sure. / I have certainty." | *Nina uhakika* is the standard positive counterpart; both forms are formulaic. No parallel *nina kweli* construction is attested for propositional truth; the possessive epistemic pattern is restricted to certainty/doubt nominals. | [CORE] |
