| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| mwaminifu | msaliti | mwaminifu / msaliti | faithful/trustworthy person / traitor/betrayer | P1 (Item 20) explicitly notes that *mwaminifu* (a trustworthy, faithful person) contrasts with *msaliti* (traitor, betrayer). Both are agentive *m-* class nominals evaluating persons by their reliability and loyalty. *Mwaminifu* is the positive pole; *msaliti* is the negative pole of the same person-evaluation dimension. | lexical | [CORE] |
| mwaminifu | mdanganyifu / muongo | mwaminifu / mdanganyifu; mwaminifu / muongo | trustworthy/faithful person / deceiver; trustworthy person / liar | All three are agentive *m-* class nominals characterizing persons by their relationship to honesty. *Mwaminifu* evaluates a person as reliably honest; *mdanganyifu* evaluates a person as habitually deceptive; *muongo* evaluates a person as a liar. P3 (Group 5 notes) identifies *muongo* as belonging to the negative pole of the trustworthiness evaluation group. These are not explicitly paired in a single construction in the data but emerge from the same evaluative dimension across multiple documented contexts. | lexical | [CORE] |
| mwaminifu | mwongo | mwaminifu / mwongo | a faithful/trustworthy person / a liar | A second agentive opposition in the character-evaluation domain, contrasting the trustworthy person with the liar specifically. Both are *m-* class 1 human nominals. *Mwongo* is derived from the *-ongo* stem (falsehood/deception) and is documented in P2a; *mwaminifu* is derived from *amini* (to trust/believe). The construction *mtu wa kweli hasemi uongo* (P2b) implicitly links the truthful person to the absence of lying, paralleling this opposition. | morphological | [CORE] |
| kuhalalisha | kuharamisha | kuhalalisha / kuharamisha | to legitimize; to legalize; to authorize; to make lawful / to prohibit; to make unlawful; to criminalize; to forbid | The CONTEXT documents both causative verbal forms derived from *halali* and *haramu* respectively (P2a §22–23). They are morphologically parallel causatives (*-sha* suffix) built on the lexically opposed bases *halali* and *haramu*, expressing opposite acts of legal/moral authorization and prohibition. | morphological | [CORE] |
| kudanganywa | kudanganyika | kudanganywa / kudanganyika | to be deceived (by an agent) / to be taken in; to become deceived (no agent foregrounded) | Both are derived from the same verb stem *danganya* but with different suffixes (*-wa* passive vs. *-ika* inchoative/stative). P4a (§4 and §8) and P4b document this as a semantically significant contrast: *kudanganywa* foregrounds an external agent (introduced by *na*); *kudanganyika* presents the subject as entering a state of deception without specifying an agent. P4b explicitly states they are "not interchangeable alternates but distinct constructions with different agent-foregrounding properties." | morphological | [CORE] |
| kuamini | kuaminiwa | kuamini / kuaminiwa | to believe/trust (someone or something) / to be trusted; to be found trustworthy | The active form *kuamini* describes the act of placing trust or belief in an external object; the passive *kuaminiwa* describes the state of being the recipient of trust from others. P2a (Item 19, Derived Forms 3–4) and P1b (Root 3, Items 5–6) document both. The contrast is morphological (*-wa* passive suffix) and reflects a shift in the direction of the trust relationship: outward (active) vs. inward (passive). | morphological | [CORE] |
| kuthibitisha | kuthibitishwa | kuthibitisha / kuthibitishwa | to confirm; to verify; to prove / to be confirmed; to be verified; to be proven | The active causative *kuthibitisha* foregrounds the agent performing verification; the passive *kuthibitishwa* foregrounds the claim or document that has been verified. P2a (Item 14, Derived Forms 1–2) and P4a (§5 and §8) document both. The contrast is morphological (*-wa* passive suffix on the causative stem) and reflects the same agent-foregrounding distinction documented for *kudanganywa* / *kudanganyika* (Opposition 14), though here both forms are passive/causative rather than passive/inchoative. | morphological | [CORE] |
| kuamini | kudanganya | kuamini / kudanganya | to believe, to trust / to deceive, to mislead | A verbal opposition between the act of trusting/believing and the act of deceiving. *Kuamini* is documented in P2a as a core verbal form; *kudanganya* is documented in P1 and P2a. The construction *siwezi kumwamini tena* (P2b) describes the breakdown of trust, which is the interpersonal consequence of *kudanganya*. The two verbs occupy opposing positions in the trust-deception domain. | lexical | [CORE] |
| kuaminika | kudanganyika | kuaminika / kudanganyika | to be trustworthy, to be credible / to be deceived, to fall for deception | Both are stative forms with the *-ka*/*-ika* suffix (documented in P2a), but they occupy opposing positions: *kuaminika* describes the state of being worthy of trust, while *kudanganyika* describes the state of having been deceived or being susceptible to deception. The structural parallelism (same suffix, contrasting stems) makes this a morphological opposition. | morphological | [CORE] |
| kudhihirika | kufichika | kudhihirika / kufichika | to become evident, to come to light / to be hideable, to remain hidden | The stative/intransitive counterparts of the causative pair in Opposition 7. *Kudhihirika* (stative of *dhahiri*, documented in P2a) means to become manifest without an explicit agent; *kufichika* (stative of *kuficha*) means to be capable of being hidden or to remain concealed. The opposition is attested in the proverbial construction *ukweli uliofichwa haufichiki milele* (P2b), where *haufichiki* is the negative stative of *kuficha*. | morphological | [CORE] |
| kufanana na | kutofautiana | kufanana na / kutofautiana | to resemble, to be similar to / to differ from each other | The verbal counterpart of the *fanana* / *tofauti* opposition, with the reciprocal suffix *-ana* on *kutofautiana* marking mutual difference. Both are documented in P2a as core derivations. The structural contrast is between a verb of similarity (*kufanana na*, requiring a comitative *na*-phrase) and a verb of mutual difference (*kutofautiana*, with the reciprocal *-ana* suffix encoding the mutual relation internally). | morphological | [CORE] |
| Hii ni kweli. | Si kweli. | Hii ni kweli. / Si kweli. | "This is true." / "It is not true. / That is false." | The CONTEXT documents both the affirmative copular construction (*ni* + *kweli*) and its negative counterpart (*si* + *kweli*) as the primary means of propositional assertion and denial respectively (P4a §1–2, P4b). The contrast is between the invariant copula *ni* and its suppletive negative *si*. P1b (Root 1, Items 28–29) documents both forms; P4a (§1 and §2) and P4b describe them as fully parallel constructions. The same pattern extends to *ni sahihi* / *si sahihi*, *ni halisi* / *si halisi*, and *ni halali* / *si halali*. | constructional | [CORE] |
| Ni sahihi. | Si sahihi. / hii si sahihi | Ni sahihi. / Si sahihi.; hii si sahihi | "It is correct." / "It is incorrect. / That is not right. / This is not correct." | The CONTEXT documents both the affirmative and negative copular constructions with *sahihi* as predicate (P1b Root 3, P2b §6, P4a §1–2, P4b). P2b (Item 7, Construction 6) documents *hii si sahihi* as the standard construction for evaluating a statement, procedure, or document as incorrect or invalid. The contrast is the same *ni* / *si* opposition as in Opposition 21, applied to the correctness dimension. The opposition is attested in educational contexts (*jibu lako si sahihi — jaribu tena*) and in formal verification contexts (*taarifa hii imethibitishwa kuwa sahihi*). | constructional | [CORE] |
| Ni haki. | Si haki. | Ni haki. / Si haki. | "It is right. / It is just. / It is fair." / "It's not right. / It's unjust. / It's unfair." | The CONTEXT documents both constructions (P1b Root 2, P2b §8, P3 Group 9) and notes that *Si haki* is "extremely common in everyday moral and social discourse to protest an injustice or unfairness." The same *ni* / *si* opposition applies here to the moral rightness dimension. | constructional | [CORE] |
| Ni halisi. | Si halisi. | Ni halisi. / Si halisi. | "This is genuine." / "It is not genuine. / It is fake." | The CONTEXT documents both constructions (P2b §4). The same *ni* / *si* opposition applies here to the genuineness dimension. | constructional | [CORE] |
| Nina uhakika. | Sina uhakika. | Nina uhakika. / Sina uhakika. | "I am sure. / I have certainty." / "I am not sure. / I have no certainty." | The CONTEXT documents both as formulaic possessive epistemic constructions (P2b §9, P4a §10, P4b) and notes that *Sina uhakika* is "extremely common in everyday epistemic discourse to express uncertainty." The contrast is between the positive possessive *nina* and its negative counterpart *sina*. | constructional | [CORE] |
| kweli au uongo | (the two poles of the construction) | kweli au uongo | "true or false; truth or lie" | The CONTEXT documents *kweli au uongo* as a paired contrastive construction used in educational true/false formats and everyday challenges to accuracy (P1b Root 1, P2b §1 Construction 5). The construction itself encodes the opposition between *kweli* and *uongo* as a binary choice. | constructional | [CORE] |
| ukweli mzima | nusu ukweli | ukweli mzima / nusu ukweli | "the whole truth; the full truth" / "half-truth; partial truth" | The CONTEXT documents both expressions (P1b Root 1, P2b §2). *Ukweli mzima* asserts complete disclosure; *nusu ukweli* describes a statement that is technically accurate but misleading through omission. The contrast is between completeness and partiality of truth. | constructional | [CORE] |
| bila shaka | bila uhakika | bila shaka / bila uhakika | "without doubt; certainly; undoubtedly" / "without certainty; uncertainly; with no assurance" | The CONTEXT documents both expressions (P1, P1b Root 2, P2b §9) and explicitly notes that *bila uhakika* "contrasts with *bila shaka* (without doubt)" (P1b Root 2). Both use the same prepositional frame *bila* (without) but with opposite epistemic nominals. | constructional | [CORE] |
| Sema ukweli. | Anapiga uongo. | Sema ukweli. / Anapiga uongo. | "Tell the truth. / Speak the truth." / "He/she is lying. / He/she tells lies." | The CONTEXT documents both constructions (P1b Root 1, P2b §1, §3, P4a §9, P4b) and explicitly notes the asymmetry: "the 'tell the truth' directive uses *sema ukweli* (light verb *kusema*), not a *piga* construction; *piga* is restricted to *uongo* in this domain" (P4b Summary Notes). The two constructions use different light verbs (*sema* vs. *piga*) for the opposite acts of truth-telling and lying. | constructional | [CORE] |
| ukweli wa kisayansi | ukweli wa kidini | ukweli wa kisayansi / ukweli wa kidini | "scientific truth; empirical truth" / "religious truth; doctrinal truth" | The CONTEXT explicitly notes that these two expressions contrast with each other in philosophical and public discourse (P1b Root 1: "Contrasts with *ukweli wa kidini* (religious truth) in philosophical and public discourse"). Both are *ukweli wa ki-X* constructions but they designate epistemically distinct domains of truth. | constructional | [CORE] |
| bidhaa halisi | bidhaa bandia | bidhaa halisi / bidhaa bandia | "genuine goods; authentic products" / "fake goods; counterfeit products; imitation merchandise" | The CONTEXT explicitly documents these as a directly contrasting pair (P2b §4 Construction 2: "Used in commercial contexts to distinguish genuine products from counterfeits. Contrasts with *bidhaa bandia* (fake goods)"). They are the most frequently cited minimal-pair illustration of the *halisi* / *bandia* opposition in commercial discourse. | constructional | [CORE] |
| pesa bandia | pesa za ghushi | pesa bandia / pesa za ghushi | "counterfeit money; fake currency" / "counterfeit money; fraudulent currency" | The CONTEXT documents both expressions as referring to counterfeit currency (P2b §13 Construction 1, §14 Construction 4) and notes that *ghushi* "overlaps with *bandia* but carries a stronger connotation of deliberate deception or criminal fraud" (P1). The contrast is not one of opposite meaning but of degree of connotation: *bandia* is neutral with respect to intent; *ghushi* implies deliberate criminal fraud. | lexical | [CORE] |
| sahihi (correctness/accuracy sense) | sahihi (signature sense) | sahihi / sahihi | "correct; accurate; right" / "signature" | The CONTEXT documents these as two distinct usage clusters of the same form (P3 Groups 3 and 7, P1b Root 3 peripheral extensions: "The use of *sahihi* to mean 'signature' represents a semantic extension rather than a morphological derivation"). P1b (Step 3) and P2a document that *sahihi* has developed a distinct lexical meaning — "signature" — in administrative and legal contexts, where it refers to an authenticating mark rather than to the property of correctness. P3 places the two uses in different groups (Group 4 for correctness; Group 5 for document authentication). The contrast is between the evaluative-correctness use and the document-authentication use of the same lexical item. | lexical | [CORE] |
| Nakuamini. | Siamini. | Nakuamini. / Siamini. | "I believe you. / I trust you." / "I don't believe it. / I don't believe you. / I don't trust it." | The CONTEXT documents both as attested constructions built on *kuamini* (P2b §12 Constructions 2 and 5). The contrast is between the affirmative and negative finite forms of the same verb, expressing opposite epistemic stances toward a proposition or person. | constructional | [CORE] |
| ukweli uliofichwa | ukweli unaosimama | ukweli uliofichwa / ukweli unaosimama | "hidden truth; concealed truth; suppressed truth" / "truth that stands; enduring truth; truth that holds up" | The CONTEXT documents both relative-clause nominal constructions (P1b Root 1). *Ukweli uliofichwa* describes truth that has been suppressed; *ukweli unaosimama* describes truth that persists and cannot be overturned. The contrast is between truth as vulnerable to concealment and truth as resistant to challenge. | constructional | [MARGINAL] |
| haki ya kisheria | haki ya kimila | haki ya kisheria / haki ya kimila | "legal right; statutory right" / "customary right; traditional right" | The CONTEXT documents both expressions (P1b Root 2, P2b §8) and explicitly notes that *haki ya kisheria* is used "to distinguish rights that are formally recognized by law from moral or customary claims" (P1b Root 2). The contrast is between rights grounded in statutory law and rights grounded in custom or tradition. | constructional | [CORE] |
| kwa kweli | kwa uaminifu | kwa kweli / kwa uaminifu | "truly; in truth; honestly; in earnest" / "faithfully; trustworthily; with integrity; honestly" | The CONTEXT documents both adverbial framing constructions (P1b Root 1, P2b §11 Construction 4, P4a §8). Both use the *kwa* + nominal pattern to frame a statement or action, but *kwa kweli* frames propositional sincerity (what is said is true) while *kwa uaminifu* frames behavioral integrity (how something is done is faithful). The CONTEXT does not explicitly identify these as contrasting, but documents them as parallel constructions with distinct semantic orientations within the same pattern. | constructional | [CORE] |
| shahidi wa haki | shahidi wa uongo | shahidi wa haki / shahidi wa uongo | a truthful/just witness / a false witness; a reliable witness / a perjurer | Both are genitive nominal constructions with *shahidi* (witness) as head noun, differentiated by the post-nominal genitive modifier (*wa haki* vs. *wa uongo*). P2b (Item 17, Constructions 2 and 4) documents both forms. The contrast is constructional in that the same head noun takes opposing modifiers to produce opposite evaluations of witness reliability. | constructional | [CORE] |
| ukweli mtupu | uongo mtupu | ukweli mtupu / uongo mtupu | (translation not completed in source) | The CONTEXT documents both expressions (P1b Root 1, P1 Item 49) using the same intensifier *mtupu* (pure, mere, nothing but) with opposite head nominals. The contrast is between the assertion of pure/complete truth and the assertion of pure/complete falsehood. | constructional | [CORE] |
