# G6 — Cross-Language Opposition and Asymmetry Comparison

---

## 1. Per-Language Oppositional Structures

### zh (Chinese)

The Chinese truth domain organizes opposition through three main strategies. The primary lexical oppositions are 真/假 (true/fake-false) and 对/错 (correct/wrong), both of which are highly productive in resultative compounds (说对/说错, 做对/做错). A secondary lexical pair 实/虚 (substantial/empty) contrasts substance with appearance. Morphological negation uses 不 or 没有 analytically before adjectives and verbs; there is no dedicated negative prefix. Constructional oppositions include 是…的 vs. 不是…的 (affirmative vs. negative attribution), resultative vs. potential complements (说对了 vs. 说得对/说不对), and conformity constructions (符合事实 vs. 不符合事实). Several fixed expressions contain internal oppositions (以假乱真, 去伪存真, 弄假成真). Many four-character expressions pair reinforcing rather than opposing terms (真凭实据, 真心实意, 弄虚作假).

Notable asymmetry: 假 covers falsity, inauthenticity, and hypothetical framing in a single morpheme; no parallel three-way merger exists on the 真 side. The 真/假 opposition is more productive in compounding than 对/错.

### he (Hebrew)

Hebrew organizes opposition primarily through the lo negator (colloquial) and ein/eino (formal), applied to predicates. The root ʾ-m-t (emet/sheker) provides the core truth/falsehood lexical opposition. The root ts-d-k generates both epistemic rightness (tsodek = you're right) and moral justice (tsedek), merging two dimensions in a single root. The root ʾ-m-n generates reliability (amin) and its negation (bilti amin, using the formal prefix bilti-). Constructional oppositions include zero-copula attribution vs. lo negation, and the paired existential constructions yesh safek (there is doubt) vs. ein safek (there is no doubt). The dative experiencer construction (domeh li she-) serves as an epistemic hedging device without a clear negative counterpart.

Notable asymmetry: several conceptual antonyms are not attested in the data (avel for injustice, boged for traitor, tsavu'a for hypocritical), leaving the positive terms (tsedek, ne'eman, khen) without documented lexical opposites. The bilti- prefix is lexicalized only for amin (bilti amin) and does not productively negate other truth-domain adjectives.

### sa (Sanskrit)

Sanskrit organizes opposition most systematically through the negative prefix a-/an-, which applies uniformly across the truth domain: satya/asatya, dharma/adharma, yukta/ayukta, pramāṇa/apramāṇa, pramā/apramā. This is the most morphologically systematic negation strategy in the corpus. Lexical oppositions include pramā/bhrama (valid cognition/error), tattva/ābhāsa (reality/appearance), and sādhu/millay (good/ugly, in Quechua parallel). Constructional oppositions include satyaṃ vad vs. mṛṣā vad (speak truth vs. speak falsely), samyag jñā vs. mithyā jñā (know correctly vs. know falsely), and the dvandva dual compounds (dharmādharmau, satyāsatye) which present paired opposites as a single grammatical unit.

Notable asymmetry: the pramāṇa system generates extensive vocabulary for valid epistemic sources but the apramāṇa side is less elaborated. The Vedic ṛta/anṛta pair is archaic and not productive in classical usage. Several implied opposites (anupapatti, asattva) are noted as uncertain because the negative term is not explicitly attested.

### el (Greek)

Greek organizes opposition through the δεν negator before the copula, the privative α-/αν- prefix (αναληθής, άκυρος), and lexical oppositions. The core lexical pair is αλήθεια/ψέμα (truth/lie). The morphological pair έγκυρος/άκυρος (valid/invalid) is highly productive in legal and administrative contexts, with the causative ακυρώνω (invalidate) contrasting with βεβαιώνω (certify). The ψευδο- prefix generates compounds across diverse domains without a parallel productive prefix for genuine/true. Color-modified lie constructions (άσπρο/μαύρο/κόκκινο ψέμα) create a scalar severity system within the falsehood domain.

Notable asymmetry: ψεύτης (liar) has diminutive, augmentative, and feminine forms; no parallel elaboration exists for a truth-teller agentive (αληθολόγος is marginal/literary). The inchoative γίνομαι (become) is documented as unnatural with ψέμα (lie) while natural with σωστός (correct) and έγκυρος (valid). The term αληθοφανής (apparently true) has no attested opposite marking apparent falsity.

### en (English)

English organizes opposition through the most varied negation prefix inventory in the corpus: un- (untrue, unreliable, unfaithful), in-/im-/il- (incorrect, inaccurate, illegitimate), dis- (dishonest), with distribution conditioned by etymology. Lexical oppositions include true/false, right/wrong, genuine/fake, valid/invalid, sound/unsound, honest/dishonest, sincere/insincere. The "false" compound vocabulary (false alarm, false start, false dawn, false economy, false flag, false positive, false negative) is more extensive than any parallel "true" compound vocabulary. The constructional opposition ring true/ring false uses the same verb with contrasting adjectives.

Notable asymmetry: "authenticate" has no morphological opposite (*inauthenticate); "realize" has no morphological opposite (*unrealize); "bona fide" has no productive negation. The "come true" construction is lexically restricted to predictions, wishes, and dreams and has no parallel "come false" construction. The technical testing vocabulary (false positive/false negative) has no parallel "true positive/true negative" as a distinct semantic cluster (though the terms exist, they are not elaborated as a group in the same way).

### tl (Tagalog)

Tagalog organizes opposition through the hindi/di- negators applied analytically before predicates, and through the walang (without) + nominalization construction for categorical negation. The core lexical pair is totoo/kasinungalingan (true/lie) and tama/mali (correct/wrong). The may/walang opposition (may katotohanan vs. walang katotohanan) expresses presence vs. absence of truth as a possessed quality. The tama root shows a semantic extension to sufficiency/cessation (tama na = that's enough) without a parallel extension on the mali side.

Notable asymmetry: no dedicated causative for "make incorrect" or "falsify" is attested. The sinungaling (liar) is a simple lexical item while no parallel simple term for "truth-teller" is documented. The inchoative magkatotoo (come true) is attested while no parallel *magkamali (become wrong in the inchoative sense) is documented as a productive form.

### sw (Swahili)

Swahili organizes opposition through the ni/si copula replacement (affirmative ni vs. negative si), the u- prefix nominalization system, and lexical oppositions. The core lexical pair is kweli/uongo (truth/lie). The causative pair thibitisha/batilisha (confirm/invalidate) represents a lexical opposition between causative verbs. The haki term uniquely merges truth and rights/justice, creating a domain where the opposition between having rights and lacking rights (linda haki/vunja haki) is expressed through verbal collocations rather than a single lexical pair.

Notable asymmetry: no dedicated causative for "make false" is attested (batilisha covers invalidation but not general falsification). The Arabic loanword cluster (sahihi, halisi, hakika, batili) does not inflect for noun-class agreement, creating a two-tier system where Bantu-derived terms agree with noun class but Arabic loans do not. The proverbs (ukweli ni uchungu, ukweli hauna miguu) express truth-related oppositions in fixed, non-productive forms.

### qu (Quechua)

Quechua organizes opposition through the mana negator applied analytically, the three-way evidential suffix system (-mi/-si/-cha), and lexical oppositions. The core lexical pair is chiqaq/llulla (true/lie). The -ya- inchoative suffix is productive for positive states (allinyay, chiqaqyay, sut'iyay) but the parallel negative inchoatives are absent or marginal (*llullayay not attested). The -chi- causative is productive for positive causation (allinyachiy, chiqanchay) but the parallel negative causative (*llullachay for "make false") is explicitly noted as absent. The -puni emphatic and -lla limitative suffixes form a morphological opposition in degree of assertion.

Notable asymmetry: the most explicitly documented structural gap in the corpus — no construction for disconfirmation (proving false) exists as a dedicated or common expression. The evidential suffix system (-mi/-si/-cha) creates a three-way grammatical opposition with no parallel in any other language in the corpus.

---

## 2. Cross-Language Comparison Table

| Contrast Structure | Language | Form A | Form B | Contrast Strategy | Notes on Symmetry, Restriction, or Gaps |
| | sw | hakika (certainty) | bila shaka (without doubt) | lexical/constructional | hakika is a noun; bila shaka is a prepositional phrase; no single-word antonym for hakika |
| | qu | -mi (direct/certain) | -cha (conjectural) | morphological (evidential suffixes) | Three-way grammatical opposition: -mi/-si/-cha; unique in corpus |
| **Just/Right vs. Unjust/Wrong (moral)** | zh | (公正, gōngzhèng — less central) | (不公正 — less central) | morphological | Less elaborated as distinct cluster in zh truth domain data |
| | he | צדק (tsedek, justice) | (avel, injustice — not attested in data) | lexical (partial) | Antonym not attested; negation uses lo tsodek |
| | sa | धर्म (dharma, right conduct) | अधर्म (adharma, wrong conduct) | morphological (a- prefix) | Productive pair; dvandva compound dharmādharmau |
| | el | δίκαιος (díkaios, just) | άδικος (ádikos, unjust) | morphological (α- prefix) | Productive pair; δικαιοσύνη (justice) vs. αδικία (injustice) |
| | en | just/righteous | unjust/unrighteous | morphological (un- prefix) | Also: fair/unfair (un- prefix); rightful/wrongful (lexical) |
| | tl | (less elaborated as distinct cluster) | — | — | tapat covers some moral rightness but less elaborated |
| | sw | haki (right/justice) | bila haki (without justice) | constructional | haki also means "truth"; bila haki is prepositional; no single-word antonym |
| | qu | allin (good/right) | mana allin (not good/wrong) | morphological (mana negation) | allin covers both moral goodness and practical correctness; no dedicated moral justice term |
| **Verify/Confirm vs. Falsify/Invalidate (causative pair)** | zh | 证实 (zhèngshí, verify) | (no productive causative for falsify) | lexical (one-sided) | 假造/伪造 exist as lexical items but are not productive causative derivations from truth-domain bases |
| | he | βεβαιώνω (veveóno, certify) | (no parallel causative for falsify) | lexical (one-sided) | הפריך (hifrikh, refute) exists but is not a causative of "false" |
| | sa | thibitisha (→sw: confirm) | batilisha (→sw: invalidate) | lexical | Both use -ish- causative; parallel formation in Swahili; Sanskrit less documented |
| | el | βεβαιώνω (certify) | ακυρώνω (invalidate) | lexical (both causative) | Productive pair; both use -ώνω causative suffix |
| | en | verify/validate/authenticate | falsify/invalidate | lexical | "falsify" has two senses (alter to make false; prove false); "invalidate" is more productive |
| | tl | patunayan (prove/verify) | (no dedicated causative for falsify) | lexical (one-sided) | Structural gap documented |
| | sw | thibitisha (confirm) | batilisha (invalidate) | lexical (both causative) | Both use -ish- causative; parallel formation; but batilisha covers invalidation, not general falsification |
| | qu | chiqanchay (verify/authenticate) | (no dedicated causative for falsify) | lexical (one-sided) | Explicitly noted as structural gap in F4 |
| **Become True vs. Become False (inchoative pair)** | zh | 变成真的 (become true) | 变成假的 (become false) | constructional | Both attested in F6; relatively symmetric in Chinese |
| | he | hitgalah/hitbarar (be revealed/become clear) | (marginal: "the thing became false") | constructional (one-sided) | Revelation verbs preferred over direct inchoative for truth; "become false" is marginal |
| | sa | satyaṃ bhavati (become true) | (less documented for "become false") | constructional | bhavati (become) is productive; negative inchoative less documented |
| | el | γίνεται σωστό (becomes correct) | (unnatural: γίνεται ψέμα) | constructional (asymmetric) | F6 explicitly notes γίνομαι is unnatural with ψέμα; natural with σωστός, έγκυρος |
| | en | become true / turn out to be true | become false / turn out to be false | constructional | Both attested; "come true" is restricted to predictions/wishes; no parallel "come false" |
| | tl | magkatotoo (come true) | (no parallel *magkamali as inchoative) | constructional (one-sided) | magkatotoo is attested; no parallel inchoative for becoming wrong |
| | sw | kuwa kweli (become true) | kuwa uongo (become false) | constructional | Both attested in F6; relatively symmetric in Swahili |
| | qu | chiqaqyay (become true) | (*llullayay — not attested) | constructional (one-sided) | F6 explicitly notes absence of *llullayay; asymmetry documented |
| **Liar (negative agent) vs. Truth-teller (positive agent)** | zh | 欺骗者 (deceiver, -者 suffix) | 诚实者 (honest person, -者 suffix, marginal) | morphological (asymmetric) | Both use -者 suffix but 诚实者 is marginal/formal; 骗子 (piànzi) is more common colloquial form |
| | he | שקרן (shakran, liar, -an suffix) | (no parallel positive agentive) | morphological (one-sided) | -an suffix productive for negative agents; no parallel positive agentive documented |
| | sa | मृषावादिन् (mṛṣāvādin, liar) | सत्यवादिन् (satyavādin, truth-speaker) | lexical (compound) | Parallel compound structure; both use -vādin; relatively symmetric |
| | el | ψεύτης (pséftis, liar) | αληθολόγος (alithológos, truth-teller) | lexical (asymmetric) | ψεύτης has diminutive/augmentative/feminine forms; αληθολόγος is marginal/literary |
| | en | liar | truth-teller | lexical (asymmetric) | "liar" is simple lexical item; "truth-teller" requires compounding; less common |
| | tl | sinungaling (liar) | (no simple agentive for truth-teller) | lexical (one-sided) | sinungaling is simple; no parallel simple term for truth-teller documented |
| | sw | mdanganyifu (deceiver) | mtu wa kweli (person of truth) | lexical (asymmetric) | mdanganyifu is a derived form; mtu wa kweli is periphrastic |
| | qu | llullaq (liar, -q agentive) | chiqanchaq (verifier, -ncha-q) | lexical (asymmetric) | llullaq is a simple agentive; chiqanchaq is a causative agentive; different semantic roles |
| **Affirmative vs. Negative Copula** | zh | 是 (shì, is) | 不是 (bù shì, is not) | morphological | 不 before copula; also bare 不 before adjective |
| | he | (zero copula, present) | לא (lo, not) / אין (ein, formal) | morphological | Register split: lo (colloquial) vs. ein/eino (formal/literary) |
| | sa | (zero copula, present) | न (na, not) | morphological | na is the standard negator; no copula in present tense |
| | el | είναι (íne, is) | δεν είναι (den íne, is not) | morphological | δεν before copula; standard pattern |
| | en | is | is not / isn't | morphological | Standard English negation |
| | tl | (predicate-initial, no copula) | hindi (not) | morphological | hindi before predicate; di- contracted form |
| | sw | ni (is, affirmative copula) | si (is not, negative copula) | morphological | Copula replacement rather than negation of copula; typologically distinctive |
| | qu | (zero copula + -mi evidential) | mana (not) | morphological | mana before predicate; evidential suffix still required on predicate |
| **Direct Evidence vs. Hearsay vs. Conjecture** | qu | -mi (direct) | -si (hearsay) / -cha (conjecture) | morphological (grammaticalized) | Three-way obligatory evidential system; unique in corpus |
| | sa | प्रत्यक्ष (pratyakṣa, perception) | अनुमान (anumāna, inference) / शब्द (śabda, testimony) | lexical (technical) | Multiple distinct epistemic source terms; not grammaticalized |
| | he | rikuywan yachay (know by seeing) | uyariywan yachay (know by hearing) | constructional | Lexically explicit evidential distinction; not grammaticalized |
| | zh | 眼见为实 (seeing is real) | 耳听为虚 (hearing is uncertain) | constructional (proverbial) | Expressed through proverb; not a productive grammatical construction |
| | el, en, tl, sw | (expressed through epistemic adverbs or constructions) | — | constructional | No systematic evidential morphology; expressed through isolated lexical items |
| **Intensification vs. Minimization of Truth Claims** | zh | 千真万确 (absolutely true, fixed idiom) | 半真半假 (half true and half false) | constructional | Fixed expressions; not productive patterns |
| | he | אמת לאמיתה (truth in its trueness, emphatic) | חצי אמת (half-truth) | constructional | Both attested; emphatic vs. minimizing |
| | sa | satyam eva (truth indeed, emphatic particle) | (less documented minimization) | constructional | eva particle for emphasis; minimization less documented |
| | el | αλήθεια λγαμρεί (completely true) | μισή αλήθεια (half-truth) | constructional | Both attested; emphatic vs. minimizing |
| | en | the whole truth / gospel truth | half-truth / a grain of truth | constructional | Both attested; emphatic vs. minimizing |
| | tl | napakatotoo (very true, napaka- prefix) | (less documented minimization) | morphological/constructional | napaka- intensifier productive; minimization less documented |
| | sw | kweli kabisa (absolutely true) | kuna kiasi fulani cha ukweli (there is a certain amount of truth) | constructional | Both attested; emphatic vs. qualified |
| | qu | chiqapuni (-puni emphatic: truly indeed) | chiqaqlla (-lla limitative: only/just true) | morphological | -puni and -lla form a morphological opposition in degree of assertion; unique in corpus |
| **Substance vs. Appearance** | zh | 实 (shí, substance/actual) | 虚 (xū, empty/unreal) | lexical | Productive pair; 名副其实 vs. 华而不实 as fixed expressions |
| | he | מציאות (metsi'ut, reality) | דמיון (dimyon, imagination/resemblance) | lexical | dimyon has dual meaning (similarity and imagination) |
| | sa | तत्त्व (tattva, reality/essence) | आभास (ābhāsa, appearance/semblance) | lexical | Philosophical opposition; tāttvika vs. ābhāsika as adjectival pair |
| | el | πραγματικός (pragmatikós, real) | αληθοφανής (alithofanís, apparently true) | lexical | αληθοφανής has no attested opposite marking apparent falsity |
| | en | real / genuine | apparent / seeming | lexical | Multiple terms on both sides; no single dedicated pair |
| | tl | diwa (essence) | (less elaborated as distinct pair) | lexical | Less elaborated as a distinct constructional pair |
| | sw | -a dhati (essential/inherent) | (less elaborated as distinct pair) | constructional | Less elaborated as a distinct constructional pair |
| | qu | chiqaq ñan (true path, metaphorical) | pantay ñan (wrong path) | constructional | Path metaphor used for both; relatively symmetric |

---

