# CLCA Protocol v3.4 — F4 Construction Table
# Language: Swahili (sw)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **12. DEMONSTRATIVE SPECIFICATION** | Uongo ule | uongo ule | That lie / that falsehood | Distal demonstrative for reference to previously mentioned or distant lies. Common in narrative and argumentative discourse. | [CORE] |
| **13. POSSESSIVE ATTRIBUTION** | Haki yake | haki yake | His/her right / their entitlement | Standard possessive construction with class agreement. Extremely common in legal, political, and moral discourse about rights and entitlements. | [CORE] |
| **13. POSSESSIVE ATTRIBUTION** | Makosa yake | makosa yake | His/her mistakes / their errors | Common in evaluative contexts for error attribution. The plural makosa (class 6) takes ya- possessive prefix. | [CORE] |
| **14. COMPLETIVE/TOTALITY MARKING** | Ukweli wote | ukweli wote | The whole truth / all the truth | -Ote shows class agreement (w- for class 11). Very common in legal oaths and emphatic truth-telling contexts. | [CORE] |
| **14. COMPLETIVE/TOTALITY MARKING** | Ukweli pekee | ukweli pekee | Only the truth / nothing but the truth | Pekee is invariant. Common in exclusive truth claims and legal testimony. Emphasizes exclusivity rather than totality. | [CORE] |
| **15. EVIDENTIAL FRAMING** | Ni ukweli kwamba amefika | ni ukweli kwamba amefika | It is true that he/she has arrived | Standard complementizer construction for embedding propositions. Common in formal and evidential contexts for factual claims. | [CORE] |
| **15. EVIDENTIAL FRAMING** | Ni dhahiri kwamba wanajua | ni dhahiri kwamba wanajua | It is clear that they know | Same pattern with dhahiri (clear/evident). Frequent in argumentative and explanatory discourse. Functions as epistemic frame. | [CORE] |
| **16. NEGATIVE EXISTENTIAL** | Bila ushahidi | bila ushahidi | Without evidence / without proof | Bila + noun is standard privative construction. Very common in legal and argumentative contexts for absence of evidence. | [CORE] |
| **16. NEGATIVE EXISTENTIAL** | Bila ya hakika | bila ya hakika | Without certainty / uncertainly | Optional ya appears with some nouns. Common in epistemic contexts expressing uncertainty or lack of confirmation. | [CORE] |
| **17. VERB-OBJECT COLLOCATIONS** | Sema ukweli | sema ukweli | Tell the truth / speak the truth | Highly conventionalized collocation. One of the most frequent truth-domain expressions across all registers. | [CORE] |
| **17. VERB-OBJECT COLLOCATIONS** | Toa ushahidi | toa ushahidi | Give evidence / provide testimony | Fixed legal collocation. Standard expression in judicial and testimonial contexts. Toa (give) is the conventional verb for evidence provision. | [CORE] |
| **18. REDUPLICATION** | Kweli kweli | kweli kweli | Really truly / very true / absolutely true | Full reduplication for emphasis. More common in informal/colloquial speech than formal registers. Not productive for all truth-terms. | [MARGINAL] |
| **18. REDUPLICATION** | Sawa sawa | sawa sawa | Okay okay / alright alright / fine fine | Pragmatic function for enthusiastic agreement or reassurance. Informal register. Functions more as discourse marker than truth-value assertion. | [MARGINAL] |
| **19. DOMAIN-SPECIFIC MODIFICATION** | Ukweli wa kisayansi | ukweli wa kisayansi | Scientific truth / empirical truth | Productive pattern with ki- prefix for domain specification. Common in academic and technical discourse for distinguishing truth types. | [CORE] |
| **19. DOMAIN-SPECIFIC MODIFICATION** | Ukweli wa kisheria | ukweli wa kisheria | Legal truth / juridical truth | Same pattern for legal domain. Frequent in legal and philosophical contexts distinguishing legal from other truth types. | [CORE] |
| **20. SPATIAL/METAPHORICAL EXTENSION** | Ukweli wa ndani | ukweli wa ndani | Inner truth / internal truth / subjective truth | Metaphorical spatial extension. More common in philosophical, psychological, or religious discourse than everyday speech. | [MARGINAL] |
| **20. SPATIAL/METAPHORICAL EXTENSION** | Ukweli wa nje | ukweli wa nje | External truth / outward truth / objective truth | Contrasts with ndani construction. Less frequent than domain-specific patterns. Restricted to philosophical or introspective contexts. | [MARGINAL] |
| **21. SCALAR MODIFICATION** | Uongo mkubwa | uongo mkubwa | Big lie / great falsehood / serious lie | Standard size adjective modification with class agreement. Common for indicating severity or significance of falsehoods. | [CORE] |
| **21. SCALAR MODIFICATION** | Makosa madogo | makosa madogo | Small mistakes / minor errors | Same pattern with plural noun (class 6). Frequent in evaluative contexts for minimizing error significance. | [CORE] |
| **22. PASSIVE DERIVATION** | Ukweli umethibitishwa | ukweli umethibitishwa | The truth has been confirmed / verified | Regular passive formation from causative verbs. Very common in formal, legal, and administrative contexts for verification statements. | [CORE] |
| **22. PASSIVE DERIVATION** | Amehukumiwa kwa uongo | amehukumiwa kwa uongo | He/she has been judged/condemned for lying | Standard passive with kwa introducing reason/cause. Common in legal and moral judgment contexts. | [CORE] |
| **23. RECIPROCAL CONSTRUCTION** | Wanahojiana | wanahojiana | They are arguing with each other / debating | Regular reciprocal -ana suffix. Common for mutual argumentation or debate. Requires plural or conjoined subject. | [CORE] |
| **24. INSTRUMENTAL/MEANS EXPRESSION** | Danganya kwa maneno | danganya kwa maneno | Deceive with words / lie verbally | Kwa introduces instrument/means. Common pattern for specifying method of deception or truth-telling. | [CORE] |
| **24. INSTRUMENTAL/MEANS EXPRESSION** | Thibitisha kwa ushahidi | thibitisha kwa ushahidi | Confirm with evidence / verify through testimony | Same instrumental pattern. Frequent in legal and evidential contexts for specifying verification method. | [CORE] |
