# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Swahili (sw)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| dhahiri | dhahiri | (from Arabic ẓāhir) apparent, evident | clear, evident, obvious, apparent, manifest | Indicates that something is clearly true or evident to observation. Used when the truth or reality of something is plainly visible or demonstrable. | [CORE] |
| hakika | hakika | (from Arabic ḥaqīqa) certainty, reality | certain, sure, definite, indeed, really | Expresses certainty about the truth of a statement or the reality of a situation. Commonly used to emphasize confidence in accuracy or to confirm facts. | [CORE] |
| bandia | bandia | artificial, manufactured | fake, artificial, counterfeit, false, imitation | Characterizes objects or representations as not genuine or authentic. Used to identify counterfeits, imitations, or things that falsely represent themselves. | [CORE] |
| -a uongo | -a uongo | of falsehood (associative construction) | false, lying, deceptive, untrue | Adjectival phrase indicating falseness or deceptiveness. Applied to statements, persons, or representations that are characterized by untruth. | [CORE] |
| hoja | hoja | (from Arabic ḥujja) argument, proof | argument, proof, evidence, reason | Refers to arguments or evidence presented to establish truth or correctness. Common in legal, academic, and debate contexts where claims require justification. | [CORE] |
| ushahidi | ushahidi | u- (noun class prefix) + shahidi (witness) + abstract suffix | evidence, testimony, witness, proof | Denotes evidence or testimony used to establish facts or truth. Frequently used in legal contexts and when discussing verification of claims. | [CORE] |
| kamili | kamili | (from Arabic kāmil) complete, perfect | complete, perfect, whole, entire, accurate | Indicates completeness or perfection, often implying accuracy or correctness in representation. Used to characterize things that fully meet standards or requirements. | [CORE] |
| adili | adili | (from Arabic ʿādil) just, fair | just, fair, equitable, righteous | Describes actions, persons, or judgments as morally right or fair. Common in ethical and legal discourse concerning proper conduct and fairness. | [CORE] |
| -potoka | -potoka | to go astray, to deviate | to err, to be wrong, to go astray, to be mistaken | Indicates deviation from truth, correctness, or proper path. Used for both factual errors and moral transgressions. | [CORE] |
| makosa | makosa | ma- (plural prefix) + kosa (error/mistake) | mistakes, errors, faults, wrongs | Refers to errors, mistakes, or moral wrongs. Used in contexts ranging from factual inaccuracies to moral failings or offenses. | [CORE] |
| safi | safi | clean, pure | clean, pure, clear, genuine, perfect | Beyond physical cleanliness, indicates purity, genuineness, or correctness. Used colloquially to affirm that something is right, clear, or without problems. | [CORE] |
| madhubuti | madhubuti | (from Arabic maḍbūṭ) firm, precise | reliable, accurate, precise, firm, trustworthy | Characterizes information, persons, or objects as reliable and accurate. Used when emphasizing dependability and precision. | [CORE] |
| thibitisha | thibitisha | (from Arabic thabata) to confirm, to establish firmly | to confirm, to verify, to establish, to prove | Refers to the act of confirming or establishing the truth of something. Common in contexts requiring verification or validation of claims. | [CORE] |
| uhalisia | uhalisia | u- (noun class prefix) + halisi (genuine) + -a (abstract suffix) | authenticity, genuineness, reality | Abstract noun referring to the quality of being genuine or authentic. Used in discussions of authenticity and reality versus appearance. | [CORE] |
| -danganya | -danganya | to deceive, to trick | to deceive, to lie, to trick, to cheat, to mislead | Describes the act of deliberately misleading or presenting false information. Common in moral discourse about dishonesty and deception. | [CORE] |
| hukumu | hukumu | (from Arabic ḥukm) judgment, ruling | judgment, verdict, ruling, sentence | Refers to judicial or evaluative judgments about rightness, guilt, or correctness. Used in legal contexts and when making authoritative determinations. | [CORE] |
| kwa kweli | kwa kweli | kwa (by/with) + kweli (truth) | truly, really, indeed, in truth | Adverbial phrase used to emphasize the truthfulness or sincerity of a statement. Extremely common in everyday speech to affirm or intensify claims. | [CORE] |
| kweli kabisa | kweli kabisa | kweli (truth) + kabisa (completely/entirely) | absolutely true, very true, completely true | Emphatic construction used to stress the complete truthfulness of something. Common in conversational contexts when strongly affirming a statement. | [CORE] |
| ukweli wa mambo | ukweli wa mambo | ukweli (truth) + wa (of) + mambo (matters/things) | the truth of the matter, the facts of the case | Used in explanatory or argumentative contexts to refer to the actual facts or reality of a situation. Common in discussions and debates. | [CORE] |
| ukweli ulio wazi | ukweli ulio wazi | ukweli (truth) + ulio (which is) + wazi (clear/open) | obvious truth, clear truth, plain truth | Refers to truths that are self-evident or clearly apparent. Used when emphasizing that something should be obvious to all. | [CORE] |
| ukweli wa Mungu | ukweli wa Mungu | ukweli (truth) + wa (of) + Mungu (God) | God's truth, divine truth | Religious expression referring to absolute or divine truth. Common in Christian and Islamic religious discourse in Swahili-speaking communities. | [CORE] |
| sema ukweli | sema ukweli | sema (speak/say) + ukweli (truth) | tell the truth, speak the truth | Imperative or descriptive phrase used to command or describe truth-telling. Very common in moral instruction and everyday interactions. | [CORE] |
| kusema kweli | kusema kweli | ku- (infinitive) + sema (speak) + kweli (truth) | to tell the truth, truth-telling | Infinitive form referring to the act of speaking truthfully. Used in discussions of honesty and moral behavior. | [CORE] |
| mwenye ukweli | mwenye ukweli | m- (person prefix) + -enye (having) + ukweli (truth) | truthful person, one who has truth | Describes a person characterized by truthfulness. Used in character assessments and moral evaluations. | [CORE] |
| ukweli usio na shaka | ukweli usio na shaka | ukweli (truth) + usio (which is not) + na (with) + shaka (doubt) | undoubted truth, indisputable truth | Emphasizes certainty and lack of doubt about a truth claim. Used in formal and argumentative contexts. | [CORE] |
| ukweli mtupu | ukweli mtupu | ukweli (truth) + mtupu (bare/naked/pure) | plain truth, bare truth, naked truth | Refers to unadorned, straightforward truth without embellishment. Used when emphasizing directness and lack of pretense. | [CORE] |
| ukweli wa historia | ukweli wa historia | ukweli (truth) + wa (of) + historia (history) | historical truth, truth of history | Refers to factual accuracy in historical accounts. Common in academic and educational contexts discussing historical events. | [CORE] |
| ukweli wa kimaandishi | ukweli wa kimaandishi | ukweli (truth) + wa (of) + ki- (manner prefix) + maandishi (writing) | documentary truth, written truth, textual accuracy | Refers to truth as established by written records or documents. Used in legal and administrative contexts. | [CORE] |
| ukweli wa kisheria | ukweli wa kisheria | ukweli (truth) + wa (of) + ki- (manner prefix) + sheria (law) | legal truth, juridical truth | Refers to truth as established in legal proceedings or according to legal standards. Used in judicial and legal discourse. | [CORE] |
| ukweli wa kisayansi | ukweli wa kisayansi | ukweli (truth) + wa (of) + ki- (manner prefix) + sayansi (science) | scientific truth, empirical truth | Refers to truth established through scientific method and empirical investigation. Used in scientific and educational contexts. | [CORE] |
| kweli yake | kweli yake | kweli (truth) + yake (his/her/its) | his/her/its truth, the truth about it | Refers to the truth concerning a particular person or thing. Used when discussing the reality or facts about something specific. | [CORE] |
| kweli tu | kweli tu | kweli (truth) + tu (only/just) | just the truth, only the truth, simply true | Emphasizes that something is merely or simply true without exaggeration. Common in everyday speech for straightforward affirmation. | [CORE] |
| ukweli wa jambo | ukweli wa jambo | ukweli (truth) + wa (of) + jambo (matter/affair) | the truth of the matter, the reality of the situation | Used when getting to the core facts of a particular issue or situation. Common in explanatory discourse. | [CORE] |
| ukweli wa hali | ukweli wa hali | ukweli (truth) + wa (of) + hali (condition/state) | the truth of the situation, the reality of the condition | Refers to the actual state of affairs or circumstances. Used when clarifying or revealing actual conditions. | [CORE] |
| ukweli wa maisha | ukweli wa maisha | ukweli (truth) + wa (of) + maisha (life) | truth of life, life's reality, reality of living | Philosophical or reflective expression about the realities and truths of human existence. Used in contemplative or instructional discourse. | [CORE] |
| kweli sana | kweli sana | kweli (truth) + sana (very/much) | very true, quite true, indeed | Emphatic agreement or affirmation. Extremely common in conversational Swahili to express strong agreement. | [CORE] |
| ukweli wa dhati | ukweli wa dhati | ukweli (truth) + wa (of) + dhati (essence/nature) | essential truth, truth of essence, inherent truth | Philosophical term referring to fundamental or essential truths about the nature of things. Used in intellectual and philosophical discourse. | [CORE] |
| ukweli wa ndani | ukweli wa ndani | ukweli (truth) + wa (of) + ndani (inside/inner) | inner truth, internal truth, truth within | Refers to deeper or hidden truths, or to personal/subjective truth. Used in psychological, spiritual, or introspective contexts. | [CORE] |
| ukweli wa nje | ukweli wa nje | ukweli (truth) + wa (of) + nje (outside/external) | external truth, outward truth, objective truth | Refers to observable or objective truths as opposed to subjective experience. Used in philosophical and analytical discourse. | [CORE] |
| tafuta ukweli | tafuta ukweli | tafuta (seek/search) + ukweli (truth) | seek truth, search for truth | Describes the activity of truth-seeking or investigation. Common in intellectual, journalistic, and philosophical contexts. | [CORE] |
| gundua ukweli | gundua ukweli | gundua (discover/uncover) + ukweli (truth) | discover the truth, uncover the truth | Refers to the act of revealing or finding out truth. Used in investigative, journalistic, and narrative contexts. | [CORE] |
| ukweli wa tukio | ukweli wa tukio | ukweli (truth) + wa (of) + tukio (event/incident) | truth of the event, what really happened | Refers to the factual account of what occurred in a particular incident. Common in investigative and narrative contexts. | [CORE] |
| ukweli wa habari | ukweli wa habari | ukweli (truth) + wa (of) + habari (news/information) | truth of the news, accuracy of information | Refers to the veracity of news reports or information. Increasingly common in discussions of media and journalism. | [CORE] |
| kweli hii | kweli hii | kweli (truth) + hii (this) | this truth, this fact | Demonstrative construction pointing to a specific truth being discussed. Common in argumentative and explanatory discourse. | [CORE] |
| uongo mtupu | uongo mtupu | uongo (lie/falsehood) + mtupu (bare/pure/complete) | complete lie, outright lie, pure falsehood | Emphatic expression for an absolute or unmitigated lie. Used when condemning particularly egregious falsehoods. | [CORE] |
| sema uongo | sema uongo | sema (speak/say) + uongo (lie) | tell a lie, speak falsely | Describes the act of lying or speaking untruthfully. Common in moral discourse and everyday descriptions of dishonest behavior. | [CORE] |
| kusema uongo | kusema uongo | ku- (infinitive) + sema (speak) + uongo (lie) | to lie, lying, to tell lies | Infinitive form referring to the act of lying. Used in moral instruction and discussions of dishonesty. | [CORE] |
| mwongo | mwongo | m- (person prefix) + -ongo (lie root) | liar, one who lies | Noun referring to a person who habitually lies or is currently lying. Strong moral condemnation in most contexts. | [CORE] |
| waongo | waongo | wa- (plural person prefix) + -ongo (lie root) | liars, those who lie | Plural form of mwongo. Used to characterize groups of people as dishonest or deceptive. | [CORE] |
| uongo wa dhahiri | uongo wa dhahiri | uongo (lie) + wa (of) + dhahiri (apparent/obvious) | obvious lie, blatant falsehood | Refers to lies that are transparently false or easily detected. Used when criticizing poorly constructed deceptions. | [CORE] |
| uongo mkubwa | uongo mkubwa | uongo (lie) + mkubwa (big/great) | big lie, great falsehood | Refers to significant or consequential lies. Used to characterize particularly important or damaging falsehoods. | [CORE] |
| uongo mdogo | uongo mdogo | uongo (lie) + mdogo (small/little) | small lie, little falsehood, white lie | Refers to minor or relatively inconsequential lies. Sometimes used to minimize the moral weight of certain falsehoods. | [CORE] |
| uongo wa kisiasa | uongo wa kisiasa | uongo (lie) + wa (of) + ki- (manner prefix) + siasa (politics) | political lie, political falsehood | Refers to lies told in political contexts or for political purposes. Common in political commentary and criticism. | [CORE] |
| uongo wake | uongo wake | uongo (lie) + wake (his/her/its) | his/her lie, the lie about him/her | Possessive construction referring to a specific person's lie or lies about someone. Used in accusations and discussions of dishonesty. | [CORE] |
| uongo tu | uongo tu | uongo (lie) + tu (only/just) | just a lie, merely false, nothing but lies | Dismissive expression characterizing something as entirely false. Common in rejections of claims or statements. | [CORE] |
| uongo sana | uongo sana | uongo (lie) + sana (very/much) | very false, a great lie, much falsehood | Emphatic expression intensifying the falseness of something. Used to strongly condemn dishonest statements. | [CORE] |
| uongo wa namna gani | uongo wa namna gani | uongo (lie) + wa (of) + namna (kind/type) + gani (which/what) | what kind of lie, what sort of falsehood | Rhetorical or interrogative expression questioning the nature or type of a lie. Used in confrontational or investigative discourse. | [CORE] |
| uongo wa ajabu | uongo wa ajabu | uongo (lie) + wa (of) + ajabu (wonder/strange) | strange lie, remarkable falsehood, incredible lie | Expresses surprise or disbelief at the audacity or nature of a lie. Used when encountering particularly brazen falsehoods. | [CORE] |
| uongo huu | uongo huu | uongo (lie) + huu (this) | this lie, this falsehood | Demonstrative construction pointing to a specific lie being discussed. Common in accusations and refutations. | [CORE] |
| uongo wa maneno | uongo wa maneno | uongo (lie) + wa (of) + maneno (words/speech) | verbal lies, lies in speech, false words | Refers specifically to spoken falsehoods as opposed to other forms of deception. Used in discussions of verbal honesty. | [CORE] |
| uongo wa vitendo | uongo wa vitendo | uongo (lie) + wa (of) + vitendo (actions/deeds) | lies through actions, deceptive behavior, false deeds | Refers to deception through behavior rather than words. Used when discussing hypocrisy or behavioral dishonesty. | [CORE] |
| piga uongo | piga uongo | piga (hit/strike/do) + uongo (lie) | tell a lie, fabricate falsehood | Colloquial expression for lying, using the versatile verb "piga." Common in informal speech. | [CORE] |
| uongo wa kawaida | uongo wa kawaida | uongo (lie) + wa (of) + kawaida (usual/ordinary) | ordinary lie, common falsehood, usual deception | Refers to typical or unremarkable lies. Used to characterize routine dishonesty. | [CORE] |
| kwa uhalisia | kwa uhalisia | kwa (by/with/in) + u- (noun class) + halisi (genuine) + -a (abstract suffix) | in reality, actually, genuinely, authentically | Adverbial phrase emphasizing the actual or genuine nature of something. Used to contrast appearance with reality. | [CORE] |
| halisi kabisa | halisi kabisa | halisi (genuine) + kabisa (completely/entirely) | completely genuine, absolutely authentic, totally real | Emphatic construction stressing complete authenticity. Common when verifying or guaranteeing genuineness. | [CORE] |
| halisi sana | halisi sana | halisi (genuine) + sana (very/much) | very genuine, very authentic, very real | Intensified expression of authenticity. Used to emphasize high degree of genuineness. | [CORE] |
| dhahabu halisi | dhahabu halisi | dhahabu (gold) + halisi (genuine) | genuine gold, real gold, authentic gold | Specific application to gold, distinguishing real from fake or plated. Common in commercial and evaluative contexts. | [CORE] |
| ngozi halisi | ngozi halisi | ngozi (leather/skin) + halisi (genuine) | genuine leather, real leather | Commercial term distinguishing real leather from synthetic materials. Common in product descriptions and quality assessments. | [CORE] |
| mtu halisi | mtu halisi | mtu (person) + halisi (genuine) | genuine person, authentic person, sincere person | Character assessment describing someone as sincere and authentic. Used in evaluations of personal integrity. | [CORE] |
| mapenzi halisi | mapenzi halisi | mapenzi (love) + halisi (genuine) | genuine love, true love, authentic love | Describes love that is sincere and authentic rather than superficial or false. Common in romantic and relational discourse. | [CORE] |
| urafiki halisi | urafiki halisi | u- (noun class) + rafiki (friend) + halisi (genuine) | genuine friendship, true friendship, authentic friendship | Describes friendship characterized by sincerity and authenticity. Used in discussions of relationship quality. | [CORE] |
| bidhaa halisi | bidhaa halisi | bidhaa (goods/products) + halisi (genuine) | genuine products, authentic goods | Commercial term for authentic products as opposed to counterfeits. Common in trade and consumer protection contexts. | [CORE] |
| hisia halisi | hisia halisi | hisia (feelings/emotions) + halisi (genuine) | genuine feelings, authentic emotions, real feelings | Describes emotions that are sincere and not feigned. Used in discussions of emotional authenticity. | [CORE] |
| uhalisia wa jambo | uhalisia wa jambo | u- (noun class) + halisi (genuine) + -a (abstract suffix) + wa (of) + jambo (matter) | the reality of the matter, the authenticity of the thing | Refers to the actual or genuine nature of a particular matter. Used in analytical or investigative discourse. | [CORE] |
| uhalisia wa hali | uhalisia wa hali | u- (noun class) + halisi (genuine) + -a (abstract suffix) + wa (of) + hali (condition/state) | the reality of the situation, actual conditions | Refers to the true state of affairs as opposed to appearances. Used when clarifying actual circumstances. | [CORE] |
| halisi yake | halisi yake | halisi (genuine) + yake (his/her/its) | its genuineness, its authenticity, its reality | Possessive construction referring to the authentic nature of something specific. Used in evaluative discourse. | [CORE] |
| kitu halisi | kitu halisi | kitu (thing) + halisi (genuine) | genuine thing, real thing, authentic object | General term for any authentic object or thing. Used to distinguish real from fake items. | [CORE] |
| sanaa halisi | sanaa halisi | sanaa (art) + halisi (genuine) | genuine art, authentic art, real art | Aesthetic term distinguishing authentic artistic work from imitations or forgeries. Used in art criticism and evaluation. | [CORE] |
| uhalisia wa maisha | uhalisia wa maisha | u- (noun class) + halisi (genuine) + -a (abstract suffix) + wa (of) + maisha (life) | reality of life, authenticity of living, life's reality | Philosophical expression about the genuine nature of lived experience. Used in reflective or instructional discourse. | [CORE] |
| tabia halisi | tabia halisi | tabia (character/nature) + halisi (genuine) | genuine character, authentic nature, true personality | Describes someone's true character as opposed to pretense. Used in character assessments. | [CORE] |
| ujumbe halisi | ujumbe halisi | u- (noun class) + jumbe (message) + halisi (genuine) | genuine message, authentic message, real meaning | Refers to the true or intended message as opposed to misinterpretations. Used in communication analysis. | [CORE] |
| uhalisia wa mambo | uhalisia wa mambo | u- (noun class) + halisi (genuine) + -a (abstract suffix) + wa (of) + mambo (matters/things) | reality of things, how things really are | Refers to the actual state of affairs or true nature of things. Used in explanatory and analytical contexts. | [CORE] |
| halisi tu | halisi tu | halisi (genuine) + tu (only/just) | simply genuine, just authentic, merely real | Emphasizes straightforward authenticity without qualification. Used to affirm simple genuineness. | [CORE] |
