# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Swahili (sw)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| ukweli | ukweli pekee | ukweli pekee | only the truth, nothing but the truth | Construction emphasizing exclusive truth without admixture of falsehood. Common in oaths and emphatic statements. | [CORE] |
| ukweli | ukweli kamili | ukweli kamili | complete truth, whole truth, full truth | Construction emphasizing completeness and lack of omission in truth-telling. Common in legal and formal contexts. | [CORE] |
| ukweli | katika ukweli | katika ukweli | in truth, in reality, actually | Prepositional phrase used to contrast reality with appearance or expectation. Common in clarifying or correcting statements. | [CORE] |
| sahihi | ni sahihi | ni sahihi | it is correct, it is accurate, that's right | Copular construction affirming correctness. Very common in confirmations and verifications. | [CORE] |
| sahihi | si sahihi | si sahihi | it is not correct, it is incorrect, that's wrong | Negative copular construction denying correctness. Common in corrections and refutations. | [CORE] |
| sahihi | kwa usahihi | kwa usahihi | correctly, accurately, with accuracy | Adverbial prepositional phrase indicating manner of correctness. Used when describing accurate performance or representation. | [CORE] |
| sahihi | sahihi kabisa | sahihi kabisa | completely correct, absolutely accurate, exactly right | Emphatic construction stressing complete correctness. Common in strong confirmations. | [CORE] |
| sahihi | hii ni sahihi | hii ni sahihi | this is correct, this is accurate | Demonstrative copular construction confirming specific correctness. Common in evaluations and verifications. | [CORE] |
| uongo | ni uongo | ni uongo | it is a lie, it is false, that's untrue | Copular construction denying truth or asserting falsehood. Very common in accusations and refutations. | [CORE] |
| uongo | si uongo | si uongo | it is not a lie, it is not false, it's true | Negative copular construction affirming truth by denying falsehood. Common in defensive or confirmatory statements. | [CORE] |
| uongo | uongo wa kwanza | uongo wa kwanza | first-class lie, complete lie, utter falsehood | Idiomatic construction using "wa kwanza" (of first/class) to intensify the characterization of something as a lie. Common in strong condemnations. | [CORE] |
| uongo | huu ni uongo | huu ni uongo | this is a lie, this is false | Demonstrative copular construction pointing to specific falsehood. Common in accusations and refutations. | [CORE] |
| uongo | uongo mtupu | uongo mtupu | pure lie, bare lie, outright falsehood | Construction emphasizing unmitigated falsehood. Common in strong condemnations of dishonesty. | [CORE] |
| uongo | uongo tu | uongo tu | just lies, only falsehood, nothing but lies | Construction dismissing something as entirely false. Common in rejections and refutations. | [CORE] |
| -a kweli | mtu wa kweli | mtu wa kweli | genuine person, truthful person, honest person | Associative construction characterizing a person as truthful or genuine. Very common in character assessments. | [CORE] |
| -a kweli | habari za kweli | habari za kweli | true news, accurate information, truthful reports | Associative construction characterizing news or information as truthful. Common in discussions of media and information. | [CORE] |
| -a kweli | mapenzi ya kweli | mapenzi ya kweli | true love, genuine love, real love | Associative construction characterizing love as genuine. Common in romantic and relational discourse. | [CORE] |
| -a kweli | rafiki wa kweli | rafiki wa kweli | true friend, genuine friend, real friend | Associative construction characterizing friendship as genuine. Common in discussions of relationships. | [CORE] |
| -a kweli | kazi ya kweli | kazi ya kweli | real work, genuine work, serious work | Associative construction characterizing work as genuine or serious. Used to distinguish real effort from pretense. | [CORE] |
| -a kweli | dini ya kweli | dini ya kweli | true religion, genuine faith | Associative construction characterizing religion as true or genuine. Common in religious discourse. | [CORE] |
| haki | ni haki yake | ni haki yake | it is his/her right, he/she is entitled to it | Copular construction with possessive affirming entitlement or rights. Very common in discussions of justice and entitlements. | [CORE] |
| haki | kwa haki | kwa haki | justly, rightly, by right, in truth | Prepositional phrase used adverbially to indicate justice or rightness. Common in moral and legal discourse. | [CORE] |
| haki | haki za binadamu | haki za binadamu | human rights | Fixed phrase referring to human rights. Standard term in legal and political discourse. | [CORE] |
| haki | haki zake | haki zake | his/her rights, their entitlements | Possessive construction referring to someone's rights. Very common in legal and social discourse. | [CORE] |
| haki | haki ya kufanya | haki ya kufanya | the right to do, entitlement to do | Construction expressing right or entitlement to perform an action. Common in legal and political discourse. | [CORE] |
| haki | haki na batili | haki na batili | right and wrong, truth and falsehood, justice and injustice | Contrastive construction presenting moral or factual opposites. Common in moral and religious discourse. | [CORE] |
| haki | ni haki | ni haki | it is right, it is just, it is true | Copular construction affirming rightness or justice. Common in moral evaluations. | [CORE] |
| sawa | ni sawa | ni sawa | it's okay, it's fine, it's correct, it's equal | Copular construction affirming acceptability or correctness. Extremely common in everyday confirmations and agreements. | [CORE] |
| sawa | sawa sawa | sawa sawa | okay okay, alright alright, fine fine | Reduplicative construction for emphasis or enthusiastic agreement. Very common in informal speech. | [CORE] |
| sawa | sawa tu | sawa tu | just fine, simply okay, that's all right | Construction indicating simple acceptability without qualification. Common in casual confirmations. | [CORE] |
| sawa | sawa kabisa | sawa kabisa | perfectly fine, completely okay, exactly right | Emphatic construction stressing complete acceptability or correctness. Common in strong confirmations. | [CORE] |
| sawa | si sawa | si sawa | it's not okay, it's not right, it's not equal | Negative copular construction indicating unacceptability or incorrectness. Common in objections and corrections. | [CORE] |
| sawa | kwa usawa | kwa usawa | equally, fairly, with equality | Prepositional phrase indicating manner of equality or fairness. Common in discussions of justice and distribution. | [CORE] |
| halisi | ni halisi | ni halisi | it is genuine, it is authentic, it is real | Copular construction affirming genuineness. Common in verifications and authentications. | [CORE] |
| halisi | si halisi | si halisi | it is not genuine, it is not authentic, it is fake | Negative copular construction denying genuineness. Common in identifying counterfeits or fakes. | [CORE] |
| halisi | halisi au bandia | halisi au bandia | genuine or fake, authentic or counterfeit, real or artificial | Contrastive construction presenting binary choice between genuine and fake. Common in evaluations and quality assessments. | [CORE] |
| halisi | kwa uhalisia | kwa uhalisia | in reality, actually, genuinely | Prepositional phrase contrasting reality with appearance. Common in clarifications and corrections. | [CORE] |
| -enye ukweli | mtu mwenye ukweli | mtu mwenye ukweli | truthful person, person of truth, veracious person | Full possessive construction characterizing a person as truthful. More formal than "mtu wa kweli." | [CORE] |
| -enye ukweli | maneno yenye ukweli | maneno yenye ukweli | truthful words, words containing truth, veracious statements | Possessive construction characterizing words or statements as truthful. Common in evaluations of speech. | [CORE] |
| dhahiri | ni dhahiri | ni dhahiri | it is clear, it is evident, it is obvious | Copular construction affirming obviousness or clarity. Common in argumentative and explanatory discourse. | [CORE] |
| dhahiri | ni dhahiri kwamba | ni dhahiri kwamba | it is clear that, it is evident that, it is obvious that | Construction introducing an evident conclusion or observation. Very common in argumentative discourse. | [CORE] |
| dhahiri | kwa udhahiri | kwa udhahiri | clearly, evidently, obviously, manifestly | Prepositional phrase used adverbially to indicate manner of clarity. Common in formal discourse. | [CORE] |
| hakika | kwa hakika | kwa hakika | certainly, surely, definitely, for certain | Prepositional phrase expressing certainty. Very common in affirmations and emphatic statements. | [CORE] |
| hakika | ni hakika | ni hakika | it is certain, it is sure, it is definite | Copular construction affirming certainty. Common in confident assertions. | [CORE] |
| hakika | kwa uhakika | kwa uhakika | with certainty, certainly, surely | Prepositional phrase with abstract noun form. Slightly more formal than "kwa hakika." | [CORE] |
| hakika | bila ya hakika | bila ya hakika | without certainty, uncertainly, doubtfully | Negative prepositional construction indicating lack of certainty. Common in expressing doubt or uncertainty. | [CORE] |
| bandia | ni bandia | ni bandia | it is fake, it is artificial, it is counterfeit | Copular construction identifying something as fake. Common in quality assessments and warnings. | [CORE] |
| bandia | si bandia | si bandia | it is not fake, it is not artificial, it is genuine | Negative copular construction affirming genuineness by denying fakeness. Common in authentications. | [CORE] |
| bandia | bidhaa bandia | bidhaa bandia | counterfeit goods, fake products, artificial goods | Noun-adjective construction identifying counterfeit products. Common in commercial and consumer protection contexts. | [CORE] |
| -a uongo | maneno ya uongo | maneno ya uongo | false words, lies, lying statements | Associative construction characterizing words as false. Very common in accusations of dishonesty. | [CORE] |
| -a uongo | mtu wa uongo | mtu wa uongo | lying person, dishonest person, liar | Associative construction characterizing a person as dishonest. Common in character condemnations. | [CORE] |
| -a uongo | habari za uongo | habari za uongo | false news, fake news, lying reports | Associative construction characterizing news as false. Increasingly common in media discourse. | [CORE] |
| -a uongo | ushahidi wa uongo | ushahidi wa uongo | false testimony, false evidence, perjury | Associative construction characterizing testimony as false. Common in legal contexts. | [CORE] |
| hoja | hoja madhubuti | hoja madhubuti | solid argument, reliable proof, strong evidence | Noun-adjective construction characterizing arguments as reliable. Common in academic and legal discourse. | [CORE] |
| hoja | hoja za kutosha | hoja za kutosha | sufficient arguments, adequate proof, enough evidence | Construction indicating sufficiency of argumentation. Common in legal and academic contexts. | [CORE] |
| hoja | hoja zake | hoja zake | his/her arguments, their proof, their evidence | Possessive construction referring to someone's arguments. Common in debates and discussions. | [CORE] |
| hoja | toa hoja | toa hoja | give argument, present proof, provide evidence | Verb-noun construction meaning to present arguments. Common in academic and legal discourse. | [CORE] |
| hoja | hoja dhidi ya | hoja dhidi ya | argument against, evidence against, proof against | Construction indicating oppositional argumentation. Common in debates and legal proceedings. | [CORE] |
| ushahidi | toa ushahidi | toa ushahidi | give evidence, provide testimony, bear witness | Verb-noun construction meaning to provide testimony. Very common in legal contexts. | [CORE] |
| ushahidi | ushahidi wa kutosha | ushahidi wa kutosha | sufficient evidence, adequate testimony, enough proof | Construction indicating sufficiency of evidence. Common in legal and investigative contexts. | [CORE] |
| ushahidi | ushahidi madhubuti | ushahidi madhubuti | reliable evidence, solid testimony, credible proof | Noun-adjective construction characterizing evidence as reliable. Common in legal discourse. | [CORE] |
| ushahidi | ushahidi wake | ushahidi wake | his/her evidence, their testimony, their witness | Possessive construction referring to someone's testimony. Common in legal contexts. | [CORE] |
| ushahidi | ushahidi dhidi ya | ushahidi dhidi ya | evidence against, testimony against | Construction indicating incriminating evidence. Common in legal proceedings. | [CORE] |
| ushahidi | bila ushahidi | bila ushahidi | without evidence, without proof, without testimony | Negative prepositional construction indicating lack of evidence. Common in legal and investigative discourse. | [CORE] |
| kamili | kwa ukamili | kwa ukamili | completely, perfectly, wholly, entirely | Prepositional phrase used adverbially to indicate completeness. Common in formal discourse. | [CORE] |
| kamili | ni kamili | ni kamili | it is complete, it is perfect, it is whole | Copular construction affirming completeness. Common in evaluations and confirmations. | [CORE] |
| kamili | si kamili | si kamili | it is not complete, it is incomplete, it is imperfect | Negative copular construction indicating incompleteness. Common in critiques and assessments. | [CORE] |
| adili | kwa uadilifu | kwa uadilifu | justly, fairly, equitably, righteously | Prepositional phrase used adverbially to indicate manner of justice. Common in moral and legal discourse. | [CORE] |
| adili | ni adili | ni adili | it is just, it is fair, it is equitable | Copular construction affirming justice or fairness. Common in moral evaluations. | [CORE] |
| adili | si adili | si adili | it is not just, it is unfair, it is inequitable | Negative copular construction denying justice. Common in moral critiques. | [CORE] |
| -potoka | amepotoka njia | amepotoka njia | he/she has gone astray (from the path), he/she has erred | Verb-object construction using "njia" (path/way) to indicate moral or factual deviation. Common in moral discourse. | [CORE] |
| makosa | fanya makosa | fanya makosa | make mistakes, commit errors | Verb-noun construction meaning to make errors. Very common in everyday speech. | [CORE] |
| makosa | makosa mengi | makosa mengi | many mistakes, numerous errors | Noun-adjective construction indicating quantity of errors. Common in evaluations and critiques. | [CORE] |
| makosa | makosa yake | makosa yake | his/her mistakes, their errors | Possessive construction referring to someone's errors. Common in critiques and discussions. | [CORE] |
| makosa | bila makosa | bila makosa | without mistakes, without errors, flawlessly | Negative prepositional construction indicating absence of errors. Common in evaluations of quality. | [CORE] |
| makosa | makosa madogo | makosa madogo | small mistakes, minor errors | Noun-adjective construction minimizing the significance of errors. Common in mitigating critiques. | [CORE] |
| safi | ni safi | ni safi | it is clean, it is pure, it is clear, it's good/fine | Copular construction affirming cleanliness or quality. Very common in everyday confirmations and approvals. | [CORE] |
| safi | safi kabisa | safi kabisa | very clean, completely pure, perfectly clear, excellent | Emphatic construction stressing high quality or cleanliness. Common in enthusiastic approvals. | [CORE] |
| safi | safi sana | safi sana | very clean, very pure, very good | Intensified construction indicating high degree of quality. Common in positive evaluations. | [CORE] |
| safi | kwa usafi | kwa usafi | cleanly, purely, clearly, with cleanliness | Prepositional phrase used adverbially to indicate manner. Common in descriptions of proper conduct. | [CORE] |
| madhubuti | kwa umadhubuti | kwa umadhubuti | reliably, accurately, precisely, firmly | Prepositional phrase used adverbially to indicate manner of reliability. Common in formal discourse. | [CORE] |
| madhubuti | ni madhubuti | ni madhubuti | it is reliable, it is accurate, it is precise | Copular construction affirming reliability. Common in evaluations and confirmations. | [CORE] |
| thibitisha | thibitisha ukweli | thibitisha ukweli | confirm the truth, verify the facts, establish the truth | Verb-object construction meaning to verify truth. Common in investigative and legal contexts. | [CORE] |
| thibitisha | thibitisha habari | thibitisha habari | confirm the news, verify the information | Verb-object construction meaning to verify information. Common in journalistic and investigative contexts. | [CORE] |
| uhalisia | katika uhalisia | katika uhalisia | in reality, in actuality, in fact | Prepositional phrase contrasting reality with appearance. Common in clarifications and corrections. | [CORE] |
| -danganya | danganya mtu | danganya mtu | deceive someone, lie to someone, trick someone | Verb-object construction with generic object. Very common in descriptions of deception. | [CORE] |
| -danganya | danganya kwa maneno | danganya kwa maneno | deceive with words, lie verbally | Verb with instrumental phrase specifying means of deception. Common in descriptions of verbal deception. | [CORE] |
| hukumu | toa hukumu | toa hukumu | pass judgment, give a verdict, pronounce sentence | Verb-noun construction meaning to render judgment. Very common in legal contexts. | [CORE] |
| hukumu | hukumu yake | hukumu yake | his/her judgment, the verdict, the sentence | Possessive construction referring to a specific judgment. Common in legal discourse. | [CORE] |
| hukumu | hukumu ya kifo | hukumu ya kifo | death sentence, capital punishment verdict | Associative construction specifying type of sentence. Fixed legal term. | [CORE] |
| hukumu | hukumu ya mwisho | hukumu ya mwisho | final judgment, ultimate verdict, last judgment | Associative construction indicating finality of judgment. Common in legal and religious contexts. | [CORE] |
| hukumu | kabla ya hukumu | kabla ya hukumu | before judgment, prior to verdict | Temporal prepositional construction. Common in legal procedural discourse. | [CORE] |
| truth-verification | angalia ukweli | angalia ukweli | look at the truth, examine the facts, check the reality | Verb-object construction meaning to investigate truth. Common in investigative and argumentative discourse. | [CORE] |
| truth-verification | jua ukweli | jua ukweli | know the truth, be aware of the facts | Verb-object construction meaning to know truth. Common in revelatory and instructional discourse. | [CORE] |
| truth-verification | eleza ukweli | eleza ukweli | explain the truth, clarify the facts | Verb-object construction meaning to explain truth. Common in explanatory discourse. | [CORE] |
| falsehood-identification | tambua uongo | tambua uongo | recognize lies, identify falsehood, detect deception | Verb-object construction meaning to identify lies. Common in critical and investigative discourse. | [CORE] |
| falsehood-identification | acha uongo | acha uongo | stop lying, cease falsehood, quit the lies | Verb-object construction commanding cessation of lying. Common in confrontational discourse. | [CORE] |
| correctness-assessment | angalia kama ni sahihi | angalia kama ni sahihi | check if it is correct, verify whether it's accurate | Complex construction with conditional clause for verification. Common in quality control and verification contexts. | [CORE] |
| correctness-assessment | fanya kwa usahihi | fanya kwa usahihi | do it correctly, perform accurately | Verb with manner phrase indicating correct performance. Common in instructional contexts. | [CORE] |
| evidence-presentation | leta ushahidi | leta ushahidi | bring evidence, present proof, provide testimony | Verb-object construction meaning to present evidence. Very common in legal contexts. | [CORE] |
| evidence-presentation | pata ushahidi | pata ushahidi | obtain evidence, get proof, find testimony | Verb-object construction meaning to acquire evidence. Common in investigative contexts. | [CORE] |
| certainty-expression | nina hakika | nina hakika | I am certain, I am sure, I have certainty | Possessive construction with first person expressing certainty. Very common in confident assertions. | [CORE] |
| certainty-expression | sina hakika | sina hakika | I am not certain, I am not sure, I lack certainty | Negative possessive construction expressing uncertainty. Common in hedging and expressing doubt. | [CORE] |
