# F2a Derivational Table — Swahili (sw)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| bandia | -a bandia | -a bandia | -a (associative marker) + bandia (artificial) | of artificiality, fake, counterfeit, artificial | Associative construction creating adjectival phrases, though direct adjectival use of "bandia" is more common. | [MARGINAL] |
| hoja | hojiana | hojiana | hoja (argument) + -ana (reciprocal suffix) | to argue with each other, to debate, to dispute | Reciprocal verb form indicating mutual argumentation or debate. Common in contexts of discussion and dispute. | [CORE] |
| hoja | hoji | hoji | hoja (argument) + -i (applicative/causative suffix, shortened form) | to question, to interrogate, to challenge | Derived verb meaning to question or challenge with arguments. Used in investigative and critical contexts. | [CORE] |
| hoji | hojiwa | hojiwa | hoja (argument) + -i- (applicative) + -wa (passive) | to be questioned, to be interrogated, to be challenged | Passive form indicating being subjected to questioning or interrogation. | [CORE] |
| shahidi | ushahidi | ushahidi | u- (noun class 11/14 abstract prefix) + shahidi (witness) | evidence, testimony, witnessing | Abstract/mass noun referring to evidence or testimony. This is the form listed in P1. | [CORE] |
| shahidi | shuhudia | shuhudia | shahidi (witness) + -i- (applicative) + -a (final vowel) [with vowel harmony] | to witness, to testify, to give evidence | Verb meaning to act as a witness or to give testimony. Common in legal and religious contexts. | [CORE] |
| shuhudia | shuhudishwa | shuhudishwa | shahidi (witness) + -i- (applicative) + -sh- (causative) + -wa (passive) | to be witnessed, to be testified to | Passive causative form used when something is witnessed or testified to by others. | [CORE] |
| kamili | ukamili | ukamili | u- (noun class 11/14 abstract prefix) + kamili (complete) | completeness, perfection, wholeness | Abstract noun referring to the state of being complete or perfect. Common in formal and philosophical discourse. | [CORE] |
| kamili | kamilisha | kamilisha | kamili (complete) + -ish- (causative) + -a (final vowel) | to complete, to perfect, to finish, to make whole | Causative verb meaning to make complete or to bring to completion. Very common in contexts of finishing tasks or perfecting things. | [CORE] |
| kamilisha | kamilishwa | kamilishwa | kamili (complete) + -ish- (causative) + -wa (passive) | to be completed, to be perfected, to be finished | Passive form used when something undergoes completion or perfection. | [CORE] |
| kamili | kamilika | kamilika | kamili (complete) + -ik- (stative/neuter) + -a (final vowel) | to be complete, to be perfect, to be whole (stative) | Stative verb indicating the state of being complete. Used when describing inherent completeness rather than the process of completion. | [CORE] |
| adili | uadilifu | uadilifu | u- (noun class 11/14 abstract prefix) + adili (just) + -fu (quality suffix) | justice, fairness, equity, righteousness | Abstract noun referring to the quality of being just or fair. Common in moral, legal, and political discourse. | [CORE] |
| uadilifu | -a uadilifu | -a uadilifu | -a (associative marker) + uadilifu (justice) | of justice, just, fair | Associative construction creating adjectival phrases from the abstract noun. Less common than direct use of "adili." | [MARGINAL] |
| -potoka/-pota | upotovu | upotovu | u- (noun class 11/14 abstract prefix) + -poto- (err/stray root) + -vu (quality suffix) | error, deviation, wrongness, perversion | Abstract noun referring to the state or quality of being in error or astray. Used in moral and factual contexts. | [CORE] |
| -potoka/-pota | potoa | potoa | -poto- (err/stray root) + -a (causative/applicative suffix, shortened) | to lead astray, to cause to err, to mislead | Causative verb meaning to cause someone to go astray or to mislead. Common in moral discourse about deception and leading others into error. | [CORE] |
| -potoka/-pota | potosha | potosha | -poto- (err/stray root) + -sha (causative suffix) | to mislead, to cause to err, to pervert, to corrupt | Alternative causative form with similar meaning to "potoa" but often implying more deliberate or systematic misleading. Common in moral and religious discourse. | [CORE] |
| potosha | potoshwa | potoshwa | -poto- (err/stray root) + -sh- (causative) + -wa (passive) | to be misled, to be led astray, to be corrupted | Passive form indicating being subjected to misleading or corruption by an agent. | [CORE] |
| kosa | makosa | makosa | ma- (noun class 6 plural prefix) + kosa (error) | mistakes, errors, faults, wrongs | Regular plural formation. This is the form listed in P1. | [CORE] |
| kosa | kosea | kosea | kosa (error) + -a (verb-forming suffix) | to make a mistake, to err, to be wrong, to sin | Verb meaning to commit an error or mistake. Very common in everyday speech and moral discourse. | [CORE] |
| kosa | kosesha | kosesha | kosa (error) + -sha (causative suffix) | to cause to err, to make someone make a mistake, to mislead | Causative verb meaning to cause someone to make an error. Used in contexts of misleading or causing mistakes. | [CORE] |
| kosea | kosewa | kosewa | kosa (error) + -wa (passive suffix) | to be wronged, to be sinned against, to suffer error | Passive form indicating being the victim of an error or wrong. Common in moral and interpersonal contexts. | [CORE] |
| safi | usafi | usafi | u- (noun class 11/14 abstract prefix) + safi (clean) | cleanliness, purity, clarity | Abstract noun referring to the state of being clean or pure. Common in discussions of hygiene, purity, and clarity. | [CORE] |
| safi | safisha | safisha | safi (clean) + -ish- (causative) + -a (final vowel) | to clean, to purify, to clarify, to make clear | Causative verb meaning to make clean or pure. Very common in everyday contexts of cleaning and purifying. | [CORE] |
| safisha | safishwa | safishwa | safi (clean) + -ish- (causative) + -wa (passive) | to be cleaned, to be purified, to be clarified | Passive form used when something undergoes cleaning or purification. | [CORE] |
| madhubuti | umadhubuti | umadhubuti | u- (noun class 11/14 abstract prefix) + madhubuti (reliable) | reliability, accuracy, precision, firmness | Abstract noun referring to the quality of being reliable or accurate. Used in formal contexts discussing dependability. | [CORE] |
| thabata | thibitisha | thibitisha | thabit- (firm/established root) + -ish- (causative) + -a (final vowel) | to confirm, to verify, to establish, to prove | This is the form listed in P1. It is already a causative derivation. | [CORE] |
| thibitisha | thibitishwa | thibitishwa | thabit- (firm root) + -ish- (causative) + -wa (passive) | to be confirmed, to be verified, to be established | Passive form used when something undergoes confirmation or verification. | [CORE] |
| thibitisha | uthibitisho | uthibitisho | u- (noun class 11/14 prefix) + thabit- (firm root) + -ish- (causative) + -o (nominal suffix) | confirmation, verification, proof, validation | Deverbal noun referring to the act or result of confirming. Common in administrative and legal contexts. | [CORE] |
| -danganya | mdanganyifu | mdanganyifu | m- (noun class 1 person prefix) + -dangany- (deceive root) + -ifu (agent/quality suffix) | deceiver, liar, trickster, deceitful person | Agentive noun referring to a person characterized by deception. Strong moral condemnation. | [CORE] |
| mdanganyifu | wadanganyifu | wadanganyifu | wa- (noun class 2 plural person prefix) + -dangany- (deceive root) + -ifu (agent suffix) | deceivers, liars, tricksters | Plural form of mdanganyifu. Regular noun class agreement. | [CORE] |
| -danganya | udanganyifu | udanganyifu | u- (noun class 11/14 abstract prefix) + -dangany- (deceive root) + -ifu (quality suffix) | deception, deceitfulness, trickery, dishonesty | Abstract noun referring to the quality or practice of deception. Common in moral discourse. | [CORE] |
| -danganya | danganywa | danganywa | -dangany- (deceive root) + -wa (passive suffix) | to be deceived, to be tricked, to be lied to | Passive form indicating being subjected to deception. Very common in everyday speech. | [CORE] |
| -danganya | danganyika | danganyika | -dangany- (deceive root) + -ik- (stative/neuter) + -a (final vowel) | to be deceived, to be mistaken, to be fooled (stative) | Stative form indicating the state of being deceived or mistaken. Common in describing states of error or deception. | [CORE] |
| hukumu | hukumia | hukumia | hukumu (judgment) + -i- (applicative) + -a (final vowel) | to judge, to pass judgment on, to sentence | Verb meaning to make a judgment or to pass sentence. Common in legal contexts and moral evaluations. | [CORE] |
| hukumia | hukumiwa | hukumiwa | hukumu (judgment) + -i- (applicative) + -wa (passive) | to be judged, to be sentenced, to be condemned | Passive form used when someone receives judgment or sentencing. | [CORE] |
| hukumu | mhukumu | mhukumu | m- (noun class 1 person prefix) + hukumu (judgment) | condemned person, convict, one who is judged | Noun referring to a person who has been judged or sentenced. Common in legal contexts. | [CORE] |
| mhukumu | wahukumu | wahukumu | wa- (noun class 2 plural person prefix) + hukumu (judgment) | condemned persons, convicts, those who are judged | Plural form of mhukumu. Regular noun class agreement. | [CORE] |
