# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 14.1 | Hakikisha umeelewa | hakikisha umeelewa | [CORE] | Extremely common causative verb hakikisha (< hakika + -ish-). Used for ensuring, verifying, and confirming. One of the most frequent verbs in everyday Swahili. |
| 14.2 | Polisi wamehakikisha usalama | polisi wamehakikisha usalama | [CORE] | Common in security and administrative contexts. |
| 14.3 | Ukweli umehakikishwa | ukweli umehakikishwa | [CORE] | Passive form (hakikishwa). Common in formal and investigative contexts. |
| 15.1 | Ushahidi umedhihirisha ukweli | ushahidi umedhihirisha ukweli | [CORE] | Causative verb dhihirisha (< dhahiri + -ish-). Common in argumentative and evidential contexts. |
| 15.2 | Mwalimu amedhihirisha maana ya maneno | mwalimu amedhihirisha maana ya maneno | [CORE] | Common in educational contexts for clarification and explanation. |
| 15.3 | Lazima usafishe maelezo yako | lazima usafishe maelezo yako | [CORE] | Uses safisha (< safi + -ish-) metaphorically for clarification. Common in instructional contexts. |
| 16.1 | Amewadanganya watu | amewadanganya watu | [CORE] | Standard verb for deception. Already causative in meaning (causing people to believe falsehoods). |
| 16.2 | Usimdanganye | usimdanganye | [CORE] | Negative imperative. Very common in moral instruction. |
| 17.1 | Maswali magumu yamemkosesha | maswali magumu yamemkosesha | [CORE] | Causative verb kosesha (< kosa + -sh-). Common in educational and testing contexts. |
| 17.2 | Usimpotoshe kwa habari za uongo | usimpotoshe kwa habari za uongo | [CORE] | Causative verb potosha (< -potoka + -sh-). Common in moral discourse about misleading. |
| 17.3 | Propaganda imewapotoa vijana | propaganda imewapotoa vijana | [CORE] | Alternative causative potoa (< -potoka + -a). Common in political discourse. |
| 18.1 | Ukweli unabaki ukweli | ukweli unabaki ukweli | [CORE] | Uses verb -baki (remain/stay) with predicate repetition. Common in philosophical or proverbial discourse. |
| 18.2 | Habari hii inabaki kuwa kweli | habari hii inabaki kuwa kweli | [CORE] | Periphrastic construction with -baki + kuwa kweli. Emphasizes persistence of truth despite challenges. |
| 18.3 | Haki yake inabaki | haki yake inabaki | [CORE] | Simple verb -baki with subject. Common in legal and moral discourse about persistent rights. |
| 19.1 | Uongo unabaki uongo | uongo unabaki uongo | [CORE] | Parallel to "ukweli unabaki ukweli." Common in moral discourse emphasizing that lies cannot become truth. |
| 19.2 | Habari hizi zinabaki kuwa uongo | habari hizi zinabaki kuwa uongo | [CORE] | Periphrastic construction with -baki + kuwa uongo. Emphasizes persistent falsity. |
| 20.1 | Lazima tuhifadhi ukweli | lazima tuhifadhi ukweli | [CORE] | Verb -hifadhi (preserve/protect/keep) with ukweli as object. Common in moral and institutional discourse. |
| 20.2 | Waandishi wanapaswa kulinda ukweli | waandishi wanapaswa kulinda ukweli | [CORE] | Verb -linda (guard/protect/defend) with ukweli as object. Common in journalistic and ethical discourse. |
| 20.3 | Mahakama inahifadhi haki za watu | mahakama inahifadhi haki za watu | [CORE] | Same pattern with haki (rights) as object. Very common in legal discourse. |
| 21.1 | Wameharibu ukweli kwa uongo | wameharibu ukweli kwa uongo | [CORE] | Verb -haribu (destroy/spoil/ruin) with ukweli as object. Common in moral condemnation of deception. |
| 21.2 | Serikali inaficha ukweli | serikali inaficha ukweli | [CORE] | Verb -ficha (hide/conceal) with ukweli as object. Very common in political and investigative discourse. |
| 21.3 | Propaganda inazuia ukweli | propaganda inazuia ukweli | [CORE] | Verb -zuia (prevent/block/hinder) with ukweli as object. Common in political discourse. |
| 22.1 | Wanahabari wamefunua ukweli | wanahabari wamefunua ukweli | [CORE] | Verb -funua (reveal/uncover/expose) with ukweli as object. Very common in investigative journalism. |
| 22.2 | Uchunguzi umegundua ukweli | uchunguzi umegundua ukweli | [CORE] | Verb -gundua (discover/find out) with ukweli as object. Common in investigative contexts. |
| 22.3 | Amedhihirisha ukweli | amedhihirisha ukweli | [CORE] | Causative verb dhihirisha (make evident) with ukweli as object. Common in evidential contexts. |
| 23.1 | Wanatafuta ukweli | wanatafuta ukweli | [CORE] | Verb -tafuta (seek/search/look for) with ukweli as object. Common in investigative and philosophical discourse. |
| 23.2 | Wanasayansi wanatafuta ukweli wa kisayansi | wanasayansi wanatafuta ukweli wa kisayansi | [CORE] | Same pattern with domain-specific truth. Common in academic discourse. |
| 23.3 | Lazima tutafute ukweli wa mambo | lazima tutafute ukweli wa mambo | [CORE] | Imperative/subjunctive form. Common in investigative and deliberative contexts. |
| 24.1 | Lazima ukubali ukweli | lazima ukubali ukweli | [CORE] | Verb -kubali (accept/agree/admit) with ukweli as object. Very common in moral and argumentative discourse. |
| 24.2 | Wamekataa kukubali ukweli | wamekataa kukubali ukweli | [CORE] | Negative construction with -kataa (refuse) + infinitive. Common in describing denial. |
| 24.3 | Amepokea ukweli kwa moyo wazi | amepokea ukweli kwa moyo wazi | [CORE] | Verb -pokea (receive) with ukweli as object. Common in religious and moral discourse. |
| 25.1 | Wamekataa ukweli | wamekataa ukweli | [CORE] | Verb -kataa (refuse/reject/deny) with ukweli as object. Common in moral and political discourse. |
| 25.2 | Amekana ukweli | amekana ukweli | [CORE] | Verb -kana (deny) with ukweli as object. Common in legal and moral contexts. |
| 25.3 | Wanapinga ukweli | wanapinga ukweli | [CORE] | Verb -pinga (oppose/resist/object) with ukweli as object. Common in argumentative contexts. |
| 26.1 | Amekuwa mwongo | amekuwa mwongo | [CORE] | Periphrastic construction with kuwa (become) + mwongo (liar). Describes character transformation or revelation. |
| 26.2 | Kwa kusema uongo mara kwa mara, amekuwa mwongo | kwa kusema uongo mara kwa mara amekuwa mwongo | [CORE] | Same pattern with causal explanation. Common in moral discourse about character formation. |
| 27.1 | Acha kusema uongo | acha kusema uongo | [CORE] | Verb -acha (stop/quit/leave) + infinitive kusema uongo. Very common imperative in confrontational discourse. |
| 27.2 | Ameacha kudanganya | ameacha kudanganya | [CORE] | Same pattern with -danganya (deceive). Common in describing behavioral change. |
| 27.3 | Lazima waache uongo | lazima waache uongo | [CORE] | Verb -acha with direct object uongo (without infinitive). Common in moral exhortation. |
| 28.1 | Ameanza kusema ukweli | ameanza kusema ukweli | [CORE] | Verb -anza (begin/start) + infinitive kusema ukweli. Common in describing behavioral change. |
| 28.2 | Sasa anaanza kusema kweli | sasa anaanza kusema kweli | [CORE] | Same pattern with bare kweli instead of ukweli. Equally natural. |
| 28.3 | Baada ya kufunguliwa, wameanza kusema ukweli | baada ya kufunguliwa wameanza kusema ukweli | [CORE] | Same pattern in narrative context. Common in testimonial and confessional discourse. |
| 29.1 | Habari zinakuwa na ukweli zaidi | habari zinakuwa na ukweli zaidi | [MARGINAL] | Periphrastic construction with kuwa na (become with/have) + ukweli zaidi (more truth). Describes gradual increase in truthfulness. |
| 29.2 | Taarifa zake zinaongezeka kwa usahihi | taarifa zake zinaongezeka kwa usahihi | [MARGINAL] | Verb -ongezeka (increase) with prepositional phrase kwa usahihi. Describes gradual improvement in accuracy. |
