# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Indonesian (id)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| asli | keaslian | keaslian | ke- + asli + -an | authenticity, genuineness, originality | Nominalization creating abstract noun for the quality of being authentic or genuine. Common in discussions of art, documents, and character. | [CORE] |
| asli | mengasli | mengasli | meN- + asli | to become original/genuine, to return to original state | Verb form indicating process of becoming or returning to original/genuine state. Less common; limited usage. | [MARGINAL] |
| tepat | ketepatan | ketepatan | ke- + tepat + -an | precision, accuracy, exactness | Nominalization creating abstract noun for the quality of being precise or exact. Common in technical and evaluative contexts. | [CORE] |
| tepat | menetapkan | menetapkan | meN- + tepat + -kan | to determine, to establish, to set, to decide | Causative verb form indicating the act of establishing, determining, or setting something definitively. Very common in administrative and decision-making contexts. | [CORE] |
| tepat | penetapan | penetapan | peN- + tepat + -kan (embedded) + -an | determination, establishment, stipulation | Nominalization of action/process from "menetapkan". Refers to the act or result of determining or establishing. Common in legal and administrative language. | [CORE] |
| tepat | ditetapkan | ditetapkan | di- + tepat + -kan | to be determined, to be established, to be set | Passive voice form indicating something is determined or established. Very common in regulations and official announcements. | [CORE] |
| tepat | tepat-tepat | tepat-tepat | tepat + tepat (reduplication) | exactly, precisely | Reduplication creating intensifier emphasizing exactness. Less common than single form. | [MARGINAL] |
| tepat | setepat | setepat | se- + tepat | as precise as, as exact as | Equative form used in comparisons. Indicates equal precision or exactness. | [CORE] |
| akurat | keakuratan | keakuratan | ke- + akurat + -an | accuracy, precision | Nominalization creating abstract noun for the quality of being accurate. Common in technical, scientific, and evaluative contexts. | [CORE] |
| akurat | mengakuratkan | mengakuratkan | meN- + akurat + -kan | to make accurate, to improve accuracy | Causative verb form indicating the act of making something accurate or improving accuracy. Technical register. | [MARGINAL] |
| nyata | kenyataan | kenyataan | ke- + nyata + -an | reality, fact, actuality | Nominalization creating abstract noun for reality or factual state. Very common across all registers to refer to actual conditions or facts. | [CORE] |
| nyata | menyatakan | menyatakan | meN- + nyata + -kan | to state, to declare, to express | Causative verb form indicating the act of making something known or evident. Very common in formal and informal speech for expressing or declaring. | [CORE] |
| nyata | pernyataan | pernyataan | peN- + nyata + -kan (embedded) + -an | statement, declaration, expression | Nominalization of action/process from "menyatakan". Refers to statements or declarations. Very common in formal discourse. | [CORE] |
| nyata | dinyatakan | dinyatakan | di- + nyata + -kan | to be stated, to be declared, to be expressed | Passive voice form indicating something is stated or declared. Common in formal reports and announcements. | [CORE] |
| nyata | ternyata | ternyata | ter- + nyata | apparently, it turns out, evidently | Adverbial form indicating something that becomes evident or turns out to be the case. Very common in narrative and explanatory discourse. | [CORE] |
| nyata | senyatanya | senyatanya | se- + nyata + -nya | in reality, actually, as it really is | Adverbial form emphasizing actual reality. Used to contrast appearance with reality or to emphasize truth. | [CORE] |
| nyata | nyata-nyata | nyata-nyata | nyata + nyata (reduplication) | clearly, evidently, obviously | Reduplication creating intensifier emphasizing obviousness or clarity of evidence. Common in argumentative contexts. | [CORE] |
| keliru | kekeliruan | kekeliruan | ke- + keliru + -an | mistake, error, confusion | Nominalization creating abstract noun for mistakes or errors, often unintentional. Suggests confusion or misunderstanding. | [CORE] |
| keliru | mengelirukan | mengelirukan | meN- + keliru + -kan | to confuse, to mislead, to cause error | Causative verb form indicating the act of causing confusion or error. Common in descriptions of misleading information or situations. | [CORE] |
| keliru | terkeliru | terkeliru | ter- + keliru | mistaken, confused, in error | Indicates accidental or unintentional state of being mistaken. Less common than "keliru" alone. | [MARGINAL] |
| valid | validitas | validitas | valid + -itas (borrowed suffix) | validity | Nominalization using borrowed Latin suffix. Creates abstract noun for validity. Common in academic, legal, and technical contexts. | [CORE] |
| valid | memvalidasi | memvalidasi | meN- + valid + -asi (borrowed suffix) | to validate | Verb form using borrowed suffix -asi. Indicates the act of validating. Common in technical and administrative contexts. | [CORE] |
| valid | validasi | validasi | valid + -asi (borrowed suffix) | validation | Nominalization using borrowed suffix. Refers to the process or act of validation. Common in technical and administrative language. | [CORE] |
| valid | tervalidasi | tervalidasi | ter- + valid + -asi | validated, verified | Indicates state of being validated. Technical register. | [MARGINAL] |
| sah | mengesahkan | mengesahkan | meN- + sah + -kan | to legalize, to validate, to authorize, to ratify | Causative verb form indicating the act of making something legally valid or authorized. Very common in legal and administrative contexts. | [CORE] |
| sah | pengesahan | pengesahan | peN- + sah + -kan (embedded) + -an | legalization, validation, authorization, ratification | Nominalization of action/process from "mengesahkan". Refers to the act or process of legalizing or authorizing. Common in legal and administrative language. | [CORE] |
| sah | disahkan | disahkan | di- + sah + -kan | to be legalized, to be validated, to be authorized | Passive voice form indicating something is made legally valid. Very common in legal announcements and documents. | [CORE] |
| sah | kesahan | kesahan | ke- + sah + -an | validity, legitimacy, legality | Nominalization creating abstract noun for the quality of being legally valid. Common in legal discourse. | [CORE] |
| sah | sahnya | sahnya | sah + -nya | its validity, the validity of | Nominalized form with possessive/definite marker. Used to refer to the validity of specific things. Common in legal contexts. | [CORE] |
| sejati | kesejatian | kesejatian | ke- + sejati + -an | genuineness, authenticity, true nature | Nominalization creating abstract noun for essential genuineness or true nature. Often used in philosophical or emotional contexts. | [CORE] |
| sejati | sesejatinya | sesejatinya | se- + sejati + -nya | in its true nature, essentially, truly | Adverbial form emphasizing essential or fundamental nature. Used in philosophical and reflective discourse. | [CORE] |
| sungguh | kesungguhan | kesungguhan | ke- + sungguh + -an | earnestness, seriousness, sincerity | Nominalization creating abstract noun for the quality of being earnest or sincere. Common in evaluations of commitment or seriousness. | [CORE] |
| sungguh | bersungguh-sungguh | bersungguh-sungguh | ber- + sungguh-sungguh (reduplication) | to be earnest, to be serious, to be sincere | Verb form with reduplication emphasizing earnestness or seriousness of effort or intention. Very common in descriptions of committed behavior. | [CORE] |
| sungguh | sungguh-sungguh | sungguh-sungguh | sungguh + sungguh (reduplication) | earnestly, seriously, sincerely | Reduplication creating intensifier emphasizing earnestness or seriousness. Common as adverb or adjective. | [CORE] |
| sungguh | sesungguhnya | sesungguhnya | se- + sungguh + -nya | truly, in truth, actually, in fact | Adverbial form used to introduce what is truly the case. Common in formal and literary registers, often with religious or philosophical connotations. | [CORE] |
| dusta | mendustakan | mendustakan | meN- + dusta + -kan | to deny, to reject as false, to belie | Causative verb form indicating the act of denying or rejecting something as false. More formal/literary than "membohongi". Common in religious and literary texts. | [CORE] |
| dusta | pendusta | pendusta | peN- + dusta | liar, one who lies | Agentive nominalization creating noun for person who lies. More formal/literary than "pembohong". Common in religious and moral discourse. | [CORE] |
| dusta | pendustaan | pendustaan | peN- + dusta + -an | denial, rejection as false | Nominalization of action/process from "mendustakan". Refers to the act of denying or rejecting as false. Formal/literary register. | [CORE] |
| dusta | kedusta-dustaan | kedusta-dustaan | ke- + dusta-dusta (reduplication) + -an | falsehoods, lies (plural/collective) | Complex derivation with reduplication indicating multiple or collective falsehoods. Literary register. | [MARGINAL] |
| menyimpang | penyimpangan | penyimpangan | peN- + simpang + -an | deviation, divergence, aberration | Nominalization of action/process. Refers to deviations from norms, standards, or expected paths. Common in moral, statistical, and behavioral contexts. | [CORE] |
| menyimpang | menyimpang | menyimpang | meN- + simpang | to deviate, to diverge, to stray | Base verb form (already derived from "simpang"). Indicates deviation from correct path, standard, or norm. | [CORE] |
| menyimpang | disimpangkan | disimpangkan | di- + simpang + -kan | to be diverted, to be caused to deviate | Passive causative form indicating something is caused to deviate. Less common. | [MARGINAL] |
| sesuai | kesesuaian | kesesuaian | ke- + sesuai + -an | conformity, suitability, compatibility, correspondence | Nominalization creating abstract noun for the quality of conforming or being suitable. Very common in evaluative and technical contexts. | [CORE] |
| sesuai | menyesuaikan | menyesuaikan | meN- + sesuai + -kan | to adjust, to adapt, to make conform | Causative verb form indicating the act of making something conform or adjusting to match. Very common in descriptions of adaptation and adjustment. | [CORE] |
