# F6 — NATURALNESS TABLE
# Language: Indonesian (id)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 7.1 | menjadi sama | menjadi sama | NATURAL | Used for convergence or equalization. Common in comparative and developmental contexts. |
| 7.2 | menjadi sama dengan | menjadi sama dengan | NATURAL | Specifies the standard of comparison. Very common in mathematical and comparative contexts. |
| 7.3 | menyatu | menyatu | NATURAL | Indicates fusion or unification. Related to sameness through merger rather than comparison. |
| 8.1 | menjadi berbeda | menjadi berbeda | NATURAL | Standard inchoative for differentiation or divergence. Common across all contexts. |
| 8.2 | menjadi beda | menjadi beda | NATURAL | Colloquial variant of *menjadi berbeda*. Same meaning, slightly more informal. |
| 8.3 | berubah | berubah | NATURAL | General change verb that implies becoming different. Very common across all registers. |
| 9.1 | menjadi sah | menjadi sah | NATURAL | Used when something acquires legal or official validity. Common in legal and administrative contexts. |
| 9.2 | disahkan | disahkan | NATURAL | Passive causative indicating official validation. Very common in legal and administrative language. |
| 9.3 | menjadi valid | menjadi valid | NATURAL | Used in technical and academic contexts for logical or procedural validity. |
| 10.1 | menjadi tidak sah | menjadi tidak sah | NATURAL | Loss of legal or official validity. Common in legal contexts. |
| 10.2 | dibatalkan | dibatalkan | NATURAL | Passive verb indicating cancellation or invalidation. Very common in administrative contexts. |
| 10.3 | menjadi tidak valid | menjadi tidak valid | NATURAL | Loss of logical or procedural validity. Common in technical and academic contexts. |
| 11.1 | menjadi tepat | menjadi tepat | NATURAL | Used when something imprecise becomes precise or appropriate. Common in technical contexts. |
| 11.2 | menjadi akurat | menjadi akurat | NATURAL | Used in technical and scientific contexts for achieving accuracy. |
| 11.3 | menjadi lebih tepat | menjadi lebih tepat | NATURAL | Indicates gradual improvement in precision. Common in iterative processes. |
| 12.1 | menjadi tidak tepat | menjadi tidak tepat | NATURAL | Loss of precision or appropriateness. Common in technical and evaluative contexts. |
| 12.2 | menjadi tidak akurat | menjadi tidak akurat | NATURAL | Loss of accuracy in technical or scientific contexts. |
| 13.1 | menjadi kenyataan | menjadi kenyataan | NATURAL | See 1.2 above. Most common expression for abstract realization. |
| 13.2 | menjadi nyata | menjadi nyata | NATURAL | See 1.3 above. Used for concrete realization. |
| 13.3 | terwujud | terwujud | NATURAL | Resultative form indicating realization or manifestation. Common in formal and literary contexts. |
| 14.1 | menjadi tidak nyata | menjadi tidak nyata | MARGINAL | Rare construction; unreality is typically inherent rather than acquired. More common to discover unreality. Limited natural usage. |
| 14.2 | menjadi fiktif | menjadi fiktif | MARGINAL | Very rare; fictionality is typically inherent in creation rather than acquired state. Very limited natural usage. |
| 15.1 | membenarkan | membenarkan | NATURAL | Primary causative verb for making something true or correct. Very common across all registers. |
| 15.2 | membetulkan | membetulkan | NATURAL | Causative verb meaning to correct or make right. Slightly more colloquial than *membenarkan* in some contexts. |
| 15.3 | memperbaiki | memperbaiki | NATURAL | General verb for correction or improvement. Common for fixing errors or mistakes. |
| 15.4 | membuktikan kebenaran | membuktikan kebenaran | NATURAL | Light verb construction for demonstrating truth through evidence. |
| 16.1 | menyalahkan | menyalahkan | NATURAL | Primary causative verb for attributing fault or declaring something wrong. Very common in conflict contexts. |
| 16.2 | memalsukan | memalsukan | NATURAL | Causative verb for creating forgeries or falsifying. Common in legal and criminal contexts. |
| 16.3 | membuat salah | membuat salah | NATURAL | Periphrastic causative using *membuat* "to make." Less common than *menyalahkan* but more explicit about causation. |
| 17.1 | membuat jujur | membuat jujur | NATURAL | Periphrastic causative for inducing honesty. Less common than behavioral descriptions. |
| 17.2 | memaksa untuk jujur | memaksa untuk jujur | NATURAL | Explicit coercive causation. Common in interrogation or confrontation contexts. |
| 17.3 | mendorong kejujuran | mendorong kejujuran | NATURAL | Light verb construction for promoting honesty. Common in institutional and educational contexts. |
| 18.1 | membuat bohong | membuat bohong | MARGINAL | Periphrastic causative for inducing lying. Less common; more typical to describe lying behavior directly. |
| 18.2 | memaksa untuk bohong | memaksa untuk bohong | NATURAL | Explicit coercive causation of lying. Used in contexts of intimidation or coercion. |
| 18.3 | mendorong kebohongan | mendorong kebohongan | NATURAL | Light verb construction for promoting deception. Carries strong negative moral judgment. |
| 19.1 | menyamakan | menyamakan | NATURAL | Primary causative verb for making things equal or treating them as equivalent. Very common in comparative contexts. |
| 19.2 | menyeragamkan | menyeragamkan | NATURAL | Causative verb for creating uniformity or standardization. Common in administrative and technical contexts. |
| 19.3 | menyatukan | menyatukan | NATURAL | Causative verb for creating unity or oneness. Common in political and organizational contexts. |
| 20.1 | membedakan | membedakan | NATURAL | Primary causative verb for creating or marking difference. Very common in analytical and comparative contexts. |
| 20.2 | memisahkan | memisahkan | NATURAL | Causative verb for creating separation or division. Common across all contexts. |
| 20.3 | mengubah | mengubah | NATURAL | General causative verb for causing change. Very common across all registers. |
| 21.1 | mengesahkan | mengesahkan | NATURAL | Primary causative verb for conferring legal or official validity. Very common in legal and administrative contexts. |
| 21.2 | memvalidasi | memvalidasi | NATURAL | Borrowed causative verb for validation. Common in technical and administrative contexts. |
| 21.3 | mengabsahkan | mengabsahkan | NATURAL | Causative verb for conferring validity, more formal/religious register than *mengesahkan*. |
| 22.1 | membatalkan | membatalkan | NATURAL | Primary causative verb for cancellation or invalidation. Very common in administrative and legal contexts. |
| 22.2 | mencabut | mencabut | NATURAL | Causative verb for revoking or withdrawing validity. Common in legal and administrative contexts. |
| 23.1 | menetapkan | menetapkan | NATURAL | Causative verb for establishing or determining something definitively. Very common in formal and administrative contexts. |
| 23.2 | memastikan ketepatan | memastikan ketepatan | NATURAL | Light verb construction for ensuring accuracy. Common in quality control contexts. |
| 23.3 | mengakuratkan | mengakuratkan | MARGINAL | Causative verb for making something accurate. Used in technical and quality control contexts. |
| 24.1 | mengelirukan | mengelirukan | NATURAL | Causative verb for causing confusion or error. Common in contexts describing misleading information. |
| 24.2 | menyesatkan | menyesatkan | NATURAL | Causative verb for leading into error or deception. Common in moral and informational contexts. |
| 24.3 | membingungkan | membingungkan | NATURAL | Causative verb for causing confusion or bewilderment. Very common across all contexts. |
| 25.1 | mempertahankan kebenaran | mempertahankan kebenaran | NATURAL | Light verb construction for maintaining or defending truth. Common in moral and legal discourse. |
| 25.2 | menjaga kebenaran | menjaga kebenaran | NATURAL | Light verb construction for protecting or preserving truth. Common in moral discourse. |
| 25.3 | tetap benar | tetap benar | NATURAL | Stative construction indicating persistence of truth. Common in contexts of verification over time. |
| 25.4 | masih benar | masih benar | NATURAL | Aspectual construction indicating continued truth. Common in contexts of temporal verification. |
| 26.1 | tetap salah | tetap salah | NATURAL | Stative construction indicating persistence of error. Common in contexts of uncorrected mistakes. |
| 26.2 | masih salah | masih salah | NATURAL | Aspectual construction indicating continued error. Common in contexts of incomplete correction. |
| 26.3 | terus berbohong | terus berbohong | NATURAL | Aspectual construction indicating continued deception. Common in contexts of persistent dishonesty. |
| 27.1 | tetap jujur | tetap jujur | NATURAL | Stative construction indicating persistence of honesty. Common in contexts of moral steadfastness. |
| 27.2 | terus jujur | terus jujur | NATURAL | Aspectual construction indicating continued honesty. Common in contexts of sustained integrity. |
| 27.3 | mempertahankan kejujuran | mempertahankan kejujuran | NATURAL | Light verb construction for maintaining honesty. Common in moral and professional discourse. |
| 28.1 | tetap sama | tetap sama | NATURAL | Stative construction indicating persistence of sameness. Very common across all contexts. |
| 28.2 | masih sama | masih sama | NATURAL | Aspectual construction indicating continued sameness. Very common in comparative contexts. |
| 28.3 | tidak berubah | tidak berubah | NATURAL | Negative construction indicating absence of change. Very common across all contexts. |
| 29.1 | tetap berbeda | tetap berbeda | NATURAL | Stative construction indicating persistence of difference. Common in comparative contexts. |
| 29.2 | masih berbeda | masih berbeda | NATURAL | Aspectual construction indicating continued difference. Common in comparative contexts. |
| 30.1 | tetap sah | tetap sah | NATURAL | Stative construction indicating persistence of validity. Common in legal contexts. |
| 30.2 | masih sah | masih sah | NATURAL | Aspectual construction indicating continued validity. Common in legal and administrative contexts. |
| 30.3 | berlaku | berlaku | NATURAL | Intransitive verb indicating validity or being in effect. Very common in legal and administrative contexts. |
| 31.1 | tidak berlaku lagi | tidak berlaku lagi | NATURAL | Negative aspectual construction indicating loss of validity. Very common in legal and administrative contexts. |
| 31.2 | kedaluwarsa | kedaluwarsa | NATURAL | Intransitive verb indicating expiration or lapse of validity. Common in legal and commercial contexts. |
| 31.3 | habis masa berlaku | habis masa berlaku | NATURAL | Fixed phrase indicating expiration of validity period. Common in administrative contexts. |
| 32.1 | semakin benar | semakin benar | NATURAL | Progressive construction indicating gradual increase in truth or correctness. Common in contexts of iterative improvement. |
| 32.2 | makin tepat | makin tepat | NATURAL | Progressive construction indicating gradual increase in precision. Common in technical contexts. |
| 32.3 | mendekati kebenaran | mendekati kebenaran | NATURAL | Light verb construction indicating approximation toward truth. Common in investigative and scientific contexts. |
| 33.1 | semakin salah | semakin salah | NATURAL | Progressive construction indicating gradual increase in error. Common in contexts of deterioration. |
| 33.2 | makin tidak akurat | makin tidak akurat | NATURAL | Progressive construction indicating gradual loss of accuracy. Common in technical contexts. |
| 33.3 | menjauh dari kebenaran | menjauh dari kebenaran | NATURAL | Light verb construction indicating divergence from truth. Common in moral and investigative contexts. |
| 34.1 | tiba-tiba menjadi benar | tiba-tiba menjadi benar | NATURAL | Adverbial construction marking abrupt change to truth. Common in narrative contexts. |
| 34.2 | langsung benar | langsung benar | NATURAL | Adverbial construction indicating immediate correctness. Common in contexts of instant verification. |
| 35.1 | tiba-tiba ternyata benar | tiba-tiba ternyata benar | NATURAL | Combines sudden change with evidential discovery. Common in narrative contexts. |
| 35.2 | baru ketahuan benar | baru ketahuan benar | NATURAL | Aspectual construction marking recent discovery of truth. Common in investigative contexts. |
| 36.1 | mencegah kebohongan | mencegah kebohongan | NATURAL | Light verb construction for preventing deception. Common in institutional and moral discourse. |
| 36.2 | menghindari kesalahan | menghindari kesalahan | NATURAL | Light verb construction for avoiding errors. Very common across all contexts. |
| 36.3 | mengantisipasi kesalahan | mengantisipasi kesalahan | NATURAL | Light verb construction for anticipating and preventing errors. Common in planning and quality control contexts. |
| 37.1 | membiarkan kebenaran | membiarkan kebenaran | NATURAL | Light verb construction for permitting truth to emerge or be known. Common in contexts of revelation. |
| 37.2 | mengizinkan kebenaran | mengizinkan kebenaran | MARGINAL | Light verb construction for permitting truth. Less common than *membiarkan kebenaran*. Limited natural usage. |
| 38.1 | memaksa kebenaran | memaksa kebenaran | NATURAL | Light verb construction for coercing truth revelation. Common in interrogation contexts. |
| 38.2 | memaksa untuk jujur | memaksa untuk jujur | NATURAL | See 17.2 above. Explicit coercive causation of honesty. |
| 39.1 | mempertahankan kebenaran | mempertahankan kebenaran | NATURAL | See 25.1 above. Light verb construction for defending truth against challenges. |
| 39.2 | bertahan pada kebenaran | bertahan pada kebenaran | NATURAL | Light verb construction for maintaining commitment to truth. Common in contexts of moral steadfastness. |
| 40.1 | menerima kebenaran | menerima kebenaran | NATURAL | Light verb construction for accepting truth, often difficult or unwelcome truth. Very common in psychological and moral contexts. |
| 40.2 | mengakui kebenaran | mengakui kebenaran | NATURAL | Light verb construction for acknowledging or admitting truth. Common in contexts of confession or recognition. |
| 41.1 | menolak kebenaran | menolak kebenaran | NATURAL | Light verb construction for rejecting truth. Common in contexts of denial or resistance. |
| 41.2 | menyangkal kebenaran | menyangkal kebenaran | NATURAL | Light verb construction for denying truth. Common in contexts of contradiction or dispute. |
| 41.3 | mendustakan | mendustakan | NATURAL | Causative verb meaning to deny or reject something as false. More formal/literary than *menyangkal*. |
| 42.1 | X becomes more genuine/authentic | — | NO COMMON EXPRESSION | Authenticity is typically treated as binary (genuine or fake) rather than gradual in Indonesian. While *menjadi lebih asli* is grammatically possible, it is not a natural or common expression. Authenticity is verified (*terbukti asli*) rather than acquired gradually. |
| 42.2 | X becomes less fake | — | NO COMMON EXPRESSION | Similar to above, fakeness is typically binary. *Menjadi kurang palsu* is grammatically possible but not natural. Items are either fake or genuine, not gradually less fake. |
| 42.3 | X becomes more real | — | NO COMMON EXPRESSION | While *menjadi lebih nyata* is grammatically possible and occasionally used, it is not a common or natural expression. Reality is typically treated as achieved (*menjadi nyata*, *terwujud*) rather than gradual. |
| 42.4 | X causes Y to become fake | — | NO COMMON EXPRESSION | Fakeness is typically created intentionally (*memalsukan* "to forge") rather than caused to develop. There is no common expression for causing something genuine to become fake. |
| 42.5 | X maintains fakeness | — | NO COMMON EXPRESSION | While *tetap palsu* "remains fake" is possible, there is no common expression for actively maintaining fakeness. Fakes are discovered (*ternyata palsu*) rather than maintained. |
| 42.6 | X becomes gradually more honest | — | LIMITED EXPRESSION | While *menjadi lebih jujur* "to become more honest" exists (see 5.2), there is no specific expression for gradual progressive honesty like *semakin jujur*. Honesty changes are typically described as discrete states rather than gradual processes. |
