# F2b Constructions Table: Indonesian Truth/Correctness Domain

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| betul | Betul sekali! | betul sekali | very true, absolutely correct, exactly right | Emphatic agreement or confirmation. Common in conversational responses, parallel to "benar sekali" but more colloquial. | [CORE] |
| betul | Itu tidak betul. | tidak betul | not correct, not true | Standard negation of betul. Common in everyday speech. | [CORE] |
| betul | Betul atau tidak cerita itu? | betul atau tidak | true or not, correct or not | Question form asking about truth or correctness. Common in verification contexts. | [CORE] |
| betul | Memang betul kata kamu. | memang betul | it is indeed true, you're right | Concessive phrase acknowledging truth. Colloquial parallel to "memang benar." | [CORE] |
| betul | Mana yang betul? | yang betul | which is correct, the correct one | Used to identify or ask about the correct option. Colloquial parallel to "yang benar." | [CORE] |
| bohong | Jangan bohong sama saya! | jangan bohong | don't lie, don't tell lies | Imperative construction warning or commanding someone not to lie. Very common in interpersonal contexts. | [CORE] |
| bohong | Saya tidak bohong. | tidak bohong | not lying, not false | Negation asserting truthfulness. Common in defensive statements. | [CORE] |
| bohong | Itu bohong besar! | bohong besar | big lie, major falsehood | Emphasizes magnitude or seriousness of a lie. Common in accusations. | [CORE] |
| bohong | Kamu jujur atau bohong? | jujur atau bohong | honest or lying, truthful or false | Binary opposition used in evaluating character or statements. Common in interrogations and moral questioning. | [CORE] |
| bohong | Dia ketahuan bohong. | ketahuan bohong | caught lying, found out to be lying | Phrase indicating someone's lie has been discovered. Common in narratives of deception. | [CORE] |
| bohong | Bohong atau tidak, saya tidak peduli. | bohong atau tidak | lying or not, whether lying or not | Concessive construction indicating something holds regardless of truthfulness. | [CORE] |
| jujur | Jujur saja, saya tidak suka. | jujur saja | to be honest, honestly speaking, frankly | Conversational phrase introducing frank or candid statements. Very common in informal speech. | [CORE] |
| jujur | Dia tidak jujur. | tidak jujur | dishonest, not honest, untruthful | Standard negation indicating dishonesty or lack of truthfulness. | [CORE] |
| jujur | Dia sangat jujur. | sangat jujur | very honest, extremely truthful | Intensified form emphasizing high degree of honesty. Common in character praise. | [CORE] |
| jujur | Dia kurang jujur dalam laporan itu. | kurang jujur | not quite honest, somewhat dishonest | Softened criticism indicating partial dishonesty. Common in polite negative evaluation. | [CORE] |
| jujur | Dia yang paling jujur di antara mereka. | paling jujur | most honest, most truthful | Superlative form identifying the most honest person among alternatives. | [CORE] |
| jujur | Dia lebih jujur daripada yang lain. | lebih jujur | more honest, more truthful | Comparative form indicating greater honesty relative to alternatives. | [CORE] |
| jujur | Kamu harus jujur pada diri sendiri. | jujur pada diri sendiri | honest with oneself, self-honest | Phrase about self-honesty or self-awareness. Common in psychological and self-help discourse. | [CORE] |
| jujur | Dia selalu berlaku jujur. | berlaku jujur | to behave honestly, to act with integrity | Phrase describing honest conduct or behavior. Common in moral instruction and character evaluation. | [CORE] |
| jujur | Kita harus bersikap jujur. | bersikap jujur | to have an honest attitude, to be honest in one's stance | Describes maintaining honesty in one's attitudes or positions. Common in discussions of integrity. | [CORE] |
| jujur | Dia orang jujur. | orang jujur | honest person, person of integrity | Simple phrase identifying someone as having honest character. Common in character descriptions. | [CORE] |
| jujur | Dia menjawab dengan jujur. | dengan jujur | honestly, with honesty, truthfully | Prepositional phrase indicating manner of action. Common in describing how something is done. | [CORE] |
| jujur | Secara jujur, saya tidak tahu. | secara jujur | honestly, in an honest manner | Formal adverbial phrase indicating honest manner. Common in formal speech and writing. | [CORE] |
| jujur | Dia mengatakan dengan jujur apa yang terjadi. | mengatakan dengan jujur | to say honestly, to state truthfully | Phrase for speaking with honesty. Common in testimonies and frank discussions. | [CORE] |
| jujur | Dia mengakui dengan jujur kesalahannya. | mengakui dengan jujur | to admit honestly, to confess truthfully | Phrase for honest admission or confession. Common in legal and interpersonal contexts. | [CORE] |
| jujur | Dia terlalu jujur, sampai menyinggung orang. | terlalu jujur | too honest, excessively frank | Indicates honesty to a fault or inappropriate frankness. Used when honesty causes problems. | [CORE] |
| jujur | Kami menghargai kejujuran Anda. | menghargai kejujuran | to appreciate honesty, to value truthfulness | Phrase about valuing honesty in others or as principle. Common in moral education and acknowledgment. | [CORE] |
| jujur | Perusahaan ini menjunjung kejujuran. | menjunjung kejujuran | to uphold honesty, to value integrity | Formal phrase about valuing or maintaining honesty as principle. Common in institutional and moral discourse. | [CORE] |
| palsu | Dia ditangkap karena mengedarkan uang palsu. | uang palsu | counterfeit money, fake money | Common collocation for counterfeit currency. Very frequent in legal and criminal contexts. | [CORE] |
| palsu | Dia menggunakan dokumen palsu. | dokumen palsu | fake documents, forged documents | Common collocation for forged documents. Frequent in legal and immigration contexts. | [CORE] |
| palsu | Dia memakai identitas palsu. | identitas palsu | fake identity, false identity | Common collocation for false identity. Frequent in criminal and espionage contexts. | [CORE] |
| palsu | Hati-hati dengan barang palsu. | barang palsu | fake goods, counterfeit goods | Common collocation for counterfeit products. Frequent in consumer protection contexts. | [CORE] |
| palsu | Ini tidak palsu, asli. | tidak palsu | not fake, not counterfeit | Negation asserting authenticity. Common in verification contexts. | [CORE] |
| palsu | Palsu atau asli barang ini? | palsu atau asli | fake or genuine, counterfeit or authentic | Binary opposition used in authentication. Common in verification and quality control. | [CORE] |
| asli | Asli atau palsu lukisan ini? | asli atau palsu | genuine or fake, authentic or counterfeit | Binary opposition used in authentication. Common in art, document, and product verification. | [CORE] |
| asli | Tas ini tidak asli. | tidak asli | not genuine, not authentic, fake | Negation indicating inauthenticity. Common in consumer contexts. | [CORE] |
| asli | Kami hanya jual barang asli. | barang asli | genuine goods, authentic products | Common collocation for authentic products. Frequent in retail and consumer contexts. | [CORE] |
| asli | Dia orang asli Jakarta. | orang asli | native person, indigenous person, original inhabitant | Phrase indicating someone is native to a place. Common in demographic and cultural contexts. | [CORE] |
| asli | Apa nama asli dia? | nama asli | real name, original name | Common collocation for someone's actual name as opposed to nickname or stage name. | [CORE] |
| tepat | Dia selalu datang tepat waktu. | tepat waktu | on time, punctual | Very common collocation for punctuality. Used across all registers. | [CORE] |
| tepat | Jawaban itu tidak tepat. | tidak tepat | not precise, not exact, inappropriate | Negation indicating lack of precision or appropriateness. Common in evaluations. | [CORE] |
| tepat | Pilihan kata itu kurang tepat. | kurang tepat | not quite precise, somewhat inappropriate | Softened criticism indicating partial inappropriateness. Common in polite corrections. | [CORE] |
| tepat | Keputusan itu sangat tepat. | sangat tepat | very precise, very appropriate | Intensified form emphasizing high degree of precision or appropriateness. | [CORE] |
| tepat | Ini solusi yang paling tepat. | paling tepat | most precise, most appropriate | Superlative form identifying the most appropriate option. | [CORE] |
| tepat | Kata ini lebih tepat. | lebih tepat | more precise, more appropriate | Comparative form indicating greater appropriateness. | [CORE] |
| tepat | Program ini tepat sasaran. | tepat sasaran | on target, well-targeted | Idiomatic phrase indicating something hits its intended target or achieves its goal. Common in policy and program evaluation. | [CORE] |
| tepat | Teknologi ini tepat guna untuk petani. | tepat guna | appropriate for use, fit for purpose | Compound indicating appropriateness for intended use. Common in technology and development contexts. | [CORE] |
| akurat | Data itu tidak akurat. | tidak akurat | not accurate, inaccurate | Standard negation indicating lack of accuracy. Common in technical and evaluative contexts. | [CORE] |
| akurat | Laporan itu kurang akurat. | kurang akurat | not quite accurate, somewhat inaccurate | Softened criticism indicating partial inaccuracy. Common in technical reviews. | [CORE] |
| akurat | Alat ini sangat akurat. | sangat akurat | very accurate, highly accurate | Intensified form emphasizing high degree of accuracy. Common in technical descriptions. | [CORE] |
