# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Indonesian (id)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| pantas | pantas | fitting, appropriate, deserved | fitting, appropriate, deserved, proper | Similar to "patut" and "layak," indicates appropriateness or deservingness. Often used to express that consequences are fitting or that behavior is suitable to context. | [CORE] |
| hakiki | hakiki | essential, fundamental, true (from Arabic "haqiqi") | essential, fundamental, true, real | Indicates essential nature or fundamental reality, often in philosophical or religious contexts. Used to distinguish appearance from underlying truth or reality. | [CORE] |
| objektif | objektif | objective (from Dutch "objectief") | objective, impartial, unbiased | Borrowed term indicating impartiality or independence from personal bias. Used primarily in academic, journalistic, or formal contexts to evaluate fairness of assessments. | [CORE] |
| subjektif | subjektif | subjective (from Dutch "subjectief") | subjective, personal, biased | Borrowed term indicating personal perspective or bias. Contrasts with "objektif" to characterize judgments as influenced by personal feelings or opinions. | [CORE] |
| absah | absah | valid, legitimate, authentic | valid, legitimate, authentic, authorized | Indicates validity or legitimacy, particularly in formal or legal contexts. Often used interchangeably with "sah" but may carry slightly more formal register. | [MARGINAL] |
| faktual | faktual | factual (from English) | factual, based on facts | Borrowed term indicating basis in facts rather than opinion or speculation. Common in journalism, academic writing, and formal discourse about evidence and truth. | [CORE] |
| mirip | mirip | similar, resembling | similar, resembling, alike, like | Indicates resemblance or similarity between things. Used to evaluate degree of correspondence or likeness in appearance, character, or other qualities. | [CORE] |
| membenarkan | membenarkan | meN- + benar + -kan (causative verb) | to confirm, to verify, to justify, to correct | Used when someone confirms the truth of a statement, justifies an action, or corrects something to make it right. Common in both formal and informal discourse. | [CORE] |
| kebenaran | kebenaran | ke- + benar + -an (nominalization) | truth, correctness, the truth | Abstract noun for truth itself. Used in philosophical, religious, legal, and everyday contexts to refer to truth as a concept or specific truths. | [CORE] |
| sebenarnya | sebenarnya | se- + benar + -nya (adverbial form) | actually, in fact, in truth, really | Adverb used to introduce what is actually the case, often contrasting with appearances or previous statements. Very common in everyday speech. | [CORE] |
| benar-benar | benar-benar | benar + benar (reduplication) | really, truly, genuinely, very | Intensifier expressing emphasis on genuineness or degree. Used to stress that something is truly the case or to intensify adjectives. | [CORE] |
| pembenaran | pembenaran | peN- + benar + -an (nominalization of action) | justification, vindication, confirmation | Refers to the act or process of justifying, confirming, or vindicating. Common in legal, moral, and argumentative contexts. | [CORE] |
| membenar | membenar | meN- + benar (intransitive verb) | to be correct, to be right | Less common than membenarkan; indicates being in a state of correctness. Regional or dialectal variation. | [MARGINAL] |
| dibenarkan | dibenarkan | di- + benar + -kan (passive voice) | to be confirmed, to be justified, to be allowed | Passive form indicating something is confirmed as true or permitted. Common in formal and administrative language. | [CORE] |
| terbenar | terbenar | ter- + benar (superlative/accidental prefix) | most correct, truest | Rare superlative form or indicates accidentally being correct. Limited usage. | [MARGINAL] |
| benar adanya | benar adanya | benar + ada + -nya (true + exist + nominalizer) | it is true, it is indeed the case | Fixed phrase used to confirm that something truly exists or is the case. Common in formal statements and testimony. | [CORE] |
| yang benar | yang benar | yang (relativizer) + benar | the correct one, the right one, what is true | Used to identify or refer to the correct option, person, or statement among alternatives. Very common in questions and comparisons. | [CORE] |
| kalau benar | kalau benar | kalau (if) + benar | if it's true, if correct | Conditional phrase introducing hypothetical situations based on truth of a premise. Common in reasoning and argumentation. | [CORE] |
| tidak benar | tidak benar | tidak (negation) + benar | not true, incorrect, untrue | Standard negation of benar, used to deny truth or correctness of statements or situations. | [CORE] |
| kurang benar | kurang benar | kurang (less/lacking) + benar | not quite correct, somewhat incorrect | Softened negation indicating partial incorrectness or inappropriateness. Common in polite disagreement. | [CORE] |
| paling benar | paling benar | paling (most) + benar | most correct, most true | Superlative form used to identify the most correct option or most truthful statement among alternatives. | [CORE] |
| lebih benar | lebih benar | lebih (more) + benar | more correct, more true | Comparative form used to indicate greater correctness or truth relative to alternatives. | [CORE] |
| membenarkan diri | membenarkan diri | meN- + benar + -kan + diri (self) | to justify oneself, to vindicate oneself | Reflexive construction used when someone defends or justifies their own actions or position. | [CORE] |
| kebenaran hakiki | kebenaran hakiki | ke- + benar + -an + hakiki (essential) | essential truth, fundamental truth | Philosophical or religious phrase referring to ultimate or fundamental truth. Common in spiritual discourse. | [CORE] |
| kebenaran sejati | kebenaran sejati | ke- + benar + -an + sejati (true/genuine) | genuine truth, real truth | Emphasizes authenticity of truth, often contrasting with superficial or apparent truth. Used in philosophical and religious contexts. | [CORE] |
| mencari kebenaran | mencari kebenaran | meN- + cari (search) + ke- + benar + -an | to seek truth, to search for truth | Common phrase for the pursuit of truth, used in intellectual, investigative, and spiritual contexts. | [CORE] |
| atas nama kebenaran | atas nama kebenaran | atas (on) + nama (name) + ke- + benar + -an | in the name of truth | Phrase used to invoke truth as justification or motivation for actions. Common in formal and rhetorical contexts. | [CORE] |
| benar atau salah | benar atau salah | benar + atau (or) + salah | true or false, right or wrong | Binary opposition used in questions, tests, logical reasoning, and moral evaluation. | [CORE] |
| setengah benar | setengah benar | setengah (half) + benar | half true, partially correct | Indicates partial truth or correctness. Used when statements contain both true and false elements. | [CORE] |
| benar sekali | benar sekali | benar + sekali (very/once) | very true, absolutely correct | Emphatic agreement or confirmation. Common in conversational responses. | [CORE] |
| memang benar | memang benar | memang (indeed) + benar | indeed true, it is true that | Concessive phrase acknowledging truth of a statement, often before introducing a contrasting point. | [CORE] |
| benar-benar terjadi | benar-benar terjadi | benar-benar + terjadi (happen) | really happened, actually occurred | Emphasizes that an event genuinely took place, not imagined or exaggerated. | [CORE] |
| kesalahan | kesalahan | ke- + salah + -an (nominalization) | mistake, error, fault, wrongdoing | Abstract noun for error or mistake. Used across all contexts from minor errors to serious moral transgressions. | [CORE] |
| menyalahkan | menyalahkan | meN- + salah + -kan (causative verb) | to blame, to fault, to accuse | Used when attributing fault or blame to someone. Common in interpersonal conflicts and legal contexts. | [CORE] |
| salah satu | salah satu | salah + satu (one) | one of, one among | Fixed phrase meaning "one of" in enumerations. Very common in all registers. Note: "salah" here functions differently from error meaning. | [CORE] |
| tersalah | tersalah | ter- + salah (accidental prefix) | accidentally wrong, mistakenly | Indicates accidental or unintentional error. Less common than kesalahan. | [MARGINAL] |
| disalahkan | disalahkan | di- + salah + -kan (passive voice) | to be blamed, to be faulted | Passive form indicating someone receives blame. Common in discussions of responsibility and accountability. | [CORE] |
| menyalahi | menyalahi | meN- + salah + -i (locative/applicative verb) | to violate, to transgress, to go against | Used when someone violates rules, norms, or agreements. Common in legal and regulatory contexts. | [CORE] |
| kesalahpahaman | kesalahpahaman | ke- + salah + paham (understand) + -an | misunderstanding, miscommunication | Compound noun for misunderstanding between parties. Very common in interpersonal and diplomatic contexts. | [CORE] |
| salah kaprah | salah kaprah | salah + kaprah (widespread) | common error, widespread misconception | Fixed phrase for errors that have become widely accepted or normalized. Used in linguistic and cultural criticism. | [CORE] |
| salah paham | salah paham | salah + paham (understand) | to misunderstand, misunderstanding | Verb or noun indicating misunderstanding. Very common in everyday speech to explain communication failures. | [CORE] |
| salah sangka | salah sangka | salah + sangka (assumption/suspicion) | to misjudge, to have wrong suspicion, misconception | Indicates incorrect assumption or suspicion about someone or something. Common in interpersonal contexts. | [CORE] |
| salah tingkah | salah tingkah | salah + tingkah (behavior) | awkward, embarrassed, ill at ease | Describes feeling or appearing awkward or embarrassed. Common in descriptions of social discomfort. | [CORE] |
| salah langkah | salah langkah | salah + langkah (step) | wrong move, misstep, error in judgment | Metaphorical expression for making a wrong decision or action. Common in strategic and political discourse. | [CORE] |
| salah jalan | salah jalan | salah + jalan (road/way) | wrong way, wrong path, astray | Literal (wrong road) or metaphorical (wrong life path). Used for physical and moral deviation. | [CORE] |
| salah alamat | salah alamat | salah + alamat (address) | wrong address, barking up the wrong tree | Literal (wrong address) or idiomatic (directing complaint/request to wrong person). Common in both senses. | [CORE] |
| salah urus | salah urus | salah + urus (manage) | mismanagement, maladministration | Indicates poor or incorrect management of affairs, resources, or organizations. Common in administrative criticism. | [CORE] |
| salah guna | salah guna | salah + guna (use) | misuse, abuse, improper use | Indicates improper use of resources, authority, or objects. Common in legal and administrative contexts. | [CORE] |
| penyalahgunaan | penyalahgunaan | peN- + salah + guna + -an | abuse, misuse (nominalized) | Formal noun for abuse or misuse, especially of power, drugs, or resources. Common in legal and policy discourse. | [CORE] |
| tidak salah | tidak salah | tidak (negation) + salah | not wrong, correct | Standard negation of salah, affirming correctness or appropriateness. | [CORE] |
| salah-salah | salah-salah | salah + salah (reduplication) | if by any chance wrong, lest, in case of error | Reduplication expressing caution or warning about potential error. Common in conditional warnings. | [CORE] |
| salah besar | salah besar | salah + besar (big) | big mistake, grave error | Emphasizes severity of error or mistake. Common in warnings and regret expressions. | [CORE] |
| salah sendiri | salah sendiri | salah + sendiri (self) | one's own fault, to blame oneself | Attributes fault to oneself. Used in self-blame or to dismiss others' complaints. | [CORE] |
| siapa yang salah | siapa yang salah | siapa (who) + yang (relativizer) + salah | who is wrong, who is at fault | Question form seeking to identify responsible party. Common in disputes and investigations. | [CORE] |
| mengakui kesalahan | mengakui kesalahan | meN- + aku (confess) + -i + ke- + salah + -an | to admit mistake, to acknowledge error | Phrase for admitting one's errors or wrongdoing. Important in reconciliation and accountability contexts. | [CORE] |
| memperbaiki kesalahan | memperbaiki kesalahan | meN- + per- + baik (good) + -i + ke- + salah + -an | to correct mistakes, to rectify errors | Phrase for the act of correcting or fixing errors. Common in quality control and moral improvement contexts. | [CORE] |
| salah tafsir | salah tafsir | salah + tafsir (interpretation) | misinterpretation, to misinterpret | Indicates incorrect interpretation of texts, events, or statements. Common in hermeneutic and legal contexts. | [CORE] |
| salah ucap | salah ucap | salah + ucap (speech/utterance) | slip of the tongue, verbal mistake | Refers to unintentional verbal errors or inappropriate statements. Common in describing speech errors. | [CORE] |
| salah tulis | salah tulis | salah + tulis (write) | typo, writing error, misspelling | Indicates written errors or typos. Common in editorial and clerical contexts. | [CORE] |
| salah hitung | salah hitung | salah + hitung (count/calculate) | miscalculation, calculation error | Indicates mathematical or strategic calculation errors. Used literally and metaphorically. | [CORE] |
| salah lihat | salah lihat | salah + lihat (see) | to see wrongly, to mistake what one sees | Indicates visual misperception or misidentification. Common in everyday descriptions of perceptual errors. | [CORE] |
| salah dengar | salah dengar | salah + dengar (hear) | to mishear, to hear incorrectly | Indicates auditory misperception. Common in explaining communication failures. | [CORE] |
| kejujuran | kejujuran | ke- + jujur + -an (nominalization) | honesty, truthfulness, integrity | Abstract noun for the quality or virtue of honesty. Central term in moral and character evaluation. | [CORE] |
| berjujur | berjujur | ber- + jujur (stative/intransitive verb) | to be honest, to act honestly | Verbal form indicating the practice or state of being honest. Less common than "jujur" alone as adjective. | [MARGINAL] |
| sejujurnya | sejujurnya | se- + jujur + -nya (adverbial form) | honestly, to be honest, frankly | Adverb used to introduce honest statements, often admissions or frank opinions. Very common in conversational speech. | [CORE] |
| jujur saja | jujur saja | jujur + saja (just/only) | to be honest, honestly speaking, frankly | Conversational phrase introducing frank or candid statements. Very common in informal speech. | [CORE] |
| tidak jujur | tidak jujur | tidak (negation) + jujur | dishonest, not honest, untruthful | Standard negation indicating dishonesty or lack of truthfulness in character or behavior. | [CORE] |
| ketidakjujuran | ketidakjujuran | ke- + tidak + jujur + -an | dishonesty, untruthfulness | Formal nominalization of dishonesty. Common in moral and legal discourse about character defects. | [CORE] |
| jujur apa adanya | jujur apa adanya | jujur + apa (what) + ada (exist) + -nya | honest as it is, truthful about reality | Phrase emphasizing honesty about actual conditions without embellishment. Common in testimonials and confessions. | [CORE] |
| berlaku jujur | berlaku jujur | ber- + laku (behave) + jujur | to behave honestly, to act with integrity | Phrase describing honest conduct or behavior. Common in moral instruction and character evaluation. | [CORE] |
| bersikap jujur | bersikap jujur | ber- + sikap (attitude) + jujur | to have an honest attitude, to be honest in one's stance | Describes maintaining honesty in one's attitudes or positions. Common in discussions of integrity. | [CORE] |
| orang jujur | orang jujur | orang (person) + jujur | honest person, person of integrity | Simple phrase identifying someone as having honest character. Common in character descriptions. | [CORE] |
| jujur pada diri sendiri | jujur pada diri sendiri | jujur + pada (to/with) + diri (self) + sendiri (own) | honest with oneself, self-honest | Phrase about self-honesty or self-awareness. Common in psychological and self-help discourse. | [CORE] |
| sangat jujur | sangat jujur | sangat (very) + jujur | very honest, extremely truthful | Intensified form emphasizing high degree of honesty. Common in character praise. | [CORE] |
| kurang jujur | kurang jujur | kurang (less/lacking) + jujur | not quite honest, somewhat dishonest | Softened criticism indicating partial dishonesty. Common in polite negative evaluation. | [CORE] |
| paling jujur | paling jujur | paling (most) + jujur | most honest, most truthful | Superlative form identifying the most honest person or statement among alternatives. | [CORE] |
| lebih jujur | lebih jujur | lebih (more) + jujur | more honest, more truthful | Comparative form indicating greater honesty relative to alternatives. | [CORE] |
| jujur belaka | jujur belaka | jujur + belaka (entirely/purely) | purely honest, entirely truthful | Emphasizes complete or pure honesty without any deception. Somewhat literary or formal. | [MARGINAL] |
| dengan jujur | dengan jujur | dengan (with) + jujur | honestly, with honesty, truthfully | Prepositional phrase indicating manner of action. Common in describing how something is done. | [CORE] |
| secara jujur | secara jujur | secara (in manner of) + jujur | honestly, in an honest manner | Formal adverbial phrase indicating honest manner. Common in formal speech and writing. | [CORE] |
| mengatakan dengan jujur | mengatakan dengan jujur | meN- + kata (say) + -kan + dengan + jujur | to say honestly, to state truthfully | Phrase for speaking with honesty. Common in testimonies and frank discussions. | [CORE] |
| mengakui dengan jujur | mengakui dengan jujur | meN- + aku (confess) + -i + dengan + jujur | to admit honestly, to confess truthfully | Phrase for honest admission or confession. Common in legal and interpersonal contexts. | [CORE] |
| jujur atau bohong | jujur atau bohong | jujur + atau (or) + bohong (lie) | honest or lying, truthful or false | Binary opposition used in evaluating character or statements. Common in moral questioning. | [CORE] |
| terlalu jujur | terlalu jujur | terlalu (too/excessively) + jujur | too honest, excessively frank | Indicates honesty to a fault or inappropriate frankness. Used when honesty causes problems. | [CORE] |
| jujur sedikit | jujur sedikit | jujur + sedikit (a little) | a little honest, somewhat truthful | Indicates partial or limited honesty. Can be used critically or descriptively. | [MARGINAL] |
| menjunjung kejujuran | menjunjung kejujuran | meN- + junjung (uphold) + ke- + jujur + -an | to uphold honesty, to value integrity | Formal phrase about valuing or maintaining honesty as principle. Common in institutional and moral discourse. | [CORE] |
| menghargai kejujuran | menghargai kejujuran | meN- + harga (value) + -i + ke- + jujur + -an | to appreciate honesty, to value truthfulness | Phrase about valuing honesty in others or as principle. Common in moral education. | [CORE] |
