| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| ნამდვილობა / namdviloba | გაყალბება / gaq̇albeba | namdviloba / gaq̇albeba | authenticity, genuineness / falsification, forgery (the act) | In legal and administrative contexts, these two nominals represent the opposing outcomes of document verification: namdviloba is the property being confirmed (ნამდვილობის დადასტურება, "confirmation of authenticity"), while gaq̇albeba is the criminal act that produces a counterfeit. The contrast is between a positive property and a negating act directed against that property. | lexical | [CORE] |
| სარწმუნო / sarc̣muno | დამაჯერებელი / damajerebeliˈ | sarc̣muno / damajerebeliˈ | credible, reliable, trustworthy (inherently) / convincing, persuasive (in effect) | P1 explicitly distinguishes these two terms within the same semantic domain: damajerebeliˈ is "slightly more focused on the effect of persuasion than sarc̣muno, which emphasizes inherent trustworthiness." P3 places both in Group 3 but notes this distinction. This is not a polar opposition but a contrast of orientation within the credibility domain — one term characterizes a source's intrinsic property, the other characterizes the effect produced on an audience. | lexical (distinction of evaluative orientation, not a polarity) | [CORE] |
| სარწმუნო / sarwmuno | სანდო / sando | sarwmuno / sando | credible, reliable, trustworthy (formal/legal) / trustworthy, reliable, dependable (colloquial) | P1 and P3 consistently distinguish these two terms: sarwmuno emphasizes that a source merits belief as an intrinsic property, while sando may carry a stronger interpersonal connotation of personal trust. P1 item #15 describes sando as "somewhat more colloquial than sarcmuno" and as tending "to emphasize practical reliability over epistemic credibility." P3 Group 6 notes that "sarcmuno and sando in source-evaluation contexts are more colloquial and journalistic than their appearances in legal proceedings." The two are near-synonyms differentiated by register and by the dimension of reliability they foreground (epistemic credibility for sarcmuno, practical dependability for sando). This is a contrast of nuance within a shared semantic space rather than a polarity. | lexical (near-synonymous distinction, not a polarity) | [CORE] |
| ლეგიტიმური / legitimuri | კანონიერი / kanonieri | legitimuri / kanonieri | legitimate, lawful, valid (with possible normative/moral dimension) / lawful, legal, rightful (tied to positive law) | P1 and P3 distinguish these two terms: kanonieri is tied to positive law (does this conform to the rules as written?), while legitimuri can carry a broader normative dimension (is this authority recognized as valid beyond mere legality?). They are not antonyms but occupy distinct positions within the domain of legal and political validity. The documentation notes this distinction explicitly. | lexical (distinction of scope and normative dimension, not a polarity) | [CORE] |
| ჭეშმარიტი / č̣ešmariti | მოჩვენებითი / močvenebiti | č̣ešmariti / močvenebiti | true, genuine, real / apparent, seeming, illusory, ostensible | P1 defines močvenebiti as describing "something that merely appears to be the case without actually being so," placing it in direct opposition to č̣ešmariti, which predicates genuine truth or reality. P3 places both in Group 4 (abstract and essential truth vocabulary) and Group 6 (aesthetic genuineness), where the contrast between genuine and merely apparent properties is the central analytical distinction. | lexical | [CORE] |
| ნამდვილი / namdvili | მოჩვენებითი / močvenebiti | namdvili / močvenebiti | genuine, real, actual / apparent, ostensible, illusory | P2b documents the construction močvenebiti xasiati aqvs ("it has an ostensible/illusory character") as expressing that something has only the appearance of a property, while namdvili is the standard term for genuine possession of a property. P3 notes that both terms are used in legal discourse to distinguish genuine from merely apparent qualities, and P4a identifies the ostensible/apparent predication pattern as a distinct construction type. P3 Group 9 distinguishes močvenebiti from namdvili by noting that močvenebiti characterizes "something that merely appears to be what it is claimed to be, without actually being so," while namdvili asserts genuine character. P3 also distinguishes močvenebiti from q̇albi by noting that močvenebiti "does not necessarily imply deliberate human deception or legal violation." | lexical | [CORE] |
| ყალბი / q̇albi | მოჩვენებითი / močvenebiti | q̇albi / močvenebiti | false, fake, counterfeit, forged / apparent, seeming, ostensible, illusory | P3 Group 9 explicitly distinguishes these two: q̇albi implies deliberate human deception or legal violation (forgery, fraud), while močvenebiti characterizes a surface appearance that does not correspond to underlying reality without necessarily implying deliberate deception. They are not synonyms and are not interchangeable in their documented collocations. | lexical | [CORE] |
| ნამდვილი / namdvili | ფიქტიური / piqtiuri | namdvili / piqtiuri | genuine, real / fictitious, sham, nominal | P3 places namdvili in Group 1 (document and transaction authenticity) and piqtiuri in the same group, where they occupy opposing positions on the genuine–fictitious axis in legal and administrative discourse. P2b documents piqtiuri kompania ("fictitious company") and piqtiuri qorwineba ("sham marriage") as entities that lack the genuine character that namdvili would assert. | lexical | [CORE] |
| ყალბი / q̇albi | ფიქტიური / p'ik't'iuri | q̇albi / p'ik't'iuri | false, fake, counterfeit, forged / fictitious, fictional, fabricated, sham | P3 Group 4 explicitly distinguishes these two: q̇albi is the native root applying broadly to physical forgery (documents, currency, signatures) and to persons and statements, while p'ik't'iuri is a borrowing with more restricted use in commercial and administrative law (transactions, companies, marriages, employment, addresses). P3 states they "are not interchangeable: p'ik't'iuri garigeba is the standard phrase for a sham transaction, while q̇albi dok'ument'i is the standard phrase for a forged document." | lexical | [CORE] |
| ნამდვილი / namdvili | ავთენტური / avt'enturi | namdvili / avt'enturi | real, genuine, authentic, actual (everyday) / authentic, genuine (formal/legal/archival) | P1 item #24 states that avt'enturi "overlaps with namdvili but is more formal and domain-specific." P3 Group 5 documents that namdvili "is the everyday and colloquial form, appearing freely in spoken Georgian across all domains" while avt'enturi "is a formal borrowing with restricted use in legal, archival, and cultural contexts." The adverb namdvilad functions as a high-frequency spoken intensifier in ways that avt'enturad does not. | lexical | [CORE] |
| გულწრფელი / gulc̣rpeli | თვალთმაქცობა / t̕valt̕maq̇c̕oba | gulc̣rpeli / t̕valt̕maq̇c̕oba | sincere, genuine, frank, candid (literally "straight-hearted") / deception through appearance, hypocrisy, charlatanism (literally "eye-deceiving") | P1 and P3 (Group 9) consistently treat these as the opposing poles of the sincerity/hypocrisy contrast: gulc̣rpeli marks genuine inner character expressed outwardly, while t̕valt̕maq̇c̕oba marks deliberate deception through outward performance. The opposition is asymmetric in word class (adjective vs. abstract noun) and in morphological structure (compound adjective vs. compound abstract noun), but the semantic contrast is explicitly documented. | lexical | [CORE] |
| შინაარსი / šinaˈarsi | ფორმა / porma | šinaˈarsi / porma | content, substance, inner meaning / form, external presentation | P2b documents შინაარსი და ფორმა (šinaˈarsi da porma, "content and form") as "a standard paired construction used in legal, literary, and philosophical discourse to distinguish the substance of something from its external presentation," explicitly describing it as "a fixed analytical frame in Georgian legal and literary criticism." P2a also documents šinaˈarsobiˈrivi šesabamisoba ("substantive correspondence") as contrasting with formal correspondence. | lexical | [CORE] |
| არსი / arsi | ფორმა / p'orma | arsi / p'orma | essence, substance, core / form, surface presentation | The paired formula arsi da p'orma ("substance and form") is documented in P2b as a fixed collocation. P3 Group 10 describes arsi-based expressions as used "to distinguish what something fundamentally is from how it is formally presented or labeled," with p'orma representing the surface or formal dimension that arsi is contrasted against. | lexical | [CORE] |
| მტკიცება / mt'k'iceba | მტკიცებულება / mt'k'icebuleba | mt'k'iceba / mt'k'icebuleba | assertion, act of proving, claim / proof, evidence, demonstration | P1 item #10 explicitly states that mt'k'icebuleba is "closely related to but distinct from mt'k'iceba (the act of asserting/proving)." P2a documents the derivational relationship and notes that mt'k'iceba refers to the act while mt'k'icebuleba refers to "that which has been established/proven." P3 Group 2 preserves this distinction: "mt'k'icebuleba refers to the material of proof (evidence as a thing), while mt'k'iceba refers to the act of asserting or proving." | lexical | [CORE] |
| ჭეშმარიტი ხელოვანი / č̣ešmariti xelovani | მიმბაძველი / mimbadzveliˈ | č̣ešmariti xelovani / mimbadzveliˈ | a true artist, a genuinely talented artist / an imitator, a copyist | P1b documents č̣ešmariti xelovani as used "to describe an artist of genuine talent and authenticity, as opposed to a mere imitator or commercial producer," and P2a documents mimbadzveliˈ as "sometimes pejoratively to describe an artist who merely copies rather than creates." P3 places both in Group 6 (aesthetic and authorial genuineness vocabulary) as the opposing poles of artistic authenticity. | lexical | [MARGINAL] |
| სარწმუნოება (secular sense) / sarwmunoeba | სარწმუნოება (theological sense) / sarwmunoeba | sarwmunoeba / sarwmunoeba | credibility, reliability, trustworthiness / faith, religion | This is an internal semantic opposition within a single form. P1, P2a, P3, and P2b all document the bifurcation of sarwmunoeba across two distinct registers: in secular contexts it denotes credibility/reliability; in theological and ecclesiastical contexts the dominant meaning shifts to faith or religion. P3 notes: "These are not merely polysemous uses of the same word but distinct registers with distinct collocational patterns." The contrast is between two register-conditioned meanings of the same form rather than between two distinct forms. | lexical (register-conditioned semantic bifurcation within a single form) | [CORE] |
| ტყუილი / ẗq̇uili | სიმართლე / simartle | ẗq̇uili / simartle | lie, falsehood / truth, correctness | P1 documents simartle as the contrasting term for ẗq̇uili in everyday moral discourse ("contrasts with simartle"). The compound binomial ტყუილი-მართალი (ẗq̇uili-martali, "half-true, a mixture of truth and lies") documented in P2b further confirms the lexical pairing of these two terms as the everyday poles of the truth/lie contrast. The opposition is asymmetric in register: ẗq̇uili is more colloquial and direct, simartle is broader in scope. | lexical | [CORE] |
| სიცრუე / sicrue | სიმართლე / simartle | sicrue / simartle | lie, falsehood, untruth (slightly more abstract/formal) / truth, correctness | P1 documents simartle as the contrasting term for sicrue ("contrasts with simartle"). The opposition parallels Opposition 26 but at a slightly more abstract and formal register level: sicrue is described in P1 as "the more abstract nominal form" compared to ẗq̇uili. Both ẗq̇uili and sicrue contrast with simartle, but they are not identical in register or usage. | lexical | [CORE] |
| მტყუარი / mt'q̇uari | გამაყალბებელი / gamaq̇albebeli | mt'q̇uari / gamaq̇albebeli | liar, untruthful person / forger, falsifier, counterfeiter | P4a Construction 7 documents both agentive nominalization patterns and notes their distinct domains: mt'q̇uari is derived directly from the lying root and applies to persons who make false verbal statements, while gamaq̇albebeli is derived from the verbal stem via the participial agentive pattern and applies to persons who commit physical forgery or document falsification. P4b notes that gamaq̇albebeli is "more formal and domain-specific than mt'q̇uari." | constructional | [CORE] |
| სწორი / sc̣ori | არასწორი / arasc̣ori | sc̣ori / arasc̣ori | correct, right / incorrect, wrong | P2a documents arasc̣ori as the standard negated form of sc̣ori formed by the privative prefix ara-, and P4a identifies this as the productive negation strategy for this adjective class. The pair sc̣ori pasuxiˈ ("correct answer") / arasc̣ori pasuxiˈ ("incorrect answer") is documented in P2a as a direct minimal pair. | morphological | [CORE] |
| სწორი / sc̣ori | უსწორო / usc̣oro | sc̣ori / usc̣oro | correct, right, straight, proper / incorrect, uneven, improper, irregular | Both forms are documented in P2a. usc̣oro is formed by the privative u-...-o pattern applied to the sc̣or- stem. P2a documents usc̣oro as used to characterize something as incorrect or uneven, directly opposing sc̣ori. | morphological | [CORE] |
| ზუსტი / zusti | უზუსტო / uzusto | zusti / uzusto | exact, precise, accurate / inaccurate, imprecise, inexact | P2a documents uzusto as a privative circumfix derivation (u-...-o) from zusti, and P1 lists both as core items. P4a notes that the u-...-o circumfix is attested for this pair but is less productive across the set than the ara- strategy. The pair is documented in P2b with parallel attributive constructions (zusti monacemebi / uzusto monacemebi, "precise data / inaccurate data"). P2a explicitly states that uzusto is used "to characterize descriptions, measurements, or translations as lacking accuracy," directly opposing zusti. | morphological | [CORE] |
| ზუსტი / zusti | უზუსტობა / uzustoba | zusti / uzustoba | exact, precise, accurate / inaccuracy, imprecision | These are morphologically related but not parallel in word class: zusti is an adjective, while uzustoba is an abstract noun formed by u- (privative) + zust- + -oba. The opposition is between the positive adjectival property and the nominalized absence of that property. Both are documented in P2a. The intermediate form uzusto (privative adjective) is implied by the derivational pattern but uzustoba is the form explicitly attested in P2a. | morphological (privative u- + -oba nominalization on the adjectival root) | [CORE] |
| სარწმუნო / sarc̣muno | არასარწმუნო / arasc̣muno | sarc̣muno / arasc̣muno | credible, reliable, trustworthy / incredible, unreliable, untrustworthy | (no clear opposition identified — entry ends mid-sentence in source) | lexical | [CORE] |
