| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **2. NEGATIVE ATTRIBUTION (analytic: ar aris)** | სიცრუე არ არის | sicrue ar aris | "it is not a lie / it is not false" | Analytic negation with ar aris is available for all nominal predicates; common in spoken and written Georgian at all registers. | [CORE] |
| **3. ADNOMINAL MODIFICATION (genitive)** | სიმართლის დადგენა | simarṭlis dadgena | "establishment of the truth; determination of the facts" | Fully productive across registers; the genitive + head noun pattern is the standard multi-word nominal construction in this domain. No observable restriction on head noun type. Attested in legal, journalistic, and formal registers. | [CORE] |
| **3. ADNOMINAL MODIFICATION (genitive)** | სიყალბის ნიშნები | siq̇albis nišnebi | "signs of forgery; indicators of falsity" | Equally productive; particularly frequent in legal and investigative discourse where indicators of falsity are enumerated. | [CORE] |
| **4. BECOME / INCHOATIVE (idiomatic event)** | სიმართლე გამოვიდა | simarṭle gamovida | "the truth came out; the truth emerged" | Common and idiomatic in narrative and conversational registers; gamovida with simarṭle as subject is a fixed-feeling collocation for the revelation of truth. Not morphologically inchoative but functions as the closest natural equivalent for "truth becomes known." The subject is the truth-domain nominal; no agent need be expressed. | [CORE] |
| **4. BECOME / INCHOATIVE (predicative result)** | მართალი გამოდგა | martali gamodga | "turned out to be right; proved correct" | Equally natural; gamodga with a truth-domain adjective as predicate is the standard way to express retrospective confirmation of correctness. Attested with multiple adjectives in this class. | [CORE] |
| **4. BECOME / INCHOATIVE (ongoing: -დება)** | ის მართლდება | is martldeba | "He is being vindicated / He is proven right" | Attested for the mart- root; marks an ongoing process of becoming justified or vindicated. Not attested for namdvili, q̇albi, or č̣ešmariti. | [CORE] |
| **4. BECOME / INCHOATIVE (completive: გა- + -დება)** | გამართლდება | gamartldeba | "will be vindicated / becomes justified" | Completive aspect marked by preverb გა-; expresses a bounded transition to a resultant state. Restricted to the mart- root within this domain. | [CORE] |
| **4. BECOME / INCHOATIVE (resultative verb)** | სიყალბე გამოაშკარავდა | siq̇albe gamoašk'aravda | "the fraud was exposed / the falsity came to light" | Expresses the coming-to-light of a hidden truth or fraud; attested in journalistic, legal, and narrative registers. The subject is the truth-domain nominal; no agent need be expressed. | [CORE] |
| **4. BECOME / INCHOATIVE (adessive + motion verb)** | სიყალბეზე წასვლა | siq̇albeze c̣asvla | "resorting to falsehood / descending into fraud" | Expresses transition into a state of falsity or deception; not a grammaticalized inchoative morpheme but a compositional construction. Less frequent than the resultative construction; restricted to contexts of deliberate or volitional entry into deceptive behavior. | [MARGINAL] |
| **5. CAUSATIVE (preverb გა- + root + -ება, transitive)** | მან დოკუმენტი გაყალბა | man dokumenti gaq̇alba | "He falsified the document" | Agent marked in ergative case (man) in the aorist series, following standard Georgian transitive morphosyntax. Attested for q̇alb- root. No dedicated causative morpheme exists; the preverb გა- with verbal stem covers causative meaning. | [CORE] |
| **5. CAUSATIVE (preverb გა- + root + -ება, transitive)** | სასამართლომ იგი გაამართლა | sasamart̕lom igi gaamart̕la | "The court acquitted / vindicated him" | Agent marked in ergative (sasamart̕lom); attested for mart- root. No productive causative form for č̣ešmariti or sarwmuno is attested. | [CORE] |
| **5. CAUSATIVE (lexicalized verbal noun)** | გაყალბება | gaq̇albeba | "forgery; the act of making [something] false" | Fully lexicalized; frequent in legal and administrative registers. The verbal noun form is the primary nominalization for the act of forgery. These forms are not generated transparently by a productive causative rule but are individually established lexical items. | [CORE] |
| **5. CAUSATIVE (lexicalized verbal noun)** | დაზუსტება | dazusteba | "making precise; specifying exactly" | Lexicalized and common in formal, technical, and bureaucratic registers; used wherever precision or specification is required. Not generated transparently by a productive causative rule. | [CORE] |
| **5. CAUSATIVE (productive pattern applied to truth-domain adjectives as a class)** | *(no common expression attested)* | — | — | No productive morphological causative construction specific to truth-domain predicates as a class is attested. Lexical formations such as გაყალბება (gaq̇albeba, "to falsify") and გასწორება (gasc̣oreba, "to correct") encode causation but are not instances of a synchronically productive causative pattern applied to truth-domain adjectives as a class. | [UNCERTAIN] |
| **6. ABSTRACT NOMINALIZATION (სი-...-ე circumfix)** | სიმართლე | simartle | "truth; correctness" | The most frequent truth-domain abstract noun in Georgian; unrestricted across all registers and discourse types. The si-...-e circumfix pattern is the older native strategy and is productive across Georgian nominal derivation. Produces abstract nouns naming a quality as a domain or substance. Colloquial and everyday register; used as subject and object of predicates and as base for genitive constructions. Attested forms in this domain include simartle, siq̇albe, sizuste, sicrue. | [CORE] |
| **6. ABSTRACT NOMINALIZATION (-ება suffix)** | ჭეშმარიტება | č̣ešmariteba | "truth; truthfulness; veracity" | Common but carries a more elevated or philosophical register than simartle; frequent in religious, philosophical, formal written, and legal discourse. The -eba suffix pattern is more productive with borrowed and compound bases. Can function as either abstract noun or verbal noun depending on context; č̣ešmariteba is purely nominal. Both patterns produce nominals serving as subjects, objects, and genitive bases. The three nominalization patterns (si-...-e, -eba, -oba) are documented as non-interchangeable. | [CORE] |
| **6. ABSTRACT NOMINALIZATION (-ობა suffix)** | ნამდვილობა | namdviloba | "genuineness; authenticity" | Names a property as possessed by a specific entity rather than as an abstract domain; not interchangeable with si-...-e forms. Attested forms include namdviloba, sandooba, legitimuroba, gulwrp̕eloba. The individual forms are less frequent than simartle or č̣ešmariteba. | [MARGINAL] |
| **6. ABSTRACT NOMINALIZATION (-ობა suffix)** | გულწრფელობა | gulc̣rpelobaˈ | "sincerity" | The -oba suffix yields state or quality nouns; attested in this domain but less frequent than simartle or č̣ešmariteba. | [MARGINAL] |
| **6. ABSTRACT NOMINALIZATION (-ობა suffix)** | ავტენტიურობა | avtentiuroba | "authenticity" | Restricted to formal and technical registers. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION (m- prefix + root + -i)** | მტყუანი | mt̕q̇uani | "liar" | Most natural everyday form for "liar"; the standard lexicalized agentive for this role. Used predicatively (is mt̕q̇uania) or attributively in both spoken and written registers. | [CORE] |
| **7. AGENTIVE NOMINALIZATION (-ari suffix)** | მტყუარი | mt'q̇uari | "liar, untruthful person" | Primary agentive nominal for a person who lies; derived directly from the lying root. Used in both spoken and written registers as a characterizing nominal for persons. No parallel single-word agentive nominal for "truth-teller" is attested; that concept is expressed periphrastically. | [CORE] |
| **7. AGENTIVE NOMINALIZATION (compound)** | თვალთმაქცი | tvaltmaqci | "deceiver; hypocrite; charlatan" | The compound form is fully lexicalized and common; functions as the primary single-word agentive for "deceiver" in this domain. No transparent morphological decomposition required for use. Used attributively (t̕valt̕maq̇c̕i p̕olit̕ikosi) or predicatively. Covers a range of deception-related meanings. | [CORE] |
| **7. AGENTIVE NOMINALIZATION (psevdo- prefix)** | ფსევდომეცნიერი | psevdomecnieri | "pseudo-scientist" | Prefix psevdo- attached to an existing agentive noun; productive for labeling false role-occupants but not documented beyond this example in the P4a data. | [CORE] |
| **7. AGENTIVE NOMINALIZATION (compound, religious/ideological)** | მართლმადიდებელი | martlmadidebeli | "Orthodox Christian; right-glorifier" | Restricted to a specific institutional and religious context; not a general-purpose agentive in the truth domain. Included as an attested compound agentive form. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION (ma-...-ebeli participial)** | გამაყალბებელი | gamaq̇albebeli | "forger, falsifier, counterfeiter" | Derived from the verbal stem via the productive ma-...-ebeli agentive participial pattern; used primarily in legal and administrative contexts to designate the agent of falsification. More formal and domain-specific than mt'q̇uari. | [CORE] |
| **7. AGENTIVE NOMINALIZATION (-veli suffix)** | მიმბაძველი | mimbadzveliˈ | "imitator; one who copies" | Attested as a lexical item; the -veli suffix is not broadly productive across the truth domain. This form is the only clearly attested single-word agentive of this type in the P1–P3 data. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION (genitive + agentive noun)** | სიმართლის მაძიებელი | simarṭlis madziebeliˈ | "seeker of truth; truth-seeker" | Attested but not high-frequency in everyday speech; more characteristic of elevated, literary, or philosophical registers. The genitive + agentive noun pattern is the documented strategy where single-word agentive forms are absent. | [MARGINAL] |
| **8. PREDICATIVE TRUTH-ASSERTION / DISCOURSE-FRAMING (nominal + subjunctive)** | სიმართლე რომ ვთქვათ | simartle rom vt̕q̇vat̕ | "to tell the truth, frankly speaking" | Highly frequent in both spoken and written Georgian; functions as an epistemic or evidential frame before a frank or potentially unwelcome statement. Specific to simartle; no parallel with č̣ešmariteba or other truth-domain nouns. | [CORE] |
| **8. PREDICATIVE TRUTH-ASSERTION / DISCOURSE-FRAMING (nominal + demonstrative copula + რომ)** | სიმართლე ისაა, რომ... | simarṭle isaa, rom... | "the truth is that…; the fact is that…" | Highly productive framing construction across spoken and written registers; functions as a standard discourse-level device for introducing a corrective or confirmatory statement. Uses demonstrative copula isaa. Specific to simartle; no structural parallel in the falseness domain is attested. | [CORE] |
| **8. PREDICATIVE TRUTH-ASSERTION (first-person)** | სიმართლეს ვამბობ | simarṭles vambob | "I am telling the truth" | Common and idiomatic in conversational registers; the dative case on the truth noun is structurally obligatory and is the standard first-person truthfulness assertion. No single-word equivalent is documented. | [CORE] |
| **9. CONCESSIVE CONSTRUCTION (მართალია, მაგრამ...)** | მართალია, მაგრამ საკმარისი არ არის | martalia, magram sakmaris ar aris | "It is true, but it is not sufficient" | Highly lexicalized concessive formula; predicates truth of an implicit proposition (the interlocutor's prior statement) rather than a named subject. Specific to martali; č̣ešmariteba and simartle do not participate in this formula. | [CORE] |
| **9. CONCESSIVE CONSTRUCTION (მართალია, მაგრამ...)** | მართალია, ძნელია, მაგრამ შესაძლებელია | martalia, ʒnelia, magram šesaʒlebelia | "True, it is difficult, but it is possible" | Same formula with an additional predicate adjective before the adversative conjunction; confirms the pattern is not restricted to a single following clause type. | [CORE] |
| **10. OSTENSIBLE / APPARENT PREDICATION (attributive)** | მოჩვენებითი ხასიათი აქვს | močvenebiti xasiati aqvs | "it has an ostensible/illusory character; it is merely apparent in nature" | Restricted to legal and analytical discourse; not attested in conversational registers. The construction presupposes a contrast between appearance and reality that is characteristic of formal argumentation. | [MARGINAL] |
| **10. OSTENSIBLE / APPARENT PREDICATION (adverbial + passive)** | ფიქტიურად ირიცხება | piqtiurad iricxeba | "is fictitiously registered; is nominally enrolled" | Equally restricted to legal and administrative registers; piqtiurad as an adverbial modifier of a passive verb is a technical construction with no evident conversational equivalent in the P1–P3 data. | [MARGINAL] |
| **11. GENITIVE MODIFICATION (multi-word nominal)** | მტკიცების ტვირთი | mt'k'icebis t'virti | "burden of proof" | The most productive multi-word construction pattern in the truth domain; generates the majority of fixed legal and philosophical collocations. The genitive nominal specifies truth-related content; the head nominal specifies the action or relation. Primarily attested in legal and formal written registers. | [CORE] |
| **12. RESULTATIVE PARTICIPIAL ATTRIBUTION (-ebul- pattern)** | დადასტურებული | dadasturebuli | "confirmed, verified, attested" | Productive across the verbal system; in the truth domain attested primarily in legal and administrative attributive contexts. Used attributively or predicatively; encodes the completed state resulting from an action of verification or falsification. | [CORE] |
| **12. RESULTATIVE PARTICIPIAL ATTRIBUTION (-ebul- pattern)** | გაყალბებული | gaq̇albebuli | "falsified, forged, counterfeited" | Attested in legal and administrative contexts as an attributive adjective characterizing documents or objects that have undergone falsification. The -ebul- pattern is productive and not restricted to the truth domain. | [CORE] |
