| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება ითქვა | č̣ešmariteba itqva | the truth was spoken; truth was told | Passive construction using the passive aorist of tkva ("to say"). A fixed construction used in formal, literary, and rhetorical contexts to assert that what has been stated is true. Used in legal testimony, philosophical writing, and religious contexts. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება გამარჯვდება | č̣ešmariteba gamarjvdeba | truth will prevail; truth will triumph | Predicative construction using the future form of gamarjveba ("to triumph, to prevail"). Used in moral, political, and literary discourse as an assertion of the ultimate victory of truth. Common in rhetorical and literary registers. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება მწარეა | č̣ešmariteba mc̣area | the truth is bitter; truth is hard to hear | A predicative construction expressing the proverbial idea that truth is often unpleasant. Used in everyday and literary discourse when acknowledging a difficult or unwelcome fact. Functions as a near-proverbial expression. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება ნახევარი სიცრუეა | č̣ešmariteba naxevari sicrueaˈ | a half-truth is a lie; a partial truth is falsehood | A proverbial or near-proverbial construction asserting that incomplete truth functions as deception. Used in moral and rhetorical discourse. Attested in journalistic and literary writing. | [UNCERTAIN] |
| ჭეშმარიტება / č̣ešmaritება | ჭეშმარიტება ეძებება | č̣ešmariteba edzebeba | truth is being sought; the truth is under investigation | Passive progressive construction used in journalistic and investigative contexts to describe an ongoing search for truth. Common in news reporting and in philosophical discourse about the pursuit of knowledge. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტების ძიება | č̣ešmaritebis ʒieba | the search for truth, the pursuit of truth | Used in philosophical, scientific, and religious discourse to describe the intellectual or spiritual project of seeking truth. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტების გამოვლენა | č̣ešmaritebis gamovlena | the revelation of truth, the disclosure of truth | Used in theological, philosophical, and journalistic contexts to describe the act of bringing truth to light. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება გამარჯვებს | č̣ešmariteba gamarjvebs | truth prevails, truth wins out | A proverbial and rhetorical expression asserting the ultimate triumph of truth. Used in moral exhortation, political rhetoric, and literary contexts. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ნახევარი ჭეშმარიტება | naxevari č̣ešmariteba | a half-truth | Used in critical and moral discourse to describe a statement that is technically accurate but misleading by omission or emphasis. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | აბსოლუტური ჭეშმარიტება | absolut̕uri č̣ešmariteba | absolute truth | Used in philosophical and theological discourse to refer to truth that is unconditional and not relative to perspective or context. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | შეფარდებითი ჭეშმარიტება | šep̕ardebiti č̣ešmariteba | relative truth | Used in philosophical discourse, particularly in discussions of relativism and epistemology, to contrast with absolute truth. | [MARGINAL] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება და სამართლიანობა | č̣ešmariteba da samart̕lianoba | truth and justice | A fixed dyadic phrase used in legal, political, and moral discourse to invoke the twin values of truth and justice. Appears in institutional names and political rhetoric. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება თვალში გიყრის | č̣ešmariteba t̕valši giq̇ris | the truth stares you in the face, the truth is obvious | An idiomatic expression used in everyday speech to assert that a truth is self-evident or impossible to ignore. The construction uses the verb q̇ra (to throw, to cast) with the dative of the experiencer, a pattern common in Georgian experiential constructions. | [CORE] |
| ჭეშმარიტება / č̣ešmaritება | ჭეშმარიტება გამოვიდა სინათლეზე | č̣ešmariteba gamovida sinat̕leze | the truth came to light | A variant of the simartle gamovida construction, using č̣ešmariteba rather than simartle. Used in journalistic and narrative contexts to describe the revelation of a previously concealed truth. The simartle version is more colloquial; this form is more formal or literary. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება გამოვლინდა | č̣ešmariteba gamovlinda | the truth came to light, the truth was revealed | Used in journalistic, literary, and theological contexts to assert that what was hidden or unknown has been disclosed. The verb gamovlinda is the perfective of gamovlindeba ("to be revealed, to come to light"). | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება ერთია | č̣ešmariteba ertia | truth is one, there is one truth | A formulaic assertion used in theological and philosophical contexts to assert the unity or uniqueness of truth. Appears in apologetic and philosophical writing. | [CORE] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტება მარადიულია | č̣ešmariteba maradiulia | truth is eternal | Used in theological and philosophical registers to assert the timeless character of truth. Appears in sermons, philosophical texts, and formal rhetoric. | [CORE] |
| სიმართლე / simartle | სიმართლე თქვა | simarṭle tqva | told the truth; said the truth | The most frequent verb-object construction with simarṭle, using the aorist of tkva ("to say/tell"). Used across all registers and age groups in everyday speech. | [CORE] |
| სიმართლე / simartle | სიმართლე გამოვიდა | simarṭle gamovida | the truth came out; the truth emerged | A fixed idiomatic expression using the preverb ga- + movida ("came out"), expressing the emergence or revelation of truth. Used in everyday, journalistic, and literary discourse when concealed truth becomes known. Extremely common in storytelling and journalistic contexts. | [CORE] |
| სიმართლე / simartle | სიმართლეს ვამბობ | simarṭles vambob | I am telling the truth; I speak the truth | First-person present construction using ambobs ("says, tells"), with simarṭle in the dative case as the object. Used in everyday speech to assert one's own truthfulness, often in response to doubt or challenge. Functions as a performative assertion of honesty. | [CORE] |
| სიმართლე / simartle | სიმართლე მოგახსენო | simarṭle mogaxseno | let me tell you the truth; to tell you the truth (polite) | A polite or formal periphrastic construction using the optative of axseneba ("to inform, to tell"), used to introduce a frank or candid statement. More formal and deferential in register than simarṭles vambob. Used in formal speech and writing when addressing a superior or in a deferential register. | [CORE] |
| სიმართლე / simartle | სიმართლე გითხრა | simarṭle gitxra | let me tell you the truth; to tell you the truth (informal) | Informal periphrastic construction using the optative/subjunctive of tkva ("to tell"), used to introduce a candid statement. Equivalent in function to simarṭle mogaxseno but in a less formal register. Very common in everyday speech. Parallel to martali gitxra; both are common in spoken Georgian as sincerity markers. | [CORE] |
| სიმართლე / simartle | სიმართლე ისაა, რომ | simarṭle isaa, rom | the truth is that; the fact is that | A cleft-like framing construction using the copula and the subordinating conjunction rom, used to introduce a frank or factual statement, often one that corrects a misconception or provides a frank assessment. Functions as a discourse-level truth-asserting frame. Common in spoken and written Georgian across registers. | [CORE] |
| სიმართლე / simartle | სიმართლეს თუ ვიტყვი | simarṭles tu vitq̇vi | if I am to tell the truth; to be honest; honestly speaking | A conditional periphrastic construction used to introduce a candid or frank statement, often one that the speaker acknowledges may be unwelcome. Functions as a hedging or framing device in everyday and formal speech. | [CORE] |
| სიმართლე / simartle | სიმართლე ნახევარია | simarṭle naxevaria | it is only a half-truth; it is partially true | Predicative construction asserting that a claim is only partially true. Used in analytical and journalistic discourse to qualify or challenge the completeness of a statement. | [UNCERTAIN] |
| სიმართლე / simartle | სიმართლე ეთქვა | simarṭle etqva | the truth was told to him/her; he/she was told the truth | Passive/indirect construction using the indirect version of tkva, indicating that truth was communicated to a specific recipient. Used in narrative and legal discourse. | [CORE] |
| სიმართლე / simartle | სიმართლის თქმა | simartlis t̕q̇ma | truth-telling, the telling of the truth | A fixed nominal phrase for the act of stating what is true. Highly frequent in legal oath contexts and moral discourse. | [CORE] |
| სიმართლე / simartle | სიმართლე თვალში გიყრის | simartle t̕valši giq̇ris | the truth stares you in the face | Colloquial variant of the č̣ešmariteba construction. More common in everyday speech than the č̣ešmariteba version. Used to assert that a truth is self-evident or undeniable. | [CORE] |
| სიმართლე / simartle | სიმართლე გითხრა? | simartle git̕xra? | Shall I tell you the truth? / To tell you the truth... | A discourse-initial formula used in spoken Georgian to preface a candid or potentially unwelcome statement. Functions as a hedging device that signals the speaker is about to say something frank. The subjunctive form git̕xra (shall I tell you) is characteristic. | [CORE] |
| სიმართლე / simartle | სიმართლე რომ ვთქვათ | simartle rom vt̕q̇vat̕ | to tell the truth, if we're being honest, frankly speaking | A parenthetical construction used in spoken and written Georgian to signal that the speaker is about to make a frank or candid statement. The subjunctive vt̕q̇vat̕ (let us say) gives the construction a deliberative flavor. Functionally equivalent to English "to be honest" or "frankly." | [CORE] |
| სიმართლე / simartle | სიმართლე ნახევარი სიმართლეა | simartle naxevari simartlea | a half-truth is (still) a truth / a half-truth is not the whole truth | A proverbial construction used in moral and rhetorical discourse to comment on the deceptive potential of partial truths. The exact form varies; the underlying pattern (naxevari simartle) is well-established. | [MARGINAL] |
| სიმართლე / simartle | სიმართლეს ვერ გაექცევი | simartles ver gaekceviˈ | you cannot escape the truth, there is no escaping the truth | An idiomatic expression used in moral and everyday discourse to assert the inescapability of truth. The construction uses the verb gaekcevaˈ (to escape, to flee from) with simartle in the dative case, following the standard Georgian pattern for verbs of avoidance. | [CORE] |
| სიმართლე / simartle | სიმართლე თქვი | simartle tqvi | tell the truth, you told the truth | The imperative or past form of the collocation simartle tqma. Extremely common in everyday speech as a command or assertion about truth-telling. The imperative form is among the most frequent truth-related expressions in colloquial Georgian. | [CORE] |
| სიმართლე / simartle | სიმართლეს ვერ ამბობს | simartles ver ambobs | he/she cannot tell the truth, he/she is unable to speak truthfully | Used in moral evaluation to characterize a person as constitutionally or habitually unable to be truthful. Appears in everyday and literary registers. | [CORE] |
| სიმართლე / simartle | სიმართლე მოითხოვს | simartle moitxovs | truth requires, honesty demands | Cross-reference: documented in P1b (mart- root expansion, item 6). Not re-documented here. | [CORE] |
| სიმართლე / simartle | სიმართლე გამარჯვებს | simartle gamarjvebs | truth prevails, truth wins out | Cross-reference: documented in P1b (mart- root expansion, item 27). Not re-documented here. | [CORE] |
| სიმართლე / simartle | სიმართლე მწარეა | simartle mc̣area | truth is bitter, the truth hurts | Cross-reference: documented in P1b (mart- root expansion, item 28). Not re-documented here. | [CORE] |
| სიმართლე / simartle | სიმართლეს ახლოს არის | simartles axlos aris | it is close to the truth, it approximates the truth | Used in evaluative contexts to characterize a statement or account as approximately but not exactly accurate. Appears in critical and analytical registers. | [CORE] |
| სიმართლე / simartle | სიმართლეში ვართ | simartleshi vart | we are in the right, we are on the side of truth | Used in moral and political discourse to assert that one's position or cause is the truthful or just one. Appears in political rhetoric and moral argumentation. | [UNCERTAIN] |
