| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| სიცრუე | sicrue | si- + cru- (root associated with lying/falsehood) + -e | lie, falsehood, untruth | The standard noun for a lie or falsehood in everyday and moral discourse. Refers specifically to a lie or deliberate untruth, with a stronger connotation of intentional deception than siq̇albe. Contrasts directly with simartle. Used in moral condemnation of dishonest speech and in legal contexts involving perjury or deception. Closely related to mtkuari ("liar"). | [CORE] |
| ტყუილი | ẗq̇uili | ẗq̇uil- (lie, falsehood) + nominal suffix -i | lie, falsehood, untruth | The most common everyday word for a lie, used in direct moral evaluation of statements and persons. Slightly more colloquial than sicrue. The verb ẗq̇uili tkva is a standard fixed expression meaning "told a lie." Also used adverbially in the sense of "in vain, for nothing." | [CORE] |
| მცდარი | mcdari | m- (subject preverb) + cdar- (to err, to be mistaken) + -i | erroneous, mistaken, wrong, incorrect | Applied to beliefs, judgments, and statements that are factually incorrect or logically flawed. More neutral in tone than sicrue (it implies error rather than deliberate deception). Common in academic, scientific, and philosophical discourse. | [CORE] |
| მტყუარი | mt'q̇uari | mt'q̇u- (root of lying) + agentive suffix -ari | liar, false (person), untruthful | An agentive noun or adjective characterizing a person who lies or a statement that is untrue. Used in moral evaluation of persons and in characterizing false testimony. Participates in the derivational family including mtkuaroba. | [CORE] |
| სწორი | sc̣ori | root sc̣or- (straight, correct) + -i | correct, right, accurate, straight, proper | Used for factual correctness of answers, calculations, statements, decisions, and conduct. sc̣ori pasukhi ("correct answer") is a highly frequent collocation. Overlaps with martali in the sense of "correct" but is more commonly used for factual correctness and less for moral uprightness. Also used geometrically (straight line) and morally (upright person). Very frequent in everyday speech. | [CORE] |
| უზუსტო | uzusto | u- (privative prefix) + zusto (exact, precise) + privative construction | inaccurate, imprecise, inexact | Used to describe statements, measurements, or representations that lack precision or accuracy. Appears frequently in scientific, journalistic, and administrative contexts. | [CORE] |
| ზუსტი | zusti | borrowed root (cf. Persian/Turkish zust, "exact, precise"); adjectival form + -i | exact, precise, accurate | The standard adjective for precision and exactness in measurements, translations, statements, and reproductions. Commonly used to evaluate whether a representation faithfully corresponds to what it represents. zusti targmani ("accurate translation"), zusti monacemebi ("precise data"). Very common across technical, scientific, and everyday registers. Participates in derivation: sizuste, zustad ("precisely, exactly" as adverb). | [CORE] |
| სიზუსტე | sizuste | si- + zust- (exact, precise) + -e | accuracy, precision, exactness, correctness | Abstract noun derived from zusti, used to describe the property of being accurate or precise in measurements, translations, reproductions, and statements. Common in scientific, journalistic, technical, and legal discourse when the degree of accuracy of a representation is at issue. | [CORE] |
| სარწმუნო | sarc̣muno | sa- (circumfix front, indicating fitness/capacity, "worthy of") + rc̣mun- (root of belief, trust, faith) + -o (circumfix back) | credible, reliable, trustworthy, believable | Applied to sources, witnesses, evidence, and persons to indicate that they are worthy of belief or trust. Frequently used in legal and journalistic contexts (sarcmuno mowme, "credible witness"). Participates in the productive sa-...-o pattern for "worthy of X" or "capable of X." Participates in derivation: sarwmunoba ("credibility, reliability"). Contrasts with usarcmuno ("incredible, unreliable"). | [CORE] |
| სარწმუნოება | sarwmunoeba | sarwmuno + nominalizing suffix -eba | credibility, reliability, trustworthiness; also faith, religion (in theological register) | In secular contexts, denotes the property of being credible or trustworthy. In theological and ecclesiastical contexts, the dominant meaning shifts to faith or religion. The semantic range is broad and context-dependent. | [CORE] |
| სანდო | sando | sa- + nd- (root related to trust, confidence; cf. ndoba "trust") + -o | trustworthy, reliable, dependable | Applied primarily to persons, sources, and institutions to indicate reliability and trustworthiness. Somewhat more colloquial than sarcmuno and tends to emphasize practical reliability over epistemic credibility. Closely synonymous with sarwmuno but may carry a slightly stronger interpersonal connotation of personal trust. Frequently used in journalism and everyday speech. | [CORE] |
| დამაჯერებელი | damajerebeliˈ | da- (preverb) + majer- (causative of "believe," to convince, to make believe) + -ebeli (agentive/adjectival suffix, "capable of causing") + -i | convincing, persuasive, plausible, credible | Describes arguments, evidence, persons, or performances that are convincing or persuasive. Distinct from sarc̣muno in emphasizing the effect of persuasion on a hearer rather than an intrinsic property of trustworthiness. Commonly used in rhetorical, legal, and critical discourse. | [CORE] |
| გულწრფელი | gulc̣rpeli | gul- (heart) + c̣rpel- (sincere, straight) + -i; literally "straight-hearted" | sincere, genuine, heartfelt, candid, frank | Applied to persons, expressions, and intentions to indicate sincerity and absence of pretense or deception. Used in moral evaluation of character and in assessing the authenticity of emotional or verbal expression. gulc̣rpeli bodiši ("sincere apology"), gulc̣rpeli grznoba ("genuine feeling"). Contrasts with terms implying hypocrisy or pretense. | [CORE] |
| თვალთმაქცობა | tvaltmaqcoba | tval- (eye) + t- (connective) + maqc- (to turn, to deceive the eye; deceiver, juggler) + -oba (nominalizing suffix); literally "eye-turning, eye-deceiving" | deception, trickery, hypocrisy, pretense, illusion, charlatanism | Refers to deliberate deception through appearance or performance, including hypocrisy and charlatanism. Used in moral condemnation of persons who present a false appearance or engage in hypocritical or deceptive conduct. The morphological structure explicitly encodes visual deception. Also used for visual illusions or sleight of hand in more literal contexts. | [CORE] |
| მოჩვენებითი | močvenebiti | mo- (preverb) + čven- (root of showing/appearing) + -ebit- + -i; roughly "of the nature of mere appearance" | apparent, seeming, illusory, ostensible, spurious | Describes something that merely appears to be the case without actually being so. Applied to arguments, qualities, and identities. Carries a critical or skeptical evaluative force. močvenebiti თანხმობა ("ostensible agreement"), močvenebiti safrtkhe ("apparent danger"). Used in philosophical, legal, and analytical discourse. | [CORE] |
| ფიქტიური | piqtiuri | borrowed from Latin/Russian fictivnyj; adjectival form | fictitious, fictional, fabricated, sham | Used in legal and administrative contexts for fictitious entities, sham transactions, or fabricated claims. piqtiuri kompania ("fictitious company"), piqtiuri qidva-gayidva ("sham transaction"). A loanword with a narrower, more formal register than native alternatives. | [CORE] |
| ავთენტური | avtentiuri | borrowed from Greek/Latin authenticus via European languages; adjectival form + -uri | authentic, genuine | A loanword used primarily in formal, legal, archival, and academic contexts to describe documents, texts, or artifacts of verified origin and integrity. Less common in everyday speech than namdvili, which covers similar ground in informal registers. Increasingly common in contemporary Georgian. Coexists with namdvili but tends to appear in more technical or international-facing discourse. | [CORE] |
| ავთენტურობა | avt'enturoba | avt'enturi + nominalizing suffix -oba | authenticity | The nominal form of avt'enturi, used in legal, archival, and philosophical contexts to refer to the property of being authentic. Appears in discussions of document authentication and cultural heritage. | [CORE] |
| ლეგიტიმური | legitimuri | borrowed from Latin/European legitimus + adjectival suffix -uri | legitimate, lawful, valid | Used in legal, political, and institutional contexts to evaluate whether authority, claims, or actions conform to recognized rules or norms. Distinct from mere legality in sometimes carrying a normative or moral dimension. | [CORE] |
| კანონიერი | kanonieri | kanon- (law, rule; from Greek kanon) + -ieri (adjectival suffix, "having the quality of," indicating conformity) | lawful, legal, legitimate, rightful | The standard adjective for legality and lawfulness in Georgian legal discourse. Applied to actions, claims, ownership, and authority. Overlaps with legitimuri but is more specifically tied to positive law rather than broader normative legitimacy. Contrasts with uk'аnonо (unlawful). Participates in productive derivation (k'anoniereba, "legality, legitimacy"). | [CORE] |
| კანონიერება | k'anoniereba | k'anonieri + nominalizing suffix -eba | legality, legitimacy, lawfulness | The nominal form of k'anonieri, referring to the property of being lawful or legitimate. Used in legal and political discourse to evaluate the validity of acts, decisions, and claims. | [CORE] |
| სამართლიანი | samart̕liani | samart̕al- (law, justice, right) + -iani (adjectival suffix, "characterized by") | just, fair, righteous, equitable | Applied to persons, decisions, distributions, and systems to evaluate them as conforming to standards of justice or fairness. Central to moral and legal evaluation in Georgian. Participates in productive derivation: samart̕lianoba ("justice, fairness"). | [CORE] |
| სამართლიანობა | samart̕lianoba | samart̕liani + nominalizing suffix -oba | justice, fairness, righteousness, equity | The abstract noun for justice and fairness, used in philosophical, legal, and political discourse. A central term in Georgian ethical and legal vocabulary. | [CORE] |
| უტყუარი | utyuari | u- (privative prefix, "without") + tyu- (lie, deception) + -ar- + -i; "without lie, incapable of lying" | infallible, indubitable, irrefutable, unerring, certain | Applied to evidence, proofs, and sources to indicate that they are beyond doubt or incapable of deceiving. The privative formation explicitly marks the absence of falsehood or error. utyuari mtkicebuleba ("irrefutable evidence") is a common legal collocation. Carries a stronger epistemic force than sarc̣muno. Appears in legal and philosophical contexts. | [CORE] |
| მტკიცება | mt'k'iceba | mt'k'ice (firm, solid, strong) + nominalizing suffix -ba; "making firm/solid" | assertion, affirmation, proof, claim, allegation | Refers to the act of asserting or affirming a proposition, as well as to the act of proving or establishing something. Used in legal contexts for claims and in philosophical contexts for assertions. Participates in the compound mt'k'icebuleba ("proof, evidence"). | [CORE] |
| მტკიცებულება | mt'k'icebuleba | mt'k'iceba + -ul- (resultative participial infix) + -eba; "that which has been established/proven" | proof, evidence, demonstration | The standard legal and philosophical term for evidence or proof. Used in court proceedings to refer to admissible evidence and in argumentation to refer to demonstrative proof. Closely related to but distinct from mt'k'iceba (the act of asserting/proving). | [CORE] |
| დადასტურება | dadastureba | da- (preverb) + dastur- (confirmation, from Persian dastūr, "rule, permission, confirmation") + -eba (nominalizing/verbal noun suffix) | confirmation, verification, attestation, authentication, corroboration | The standard noun for the act of confirming, verifying, or authenticating a claim, document, or fact. Widely used in legal, administrative, and everyday contexts. The verbal form daadasturebs ("will confirm/verify") is equally common and productive. | [CORE] |
| გადამოწმება | gadamomc̣meba | gada- (preverb indicating thoroughness/repetition) + mo- (preverb) + mc̣m- (root of checking/verifying) + -eba | verification, cross-checking, re-examination | Refers to the act of checking or verifying something, often by consulting an additional source or repeating a check. Used in journalistic, scientific, and legal contexts. Implies a more thorough or repeated verification than simple momc̣meba. | [CORE] |
| გაყალბება | gaq̇albeba | ga- (preverb) + q̇alb- (false, counterfeit) + -eba (nominalizing suffix); "making false/counterfeit" | forgery, falsification, counterfeiting, fabrication | The standard noun for the act of forging or falsifying documents, evidence, or data. Frequently appears in criminal law contexts. The verbal form gaayalbebs ("will forge/falsify") is productive and common. | [CORE] |
| გამართლება | gamarṭleba | ga- (preverb) + marṭl- (right, just, correct) + -eba (nominalizing suffix); "making right, making just" | justification, vindication, acquittal, excuse | Used in legal contexts for acquittal or vindication, and in moral and argumentative contexts for the justification of an action or claim. gamarṭleba sasamartloši ("acquittal in court"), qmedebis gamarṭleba ("justification of an action"). Participates in the productive martal- derivational family. | [CORE] |
| მსგავსება | msgavseba | msgavs- (similar, resembling) + nominalizing suffix -eba | resemblance, similarity, likeness | Used to describe the degree to which one thing resembles another. Relevant in contexts of authentication, identification, aesthetic evaluation, and legal contexts (e.g., resemblance of a portrait to its subject). msgavseba originaltan ("resemblance to the original") is a typical collocation in authentication discourse. Participates in productive derivation from the adjective msgavsi. | [CORE] |
| მსგავსი | msgavsi | msgavs- (similar, like) + adjectival suffix -i | similar, like, resembling | The standard adjective for similarity and resemblance, used across registers. Applied to persons, objects, and situations. Participates in derivation: msgavseba ("similarity, resemblance, likeness"). | [CORE] |
| მიმსგავსება | mimsgavseba | mi- (preverb) + msgavs- (similar, resembling) + -eba (verbal/nominal suffix) | resemblance, likening, assimilation (to a model) | Refers to the process or result of making something resemble something else, or the state of resemblance. Used in aesthetic and theological contexts (e.g., resemblance to a divine model). Less common in everyday speech. | [MARGINAL] |
| მიბაძვა | mibadzva | mi- (directional preverb) + badz- (to imitate, to copy) + -va (verbal noun suffix) | imitation, copying, mimicry | Refers to the act of imitating or copying an original, relevant in aesthetic evaluation (of art, performance) and in contexts where imitation is distinguished from genuine creation or authentic production. Used both neutrally and pejoratively depending on context. | [CORE] |
| არსი | arsi | borrowed from Persian/Arabic asl (origin, essence) via Georgian phonological adaptation; nominal form + -i | essence, substance, nature, core, what something fundamentally is | Used in philosophical, legal, and everyday contexts to refer to the fundamental nature or essential character of something. Appears in phrases evaluating whether something corresponds to its true nature or essential definition. sakmis arsi ("the essence of the matter"), arsis mixedvit ("according to its essence/substance"). Common in legal reasoning and philosophical writing. Participates in compounds and derivations. | [CORE] |
| შინაარსი | šinaˈarsi | šina- (inner, inside) + arsi (essence); "inner essence, inner content" | content, substance, meaning, purport | Refers to the actual content or substance of a text, statement, or legal instrument, as opposed to its form or surface appearance. Widely used in legal interpretation, literary analysis, and everyday discussion of what something really means or contains. | [CORE] |
| არსებითი | arsebiti | arseb- (being, existence, essence; from arsi, "essence") + -iti (adjectival suffix) | essential, substantial, fundamental, material | Applied to qualities, differences, and facts to indicate that they pertain to the fundamental nature or essence of something. Used in philosophical, legal, and evaluative contexts. In legal usage, arsebiti gansxvaveba ("material difference") is a recognized expression. | [CORE] |
| გარეგნული | garegnuli | gareg- (outer, external) + -nuli (adjectival suffix) | external, outward, superficial, apparent | Used to mark a contrast between outward appearance and inner reality or essence. Relevant in contexts where the reliability of surface appearances is evaluated. Often implicitly contrasted with šinagani ("internal, inner"). | [CORE] |
| შესაბამისი | šesabamisi | še- (preverb) + sabam- (correspondence, conformity) + -isi (adjectival suffix) | corresponding, conforming, appropriate, consistent with | Used to evaluate whether something conforms to or corresponds with a standard, rule, or expectation. Appears in legal, administrative, and evaluative contexts. Relevant to assessments of whether conduct or representations match what is required or claimed. | [CORE] |
| ფსევდო- | psevdo- | borrowed from Greek pseudos (false) + productive prefix in Georgian | pseudo-, false, spurious (as prefix) | A productive borrowed prefix attached to nouns to indicate that something falsely presents itself as belonging to a category. Used in academic, journalistic, and critical registers (e.g., psevdomecnieri, "pseudo-scientist"). Marks inauthenticity of classification or identity. | [CORE] |
| სიყალბის დადასტურება | siq̇albis dadastureba | siq̇albe (falsehood/forgery, genitive: siq̇albis) + dadastureba (confirmation, verification, attestation) | confirmation of forgery, verification of falsity, attestation of forgery | A fixed legal and administrative expression used in proceedings to establish that a document or claim is forged or false. Functions as a conventionalized phrase in legal Georgian rather than a free compositional description. Appears in legal documents and proceedings. | [MARGINAL] |
| სიყალბის დამადასტურებელი | siq̇albis damadasturebeli | siq̇albe (genitive: siq̇albis) + da- + ma- (agentive prefix) + dastur- + -ebeli (participial/agentive suffix); "that which confirms/establishes falsity" | evidence of falsity, proof of forgery, that which attests to fraud | A participial nominal phrase used in legal contexts. | [CORE] |
| მართალია | martalia | martali + copula -a; "is right/correct" | he/she/it is right; that is correct; you are right | Extremely frequent in everyday conversation as a response particle or predicate, used to concede that an interlocutor's claim is correct or that a state of affairs is as described. Functions almost as a discourse marker in informal speech. | [CORE] |
| მართალი ხარ | martali xar | martali (right/correct) + xar (2sg copula "you are") | you are right | Standard everyday expression for conceding correctness to an interlocutor. Ubiquitous in informal and semi-formal conversation across all registers and age groups. | [CORE] |
| მართლა | marṭla | marṭ- + adverbial suffix -la; "truly, really, in truth" | really, truly, indeed, in fact | High-frequency adverb and discourse particle used in everyday speech to assert or emphasize that something is genuinely the case. marṭla moxda ("it really happened"), marṭla ar vici ("I truly don't know"). Also used as a question tag or challenge ("martla?" — "really?"). Functions as an intensifier and truth-asserting particle. | [CORE] |
| მართლაც | marṭlac | marṭla (truly) + emphatic particle -c; "truly indeed" | indeed, truly, in fact, as a matter of fact | Emphatic form of marṭla, used to confirm or underscore the truth of a statement, often in response to a question or in conceding a point. Very common in both spoken and written Georgian. | [CORE] |
| მართლაც რომ | marṭlac rom | marṭlac (indeed) + rom (subordinating conjunction); "it being truly the case that" | it is indeed the case that; truly, the fact is that; if it is indeed the case that | Used in written and formal spoken Georgian to introduce a concession or confirmation of a fact, or a concessive/conditional clause whose truth is being granted for the sake of argument. Common in journalistic and analytical prose. | [CORE] |
| სიმართლის თქმა | simarṭlis tqma | simarṭle (truth, genitive) + tqma (saying, verbal noun of tkva); "the saying of truth" | telling the truth, truth-telling | Used in moral, legal, and everyday contexts to describe the act of speaking truthfully. simarṭlis tqma valdebulebaa ("telling the truth is an obligation") is a typical moral formulation. Appears in oath formulas and moral exhortation. | [CORE] |
| სიმართლის დადგენა | simarṭlis dadgena | simarṭle (truth, genitive) + dadgena (establishment, determination); "determination of the truth" | establishing the truth, determination of the facts | Standard legal and investigative expression for the process of determining what actually occurred. Appears in court proceedings, journalistic investigations, and official inquiries. | [CORE] |
| სიმართლის დამალვა | simarṭlis damalva | simarṭle (truth, genitive) + damalva (concealment, hiding); "concealment of the truth" | concealment of the truth, hiding the truth | Used in legal and moral discourse to describe deliberate suppression of true information. Appears in criminal law contexts and in moral condemnation of dishonest behavior. Contrasts with simartlis tqma. | [CORE] |
| სიმართლის მოყვარე | simarṭlis moq̇vare | simarṭle (truth, genitive) + moq̇vare (lover, one who loves); "lover of truth" | truth-lover, lover of truth, truth-seeking | Used in philosophical, religious, and moral discourse to characterize a person who is devoted to truth. Appears in classical Georgian texts and in contemporary moral writing. | [CORE] |
| სიმართლის მაძიებელი | simarṭlis madziebeliˈ | simarṭle (truth, genitive) + madziebeliˈ (seeker, one who seeks); "seeker of truth" | seeker of truth, truth-seeker | Used in philosophical, intellectual, literary, and journalistic contexts to describe someone engaged in the pursuit of truth or dedicated to discovering it. More formal and literary than simarṭlis moq̇vare. | [CORE] |
| სიმართლის გამოვლენა | simartlis gamovlena | simartle (genitive) + gamovlena ("revelation, manifestation, bringing to light"); "bringing truth to light" | revelation of the truth, uncovering the truth | Used in journalistic, legal, and literary contexts to refer to the act of making the truth known or visible. Appears in investigative journalism and narrative contexts. | [CORE] |
| მართლმსაჯულება | marṭlmsajuleba | marṭl- (right, just) + msajul- (judge, judging) + -eba (nominalizing suffix); "right-judging, just judgment" | justice, administration of justice, judiciary | The standard term for the justice system and the administration of justice in legal and constitutional discourse. marṭlmsajulebis sistema ("justice system"), marṭlmsajulebis ganxorcieleba ("administration of justice"). Appears in the Georgian Constitution and legal codes. Used in the names of courts and justice-related bodies. | [CORE] |
| მართლმსაჯულების სისტემა | marṭlmsajulebis sistema | marṭlmsajuleba (justice, genitive) + sistema (system); "system of justice" | justice system, judicial system | Fixed administrative and constitutional phrase referring to the institutional framework of courts, prosecutors, and related bodies. Standard in legal and policy discourse. | [CORE] |
| მართლწერა | marṭlc̣era | marṭl- (correct, right) + c̣era (writing); "correct writing" | orthography, correct spelling | The standard term for orthography and correct spelling in Georgian. Used in educational, editorial, and linguistic contexts. marṭlc̣eris წესები ("rules of orthography") is a standard phrase in grammar instruction. | [CORE] |
| მართლწერის წესები | marṭlc̣eris c̣esebi | marṭlc̣era (orthography, genitive) + c̣esebi (rules, plural); "rules of correct writing" | rules of orthography, spelling rules | Standard phrase in Georgian language education and editorial style guides. Appears in grammar textbooks and official language regulation documents. | [CORE] |
| მართლმადიდებელი | marṭlmadidebeliˈ | marṭl- (right, correct, orthodox) + madideb- (glorifying, praising) + -el- + -i; "right-glorifying, orthodox" | Orthodox (Christian), Eastern Orthodox | The standard Georgian term for Eastern Orthodox Christianity and its adherents. marṭlmadidebeliˈ eklesia ("the Orthodox Church"). Ubiquitous in religious, historical, and cultural discourse in Georgia. The dominant religious identity term in Georgia. | [CORE] |
| მართლმადიდებლობა | marṭlmadideblobˈa | marṭlmadidebeliˈ + -oba (nominalizing suffix); "the state/quality of being Orthodox" | Orthodoxy, Eastern Orthodox Christianity | Abstract noun for the Orthodox Christian faith and tradition as a system or institution. Used in theological, historical, and cultural discourse about Georgian religious identity. Appears in ecclesiastical writing. | [CORE] |
| გამართლება | gamarṭleba | ga- (preverb) + marṭl- (right, just) + -eba (nominalizing suffix) | justification, vindication, acquittal, excuse | Already listed in P1 (#30). Included here to anchor the derivational family. Used in legal contexts for acquittal and in moral/argumentative contexts for justification of conduct. In everyday speech also used for making excuses or rationalizing. | [CORE] |
| გამართლება ვერ მოხდა | gamarṭleba ver moxda | gamarṭleba (justification/acquittal) + ver (negation of ability) + moxda (happened, occurred); "justification did not occur" | no justification was found; acquittal did not occur; the action could not be justified | Fixed legal and moral phrase used to state that an action or claim could not be vindicated or that an acquittal was not granted. Common in court reporting and moral evaluation. | [CORE] |
| გამართლება სასამართლოში | gamartleba sasamartloshi | gamartleba + sasamartlo (genitive/locative: sasamartloshi, "in court"); "acquittal in court" | acquittal in court, judicial vindication | Used in legal discourse to refer specifically to the outcome of a trial in which the accused is found not guilty. Appears in legal reporting and court documents. | [CORE] |
| გამართლებული | gamarṭlebuli | gamarṭleba (justification) + participial suffix -uli; "that which has been justified/acquitted" | justified, vindicated, acquitted, warranted | Used as an adjective to describe actions, decisions, or persons that have been vindicated or shown to be correct. gamarṭlebuli gadawyvetileba ("justified decision"), gamarṭlebuli pirovneba ("acquitted person"). | [CORE] |
| გაუმართლებელი | gaumarṭlebeliˈ | ga- + u- (privative) + marṭl- + -ebel- + -i; "incapable of being justified, unjustifiable" | unjustifiable, unwarranted, inexcusable | Applied to actions, decisions, or conduct that cannot be morally or legally justified. gaumarṭlebeliˈ ძალადობა ("unjustifiable violence"). Common in moral condemnation and legal argumentation. | [CORE] |
| მართებული | marṭebuli | marṭ- + -ebul- + -i; "that which is right/correct/appropriate" | correct, appropriate, proper, well-founded | Used to describe statements, decisions, or approaches that are correct or appropriate in context. marṭebuli daskvna ("well-founded conclusion"), marṭebuli midgoma ("correct approach"). Common in analytical, evaluative, legal, and academic discourse. | [CORE] |
| მართებულად | marṭebuladˈ | marṭebuli + adverbial suffix -ad; "correctly, appropriately" | correctly, appropriately, rightly, properly | Adverbial form of marṭebuli, used to characterize the manner in which something is done or said as correct or appropriate. Common in academic, legal, and journalistic writing. | [CORE] |
| მართებულობა | marṭebuloba | marṭebuli + -oba (nominalizing suffix); "the quality of being correct/appropriate" | correctness, appropriateness, validity, soundness | Abstract noun used in philosophical, legal, and analytical contexts to refer to the property of being well-founded or appropriate. gadawyvetilebis marṭebuloba ("the soundness of the decision"). Appears in legal opinions evaluating the validity of decisions. | [CORE] |
| სიმართლე ითქვა | simarṭle itqva | simarṭle (truth) + itqva (was said, passive aorist of tkva); "truth was spoken" | the truth was told; truth was spoken | Used in narrative and evaluative contexts to assert that what was said was true. Appears in literary, journalistic, and everyday discourse as a formulaic assertion of truthfulness. | [CORE] |
| სიმართლე გამოვიდა | simartle gamovida | simartle (nominative) + gamovida (came out, emerged; perfective of gamosv-) | the truth came out, the truth emerged | A fixed idiomatic expression used in narrative and everyday speech to describe the revelation of a previously concealed truth. Extremely common in storytelling and journalistic contexts. | [CORE] |
| სიმართლე მოითხოვს | simartle moitxovs | simartle + moitxovs ("demands, requires"); "truth demands" | truth requires, honesty demands, to be truthful one must | A fixed collocation used in written and formal spoken Georgian to introduce a statement that the speaker presents as an honest or accurate acknowledgment, often of something uncomfortable. Common in journalism and formal argumentation. | [CORE] |
| სიმართლე მწარეა | simartle mc̣area | simartle + mc̣area ("is bitter"); "truth is bitter" | truth is bitter, the truth hurts | A proverbial expression used in everyday and literary Georgian to acknowledge that honest statements are often unwelcome or painful. Equivalent to the English proverb "the truth hurts." | [CORE] |
| სიმართლის გამარჯვება | simarṭlis gamarjveba | simarṭle (truth, genitive) + gamarjveba (victory, triumph); "triumph of truth" | the triumph of truth, truth prevails | Used in moral, literary, and rhetorical discourse to assert that truth ultimately prevails. Common in political rhetoric, literary criticism, and moral argumentation. | [CORE] |
| სიმართლე გამარჯვებს | simartle gamarjvebs | simartle + gamarjvebs ("wins, prevails, is victorious"); "truth prevails" | truth prevails, truth wins out | A proverbial or rhetorical expression used in moral, political, and literary contexts to assert that truth ultimately triumphs. Appears in political rhetoric, literary texts, and moral discourse. | [CORE] |
| მართალია, მაგრამ | martalia, magram | martali + -a (copula) + magram (but, however) | it is true, but…; granted, but… | A highly frequent concessive construction in spoken and written Georgian, used to acknowledge a point before introducing a qualification or counterargument. | [CORE] |
| მართალი ადამიანი | martali adamiani | martali (right, just) + adamiani (person, human being) | a just person, a righteous person, an honest person | Used in moral evaluation of character, in religious contexts (the righteous person), and in everyday speech to describe someone who is honest and fair. | [CORE] |
| მართლი კაცი | martali k'aci | martali + k'aci ("man, person"); "a right/honest man" | an honest man, a righteous person, an upright person | Used in moral and everyday evaluative contexts to characterize a person of integrity and honesty. Appears in literary, religious, and everyday speech. A traditional evaluative phrase. | [CORE] |
| მართლი პასუხი | martali p'asuxi | martali + p'asuxi ("answer, response"); "the correct answer" | the correct answer, the right answer | Used in educational and everyday contexts to evaluate an answer as factually correct. Very common in school settings and quiz contexts. | [CORE] |
| მართლი სიტყვა | marṭli sitq̇va | marṭli (right, true) + sitq̇va (word, statement); "true word, right word" | true word, honest statement, the right thing to say | Used in proverbial, religious, and literary contexts to refer to a truthful or morally correct utterance. Appears in Georgian proverbs and in religious discourse. | [MARGINAL] |
