| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| მართალი / martali | მართლად / martlad | martlad | mart- + adverbial suffix -ad; "in a right/correct manner, rightly" | rightly, correctly, justly, truly | Adverbial form used in both everyday and formal Georgian to assert that something is done correctly or that a characterization is accurate. Appears in evaluative statements and moral discourse. | [CORE] |
| მართალი / martali | მართლობა / martloba | martloba | mart- + nominalizing suffix -oba; "the state or quality of being right/correct" | rightness, correctness, justness | Nominal form referring to the abstract property of being right or correct. Less frequent than simartle; appears in formal and literary registers. | [UNCERTAIN] |
| მართალი / martali | მართებული / marṭebuli | marṭebuli | marṭ- + -ebul- (resultative participial suffix) + -i; "that which is right/correct/appropriate" | correct, appropriate, proper, well-founded | Used to describe statements, decisions, or approaches that are correct or appropriate in context. Widely used in formal writing and legal reasoning. Documented in P1b (Root 1, item 21). | [CORE] |
| მართალი / martali | მართებულად / marṭebulad | marṭebulad | marṭebuli + adverbial suffix -ad; "correctly, appropriately" | correctly, appropriately, rightly, properly | Adverbial form of marṭebuli, used to characterize the manner in which something is done or said as correct or appropriate. Documented in P1b (Root 1, item 22). | [CORE] |
| მართალი / martali | მართებულობა / marṭebuloba | marṭebuloba | marṭebuli + nominalizing suffix -oba; "the quality of being correct/appropriate" | correctness, appropriateness, validity, soundness | Abstract noun used in philosophical, legal, and analytical discourse to refer to the property of being well-founded or appropriate. Documented in P1b (Root 1, item 23). | [CORE] |
| მართალი / martali | მართლდება / martldeba | martldeba | mart- + -l- + -deba (passive/inchoative verbal suffix) | is justified, is vindicated, is proven right | Used in legal and moral contexts for vindication, and in theological contexts for justification. Documented in P1b. | [CORE] |
| მართალი / martali | გამართლება / gamarṭleba | gamarṭleba | ga- (preverb) + marṭl- + -eba (nominalizing suffix); "making right, making just" | justification, vindication, acquittal, excuse | Used in legal contexts for acquittal and in moral/argumentative contexts for justification of conduct, and in everyday speech for making excuses. Already documented as P1 item #30 and P1b (Root 1, item 17). | [CORE] |
| მართალი / martali | გამართლებული / gamarṭlebuli | gamarṭlebuli | gamarṭleba + resultative participial suffix -uli; "that which has been justified/acquitted" | justified, vindicated, acquitted, warranted | Used as an adjective to describe actions, decisions, or persons that have been vindicated or shown to be correct. Documented in P1b (Root 1, item 19). | [CORE] |
| მართალი / martali | გაუმართლებელი / gaumarṭlebeli | gaumarṭlebeli | ga- + u- (privative) + marṭl- + -ebel- (potential/agentive suffix) + -i; "incapable of being justified" | unjustifiable, unwarranted, inexcusable | Applied to actions, decisions, or conduct that cannot be morally or legally justified. Documented in P1b (Root 1, item 20). | [CORE] |
| მართალი / martali | უმართლობა / umartloba | umartloba | u- (privative prefix) + martl- + -oba (nominalizing suffix) | injustice, wrongness, unfairness | Used in moral and everyday discourse to name the condition of being unjust or wrong. Documented in P1b. | [CORE] |
| მართალი / martali | მართლმსაჯულება / marṭlmsajuleba | marṭlmsajuleba | marṭl- (right, just) + msajul- (judging, from msajuli, "judge") + -eba (nominalizing suffix); "right-judging" | justice, administration of justice, judiciary | The standard term for the justice system and the administration of justice in legal and constitutional discourse. Documented in P1b (Root 1, item 11). | [CORE] |
| მართალი / martali | მართლწერა / marṭlc̣era | marṭlc̣era | marṭl- (correct) + c̣era (writing, verbal noun); "correct writing" | orthography, correct spelling | The standard term for orthography and correct spelling in Georgian. Documented in P1b (Root 1, item 13). | [CORE] |
| მართალი / martali | მართლმადიდებელი / marṭlmadidebeli | marṭlmadidebeli | marṭl- (right, orthodox) + madideb- (glorifying) + -el- + -i; "right-glorifying" | Orthodox (Christian), Eastern Orthodox | The standard Georgian term for Eastern Orthodox Christianity and its adherents. Documented in P1b (Root 1, item 15). | [CORE] |
| მართალი / martali | მართლმადიდებლობა / marṭlmadidebloba | marṭlmadidebloba | marṭlmadidebeli + nominalizing suffix -oba; "the state of being Orthodox" | Orthodoxy, Eastern Orthodox Christianity | Abstract noun for the Orthodox Christian faith and tradition. Documented in P1b (Root 1, item 16). | [CORE] |
| სიყალბე / siq̇albe | სიყალბის გამოვლენა / siq̇albis gamovlena | siq̇albis gamovlena | siq̇albe (genitive -is) + gamovlena (revelation, detection); "detection/exposure of forgery" | detection of forgery, exposure of falsity | Used in legal, investigative, and journalistic contexts for the process of uncovering or exposing forgery or falsehood. Documented in P1b (Root 2, item 12). Functions as a lexicalized genitive compound. | [CORE] |
| სიყალბე / siq̇albe | სიყალბის ნიშნები / siq̇albis nišnebi | siq̇albis nišnebi | siq̇albe (genitive -is) + nišnebi (signs, plural of nišani); "signs of forgery" | signs of forgery, indicators of falsity | Used in forensic, legal, and investigative contexts to describe observable markers indicating that a document or item is forged. Documented in P1b (Root 2, item 13). | [CORE] |
| ყალბი / q̇albi | სიყალბე / siq̇albe | siq̇albe | si- (circumfix front) + q̇alb- + -e (circumfix back); "the quality of being false/counterfeit" | falsehood, falsity, forgery, counterfeit, inauthenticity | The standard abstract noun for the quality of being false or counterfeit, used in legal and moral contexts. Already documented as P1 item #5; listed here to anchor the derivational relationship from q̇albi. | [CORE] |
| ყალბი / q̇albi | ყალბობა / q̇alboba | q̇alboba | q̇alb- + -oba (nominalizing suffix) | falseness, the quality or practice of being fake or counterfeit | Less common than siq̇albe but used in moral and evaluative discourse as an abstract noun for the property or practice of falseness. Documented in P1b. | [CORE] |
| ყალბი / q̇albi | გაყალბება / gaq̇albeba | gaq̇albeba | ga- (preverb) + q̇alb- + -eba (nominalizing suffix); "making false/counterfeit" | forgery, falsification, counterfeiting, fabrication | The standard noun for the act of forging or falsifying, used in legal contexts for the criminal act of forgery. Already documented as P1 item #23 and P1b (Root 2, item 9). | [CORE] |
| ყალბი / q̇albi | გაყალბებული / gaq̇albebuli | gaq̇albebuli | gaq̇albeba + resultative participial suffix -uli; "that which has been forged/falsified" | forged, falsified, counterfeited, fabricated | Participial adjective describing documents, evidence, or data that have been deliberately falsified. Widely used in legal and investigative contexts. Documented in P1b (Root 2, item 10). | [CORE] |
| ყალბი / q̇albi | ყალბად / q̇albad | q̇albad | q̇albi + adverbial suffix -ad; "falsely, in a false manner" | falsely, fraudulently | Adverbial form used in legal and administrative contexts, as in q̇albad c̣armogdena ("false representation"). Documented in P1b (Root 2, item 14) as part of the compound ყალბად წარმოდგენა. | [CORE] |
| ყალბი / q̇albi | გამაყალბებელი / gamaq̇albebeli | gamaq̇albebeli | ga- + ma- (agentive prefix) + q̇alb- + -ebeli (agentive participial suffix); "one who falsifies" | forger, falsifier, counterfeiter | Agentive nominal used in legal contexts to refer to a person who commits forgery or falsification. Appears in criminal proceedings and legal journalism. | [CORE] |
| ნამდვილი / namdvili | ნამდვილობა / namdviloba | namdviloba | namdvili + nominalizing suffix -oba; "the quality/state of being genuine" | authenticity, genuineness, realness | Abstract noun used in legal, philosophical, and administrative contexts to refer to the property of being genuine or authentic. Already documented as P1 item #8. | [CORE] |
| ნამდვილი / namdvili | ნამდვილად / namdvilad | namdvilad | namdvili + adverbial suffix -ad; "genuinely, really, truly" | genuinely, really, truly, actually, in fact | Adverb extremely common in everyday Georgian speech as an intensifier asserting that something is genuinely or actually the case. Functions similarly to English "really" or "actually" and is among the most frequent adverbs in colloquial Georgian. Used across all registers in spoken and written Georgian. namdvilad moxda ("it genuinely happened"), namdvilad ar vici ("I really don't know"). | [CORE] |
| ნამდვილი / namdvili | უნამდვილო / unamdvilo | unamdvilo | privative prefix u- + namdvil- + suffix -o; "not genuine, not real" | not genuine, inauthentic, unreal | Negated adjectival form used to characterize something as lacking genuine character. Less frequent than q̇albi or piqtiuri in legal contexts; appears in everyday and literary registers. | [UNCERTAIN] |
| სიცრუე / sicrue | მცრუ / mcru | mcru | m- (adjectival prefix) + cru- (root: false, lying) | false, lying, deceptive | Adjectival form from the same cru- root as sicrue, used to describe persons or statements as false or deceptive. Appears in formal and literary registers; less common in everyday speech than q̇albi. | [CORE] |
| სიცრუე / sicrue | სიცრუის თქმა / sicruis tqma | sicruis tqma | sicrue (genitive -is) + tqma (verbal noun, "saying"); "the saying of a lie" | lying, telling a lie | Used in moral and everyday discourse to describe the act of lying. Functions as a genitive nominal compound parallel to simarṭlis tqma. Less lexicalized than the truth-telling equivalent but attested in moral and legal discourse. | [CORE] |
| მცდარი / mcdari | მცდარად / mcdarad | mcdarad | mcdari + adverbial suffix -ad; "erroneously, mistakenly" | erroneously, mistakenly, incorrectly | Adverbial form used in academic, legal, and analytical discourse to characterize a judgment, interpretation, or action as mistaken. mcdarad iqna ganmartebuli ("it was erroneously interpreted"). Attested in written registers. | [CORE] |
| მცდარი / mcdari | მცდარობა / mcdaroba | mcdaroba | mcdari + nominalizing suffix -oba; "the quality of being erroneous" | erroneousness, incorrectness, fallaciousness | Abstract noun used in philosophical and analytical discourse to refer to the property of being mistaken or erroneous. Less frequent than mcdari itself but attested in academic writing. | [UNCERTAIN] |
