# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Yoruba (yo)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| irọ́ (lie) + pa (to tell) | Ó máa ń pa irọ́ | ó máa ń pa irọ́ | He/she habitually tells lies / is a liar | Construction using habitual aspect markers (máa ń) to describe characteristic behavior. Common in character evaluation. | [CORE] |
| purọ́ (to lie) | Ó purọ́ | ó purọ́ | He/she lied / is lying | Simple verbal construction. Most direct way to accuse someone of lying. Common in confrontational contexts. | [CORE] |
| irọ́ (lie) + ni (copula) | Irọ́ ni! | irọ́ ni | It's a lie! / That's false! | Emphatic construction rejecting a statement as false. Very common as conversational interjection or protest. | [CORE] |
| òtítọ́ (truth) + irọ́ (lie) + pò (to mix) | Ó pò òtítọ́ àti irọ́ pọ̀ | ó pò òtítọ́ àti irọ́ pọ̀ | He/she mixed truth and lies together | Construction describing partial deception or distortion. The verb pò (to mix) takes both nouns as objects with àti (and) coordinating. Used when describing manipulation of truth. | [CORE] |
| òtítọ́ (truth) + wádìí (to investigate) | Mo wádìí òtítọ́ ọ̀rọ̀ náà | mo wádìí òtítọ́ ọ̀rọ̀ náà | I investigated the truth of that matter | Construction for describing investigation or verification. òtítọ́ modifies ọ̀rọ̀ (matter/word) in genitive-like relationship. Common in investigative and judicial contexts. | [CORE] |
| dájú (to be certain) | Mo dájú pé ó tọ́ | mo dájú pé ó tọ́ | I am certain that it is true | Construction using complementizer pé to introduce embedded clause. Very common for expressing epistemic certainty about propositions. | [CORE] |
| dájú (to be certain) | Ṣé o dájú? | ṣé o dájú | Are you certain? / Are you sure? | Interrogative construction using question particle ṣé. Extremely common in conversation when seeking confirmation or challenging claims. | [CORE] |
| dájú (to be certain) | Jẹ́ kí n dájú | jẹ́ kí n dájú | Let me make sure / Let me verify | Construction using jussive/permissive jẹ́ kí (let). Common when requesting time or permission to verify something. | [CORE] |
| ìdájú (certainty) + fún (to give) | Mo fún ọ ní ìdájú | mo fún ọ ní ìdájú | I give you assurance / I assure you | Construction for providing assurance to someone. Uses benefactive fún with ní marking the thing given. Common in reassurance and commitment contexts. | [CORE] |
| gbàgbọ́ (to believe) | Mo gbàgbọ́ pé ó tọ́ | mo gbàgbọ́ pé ó tọ́ | I believe that it is true | Construction using complementizer pé for embedded proposition. Standard way to express propositional belief. Very common across all registers. | [CORE] |
| gbàgbọ́ (to believe) | Mo gbàgbọ́ nínú rẹ̀ | mo gbàgbọ́ nínú rẹ̀ | I believe in you / I trust you | Construction using preposition nínú (in/inside) for belief in persons or entities. Common in interpersonal and religious contexts. | [CORE] |
| tọ́ (to be correct) | Ó tọ́ gan-an | ó tọ́ gan-an | It is really correct / It is absolutely right | Construction using emphatic particle gan-an (indeed, truly). Common for strong confirmation or removing doubt. | [CORE] |
| tọ́ (to be correct) | Ṣé ó tọ́? | ṣé ó tọ́ | Is it correct? / Is it true? | Interrogative construction with question particle ṣé. Very common for seeking confirmation or verification. | [CORE] |
| tọ́ (to be correct) | Kò tọ́ rárá | kò tọ́ rárá | It is not correct at all / It is completely wrong | Negative construction with emphatic particle rárá (at all). Common for strong denial or correction. | [CORE] |
| ṣe déédé (to be exact) | Ó ṣe déédé bẹ́ẹ̀ | ó ṣe déédé bẹ́ẹ̀ | It is exactly so / It is just like that | Construction using demonstrative bẹ́ẹ̀ (like that/so) to confirm exact correspondence. Common in confirmations and descriptions. | [CORE] |
| pé (to be complete/exact) | Kò pé bẹ́ẹ̀ | kò pé bẹ́ẹ̀ | It is not quite like that / It is not exactly so | Negative construction indicating lack of complete correspondence. Used when correcting or qualifying statements. | [CORE] |
| bá mu (to correspond) | Ó bá ọ̀rọ̀ náà mu | ó bá ọ̀rọ̀ náà mu | It corresponds to that matter / It matches that statement | Construction with direct object between bá and mu. Common in comparative and verificational contexts. | [CORE] |
| bá mu (to correspond) | Kò bá a mu | kò bá a mu | It does not correspond to it / It doesn't match | Negative construction indicating mismatch or disagreement. Common when identifying discrepancies. | [CORE] |
| jọ (to resemble) | Ó jọ ọ́ | ó jọ ọ́ | It resembles it / It is like it | Simple construction with direct object. Very common in comparative descriptions. | [CORE] |
| jọ (to resemble) | Ó jọ ọ́ púpọ̀ | ó jọ ọ́ púpọ̀ | It resembles it greatly / It is very similar to it | Construction using púpọ̀ (much/greatly) to indicate high degree of resemblance. Common in detailed comparisons. | [CORE] |
| jọ (to resemble) | Kò jọ ọ́ rárá | kò jọ ọ́ rárá | It doesn't resemble it at all / It is completely different | Negative construction with emphatic rárá. Common for asserting dissimilarity or difference. | [CORE] |
| jọ (to resemble) + ara (self/each other) | Wọ́n jọra | wọ́n jọra | They resemble each other / They are similar | Reciprocal construction with ara. Common when comparing multiple entities for mutual similarity. | [CORE] |
| ìwà rere (good character) | Ó ní ìwà rere | ó ní ìwà rere | He/she has good character / is of good conduct | Possessive construction using ní (to have). Standard way to attribute good character. Very common in moral evaluation. | [CORE] |
| ìwà búburú (bad character) | Ó ní ìwà búburú | ó ní ìwà búburú | He/she has bad character / is of bad conduct | Possessive construction parallel to ìwà rere. Common in negative moral evaluation. | [CORE] |
| ìwà (character) + hàn (to show) | Ó fi ìwà rere hàn | ó fi ìwà rere hàn | He/she showed good character / demonstrated good conduct | Construction using fi...hàn (to show/reveal). Common when describing manifestation of character through actions. | [CORE] |
| òdodo (justice/righteousness) + ṣe (to do) | Ó ṣe òdodo | ó ṣe òdodo | He/she did justice / acted righteously | Construction with ṣe taking òdodo as object. Common in moral and legal discourse about just actions. | [CORE] |
| òdodo (justice) + wá (to seek) | Wọ́n wá òdodo | wọ́n wá òdodo | They seek justice / are seeking justice | Construction describing pursuit of justice. Common in legal and social justice contexts. | [CORE] |
| yẹ (to be fitting) | Ó yẹ kó ṣe bẹ́ẹ̀ | ó yẹ kó ṣe bẹ́ẹ̀ | It is fitting that it be so / It should be like that | Construction with subjunctive complement (kó + verb). Common for expressing what is appropriate or proper. Very frequent in normative discourse. | [CORE] |
| yẹ (to be fitting) | Ó yẹ ọ́ | ó yẹ ọ́ | It befits you / It is appropriate for you | Construction with personal object. Common when evaluating what is suitable for particular persons. | [CORE] |
| yẹ (to be fitting) | Ó yẹ kí o sọ òtítọ́ | ó yẹ kí o sọ òtítọ́ | You should tell the truth / It is fitting that you tell the truth | Deontic construction expressing obligation. Uses kí + subject + verb for subjunctive complement. Very common for moral and practical obligations. | [CORE] |
| yẹ (to be fitting) | Kò yẹ | kò yẹ | It is not fitting / It is inappropriate | Simple negative construction. Common for expressing impropriety or inappropriateness. | [CORE] |
| tọ́ sí (to be right for) | Ó tọ́ sí i | ó tọ́ sí i | It is right for it / It is appropriate for it | Construction evaluating contextual appropriateness. The preposition sí marks the reference point. Common in situational evaluation. | [CORE] |
| ṣe é ṣe (to be possible) | Ó ṣe é ṣe | ó ṣe é ṣe | It is possible / It can be done | Standard construction for possibility. Very common across all contexts when evaluating feasibility. | [CORE] |
| ṣe é ṣe (to be possible) | Kò ṣe é ṣe | kò ṣe é ṣe | It is not possible / It cannot be done | Negative construction for impossibility. Very common when denying feasibility or possibility. | [CORE] |
| ṣe é ṣe (to be possible) | Ṣé ó ṣe é ṣe? | ṣé ó ṣe é ṣe | Is it possible? / Can it be done? | Interrogative construction. Common when inquiring about feasibility. | [CORE] |
| ṣe é ṣe (to be possible) | Ó ṣe é ṣe kí ó tọ́ | ó ṣe é ṣe kí ó tọ́ | It is possible that it is true / It may be true | Construction with subjunctive complement expressing epistemic possibility. Common in hedged or uncertain assertions. | [CORE] |
| àṣìṣe (error) + ṣe (to do/make) | Mo ṣe àṣìṣe | mo ṣe àṣìṣe | I made an error / I made a mistake | Standard construction for admitting or describing errors. Very common in everyday speech and formal contexts. | [CORE] |
| àṣìṣe (error) | Àṣìṣe ni | àṣìṣe ni | It is an error / That's a mistake | Copular construction identifying something as an error. Common in corrections and acknowledgments. | [CORE] |
| àṣìṣe (error) + tún...ṣe (to correct) | Mo tún àṣìṣe náà ṣe | mo tún àṣìṣe náà ṣe | I corrected that error / I fixed that mistake | Construction using tún...ṣe (to redo/correct). Common when describing correction of errors. | [CORE] |
| ṣìṣe (to err) | Mo ṣìṣe | mo ṣìṣe | I erred / I was wrong | Simple verbal construction. Direct way to admit being wrong or making an error. | [CORE] |
| ṣe pàtàkì (to be important) | Ó ṣe pàtàkì púpọ̀ | ó ṣe pàtàkì púpọ̀ | It is very important / It is highly significant | Construction with degree modifier púpọ̀. Common when emphasizing high importance. | [CORE] |
| ṣe pàtàkì (to be important) | Ṣé ó ṣe pàtàkì? | ṣé ó ṣe pàtàkì | Is it important? / Does it matter? | Interrogative construction. Common when questioning significance or relevance. | [CORE] |
| ṣe pàtàkì (to be important) | Kò ṣe pàtàkì | kò ṣe pàtàkì | It is not important / It doesn't matter | Negative construction. Common for dismissing significance or relevance. | [CORE] |
| gidi (genuine) | Ọmọ gidi ni | ọmọ gidi ni | He/she is a genuine person / a real one | Construction with gidi as attributive modifier. Common in evaluating authenticity of persons or things. | [CORE] |
| gidi (genuine) | Wúrà gidi ni | wúrà gidi ni | It is genuine gold / real gold | Construction with gidi modifying noun. Very common for distinguishing authentic from fake items. | [CORE] |
| gidi (genuine) + ṣe (to be) | Ó ṣe gidi | ó ṣe gidi | It is genuine / It is authentic | Copular construction. Common in evaluative contexts about authenticity. | [CORE] |
| òtítọ́ (truth) + kọjá (to surpass) + irọ́ (lie) | Òtítọ́ á kọjá irọ́ | òtítọ́ á kọjá irọ́ | Truth will surpass lies / Truth prevails over falsehood | Proverbial expression asserting ultimate triumph of truth. Common in moral instruction and encouragement. The particle á marks future/habitual. | [CORE] |
| òtítọ́ (truth) + korò (to be bitter/difficult) | Òtítọ́ korò | òtítọ́ korò | Truth is bitter / Truth is hard | Proverbial expression acknowledging difficulty of truth. Common when explaining why people avoid truth or when preparing someone for hard truths. | [CORE] |
| ẹnu (mouth) + sọ (to speak) + ọkàn (heart) + mọ̀ (to know) | Ẹnu ń sọ, ọkàn ò mọ̀ | ẹnu ń sọ, ọkàn ò mọ̀ | The mouth speaks, but the heart doesn't know / Speaking without understanding | Proverbial expression about superficial knowledge or insincere speech. Common when criticizing empty talk or lack of genuine understanding. | [CORE] |
| ọmọ (child) + òtítọ́ (truth) | Ọmọ òtítọ́ ni | ọmọ òtítọ́ ni | He/she is a child of truth / a truthful person | Idiomatic construction for characterizing someone as habitually truthful. Common in character evaluation and praise. | [CORE] |
| ẹni (person) + òtítọ́ (truth) | Ẹni òtítọ́ ni | ẹni òtítọ́ ni | He/she is a person of truth / a truthful person | More formal variant of "ọmọ òtítọ́." Common in religious and formal moral discourse. | [CORE] |
| òtítọ́ (truth) + hàn (to show) + fi (to use/take) | Mo fi òtítọ́ hàn | mo fi òtítọ́ hàn | I revealed the truth / I showed the truth | Construction using fi...hàn (to show/reveal). Common in investigative and disclosure contexts. | [CORE] |
| òtítọ́ (truth) + pamọ́ (to hide) | Ó pamọ́ òtítọ́ | ó pamọ́ òtítọ́ | He/she hid the truth / concealed the truth | Construction describing concealment of truth. Common in contexts of deception or cover-up. | [CORE] |
| òtítọ́ (truth) + pa (to kill/destroy) | Wọ́n pa òtítọ́ | wọ́n pa òtítọ́ | They destroyed the truth / suppressed the truth | Metaphorical construction using pa (to kill) for suppression of truth. Common in political and moral discourse about censorship or distortion. | [CORE] |
| jẹ́rìí (testimony/witness) + ṣe (to do) | Mo ṣe ìjẹ́rìí òtítọ́ | mo ṣe ìjẹ́rìí òtítọ́ | I bore truthful witness / gave true testimony | Legal and religious construction. Common in court proceedings and religious contexts. | [CORE] |
| ẹ̀rí (evidence/witness) + fún (to give) | Fún mi ní ẹ̀rí | fún mi ní ẹ̀rí | Give me evidence / Provide me with proof | Construction requesting evidence or proof. Common in argumentative and investigative contexts. | [CORE] |
| òtítọ́ (truth) + wádìí (to investigate) | A wádìí òtítọ́ ọ̀rọ̀ náà | a wádìí òtítọ́ ọ̀rọ̀ náà | We investigated the truth of that matter | Construction for systematic investigation. Common in judicial, journalistic, and academic contexts. | [CORE] |
| ọ̀rọ̀ (matter/word) + yẹ̀wò (to examine) | Mo yẹ̀wò ọ̀rọ̀ náà | mo yẹ̀wò ọ̀rọ̀ náà | I examined that matter / I scrutinized that issue | Construction for careful examination. Common in analytical and investigative contexts. | [CORE] |
| ìwádìí (research) + ṣe (to do) | Mo ṣe ìwádìí nípa rẹ̀ | mo ṣe ìwádìí nípa rẹ̀ | I did research about it / I investigated it | Construction for systematic research or inquiry. Common in academic and investigative contexts. The preposition nípa means "about/concerning." | [CORE] |
| àkíyèsí (observation) + ṣe (to do) | Mo ṣe àkíyèsí | mo ṣe àkíyèsí | I observed / I took notice / I paid attention | Construction for careful observation or attention. Common when describing attentive examination. | [CORE] |
| àlàyé (explanation) + ṣe (to do) | Mo ṣe àlàyé | mo ṣe àlàyé | I explained / I gave an explanation | Standard construction for explaining or clarifying. Very common in educational and communicative contexts. | [CORE] |
| àpèjúwe (description) + ṣe (to do) | Ṣe àpèjúwe rẹ̀ fún mi | ṣe àpèjúwe rẹ̀ fún mi | Describe it to me / Give me a description of it | Construction requesting or providing description. Common in communicative contexts requiring detailed depiction. | [CORE] |
| àpẹẹrẹ (example) + ṣe (to do) | Jẹ́ kí n ṣe àpẹẹrẹ | jẹ́ kí n ṣe àpẹẹrẹ | Let me give an example / Let me illustrate | Construction for providing examples or illustrations. Common in teaching and explanation. | [CORE] |
| tọ́ (to be straight) + àtọ́kùn (explanation) | Mo ṣe àtọ́kùn ọ̀rọ̀ náà | mo ṣe àtọ́kùn ọ̀rọ̀ náà | I clarified that matter / I explained that issue | Construction for clarification or interpretation. Common when making unclear things clear. | [CORE] |
| àkọsílẹ̀ (record) + ṣe (to do) | Mo ṣe àkọsílẹ̀ rẹ̀ | mo ṣe àkọsílẹ̀ rẹ̀ | I recorded it / I documented it | Construction for making records or documentation. Common in administrative and archival contexts. | [CORE] |
| àtúnṣe (correction) + ṣe (to do) | Mo ṣe àtúnṣe | mo ṣe àtúnṣe | I made a correction / I revised it | Construction for correcting or revising. Common in editorial and administrative work. | [CORE] |
| àtúnyẹ̀wò (re-examination) + ṣe (to do) | A ṣe àtúnyẹ̀wò | a ṣe àtúnyẹ̀wò | We re-examined it / We reviewed it | Construction for re-examination or review. Common in quality control and verification processes. | [CORE] |
| ìdánilójú (confirmation) + ṣe (to do) | Mo ṣe ìdánilójú | mo ṣe ìdánilójú | I confirmed / I verified / I made sure | Construction for providing confirmation or assurance. Common in contexts requiring certainty. | [CORE] |
| àmì (sign) + ṣe (to be/serve as) | Ó ṣe àmì | ó ṣe àmì | It serves as a sign / It is evidence | Construction indicating something serves as evidence or indication. Common in evidential reasoning. | [CORE] |
| àfihàn (demonstration) + ṣe (to do) | Mo ṣe àfihàn | mo ṣe àfihàn | I demonstrated / I showed / I proved | Construction for demonstrating or proving. Common in argumentative and evidential contexts. | [CORE] |
| bá mu (to correspond) + gẹ́gẹ́ bí (according to) | Ó bá a mu gẹ́gẹ́ bí a ti sọ | ó bá a mu gẹ́gẹ́ bí a ti sọ | It corresponds according to what we said / It matches what we stated | Construction indicating correspondence to a standard or statement. Common in verificational contexts. | [CORE] |
| ìbámu (correspondence) + pẹ̀lú (with) | Ó ní ìbámu pẹ̀lú ọ̀rọ̀ rẹ̀ | ó ní ìbámu pẹ̀lú ọ̀rọ̀ rẹ̀ | It has correspondence with his/her statement / It agrees with what he/she said | Construction describing agreement or correspondence with something. Common in comparative evaluation. | [CORE] |
| ìbámu (correspondence) + àárín (between) | Ìbámu wà láàárín wọn | ìbámu wà láàárín wọn | There is correspondence between them / They are in agreement | Construction describing mutual correspondence or agreement. Common in relational contexts. | [CORE] |
| ọkàn (heart) + tọ́ (to be straight) | Ọkàn rẹ̀ tọ́ | ọkàn rẹ̀ tọ́ | His/her heart is straight / He/she is sincere | Construction evaluating internal sincerity. Common in moral and character evaluation. | [CORE] |
| ọkàn (heart) + méjì (two) | Ó ní ọkàn méjì | ó ní ọkàn méjì | He/she has two hearts / is duplicitous | Idiomatic construction describing insincerity or duplicity. Common in negative character evaluation. | [CORE] |
| ọkàn (heart) + kan (one) | Ó ní ọkàn kan | ó ní ọkàn kan | He/she has one heart / is sincere | Construction describing sincerity and single-mindedness. Common in positive character evaluation. | [CORE] |
| ọ̀nà (path) + tọ́ (to be straight) | Ọ̀nà tọ́ ni | ọ̀nà tọ́ ni | It is the straight path / the right way | Metaphorical construction for correct procedure or moral conduct. Common in ethical and religious instruction. | [CORE] |
| tọ́ (to be straight) + lọ́nà (on the path) | Ó tọ́ lọ́nà | ó tọ́ lọ́nà | He/she is on the right path / is doing the right thing | Metaphorical construction evaluating moral conduct or correct procedure. Common in moral discourse. | [CORE] |
| ọ̀nà (path) + fi...hàn (to show) | Fi ọ̀nà tọ́ hàn fún mi | fi ọ̀nà tọ́ hàn fún mi | Show me the right way / Guide me correctly | Construction requesting guidance or instruction. Common in teaching and mentoring contexts. | [CORE] |
| ọ̀rọ̀ (word) + tọ́ (to be correct) | Ọ̀rọ̀ tọ́ ni | ọ̀rọ̀ tọ́ ni | It is a true word / a correct statement | Construction evaluating statements as true. Common in discourse evaluation. | [CORE] |
| ọ̀rọ̀ (word) + òtítọ́ (truth) | Ọ̀rọ̀ òtítọ́ ni | ọ̀rọ̀ òtítọ́ ni | It is a word of truth / a truthful statement | Alternative construction emphasizing truthfulness of speech. Common in formal and emphatic contexts. | [CORE] |
| ọ̀rọ̀ (word) + òfo (empty/vain) | Ọ̀rọ̀ òfo ni | ọ̀rọ̀ òfo ni | It is an empty word / a vain statement | Construction dismissing statements as meaningless or false. Common in critical discourse. | [CORE] |
| ìdí (reason) + ṣe (to be) | Ó ṣe ìdí | ó ṣe ìdí | It is the reason / It is the cause | Construction identifying reasons or causes. Common in explanatory contexts. | [CORE] |
| ìdí (reason) + béèrè (to ask) | Mo béèrè ìdí rẹ̀ | mo béèrè ìdí rẹ̀ | I asked the reason for it / I inquired about the cause | Construction for seeking explanations or reasons. Common in investigative and curious contexts. | [CORE] |
| ìdí (reason) + láì (without) | Láì sí ìdí | láì sí ìdí | Without reason / without cause | Construction describing absence of reason or justification. Common when criticizing arbitrary actions. | [CORE] |
| ìbámu (correspondence) + pípé (completeness) | Ìbámu pípé wà | ìbámu pípé wà | There is complete correspondence / perfect agreement | Construction emphasizing total correspondence. Common when evaluating full alignment. | [CORE] |
| tọ́ (to be correct) + títí (completely) | Ó tọ́ títí | ó tọ́ títí | It is completely correct / absolutely right | Construction emphasizing total correctness. Common for strong confirmation. | [CORE] |
