# CLCA Protocol v3.4 — F4 Construction Table
# Language: Yoruba (yo)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| Nitootọ́ + Clause | (implied in notes) | — | — | Adverbial emphasis meaning "truly, in truth." Derived from ní tòótọ́ (in truth). Common sentence-initial or sentence-final position for emphasis. | [CORE] |
| Predicate + gan-an | Ó tọ́ gan-an | ó tọ́ gan-an | It is really true / absolutely correct | Emphatic particle gan-an (indeed, really, absolutely). Very common in spoken Yoruba for intensification. Can be reduplicated for stronger emphasis. | [CORE] |
| Predicate + lóòótọ́ | (alternate construction) | — | — | Adverbial emphasis, similar to nitootọ́ | [CORE] |
| Ó ṣe pé + Clause | (alternate construction) | — | — | Cleft-like construction for emphasis | [CORE] |
| fi + Object + hàn | Mo fi òtítọ́ hàn | mo fi òtítọ́ hàn | I revealed the truth | Highly productive serial verb pattern. fi (use/take) + hàn (show) = reveal/demonstrate. Very common for expressing revelation or demonstration of truth. | [CORE] |
| bá + Object + mu | Ó bá ọ̀rọ̀ náà mu | ó bá ọ̀rọ̀ náà mu | It corresponds to that statement | Lexicalized serial verb pattern. bá (meet) + mu (hold) = correspond/match. Common in formal discourse for expressing correspondence or agreement with truth. | [CORE] |
| fi + Object + ṣe àpẹẹrẹ | (alternate construction) | — | — | Demonstrate with example | [CORE] |
| mú + Object + jáde | (alternate construction) | — | — | Bring out/reveal, similar to fi...hàn | [CORE] |
| ṣe + Noun/Adjective | Ó ṣe pàtàkì | ó ṣe pàtàkì | It is important | Highly productive light verb construction. ṣe combines with nouns/adjectives to form complex predicates. Central to Yoruba predication. Used across all registers. | [CORE] |
| ní + Noun | Ó ní ìwà rere | ó ní ìwà rere | He/she has good character | Possessive construction with ní (have). Used for character attribution and abstract possession. Very common for expressing qualities and attributes. | [CORE] |
| jẹ́ + Noun | (alternate construction) | — | — | Copular construction, overlaps with ṣe but different nuances | [CORE] |
| wà ní + Noun | (alternate construction) | — | — | Locative/existential construction | [CORE] |
| Predicate + púpọ̀ | Ó jọ ọ́ púpọ̀ | ó jọ ọ́ púpọ̀ | It resembles it greatly / is very similar | Standard intensification with púpọ̀ (much, greatly). Common with gradable predicates. However, truth predicates like tọ́ rarely take degree modification. | [CORE] |
| Predicate + jù + lọ | Ó tọ́ jù ú lọ | ó tọ́ jù ú lọ | It is more correct than it | Comparative construction with jù (exceed). Grammatically possible but pragmatically odd for truth—truth is typically binary. More natural with dára (good) than tọ́. Truth predicates resist degree modification because truth is conceptualized as binary rather than scalar in Yoruba. | [MARGINAL] |
| Predicate + díẹ̀ | (implied in notes) | — | — | Diminutive modification with díẹ̀ (a little). Rarely used with truth predicates as truth doesn't scale down naturally. More common with other property concepts. | [MARGINAL] |
| Ṣé + Clause | Ṣé ó tọ́? | ṣé ó tọ́ | Is it true? / Is it correct? | Standard polar question marker. ṣé precedes clause without changing word order. Very common in spoken and written Yoruba. No register restrictions. | [CORE] |
| Question-word + ni + Clause | Kí ni òtítọ́? | kí ni òtítọ́ | What is truth? | Wh-question with focus marker ni. Standard pattern for content questions. Used across all registers. The question word is typically fronted. | [CORE] |
| Clause + bí? | (alternate construction) | — | — | Alternative polar question, less common | [CORE] |
| Njẹ́ + Clause | (alternate construction) | — | — | Alternative to ṣé, regional variation | [CORE] |
| Bí + Clause₁ + Clause₂ | Bí ó bá tọ́, a ó gbà á | bí ó bá tọ́, a ó gbà á | If it is true, we will accept it | Standard conditional with bí and subjunctive bá. Very common for hypothetical reasoning about truth. Used across all registers. | [CORE] |
| Tí + Clause₁ + Clause₂ | Tí ó bá jẹ́ òtítọ́, sọ ọ́ | tí ó bá jẹ́ òtítọ́, sọ ọ́ | If it is the truth, say it | Alternative conditional marker tí (if/when). Slightly more temporal than bí. Common in imperatives and instructions. Both markers used frequently. | [CORE] |
| Bí kò bá ṣe pé + Clause | (alternate construction) | — | — | Negative conditional, more complex | [CORE] |
| Ní ìgbà tí + Clause | (alternate construction) | — | — | Temporal conditional, overlaps with tí | [CORE] |
| Noun₁ + á + Verb + Noun₂ | Òtítọ́ á kọjá irọ́ | òtítọ́ á kọjá irọ́ | Truth will surpass lies | Proverbial future with á marker. Used for gnomic assertions and moral truths. Common in traditional discourse, instruction, and moral teaching. Proverbs are highly valued in Yoruba culture and frequently used in everyday speech, formal oratory, and instruction. These patterns are recognized as traditional wisdom and carry cultural authority. | [CORE] |
| Noun + Verb (stative) | Òtítọ́ korò | òtítọ́ korò | Truth is bitter | Simple stative predicate in proverbial form. Conventionalized expression with cultural significance. Used as complete utterance in moral discourse. Very common. | [CORE] |
| Bí + Clause, bẹ́ẹ̀ ni + Clause | (alternate construction) | — | — | Comparative proverb structure | [CORE] |
| Ẹni tí + Clause + Verb | (alternate construction) | — | — | Character-based proverb pattern | [CORE] |
