# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Yoruba (yo)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| jọ | jọra | jọra | jọ (to resemble) + ara (body/self, reciprocal marker) | to resemble each other, to be similar to one another | Reciprocal form indicating mutual resemblance. Used when comparing multiple entities. | [CORE] |
| jọra | ìjọra | ìjọra | ì- (nominalizer) + jọra (to resemble each other) | mutual resemblance, similarity between things | Nominal form for mutual or reciprocal resemblance. Used in comparative analysis. | [CORE] |
| bá mu | ìbámu | ìbámu | ì- (nominalizer) + bá mu (to correspond) | correspondence, agreement, conformity | Primary nominal form for correspondence or agreement. Used in evaluative and analytical contexts. | [CORE] |
| bá mu | àìbámu | àìbámu | àì- (negative nominalizer) + bá mu (to correspond) | non-correspondence, disagreement, mismatch | Nominal form for lack of correspondence. Used when describing discrepancies or conflicts. | [CORE] |
| yẹ | ìyẹ | ìyẹ | ì- (nominalizer) + yẹ (to be fitting) | fittingness, appropriateness | Nominal form for the quality of being fitting or appropriate. Less common than the verbal form. | [MARGINAL] |
| yẹ | àìyẹ | àìyẹ | àì- (negative nominalizer) + yẹ (to be fitting) | unfittingness, inappropriateness | Nominal form for lack of appropriateness. Used in evaluative contexts. | [CORE] |
| dájú | ìdájú | ìdájú | ì- (nominalizer) + dájú (to be certain) | certainty, assurance, confidence | Primary nominal form for certainty. Used across contexts requiring expression of confidence or assurance. | [CORE] |
| dájú | dájúdájú | dájúdájú | dájú (reduplicated) | very certain, absolutely sure | Emphatic form through reduplication. Used to express strong certainty or confidence. | [CORE] |
| dájú | ìdánilójú | ìdánilójú | ì- (nominalizer) + dá (to make) + ni (person) + lójú (in eye/face) | assurance, confirmation, verification | Nominal form emphasizing the act of making someone certain. Used in contexts of providing assurance or confirmation. | [CORE] |
| gbàgbọ́ | ìgbàgbọ́ | ìgbàgbọ́ | ì- (nominalizer) + gbàgbọ́ (to believe) | belief, faith, trust | Primary nominal form for belief or faith. Used in religious, epistemic, and interpersonal contexts. | [CORE] |
| gbàgbọ́ | agbàgbọ́ | agbàgbọ́ | a- (agentive prefix) + gbàgbọ́ (to believe) | believer, one who believes | Nominal form designating a person who believes. Common in religious discourse. | [CORE] |
| gbàgbọ́ | gbígbàgbọ́ | gbígbàgbọ́ | gbí- (gerund prefix) + gbàgbọ́ (to believe) | believing, the act of believing | Gerundive form referring to the act or process of believing. Used in analytical contexts. | [CORE] |
| ṣe | àṣìṣe | àṣìṣe | à- (nominalizer) + ṣì- (error/negative marker) + ṣe (to do) | error, mistake, fault | Standard nominal form for errors or mistakes. Used across all contexts when referring to incorrect actions or judgments. | [CORE] |
| ṣe | ṣìṣe | ṣìṣe | ṣì- (error marker) + ṣe (to do) | to err, to make a mistake | Verbal form for making errors. Used when describing the act of erring or being wrong. | [CORE] |
| ṣe | àìṣe | àìṣe | àì- (negative nominalizer) + ṣe (to do) | wrongdoing, offense, misdeed | Nominal form for wrong actions or offenses. Used in moral and legal contexts. | [CORE] |
| ṣe | ṣíṣe | ṣíṣe | ṣí- (gerund prefix) + ṣe (to do) | doing, making, action | General gerundive form for the act of doing or making. Used broadly across contexts. | [CORE] |
| ṣe | aṣe | aṣe | a- (agentive/nominalizer) + ṣe (to do) | doer, maker; also: power, authority, command | Can function as agentive (one who does) or as abstract noun (power, authority). The latter meaning is more common in contemporary usage. | [CORE] |
| pé | ìpé | ìpé | ì- (nominalizer) + pé (to be complete) | completeness, exactness | Nominal form for the state of being complete or exact. Used in evaluative contexts. | [CORE] |
| pé | pípé | pípé | pí- (gerund prefix) + pé (to be complete) | being complete, completion | Gerundive form referring to the state or process of completion. Common in descriptive contexts. | [CORE] |
| pé | àìpé | àìpé | àì- (negative nominalizer) + pé (to be complete) | incompleteness, insufficiency | Nominal form for lack of completeness. Used when describing deficiency or inadequacy. | [CORE] |
| mọ̀ | ìmọ̀ | ìmọ̀ | ì- (nominalizer) + mọ̀ (to know) | knowledge | Primary nominal form for knowledge. Extremely common across all contexts. | [CORE] |
| mọ̀ | amọ̀ | amọ̀ | a- (agentive prefix) + mọ̀ (to know) | knower, one who knows | Less common agentive form. Used to designate someone with knowledge. | [MARGINAL] |
| mọ̀ | àìmọ̀ | àìmọ̀ | àì- (negative nominalizer) + mọ̀ (to know) | ignorance, lack of knowledge | Nominal form for ignorance or not knowing. Common in educational and epistemic contexts. | [CORE] |
| sọ | ọ̀rọ̀ | ọ̀rọ̀ | Irregular nominalization (not transparent) | word, speech, matter | Primary nominal form for word or speech. Note: The derivational relationship is not morphologically transparent in modern Yoruba. | [CORE] |
| sọ | sísọ | sísọ | sí- (gerund prefix) + sọ (to speak) | speaking, saying | Gerundive form for the act of speaking. Used in descriptive and analytical contexts. | [CORE] |
