# F1 — VOCABULARY TABLE
# Language: Yoruba (yo)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ṣe àpèjúwe | ṣe àpèjúwe | "ṣe" (to do) + "àpèjúwe" (description) | to describe, to depict | Used when describing or depicting something. Evaluates accuracy of representation. | [CORE] |
| ṣe àkọsílẹ̀ | ṣe àkọsílẹ̀ | "ṣe" (to do) + "àkọsílẹ̀" (record, documentation) | to record, to document | Used when making records or documentation. Implies accurate preservation of information. | [CORE] |
| ṣe àtúnṣe | ṣe àtúnṣe | "ṣe" (to do) + "àtúnṣe" (correction, revision) | to correct, to revise, to amend | Used when correcting errors or revising to improve accuracy. Common in editorial and administrative contexts. | [CORE] |
| ṣe àtúnyẹ̀wò | ṣe àtúnyẹ̀wò | "ṣe" (to do) + "àtúnyẹ̀wò" (re-examination, review) | to re-examine, to review | Used when examining again to verify accuracy or truth. Common in quality control and verification processes. | [CORE] |
| ṣe ìdánilójú | ṣe ìdánilójú | "ṣe" (to do) + "ìdánilójú" (assurance, confirmation) | to assure, to confirm, to verify | Used when providing assurance or confirmation of truth. Common in contexts requiring certainty. | [CORE] |
| ṣe òdodo | ṣe òdodo | "ṣe" (to do) + "òdodo" (justice, righteousness) | to do justice, to act righteously | Evaluates actions as just or righteous. Used in moral and legal discourse about fair conduct. | [CORE] |
| ṣe àìtọ́ | ṣe àìtọ́ | "ṣe" (to be) + "àì-" (negative) + "tọ́" (be correct) | to be incorrect, to be wrong | Evaluates something as incorrect or wrong. Used in assessment of statements and actions. | [CORE] |
| ṣe é mọ̀ | ṣe é mọ̀ | "ṣe" (to be) + "é" (it) + "mọ̀" (to know/be clear) | to be clear, to be known, to be evident | Evaluates whether something is clear or evident. Used when assessing obviousness or knowability. | [CORE] |
| ṣe àmì | ṣe àmì | "ṣe" (to be/serve as) + "àmì" (sign, mark) | to be a sign, to serve as evidence | Used when something serves as evidence or indication of truth. Common in evidential reasoning. | [CORE] |
| ṣe ìdí | ṣe ìdí | "ṣe" (to be) + "ìdí" (reason, cause) | to be the reason, to be the cause | Identifies reasons or causes. Used in explanatory and causal contexts. | [CORE] |
| bá mu pọ̀ | bá mu pọ̀ | "bá" (to meet) + "mu" (to hold) + "pọ̀" (to be many/much) | to correspond greatly, to match well | Emphasizes strong or extensive correspondence. Used when evaluating high degree of agreement or matching. | [CORE] |
| kò bá mu | kò bá mu | "kò" (not) + "bá" (to meet) + "mu" (to hold) | to not correspond, to not match, to disagree | Negation indicating lack of correspondence or agreement. Used when things don't align or match. | [CORE] |
| bá mu ní pàtó | bá mu ní pàtó | "bá" (to meet) + "mu" (to hold) + "ní" (in) + "pàtó" (particular, specific) | to correspond specifically, to match particularly | Emphasizes specific or particular correspondence. Used when highlighting exact matching in specific aspects. | [CORE] |
| ìbámu pẹ̀lú | ìbámu pẹ̀lú | "ìbámu" (correspondence) + "pẹ̀lú" (with) | correspondence with, agreement with | Indicates correspondence or agreement with something specific. Used in comparative and relational evaluation. | [CORE] |
| bá mu láti | bá mu láti | "bá" (to meet) + "mu" (to hold) + "láti" (from/to) | to correspond from, to match from | Indicates correspondence originating from or based on something. Used in derivational or foundational contexts. | [MARGINAL] |
| àìbámu | àìbámu | "àì-" (negative prefix) + "bá" (to meet) + "mu" (to hold) | non-correspondence, disagreement, mismatch | Noun for lack of correspondence or agreement. Used when describing discrepancies or conflicts. | [CORE] |
| ìbámu tọ́ | ìbámu tọ́ | "ìbámu" (correspondence) + "tọ́" (be correct) | correct correspondence, proper agreement | Evaluates correspondence as correct or proper. Used when assessing whether matching is appropriate. | [CORE] |
| bá a mu | bá a mu | "bá" (to meet) + "a" (it/object marker) + "mu" (to hold) | to correspond to it, to match it | Specific form indicating correspondence to a particular referent. Used in focused comparison. | [CORE] |
| bá wọn mu | bá wọn mu | "bá" (to meet) + "wọn" (them) + "mu" (to hold) | to correspond to them, to match them | Indicates correspondence to multiple referents. Used in plural comparisons. | [CORE] |
| ìbámu àárín | ìbámu àárín | "ìbámu" (correspondence) + "àárín" (between, middle) | correspondence between, mutual agreement | Describes correspondence or agreement between multiple parties or things. Used in relational contexts. | [CORE] |
| bá mu gẹ́gẹ́ bí | bá mu gẹ́gẹ́ bí | "bá" (to meet) + "mu" (to hold) + "gẹ́gẹ́ bí" (according to, just as) | to correspond according to, to match just as | Indicates correspondence according to a standard or model. Used in conformity evaluation. | [CORE] |
| ìbámu pípé | ìbámu pípé | "ìbámu" (correspondence) + "pípé" (completeness) | complete correspondence, perfect agreement | Emphasizes total or perfect correspondence. Used when evaluating full alignment. | [CORE] |
