| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 17 | *Ó di ènìyàn ìwà burúkú.* | Ó di ènìyàn ìwà burúkú. | [CORE] | *di* + nominal predicate pattern; *ìwà burúkú* is a core evaluative expression documented throughout P1–P5 |
| 18 | *Ìgbẹ́kẹ̀lé rẹ̀ ti fọ́.* | Ìgbẹ́kẹ̀lé rẹ̀ ti fọ́. | [CORE] | Directly attested in P2b and P5; perfective *ti* + *fọ́* encodes completed, irreversible change of state; specific to *ìgbẹ́kẹ̀lé* in attested data |
| 19 | *Ìgbàgbọ́ rẹ̀ ti wó.* | Ìgbàgbọ́ rẹ̀ ti wó. | [CORE] | Directly attested in P2b and P5; perfective *ti* + *wó* encodes irreversible loss of belief state; *fọ́* and *wó* are not interchangeable across the two nominals |
| 20 | *Ìwà rẹ̀ di àìtọ́.* | Ìwà rẹ̀ di àìtọ́. | [CORE] | *di* + adjectival predicate pattern; *àìtọ́* documented in P2a; no specific example of *di àìtọ́* attested; derived by pattern extension |
| 21 | *Ìwà rẹ̀ di àgàbàgebè.* | Ìwà rẹ̀ di àgàbàgebè. | [CORE] | *di* + nominal predicate pattern; copular construction *ìwà rẹ̀ jẹ́ àgàbàgebè* directly attested in P2b; inchoative *di* version follows same structural pattern |
| 22 | *Irọ́ kò ní dúró* | Irọ́ kò ní dúró | [CORE] | Proverbial; negative future *kò ní* asserts inability of falsehood to persist; stability-denying rather than strictly inchoative |
| 23 | *Irọ́ ò ní gbádùn* | Irọ́ ò ní gbádùn | [CORE] | Proverbial; negative future asserts falsehood will not prosper |
| 24 | *Ìtànjẹ́ kò ní gbádùn* | Ìtànjẹ́ kò ní gbádùn | [CORE] | Proverbial; negative future asserts deception will not prosper |
| 25 | *Ó fi òtítọ́ hàn* | Ó fi òtítọ́ hàn | [CORE] | Serial verb *fi* X *hàn*; primary causative structure for causing truth to become visible or known |
| 26 | *Ó fi ẹ̀rí hàn lójú ìgbìmọ̀* | Ó fi ẹ̀rí hàn lójú ìgbìmọ̀ | [CORE] | Serial verb *fi* X *hàn*; locative *lójú* specifies recipient audience |
| 27 | *Ó fi ìmọ̀ rẹ̀ hàn* | Ó fi ìmọ̀ rẹ̀ hàn | [CORE] | Serial verb *fi* X *hàn*; applies productively to *ìmọ̀* (knowledge) |
| 28 | *Fún ní ìdánilójú* | Fún ní ìdánilójú | [CORE] | Ditransitive construction; most direct causative construction in the truth domain; encodes establishing certainty in another person |
| 29 | *Ó dánilójú pé òtítọ́ ni* | Ó dánilójú pé òtítọ́ ni | [CORE] | Follows directly from morphological description and attested nominalization *ìdánilójú*; no full sentence example with *dánilójú* as finite verb attested in P2b |
| 30 | *Ó fi irọ́ gbà owó* | Ó fi irọ́ gbà owó | [CORE] | Serial verb *fi* + instrument + *gbà*; treats *irọ́* as instrument in causative chain; attested in context of fraud |
| 31 | *Ó ń pa òtítọ́ mọ́* | Ó ń pa òtítọ́ mọ́ | [CORE] | Serial verb *pa...mọ́*; expresses causation of concealment; applies to *òtítọ́*; progressive marker *ń* indicates ongoing action |
| 32 | *Ó ń gbìyànjú láti bo irọ́ rẹ̀ pamọ́* | Ó ń gbìyànjú láti bo irọ́ rẹ̀ pamọ́ | [CORE] | Serial verb *bo...pamọ́*; expresses causation of concealment; applies to *irọ́*; dynamic counterpart to revelation construction *fi...hàn* |
| 33 | *Ẹ tọ́ ọ sí ọ̀nà tó tọ́* | Ẹ tọ́ ọ sí ọ̀nà tó tọ́ | [CORE] | Verbal phrase *tọ́...sí*; expresses causation of correctness; primary causative construction for the *tọ́* domain |
| 34 | *Ó gbà òtítọ́ gbọ́* | Ó gbà òtítọ́ gbọ́ | [CORE] | Serial verb *gbà...gbọ́*; expresses act of accepting truth; combines components of *gbàgbọ́* in serial structure emphasizing reception |
| 35 | *Ó kọ̀ láti jẹ́rìí* | Ó kọ̀ láti jẹ́rìí | [CORE] | Expresses blocking of testimony; uses *kọ̀* (to refuse) with infinitival *láti*; no construction expressing "Y causes X to testify" attested beyond imperative directive |
| 36 | *Jẹ́ kí òtítọ́ jẹ́ olùdarí rẹ* | Jẹ́ kí òtítọ́ jẹ́ olùdarí rẹ | [CORE] | Permissive-causative *jẹ́ kí*; common in hortatory, religious, and proverbial speech |
