| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| irọ́ | aṣírọ́ | aṣírọ́ | *a-* (person-nominalizer) + *ṣ-* (do/make) + *irọ́* (lie); "one who makes/tells lies" | liar, one who tells lies, fabricator | Used to describe a habitual liar. Appears in moral condemnation and in legal contexts where a witness's credibility is being challenged. A strong term of moral criticism. | [CORE] |
| irọ́ | olóirọ́ | olóirọ́ | *oní-* / *olú-* (agentive, "one who has/does") + *irọ́* (lie); "one who has lies, a liar" | liar, one who tells lies, deceiver | The standard agentive nominal for a habitual liar. Used in moral condemnation and in legal contexts to characterize a witness or party as unreliable. Appears in proverbs and everyday speech. | [CORE] |
| irọ́ | irọ́ pátápátá | irọ́ pátápátá | *irọ́* (lie) + *pátápátá* (completely, entirely, totally); "complete/total lie" | complete lie, total falsehood, outright fabrication | Used to intensify the evaluation of a statement as entirely false, with no element of truth. The adverbial *pátápátá* is a productive intensifier in Yoruba. Appears in everyday and legal discourse. | [CORE] |
| irọ́ | irọ́ funfun | irọ́ funfun | *irọ́* (lie) + *funfun* (white, clean, pure); "white lie, clean lie" | white lie, harmless lie, minor falsehood | Used in everyday speech to distinguish a minor or socially motivated falsehood from a serious or malicious lie. The collocation is attested in contemporary Yoruba usage, including in media and informal discourse. | [MARGINAL] |
| irọ́ | irọ́ tótóbi | irọ́ tótóbi | *irọ́* (lie) + *tó* (that, which) + *tóbi* (is big, is great); "a big/great lie" | a great lie, a serious falsehood, a major deception | Used in everyday and legal speech to characterize a falsehood as particularly serious or consequential. Appears in moral condemnation and in legal argument about the gravity of perjury. | [CORE] |
| irọ́ | ènìyàn irọ́ | ènìyàn irọ́ | *ènìyàn* (person) + *irọ́* (lie, falsehood) | a lying person, a liar | Attributive nominal construction used in character evaluation to describe someone who habitually tells lies; appears in social and moral condemnation contexts. | [CORE] |
| òdodo | alòdodo | alòdodo | *al-* (person-prefix) + *òdodo* (justice/righteousness); "one who possesses/practices justice" | just person, righteous person, one who acts with fairness | Used to describe a person characterized by just and righteous conduct. Appears in moral praise and in assessments of judges, leaders, and community figures. | [CORE] |
| òdodo | àìdodo | àìdodo | *à-* (negating prefix) + *ì-* (nominalizing) + *dodo* (righteousness/justice root); "absence of righteousness/justice" | injustice, unrighteousness, unfairness, lack of fairness | Used in moral and legal discourse to refer to the absence or violation of justice. Appears in condemnation of unjust conduct or rulings. Functions as the negated counterpart of *òdodo*. | [MARGINAL] |
| òdodo | ìdájọ́ òdodo | ìdájọ́ òdodo | *ìdájọ́* (judgment, verdict) + *òdodo* (justice, righteousness); "righteous judgment" | just judgment, righteous verdict, fair ruling | Used in legal and religious discourse to evaluate a judgment as conforming to the standard of justice and righteousness. Appears in court contexts and in religious discourse about divine judgment. | [CORE] |
| òdodo | ìṣe òdodo | ìṣe òdodo | *ìṣe* (action, deed, doing) + *òdodo* (justice, righteousness); "doing of righteousness/justice" | righteous action, just conduct, doing what is right | Used in moral and religious discourse to refer to the practice of justice or righteousness. Appears in Christian and Islamic Yoruba discourse and in everyday moral evaluation. | [CORE] |
| òdodo | aláàdodo | aláàdodo | *al-* (agentive) + *àà-* (intensifier/possessive) + *dodo* / *òdodo*; "one who possesses/embodies righteousness" | righteous person, just person, one who embodies justice | Used in moral commendation to describe a person who consistently acts with justice and righteousness. Appears in religious and ethical discourse. | [MARGINAL] |
| ìmọ̀ | mọ̀ | mọ̀ | Root verb; to know, to be aware of, to recognize | to know, to be aware of, to recognize | The verbal base from which *ìmọ̀* is derived. Used in all registers to express the state of knowing. Relevant to truth evaluation as the basic predicate of epistemic access. | [CORE] |
| ìmọ̀ | amọ̀na | amọ̀na | *a-* (person-nominalizer) + *mọ̀* (know) + *na* (the way/path, contracted); "one who knows the way" | guide, one who knows the way, knowledgeable leader | Used to describe a person who has the knowledge to guide others. Appears in contexts of leadership, navigation (literal and metaphorical), and expertise. The agentive prefix *a-* combines with the verbal root. | [CORE] |
| ìmọ̀ | ìmọ̀-ẹ̀rọ | ìmọ̀-ẹ̀rọ | *ìmọ̀* (knowledge) + *ẹ̀rọ* (machine/mechanism/device); "knowledge of machines" | technology, technical knowledge, engineering | The standard Yoruba term for technology. A lexicalized compound in which the *ìmọ̀* element has been incorporated into a domain-specific term. Highly productive as a base for further compounds. | [CORE] |
| ìmọ̀ | aláìmọ̀ | aláìmọ̀ | *al-* (person-prefix) + *àì-* (negation) + *mọ̀* (know); "one who does not know" | ignorant person, one who lacks knowledge, uninformed person | Used to describe a person characterized by ignorance or lack of knowledge. Appears in moral and educational discourse, sometimes as a mitigating descriptor and sometimes as a criticism, sometimes with a tone of condemnation. | [CORE] |
| ìmọ̀ | olùkọ́ | olùkọ́ | *olù-* (person-prefix for agent of action) + *kọ́* (teach/instruct); "one who teaches" | teacher, instructor, educator | The standard Yoruba term for a teacher or instructor. Used in educational and social contexts to describe the person responsible for transmitting knowledge. | [CORE] |
| ìmọ̀ | olùmọ̀ | olùmọ̀ | *olù-* (agentive prefix, "one who") + *mọ̀* (to know); "one who knows" | knowledgeable person, one who knows, expert | Used to refer to a person with knowledge or expertise in a domain. Appears in everyday speech and in contexts where the credibility of a source is being evaluated. | [CORE] |
| ìmọ̀ | mọ̀ pé | mọ̀ pé | *mọ̀* (to know) + *pé* (that, complementizer); "to know that" | to know that, to be aware that | The standard construction for expressing propositional knowledge in Yoruba. Used across all registers to introduce a known proposition. | [CORE] |
| ìmọ̀ | ìmọ̀ jinlẹ̀ | ìmọ̀ jinlẹ̀ | *ìmọ̀* (knowledge) + *jinlẹ̀* (deep, profound); "deep knowledge" | deep knowledge, profound understanding, expertise | Used to evaluate a person or body of knowledge as having depth and thoroughness. Appears in academic, professional, and religious contexts to distinguish expert from superficial knowledge. | [CORE] |
| ìmọ̀ | ìmọ̀ ìjìnlẹ̀ | ìmọ̀ ìjìnlẹ̀ | *ìmọ̀* (knowledge) + *ìjìnlẹ̀* (depth, profundity, science; from *jìn* = deep + *ilẹ̀* = ground); "deep/scientific knowledge" | scientific knowledge, expert knowledge, deep understanding | Used in academic and technical contexts to refer to systematic or scientific knowledge. Appears in educational and professional discourse as the standard expression for expert or scientific knowledge. | [CORE] |
| ìmọ̀ | ìmọ̀ ara ẹni | ìmọ̀ ara ẹni | *ìmọ̀* (knowledge) + *ara* (body, self) + *ẹni* (one, person); "knowledge of oneself" | self-knowledge, self-awareness | Used in philosophical and moral discourse to refer to knowledge of one's own nature and limitations. Appears in Yoruba proverbial and ethical discourse. | [MARGINAL] |
| ìmọ̀ | ìmọ̀ ènìyàn | ìmọ̀ ènìyàn | *ìmọ̀* (knowledge, understanding) + *ènìyàn* (person, human being) | human knowledge, human understanding | Used in philosophical and religious discourse to refer to the scope and limits of human knowledge, often in contrast to divine knowledge; appears in theological and analytical contexts. | [CORE] |
| ìmọ̀ | ìmọ̀ sáyẹ́nsì | ìmọ̀ sáyẹ́nsì | *ìmọ̀* (knowledge) + *sáyẹ́nsì* (science, loanword) | scientific knowledge, science | Used in educational and journalistic discourse as the standard Yoruba expression for scientific knowledge or science as a field; appears in school materials and public communication. | [CORE] |
| àìmọ̀ | aláìmọ̀ | aláìmọ̀ | *al-* (person-prefix) + *àìmọ̀* (ignorance/not-knowing); "one characterized by not-knowing" | ignorant person, one who does not know | Documented above under *ìmọ̀*. The agentive form applies equally to the negated base. Included here for completeness of the *àìmọ̀* entry. | [CORE] |
| gbàgbọ́ | ìgbàgbọ́ | ìgbàgbọ́ | *ì-* (nominalizing prefix) + *gbàgbọ́* (to believe); "the state/act of believing" | belief, faith, trust, conviction | The nominalized form of *gbàgbọ́*, already documented in P1. Included here as the primary derivation from the verbal base. | [CORE] |
| gbàgbọ́ | àìgbàgbọ́ | àìgbàgbọ́ | *à-* (negating prefix) + *ì-* (nominalizing) + *gbàgbọ́* (to believe); "non-belief" | unbelief, disbelief, lack of faith | The standard nominal for the state of not believing. Used in religious and philosophical discourse. | [CORE] |
| gbàgbọ́ | olùgbàgbọ́ | olùgbàgbọ́ | *olù-* (agentive prefix) + *gbàgbọ́* (to believe); "one who believes, a believer" | believer, one who has faith | Used in religious contexts to refer to a person who holds a particular faith. Appears in Christian and Islamic Yoruba discourse as the standard term for a believer. | [CORE] |
| gbàgbọ́ | aláìgbàgbọ́ | aláìgbàgbọ́ | *al-* (agentive) + *àì-* (negating) + *gbàgbọ́* (to believe); "one who does not believe, an unbeliever" | unbeliever, non-believer, one who lacks faith | Used in religious discourse to characterize a person who does not hold the relevant faith. Appears in Christian and Islamic Yoruba contexts as the antonym of *olùgbàgbọ́*. A significant evaluative category in religious communities. | [CORE] |
