| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| òtítọ́ | Ẹ bẹ̀rẹ̀ sí sọ òtítọ́ | Ẹ bẹ̀rẹ̀ sí sọ òtítọ́ | Begin to speak the truth; Start telling the truth | An imperative construction using *bẹ̀rẹ̀ sí* (to begin to) as an aspectual auxiliary. Used in interrogation and moral exhortation contexts to demand that a person start being truthful. | [CORE] |
| òtítọ́ | Ó ń pa òtítọ́ mọ́ | Ó ń pa òtítọ́ mọ́ | He/she is concealing the truth; He/she is hiding the truth | Uses the serial verb construction *pa...mọ́* (to keep/conceal) with *òtítọ́* as the object. The progressive marker *ń* indicates ongoing action. Used in legal and everyday contexts to describe deliberate concealment of true information. | [CORE] |
| òtítọ́ | Ó fi òtítọ́ hàn | Ó fi òtítọ́ hàn | He/she revealed the truth; He/she showed the truth | Uses the serial verb construction *fi...hàn* (to use/take...to show/reveal) with *òtítọ́* as the object of *fi*. Used in narrative and legal contexts for the act of bringing the truth to light. | [CORE] |
| òtítọ́ | Ó gbà òtítọ́ gbọ́ | Ó gbà òtítọ́ gbọ́ | He/she accepted the truth; He/she received the truth | Uses the serial verb construction *gbà...gbọ́* (to accept/receive...to hear/believe) with *òtítọ́* as object. Used in religious and everyday contexts for the act of accepting a true statement or teaching. | [CORE] |
| òtítọ́ | Ìwádìí òtítọ́ ń lọ síwájú. | Ìwádìí òtítọ́ ń lọ síwájú. | The investigation of the truth is proceeding. / The truth inquiry is moving forward. | A predicative construction used in journalistic and legal discourse to describe an ongoing truth-finding process. The progressive aspect marker *ń* + motion verb *lọ síwájú* ("go forward") is a conventionalized expression for ongoing progress. | [CORE] |
| òtítọ́ | Òtítọ́ bí ọ̀pẹ̀lẹ̀, ó ń tọ́ ojú ọ̀nà. | Òtítọ́ bí ọ̀pẹ̀lẹ̀, ó ń tọ́ ojú ọ̀nà. | Truth is like the divination chain — it points the way correctly. | A proverbial comparison (*bí* = "like") attested in Yoruba oral literature, comparing truth to the *ọ̀pẹ̀lẹ̀* (Ifá divination chain) as a reliable guide. Documents the intersection of truth and divination in Yoruba epistemology. | [UNCERTAIN] |
| irọ́ | Sọ irọ́ | sọ irọ́ | tell a lie; speak a falsehood | The direct parallel to *sọ òtítọ́*; the verb *sọ* (to say/speak) takes *irọ́* as its object. The most basic and widely attested verbal construction with *irọ́*. Appears in everyday speech, legal contexts, and moral condemnation. | [CORE] |
| irọ́ | Ó sọ irọ́ fún mi | Ó sọ irọ́ fún mi | He/she told me a lie; He/she lied to me | The primary verbal construction with *irọ́*, parallel to *sọ òtítọ́ fún*. Highly productive across all registers. Used in moral condemnation and legal contexts. | [CORE] |
| irọ́ | Sọ irọ́ fún ènìyàn | Sọ irọ́ fún ènìyàn | To tell a lie to someone / to lie to a person | The standard ditransitive construction for lying to a specific person, using *fún* ("for/to") to introduce the recipient. Attested across all registers in moral instruction and legal testimony. | [CORE] |
| irọ́ | Irọ́ ò ní gbádùn | irọ́ ò ní gbádùn | falsehood will not prosper; a lie will not succeed | A proverbial expression asserting that lies ultimately fail. *Ò ní* is the negative future; *gbádùn* means "to enjoy, to prosper, to succeed." Appears in moral discourse and in legal contexts to assert the ultimate failure of deception. | [CORE] |
| irọ́ | Irọ́ kò ní gbádùn. | Irọ́ kò ní gbádùn. | A lie will not prosper. / Falsehood will not be enjoyed/succeed. | A proverbial assertion using the negative future construction *kò ní* + verb, asserting that deception ultimately fails. Attested in moral and religious discourse. | [CORE] |
| irọ́ | Irọ́ ní ẹsẹ̀ kúrú | irọ́ ní ẹsẹ̀ kúrú | a lie has short legs; falsehood has short legs | A well-known Yoruba proverb asserting that lies cannot travel far — they are eventually exposed. *Ẹsẹ̀* means "leg/foot"; *kúrú* means "short." Appears in moral instruction and in legal discourse about the eventual exposure of false testimony. | [CORE] |
| irọ́ | Irọ́ ní ẹsẹ̀ kúkúrú. | Irọ́ ní ẹsẹ̀ kúkúrú. | A lie has short legs. / Falsehood has short legs. | A widely attested Yoruba proverb asserting that lies cannot travel far or endure; used in moral instruction and in contexts of exposing deception. The construction is fixed and formulaic. | [CORE] |
| irọ́ | Má sọ irọ́ | má sọ irọ́ | do not tell a lie; do not speak falsehood | The negative imperative construction using *má* (do not) + *sọ irọ́*. The most direct moral injunction against lying. Appears in moral instruction, religious teaching, and everyday speech. | [CORE] |
| irọ́ | Irọ́ kò ní dúró | irọ́ kò ní dúró | a lie will not stand; falsehood cannot endure | A proverbial construction asserting the impermanence of falsehood. *Dúró* means "to stand, to remain, to endure." Contrasts with the permanence of truth (*òtítọ́ kò ní kú*). Appears in moral and legal discourse. | [CORE] |
| irọ́ | Gbọ́ irọ́ | gbọ́ irọ́ | believe a lie; accept a falsehood; be taken in by a lie | Uses *gbọ́* (to hear, to believe, to accept) with *irọ́* as object. Describes the act of being deceived or of accepting a false statement as true. Appears in moral warnings and in assessments of gullibility or deception. | [CORE] |
| irọ́ | Ẹni tó bá sọ irọ́ á jẹ ẹ̀ṣẹ̀ | ẹni tó bá sọ irọ́ á jẹ ẹ̀ṣẹ̀ | whoever tells a lie will bear guilt/sin; one who lies will be guilty | A conditional moral statement linking the act of lying (*sọ irọ́*) to moral culpability (*jẹ ẹ̀ṣẹ̀*, "bear sin/guilt"). Uses the conditional relative *tó bá* and the future marker *á*. Appears in moral and religious instruction. | [CORE] |
| irọ́ | Irọ́ ni ó sọ | Irọ́ ni ó sọ | It is a lie that he/she spoke; What he/she said is a lie | A cleft construction using the focus particle *ni* to topicalize *irọ́*, parallel to *Òtítọ́ ni ó sọ*. Used in legal and argumentative contexts to assert emphatically that what was said was false. | [CORE] |
| irọ́ | Kò sí irọ́ nínú ọ̀rọ̀ rẹ̀ | Kò sí irọ́ nínú ọ̀rọ̀ rẹ̀ | There is no lie in his/her words; His/her words contain no falsehood | Parallel negative existential construction to *Kò sí òtítọ́ nínú ọ̀rọ̀ rẹ̀*, used to assert the truthfulness of a statement by denying the presence of falsehood. | [CORE] |
| irọ́ | Ó ń pa irọ́ | Ó ń pa irọ́ | He/she is telling lies; He/she is lying | Uses the verb *pa* (to kill, but idiomatically in this construction: to tell/spin) with *irọ́* as object. The progressive marker *ń* indicates ongoing action. This construction (*pa irọ́*) is a common alternative to *sọ irọ́* and appears frequently in everyday speech. | [CORE] |
| irọ́ | Irọ́ ò gbọdọ̀ jẹ́ ọ̀nà rẹ | Irọ́ ò gbọdọ̀ jẹ́ ọ̀nà rẹ | Lying must not be his/her way; Falsehood must not be his/her path | A normative construction using the prohibitive *ò gbọdọ̀* (must not) with the copula *jẹ́* (to be). Used in moral instruction and preaching to prohibit habitual deception. | [CORE] |
| irọ́ | Ó fi irọ́ gbà owó | Ó fi irọ́ gbà owó | He/she used lies to obtain money; He/she obtained money through deception | Uses the instrumental serial verb construction *fi...gbà* (to use...to obtain/receive) with *irọ́* as the instrument. Used in legal and moral contexts to describe fraud or deception for material gain. | [CORE] |
| irọ́ | Irọ́ ló sọ, kì í ṣe òtítọ́ | Irọ́ ló sọ, kì í ṣe òtítọ́ | It is a lie he/she spoke, it is not the truth | A contrastive construction using the focus marker *ló* (emphatic form of *ni* + *ó*) and the negative copula *kì í ṣe* (it is not). Used in legal and argumentative contexts to explicitly contrast falsehood with truth. | [CORE] |
| irọ́ | Ó ń gbìyànjú láti bo irọ́ rẹ̀ pamọ́ | Ó ń gbìyànjú láti bo irọ́ rẹ̀ pamọ́ | He/she is trying to conceal his/her lie; He/she is attempting to hide his/her falsehood | Uses *gbìyànjú láti* (to try/attempt to) with the serial verb *bo...pamọ́* (to cover/conceal). Used in legal and narrative contexts to describe deliberate concealment of a deception. | [CORE] |
| irọ́ | A mọ̀ pé irọ́ ni | A mọ̀ pé irọ́ ni | We know that it is a lie; It is known to be a lie | Uses *mọ̀ pé* (to know that) with the copular focus construction *irọ́ ni* (it is a lie). Used in legal and everyday contexts to assert established knowledge of a falsehood. | [CORE] |
| irọ́ | Ó mú irọ́ wá. | Ó mú irọ́ wá. | He/she brought a lie. / He/she came with a falsehood. | A serial verb construction (*mú* = to take/bring + *wá* = to come) used to describe someone who presents a false account or fabricated story. Attested in everyday and legal discourse. | [CORE] |
| irọ́ | Kò sí irọ́ nínú rẹ̀. | Kò sí irọ́ nínú rẹ̀. | There is no lie in it. / It contains no falsehood. | A negated existential construction used to affirm the truthfulness of a statement or account by denying the presence of falsehood. Attested in testimony and affirmation contexts. | [CORE] |
| irọ́ | Irọ́ àti òtítọ́ kò lè papọ̀ gbé. | Irọ́ àti òtítọ́ kò lè papọ̀ gbé. | [Translation not provided in source] | [Usage notes not provided in source — entry appears truncated] | [TAG NOT PROVIDED IN SOURCE] |
