| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| *ìwà rere ló ń gbani lọ́wọ́* | *ìwà burúkú ń pa ènìyàn* | ìwà rere ló ń gbani lọ́wọ́ / ìwà burúkú ń pa ènìyàn | good character saves/helps a person / bad character kills/destroys a person | P2b documents these as parallel proverbial constructions with the same subject-predicate structure but opposing subjects (*ìwà rere* vs. *ìwà burúkú*) and opposing outcomes (saving vs. destroying). Both use the habitual marker *ń*. | constructional | [CORE] |
| *ìwà rere ló ń gbani lọ́wọ́* | *ìwà burúkú ló pa á* | ìwà rere ló ń gbani lọ́wọ́ / ìwà burúkú ló pa á | it is good character that saves one / it is bad character that destroyed him/her | P2b documents both as focus constructions (*ló* = focus marker) attested in moral and proverbial discourse; they are structurally parallel (same focus construction, same verb slot pattern) but with contrasting subjects (*ìwà rere* / *ìwà burúkú*) and contrasting outcomes (salvation / destruction). The contrast is between the protective consequence of good character and the destructive consequence of bad character, expressed through parallel focus constructions. | constructional | [CORE] |
| *ó ní ìwà rere* | *kò ní ìwà rere* | ó ní ìwà rere / kò ní ìwà rere | he/she has good character / he/she does not have good character; he/she lacks virtue | These are directly parallel possessive constructions documented in P2b, differing only in the negator *kò*. They are the standard constructions for asserting or denying that a person possesses the fundamental moral quality of good character. | constructional | [CORE] |
| *ìwà rere* | *àbùkù* | ìwà rere / àbùkù | good character, virtue, moral excellence / blemish, defect, disgrace, fault | These two items are not explicitly paired as antonyms in the data, but P1 describes *àbùkù* as marking a person or thing that falls short of what it should genuinely be, and places it in the same semantic group as *ìwà rere* and *ìwà búburú*. The contrast is between possessing the quality one should have and being marked by a deficiency or flaw. The opposition is not fully symmetrical: *ìwà rere* is a positive characterization of a person's fundamental nature, while *àbùkù* marks a specific deficiency that may apply to persons or objects. | lexical | [MARGINAL] |
| *ìgbàgbọ́* | *àìgbàgbọ́* | ìgbàgbọ́ / àìgbàgbọ́ | belief, faith, trust, conviction / unbelief, disbelief, lack of faith | *àìgbàgbọ́* is the morphological negation of *ìgbàgbọ́*, formed with the negating prefix *àì-*. P2a documents it as "the antonym of *ìgbàgbọ́* in religious and everyday discourse." The contrast is between the state of holding a belief or faith and the state of not holding it. Both forms are documented as productive in religious and philosophical discourse, with corresponding agentive forms *olùgbàgbọ́* (believer) and *aláìgbàgbọ́* (unbeliever). | morphological | [CORE] |
| *olùgbàgbọ́* | *aláìgbàgbọ́* | olùgbàgbọ́ / aláìgbàgbọ́ | believer, one who has faith / unbeliever, one who lacks faith | P2a documents both as derivations from *gbàgbọ́* (to believe): *olùgbàgbọ́* via the *olù-* agent prefix and *aláìgbàgbọ́* via the *al-* + *àì-* negation prefix. P2a describes them as contrasting identity categories in religious communities and as antonyms used in religious discourse. The contrast is between a person characterized by belief and one characterized by its absence. | morphological | [CORE] |
| *gbàgbọ́ pé* | *kò gbàgbọ́* | gbàgbọ́ pé... / kò gbàgbọ́... | to believe that... / to not believe; to disbelieve; to doubt; to reject | These are the affirmative and negated forms of the propositional belief construction documented in P2b. *gbàgbọ́ pé* introduces a believed proposition; *kò gbàgbọ́* expresses rejection of a claim or testimony. The contrast is between epistemic acceptance and epistemic rejection of a proposition or account. | constructional | [CORE] |
| *ìgbàgbọ́ rẹ̀ lágbára* | *ìgbàgbọ́ rẹ̀ kò ní ìpìlẹ̀* | ìgbàgbọ́ rẹ̀ lágbára / ìgbàgbọ́ rẹ̀ kò ní ìpìlẹ̀ | his/her faith is strong / his/her belief has no foundation; his/her faith lacks a basis | These are parallel evaluative constructions documented in P2b that assess the epistemic quality of a belief from opposite directions: *lágbára* (to be strong, firm) evaluates a belief positively, while *kò ní ìpìlẹ̀* (has no foundation) evaluates it negatively. The contrast is between a well-grounded, firm belief and an unfounded one. | constructional | [CORE] |
| *ìgbàgbọ́ láìsí ìṣe jẹ́ òkú* | (implicit: faith with works, which is living) | ìgbàgbọ́ láìsí ìṣe jẹ́ òkú | faith without works is dead | P2b documents this construction as asserting that *ìgbàgbọ́* (faith) without *ìṣe* (works/action) is *òkú* (dead). The construction encodes an internal opposition between faith as mere belief-state and faith as expressed in action, with *òkú* (dead) implying the existence of a living counterpart. No single lexical term for the opposing pole (faith with works) is documented as a fixed expression. *(no single opposing construction identified as a fixed form in the data)* | constructional | [CORE] |
| *ìgbàgbọ́ tó dára* | *ìgbàgbọ́ àìmọ̀* | ìgbàgbọ́ tó dára / ìgbàgbọ́ àìmọ̀ | well-founded belief, sound faith / belief based on ignorance, blind faith, uninformed belief | Both are nominal compounds with the head *ìgbàgbọ́* (belief, faith), documented in P1b. The contrast is between a belief that is epistemically grounded (*tó dára* — that is good/well-founded) and one that lacks epistemic grounding (*àìmọ̀* — based on ignorance). This contrast appears in philosophical and critical discourse. | lexical | [UNCERTAIN] |
| *ìgbẹ́kẹ̀lé* | *àìgbẹ́kẹ̀lé* | ìgbẹ́kẹ̀lé / àìgbẹ́kẹ̀lé | trust, reliability, dependability / distrust, unreliability, lack of confidence in, untrustworthiness | *àìgbẹ́kẹ̀lé* is the morphological negation of *ìgbẹ́kẹ̀lé*, formed with *àì-*, documented in P2a. P2a describes it as used "in social and moral evaluation to describe the quality of being unreliable or untrustworthy." The contrast is between the state of being able to rely on a person or thing and the state of not being able to do so. | morphological | [MARGINAL] |
| *aláìgbẹ́kẹ̀lé* | *ẹni tí a lè gbẹ́kẹ̀lé* | aláìgbẹ́kẹ̀lé / ẹni tí a lè gbẹ́kẹ̀lé | untrustworthy person, one who cannot be relied upon / a person who can be relied upon | P2a documents *aláìgbẹ́kẹ̀lé* as "a strong negative character assessment" and P2b documents *ẹni tí a lè gbẹ́kẹ̀lé* as the positive counterpart. The contrast is between a person who is and is not worthy of reliance, expressed through morphological negation in one form and a modal relative clause in the other. | lexical | [CORE] |
| *ó tọ́ láti gbẹ́kẹ̀lé rẹ̀* | *kò tọ́ láti gbẹ́kẹ̀lé rẹ̀* | ó tọ́ láti gbẹ́kẹ̀lé rẹ̀ / kò tọ́ láti gbẹ́kẹ̀lé rẹ̀ | it is right/proper to rely on him/her; he/she is trustworthy / it is not right to rely on him/her; he/she is not trustworthy | These are directly parallel constructions documented in P2b, differing only in the negator *kò*. They use the *tọ́* correctness predicate to evaluate whether placing trust in a person is warranted or unwarranted. | constructional | [CORE] |
| *ìgbẹ́kẹ̀lé rẹ̀ ti fọ́* | *ìgbàgbọ́ rẹ̀ ti wó* | ìgbẹ́kẹ̀lé rẹ̀ ti fọ́ / ìgbàgbọ́ rẹ̀ ti wó | trust in him/her has broken / his/her faith/belief has collapsed | P2b documents both as structurally parallel constructions describing the destruction of trust or belief, using different verbs of collapse (*fọ́* "to break/shatter" for *ìgbẹ́kẹ̀lé*; *wó* "to collapse/fall" for *ìgbàgbọ́*) and notes they "appear in similar contexts of betrayal or disillusionment." This is not a semantic opposition between the two constructions but a structural parallel that distinguishes the two concepts (*ìgbẹ́kẹ̀lé* versus *ìgbàgbọ́*) through different collapse metaphors. The contrast is between the breaking of interpersonal reliance and the collapse of internal conviction, expressed through non-identical but parallel constructions. | constructional | [CORE] |
| *olòtítọ́* | *aṣírọ́* | olòtítọ́ / aṣírọ́ | truthful person, one who tells the truth / liar, one who tells lies | P2a documents both as agentive nominalizations characterizing persons by their habitual truth-telling or lying behavior. They are derived from the opposed base terms *òtítọ́* and *irọ́* respectively and function as the person-level counterparts of Opposition 1. | lexical | [CORE] |
| *aláìrọ́* | *aṣírọ́* | aláìrọ́ / aṣírọ́ | one who does not lie, honest person / liar, one who tells lies | P2a documents both as agentive forms derived from *irọ́*: *aláìrọ́* via the negation prefix *àì-* (one who does not lie) and *aṣírọ́* via the action prefix *aṣ-* (one who does lie). They are morphologically related to the same base but produce opposed evaluations of a person's honesty. | morphological | [CORE] |
| *ìsọ òtítọ́* | *ìsọ irọ́* | ìsọ òtítọ́ / ìsọ irọ́ | truth-telling, the act of speaking truthfully / lying, the act of telling lies | These are parallel nominalized constructions (*ì-* + *sọ* + object) documented in P2a, differing only in the object noun (*òtítọ́* vs. *irọ́*). The contrast is between truth-telling and lying as named practices or acts, rather than as individual speech events. | constructional | [CORE] |
| *ẹlẹ́rìí ojú* | *ẹlẹ́rìí irọ́* | ẹlẹ́rìí ojú / ẹlẹ́rìí irọ́ | eyewitness, direct witness / false witness, perjurer | P2a documents both as compounds formed on the base *ẹlẹ́rìí* (witness), with *ojú* (eye) marking the most credible witness type and *irọ́* (lie) marking the negation of the witness role's truth-function. P3 notes that *ẹlẹ́rìí irọ́* "combines a term from Group 3 with a term from Group 1, marking the violation of the witness role's truth-function." Both compounds share the head noun *ẹlẹ́rìí* (witness) and differ in the modifying noun: *ojú* (eye) marks a witness whose testimony is based on direct observation, while *irọ́* (lie) marks a witness whose testimony is deliberately false. | lexical | [CORE] |
| *ìjẹ́rìí* | *ó kọ̀ láti jẹ́rìí* | ìjẹ́rìí / ó kọ̀ láti jẹ́rìí | testimony, the act of witnessing / he/she refused to testify; he/she declined to bear witness | These are not a morphological pair but a constructional contrast documented in P2b: the nominal *ìjẹ́rìí* (the act of testifying) is set against the construction *kọ̀ láti jẹ́rìí* (to refuse to testify), which uses the verb *kọ̀* (to refuse, decline) with the infinitival *láti*. The contrast is between performing the act of testimony and withholding it. | constructional | [CORE] |
| *jẹ́rìí fún* | *jẹ́rìí sí* | jẹ́rìí fún / jẹ́rìí sí | to testify for, to vouch for / to testify against, to attest to (a fact against someone) | Both are verbal constructions with *jẹ́rìí* (to testify) documented in P1b and P2a, differing in the directional particle: *fún* (for, on behalf of) vs. *sí* (to, against). The contrast is between testimony that supports a party and testimony that is directed against a party or toward an adverse fact. | constructional | [CORE] |
| *ìjẹ́rìísí rẹ̀ jẹ́ òdodo* | *ìjẹ́rìísí rẹ̀ jẹ́ irọ́* | ìjẹ́rìísí rẹ̀ jẹ́ òdodo / ìjẹ́rìísí rẹ̀ jẹ́ irọ́ | his/her certificate is genuine/valid / his/her certificate is false/fraudulent | These are directly parallel copular constructions documented in P2b, differing only in the nominal predicate: *òdodo* (genuine, righteous) vs. *irọ́* (lie, falsehood). The contrast applies the truth/falsehood opposition to the domain of formal certification, evaluating whether a credential is authentic or forged. | constructional | [CORE] |
