| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ẹ̀rí ojú | ẹ̀rí ojú | *ẹ̀rí* (evidence, witness) + *ojú* (eye, face); literally "eye-evidence" or "face-witness" | eyewitness testimony, direct evidence, firsthand witness | A fixed expression referring to evidence based on direct visual observation. Used in legal and everyday contexts to distinguish firsthand from hearsay evidence. Considered the most reliable form of testimony in Yoruba legal and moral discourse. Carries strong epistemic weight as a marker of reliable testimony. | [CORE] |
| ìjẹ́rìísí | ìjẹ́rìísí | Nominalization of *jẹ́rìí* + causative/completive suffix *-sí*; *ì-* nominalizing prefix; the verbal base relates to witnessing or attesting; possibly influenced by Arabic *shahāda* via Islamic contact, though the Yoruba form is nativized | testimony, attestation, certification, verification, confirmation, witness, evidence, proof | Used in legal, religious, and administrative contexts to refer to formal attestation of truth or authenticity, and also more broadly for any form of corroborating evidence. In Islamic Yoruba usage, refers specifically to the declaration of faith. Appears in court language and in Islamic religious discourse. More formal than *ẹ̀rí*. | [CORE] |
| jẹ́rìí | jẹ́rìí | Verb; to bear witness, to testify, to attest; related to *ẹ̀rí* (evidence/witness); possibly from Arabic *shahida* via Islamic influence, or native derivation | to testify, to bear witness, to attest, to certify | The verbal base from which *ìjẹ́rìísí* is derived. Used in legal and religious contexts to describe the act of attesting to the truth of something. Appears in Islamic religious usage (*jẹ́rìí* to the oneness of God) and in court contexts. Evaluates the speaker as a reliable source of confirmation. | [CORE] |
| gidi | gidi | Adjective/adverb; morphological origin unclear; possibly a loanword or early borrowing, though this is debated; possibly related to *gidi* (solid, firm, real) | genuine, real, authentic, actual, true (intensifying) | Functions as an intensifier or qualifier meaning "real" or "genuine," used to evaluate objects, persons, or states as authentic rather than imitation or pretense. Appears in constructions such as *ọrẹ gidi* ("a genuine friend"), *ìfẹ́ gidi* ("real love"), *ènìyàn gidi* ("a real/genuine person"), and *Nǹkan gidi* ("a real/genuine thing"). Widely used in colloquial and contemporary Yoruba, including urban Yoruba and Yoruba Pidgin-influenced speech. | [CORE] |
| òtọ́ | òtọ́ | Adjective/noun; correctness, straightness, accuracy | correct, right, accurate, proper | Used to evaluate statements, measurements, or conduct as correct or accurate. Related morphologically to *òtítọ́* but used more commonly as a predicative adjective. Appears in *ó tọ́* ("it is correct/right"). | [CORE] |
| tọ́ | tọ́ | Verb/adjective root; to be straight, correct, proper, right | to be correct, to be right, to be proper, to be straight | A core evaluative root used to assess whether something conforms to a standard of correctness or propriety. Appears in numerous compounds and collocations. Used for both factual correctness (*ó tọ́* — "it is correct") and moral rightness. | [CORE] |
| ìtọ́ni | ìtọ́ni | *ì-* (nominalizer) + *tọ́* (to be correct, straight) + *ni* (copula/linker, or part of verbal complex); analysis of the full form is not fully settled; "directing toward correctness" | guidance, direction, correction, instruction, correction toward what is right | Used in educational, moral, and advisory contexts to describe the act of directing someone toward what is correct or right, or correcting someone toward accuracy. Less frequent than *àṣìṣe* in general discourse. | [UNCERTAIN] |
| àṣìṣe | àṣìṣe | *à-* (nominalizer, often for negative or resultant states) + *ṣìṣe* (doing, action from *ṣe*, to do); thus roughly "wrong-doing" or "mis-doing" | error, mistake, fault, wrongdoing, inaccuracy | Used to evaluate actions or statements as incorrect, mistaken, or morally wrong. Applies both to factual errors (inaccuracy) and to moral transgressions (fault, transgression). Contrasts with *òtọ́* and *òdodo*. Distinct from *ẹ̀ṣẹ̀* in that it does not as strongly imply moral culpability. Appears in expressions such as *ṣe àṣìṣe* ("to make a mistake / to err"). | [CORE] |
| ẹ̀ṣẹ̀ | ẹ̀ṣẹ̀ | Noun; sin, offense, guilt, fault | sin, guilt, offense, wrongdoing, fault | Used in moral, religious, and legal contexts to evaluate conduct as a violation of a norm or law. Distinct from *àṣìṣe* in that it more strongly implies moral culpability rather than mere error. Central to Yoruba religious and ethical discourse. | [CORE] |
| ìwà | ìwà | *ì-* (nominalizer) + *wà* (to exist, to be); literally "the manner of being" or "existence-quality"; thus roughly "being, existence, character" | character, conduct, nature, behavior, essence, being | A central term in Yoruba moral and philosophical discourse referring to a person's fundamental character or nature, which is evaluated as good (*ìwà rere*) or bad (*ìwà burúkú*). Used to assess what a person fundamentally is, as expressed through their conduct, not merely what they do on the surface. Widely attested across registers, proverbs, and genres. | [CORE] |
| ìwà rere | ìwà rere | *ìwà* (character, nature) + *rere* (good, fine, excellent); fixed attributive expression | good character, virtue, moral goodness, integrity, moral excellence | A fixed and highly frequent expression that is the central concept of Yoruba ethics, referring to the possession of genuine moral goodness as a fundamental quality of a person. *Ìwà rere* is treated in Yoruba ethical thought as the foundational virtue, the basis of all other moral evaluations. Used to evaluate persons against the highest moral standard. Widely attested in proverbs, philosophical discourse, religious texts, and everyday moral instruction. | [CORE] |
| ìwà burúkú | ìwà burúkú | *ìwà* (character) + *burúkú* (bad, evil, wicked); fixed attributive expression | bad character, wickedness, moral corruption, vice | The standard antonym of *ìwà rere*; used to evaluate a person as fundamentally morally deficient or harmful. Appears in moral condemnation and in proverbs contrasting good and bad conduct. Evaluates the fundamental nature of a person rather than isolated acts. Widely attested across all registers and genres. | [CORE] |
| ìwà búburú | ìwà búburú | *ìwà* (character, nature) + *búburú* (bad, evil, wicked); "bad character" | bad character, wickedness, moral corruption, vice | The antonym of *ìwà rere*, used to evaluate a person as fundamentally morally deficient. Appears in moral condemnation and in proverbs contrasting good and bad conduct. Evaluates the fundamental nature of a person rather than isolated acts. | [CORE] |
| ojúlówó | ojúlówó | *ojú* (face, surface, eye) + *lówó* (in the hand of / possessing); compound; roughly "having a face" or "face-possessing," by extension "genuine, having real substance" | genuine, authentic, real, legitimate | Used to evaluate objects, persons, or relationships as authentic and not counterfeit or superficial. Contrasts with imitation or pretense. Appears in commercial, social, and moral contexts: *ènìyàn ojúlówó* ("a genuine/authentic person"), *ohun ojúlówó* ("a genuine/real thing"). | [CORE] |
| ìtànjẹ́ | ìtànjẹ́ | *ì-* (nominalizer) + *tànjẹ́* (to deceive, to defraud); verbal base *tàn* (to deceive) + *jẹ* (to eat/consume, here in a serial verb construction implying harm or gain) | deception, fraud, deceit, trickery, misrepresentation | Refers to deliberate deception or misrepresentation, often with an implication of material or moral harm to the deceived party. Applied in legal, moral, and commercial contexts. Implies intentional misrepresentation, distinguishing it from mere error (*àṣìṣe*). Closely related to *irọ́* but carries a stronger connotation of intentional manipulation. | [CORE] |
| àgàbàgebè | àgàbàgebè | Morphological decomposition uncertain; the form may be reduplicated or compounded; origin debated | pretense, hypocrisy, sham, insincerity, fake behavior | Used to evaluate a person's conduct or presentation as insincere or performatively false — the opposite of genuine behavior. Implies that the outward appearance does not correspond to inner reality. Used in moral criticism of hypocritical behavior. Appears in social criticism, proverb-like expressions, and literary and colloquial Yoruba. | [CORE] |
| ìfarahàn | ìfarahàn | *ì-* (nominalizer) + *farahan* (to appear, to manifest, to reveal oneself); *fara* (body) + *hàn* (to show/appear) | appearance, manifestation, revelation, showing; what something shows itself to be | Used in contexts evaluating whether something has been genuinely revealed or made apparent. Can carry the sense of authentic self-disclosure as opposed to concealment. Used in religious and philosophical contexts. The gap between *ìfarahàn* and underlying reality is a recurrent theme in Yoruba proverbial thought. | [CORE] |
| ìmúrasílẹ̀ | ìmúrasílẹ̀ | Nominalization of *múrasílẹ̀* ("to prepare oneself, to make ready"); compound of *mú* (take/make) + *ara* (body/self) + *sílẹ̀* (down/ready) | preparation, readiness, making ready | Used in evaluative contexts where readiness or proper preparation is a criterion of adequacy or correctness. Less central to truth-evaluation than other items here; included as it appears in assessments of whether something is properly constituted. | [UNCERTAIN] |
| ìdánilójú | ìdánilójú | *ì-* (nominalizer) + *dá* (make/establish) + *ni* (person/one) + *ojú* (eye/certainty); "making one certain / establishing certainty in the eye"; alternatively analyzed as *dán* (to test/prove) + *ilé* (contracted) + *ojú* (eye/face); "establishing in someone's eyes" | assurance, confirmation, verification, convincing, proof, convincing evidence | Refers to the act of convincing or providing proof to someone, establishing something as true or reliable in their perception. Used in persuasive, legal, commercial, and interpersonal contexts where certainty about truth or reliability is at issue. Evaluates the sufficiency of evidence to produce conviction. | [CORE] |
| ìdánwò | ìdánwò | *ì-* (nominalizer) + *dán* (to test, to try) + *wò* (to look at, examine); compound nominalization meaning roughly "testing and examining" | test, trial, examination, proof (by testing), verification | Used in contexts where the truth, quality, or reliability of something is established through testing or examination. Applies to persons, objects, and claims. Appears in academic, scientific, educational, legal, religious, and evaluative contexts. Evaluates whether something meets a standard through systematic examination. | [CORE] |
| ìfọ̀rọ̀wánilẹ́nu | ìfọ̀rọ̀wánilẹ́nu | Nominalization; *fọ̀rọ̀* (question/inquiry) + *wá* (seek) + *ni* (person) + *lẹ́nu* (in mouth); "seeking inquiry from a person's mouth" | interrogation, questioning, interview, inquiry | Used in legal and investigative contexts to describe formal questioning aimed at establishing the truth of a matter. Evaluates the process by which testimony or information is extracted and assessed. | [CORE] |
| ìfọ̀rọ̀wánilẹ́nuwò | ìfọ̀rọ̀wánilẹ́nuwò | *ì-* + *fọ̀rọ̀* (to question/inquire) + *wá* (to come/seek) + *ni* (person) + *lẹ́nu* (in the mouth) + *wò* (to look/examine); "examining what comes from a person's mouth" | interrogation, cross-examination, inquiry, interview | Refers to the formal act of questioning someone to elicit truthful information or to test the accuracy of their account. Used in legal and investigative contexts. Evaluates the reliability of testimony through systematic questioning. | [CORE] |
| ìdájọ́ | ìdájọ́ | *ì-* (nominalizer) + *dá* (to create, establish, judge, pronounce) + *jọ́* (judgment, verdict, resemblance, or verbal extension); "establishing judgment" or "pronouncing judgment" | judgment, verdict, ruling, adjudication | Used in legal and moral contexts to refer to the formal evaluation and determination of right and wrong, guilt and innocence, or the truth of a matter. Central to Yoruba legal discourse. Participates in compounds such as *ilé ìdájọ́* ("court of law"). Also appears in religious discourse about divine judgment. | [CORE] |
| dọ̀gba | dọ̀gba | Verb/adjective; to be equal, to match, to correspond | equal, equivalent, matching, corresponding | Used in evaluative contexts where the criterion is correspondence or equivalence between two things — including resemblance, proportionality, or fair equivalence. Appears in assessments of fairness and in comparisons of representations to originals. | [CORE] |
| ìjọra | ìjọra | *ì-* (nominalizer) + *jọra* (to resemble one another); *jọ* (to resemble) + *ra* (reflexive/reciprocal element) | resemblance, similarity, likeness | Used to evaluate the degree to which one thing resembles another — relevant in aesthetic, legal (e.g., identification), representational, and evaluative contexts where resemblance to an original or standard is at issue. Distinct from *dọ̀gba* in that it concerns likeness rather than strict equality. Appears in discussions of portraiture, imitation, and comparison. | [CORE] |
| tọ̀nà | tọ̀nà | Possibly *tọ* (straight, correct) + *nà* (path/way); compound analysis uncertain; literally "straight path" or "correct way" | right path, correct way, proper conduct, correct path | Used in moral, advisory, and religious contexts to describe adherence to the correct or proper course of action or belief. Evaluates conduct or orientation against a standard of what is right or proper. Common in Islamic and Christian religious discourse in Yoruba. Attested in proverb literature and elder speech. Less common in younger urban registers. | [UNCERTAIN] |
| àṣà | àṣà | Noun; morphological decomposition uncertain; sometimes analyzed as related to *ṣe* (to do) with a nominalizing prefix, or as *à-* prefix + *ṣà* (to choose, select), but neither analysis is fully settled | custom, tradition, cultural norm, established practice | Refers to established cultural practices or norms against which conduct is evaluated for propriety or correctness. Used in assessments of whether behavior conforms to recognized standards. Relevant to evaluations of rightness in cultural, social, aesthetic, and moral contexts. | [CORE] |
| ẹ̀tọ́ | ẹ̀tọ́ | Nominalized form of *tọ* (to be straight, right, correct); *ẹ̀-* is a nominalizing prefix; "that which is right/correct" | right, entitlement, correctness, what is due | Used in legal, moral, and social contexts to refer to what is rightfully owed or correct, and also to what is proper. *Ẹ̀tọ́ ènìyàn* ("human rights") is a common modern collocation. Appears in expressions such as *ẹ̀tọ́ rẹ ni* ("it is your right/it is correct for you"). Evaluates whether a claim, action, or allocation conforms to a standard of rightness or entitlement. Participates in productive nominal constructions. | [CORE] |
| ìtẹ́lọrùn | ìtẹ́lọrùn | *ì-* + *tẹ́* (to press, satisfy) + *lọ* (to go) + *orùn* (neck/throat); idiomatically "satisfaction going down the throat" | satisfaction, sufficiency, adequacy, fulfillment | Used to evaluate whether something meets a required standard or is sufficient for a purpose. Relevant in assessments of whether evidence, conduct, or an object is adequate or genuinely fulfills what is expected. Less directly epistemic than some other items but used in evaluative contexts. | [UNCERTAIN] |
| ìbáradọ̀ | ìbáradọ̀ | *ì-* + *bá* (to meet, match) + *ra* (reflexive/body) + *dọ̀* (to fit, suit); "fitting/matching of itself" | consistency, conformity, correspondence, agreement | Refers to the quality of being consistent or conforming to a standard or to itself. Used to evaluate whether a statement, account, or object is internally consistent or corresponds to what it should be. Relevant in logical and legal assessments of coherence. | [UNCERTAIN] |
| àbùkù | àbùkù | Noun; blemish, defect, disgrace, fault; *à-* prefix + *bùkù* (to blemish, disgrace) | blemish, defect, disgrace, fault, flaw | Used to evaluate a person, object, or conduct as falling short of a standard of correctness, purity, or propriety. Appears in moral condemnation and in assessments of quality or authenticity. A person or thing with *àbùkù* fails to be what it should genuinely be. | [CORE] |
| ìtọ́sọ̀nà | ìtọ́sọ̀nà | *ì-* + *tọ́* (correct, straight) + *sọ̀nà* (to direct/guide on a path); "directing correctly on a path" | guidance, direction, correct instruction, proper guidance | Refers to the act of directing someone correctly or providing accurate guidance. Used in religious, educational, and moral contexts to evaluate whether instruction or direction conforms to what is right or true. Relevant to assessments of reliable guidance. | [UNCERTAIN] |
| ìfọwọ́sí | ìfọwọ́sí | *ì-* (nominalizer) + *fọwọ́* (with the hand, to use the hand) + *sí* (to, toward; or verbal extension); roughly "putting the hand to it," i.e., endorsing or confirming; "confirming by hand" | endorsement, ratification, authentication, signing off, confirmation | Refers to the formal act of authenticating or endorsing something, typically by signature or official approval. Used in legal, administrative, and social contexts to confirm that something is genuine or officially approved. Relevant to the evaluation of whether something is officially genuine or approved. | [CORE] |
| ẹ̀rọ̀ | ẹ̀rọ̀ | Uncertain; sometimes glossed in relation to *rọ* (to think, to be calm); morphological status debated | authenticity, genuineness (in some dialects and registers); also "thought," "device" | This form is polysemous and context-dependent; its use specifically in the sense of genuineness or authenticity is attested but not universal across dialects. Caution is warranted in assigning a stable "authenticity" reading. | [UNCERTAIN] |
| ìpìlẹ̀ | ìpìlẹ̀ | *ì-* (nominalizer) + *pilẹ̀* (to found, establish at the base); *pí* + *ilẹ̀* (ground/earth); roughly "the founding/grounding" | foundation, basis, origin, fundamental nature | Used to refer to the foundational or essential nature of something — what something | [CORE] |
| tọ́ | tọ́ | Root verb/adjective; to be straight, correct, right, proper | to be correct; to be right; to be proper; to be straight | Used as a predicate to evaluate factual accuracy (*ó tọ́* — "it is correct/right") and moral propriety. Appears in everyday speech, legal discourse, and moral evaluation. The most basic predicative use of the root; used in everyday speech to affirm that a statement, action, or situation is correct or appropriate. Functions as a general affirmative evaluative judgment. | [CORE] |
| ó tọ́ | ó tọ́ | *ó* (3sg subject pronoun) + *tọ́* (be correct/straight) | It is correct; it is right; that is proper | A highly frequent evaluative sentence used in everyday speech to affirm that a statement, action, or situation is correct or appropriate. Functions as a discourse marker of affirmation. In some contexts evaluates social propriety or procedural correctness rather than factual truth (e.g., "it is proper/fitting" in ceremonial contexts). | [CORE] |
| kò tọ́ | kò tọ́ | *kò* (negation) + *tọ́* (correct, right) | it is not correct; it is wrong; it is improper | The negated form of *ó tọ́*, used to reject a claim, action, or situation as incorrect or improper. Appears in everyday speech, moral condemnation, and legal argument. | [CORE] |
| tọ́ sí | tọ́ sí | *tọ́* (correct/straight) + *sí* (toward/to) | to be directed correctly toward; to be appropriate to; to be fitting for; to correct (something/someone), to set right, to direct properly | Used to evaluate whether an action, response, or statement is appropriately directed or suited to a situation. Common in moral and practical assessments. Also used as a verbal phrase meaning to correct an error or to direct someone properly. Appears in everyday speech and educational contexts. | [CORE] |
| tọ́ ni | tọ́ ni | *tọ́* (correct/right) + *ni* (it is / copula-focus marker) | it is indeed correct; that is right (emphatic) | An emphatic affirmation used in conversation and debate to confirm that a statement is accurate or a judgment is sound. The focus marker *ni* adds emphasis. | [CORE] |
| tọ́ pátápátá | tọ́ pátápátá | *tọ́* (correct, right) + *pátápátá* (completely, entirely, wholly) | completely correct, entirely right, wholly proper | Used for emphatic affirmation that something is entirely correct or proper. Appears in everyday speech and in legal or moral argument where completeness of correctness is asserted. | [CORE] |
| tọ́ ara rẹ̀ | tọ́ ara rẹ̀ | *tọ́* (correct/straighten) + *ara* (body/self) + *rẹ̀* (his/her/its, possessive) | to correct oneself; to straighten oneself out; to reform | Used in moral and behavioral contexts to describe self-correction or self-reform. Appears in moral instruction and in contexts of personal accountability. | [CORE] |
| tọ́ sọ̀nà | tọ́ sọ̀nà | *tọ́* (correct, straight) + *sọ̀nà* (to direct on a path) | to guide correctly, to direct on the right path | Verbal expression used in moral and practical advisory contexts. A teacher, elder, or religious leader *tọ́ sọ̀nà* those in their care. | [CORE] |
| tọ́ọ̀tọ́ | tọ́ọ̀tọ́ | Reduplicated/intensified form of *tọ́*; "truly correct, genuinely right" | truly, genuinely, really, indeed (adverbial intensifier) | Used as an adverbial intensifier to affirm that something is genuinely or truly the case. Appears in everyday speech and in formal discourse to add emphasis to a truth claim. | [CORE] |
| ìtọ́ | ìtọ́ | *ì-* (nominalizer) + *tọ́* (straightness/correctness) | straightness, correctness, rightness, appropriateness | The bare nominalization of the root; used in philosophical and moral discourse to refer abstractly to the quality of being correct or straight. Less common than *òtítọ́* in everyday speech but appears in formal and literary registers. Also used in evaluative contexts to refer abstractly to the quality of being correct or proper in procedural assessments. | [CORE] |
| ìtọ́sí | ìtọ́sí | *ì-* (nominalizer) + *tọ́* (correct/straight) + *sí* (toward); "directing correctly toward" | direction toward, orientation, alignment; correction, rectification, amendment | Used in contexts describing the correct orientation or alignment of something toward a goal or standard. Appears in religious and philosophical discourse about moral orientation. Also used in educational and administrative contexts to refer to the act of correcting an error or bringing something into conformity with the correct standard. Appears in school and editorial contexts. | [MARGINAL] |
| ìtọ́sọ̀nà | ìtọ́sọ̀nà | *ì-* (nominalizer) + *tọ́* (straight/correct) + *sọ̀nà* (on the path/way; *sọ* = to say/direct + *nà* = path/way); "directing correctly on the path" | guidance, direction, leading aright, correct direction, proper instruction | Used in educational, religious, and moral contexts to describe the act of guiding someone along the correct path. Common in pastoral and pedagogical discourse. Appears in school and church/mosque discourse: *ìtọ́sọ̀nà tó dára* ("good guidance"). In religious contexts the root *tọ́* contributes to a sense of divinely sanctioned direction rather than factual correctness. | [UNCERTAIN] |
| ìtọ́nà | ìtọ́nà | *ì-* (nominalizer) + *tọ́* (correct, straight) + *nà* (path, way); "the correct/straight path" (nominalized) | correct path, right direction, proper guidance | Used in moral and religious discourse as a nominalized form referring to the state or quality of being on the right path. Appears in Islamic and Christian Yoruba discourse. | [UNCERTAIN] |
| ìtọ́ni | ìtọ́ni | *ì-* (nominalizer) + *tọ́* (correct) + *ni* (copula/linker or verbal extension) | correction, guidance, direction toward what is right | Used in educational and moral contexts for the act of correcting someone or directing them toward accuracy. Appears in school and parenting discourse. | [UNCERTAIN] |
| tọ̀nà | tọ̀nà | *tọ̀* (straight, correct; low-tone variant) + *nà* (path, way); "straight/correct path" | right path, correct way, proper course; correctness of conduct | Used in moral and advisory contexts, particularly in proverb literature and elder speech, to describe adherence to the proper course of action. The root *tọ* combines with *nà* (path) to produce a spatial-moral metaphor; the "straightness" of the root is applied to a life-path or course of conduct rather than to a proposition. | [UNCERTAIN] |
| àtúntọ́ | àtúntọ́ | *à-* (nominalizer) + *tún* (again/re-) + *tọ́* (correct/straighten); "re-correcting, straightening again" | correction, rectification, reform, amendment | Used in administrative, legal, and moral contexts to describe the act of correcting something that was previously wrong or misaligned. Appears in discussions of legal reform and institutional correction. | [CORE] |
| ìtúntọ́ | ìtúntọ́ | *ì-* (nominalizer) + *tún* (again/re-) + *tọ́* (correct); variant nominalization of the same compound | correction, rectification, revision | Functionally similar to *àtúntọ́*; used in editorial, administrative, and legal contexts to refer to the process of revising or correcting a document, decision, or course of action. | [CORE] |
| ìtọ́jú | ìtọ́jú | *ì-* (nominalizer) + *tọ́* (straight/correct/careful) + *jú* (surpass/over; or verbal extension indicating thoroughness); "careful oversight, tending correctly" | care, maintenance, upkeep, tending, proper keeping, preservation | Used to describe the careful and correct maintenance of a person, object, or institution. Common in medical, agricultural, and interpersonal contexts. The *tọ́* component here carries the sense of careful correctness in handling. Appears in healthcare (*ìtọ́jú àrùn*, "care of illness/medical care"), childcare, and archival contexts. | [CORE] |
| ìtọ́jú àrùn | ìtọ́jú àrùn | *ìtọ́jú* (proper care, maintenance) + *àrùn* (illness, disease) | medical care, treatment of illness, healthcare | The standard expression for medical care or healthcare in Yoruba. Appears in health education materials, hospital discourse, and public health communication. | [CORE] |
| ìtọ́jú ọmọ | ìtọ́jú ọmọ | *ìtọ́jú* (proper care) + *ọmọ* (child) | childcare, child-rearing, proper care of a child | Used in family, social welfare, and educational contexts for the proper upbringing and care of children. | [CORE] |
| ìtọ́ọ̀sọ | ìtọ́ọ̀sọ | *ì-* (nominalizing prefix) + *tọ́* (correct, straight) + *ọ̀sọ* (speaking, narrating); "correct/straight narration" | accurate narration, correct account, truthful telling | Used in literary and legal contexts to refer to an account or narration that accurately represents events. Appears in assessments of testimony and storytelling. | [UNCERTAIN] |
| ìtọ́ọ̀rọ̀ | ìtọ́ọ̀rọ̀ | *ì-* (nominalizing prefix) + *tọ́* (correct, straight) + *ọ̀rọ̀* (word, speech, matter); "correctness of speech/matter" | correctness of speech, accuracy of account, proper statement | Used in evaluative contexts to refer to the quality of a statement or account being accurate and proper. Appears in editorial and legal discourse. | [UNCERTAIN] |
| ìtọ́ọ̀sí | ìtọ́ọ̀sí | *ì-* (nominalizer) + *tọ́* (correct, straight) + *ọ̀sí* (left side; or directional element) | straightening, alignment, correction (physical or abstract) | Used in contexts of physical alignment or abstract correction. Attested in craft, construction, and moral discourse for the act of making something straight or correct. | [UNCERTAIN] |
| òtítọ́ | òtítọ́ | *ò-* (nominalizing prefix) + *tí* (relativizer/intensifier, analysis debated) + *tọ́* (correct, straight); "that which is truly straight/correct" | truth, fact, correctness, accuracy, truthfulness | The primary Yoruba noun for truth in propositional and moral senses. Used in everyday speech, legal testimony, and philosophical discourse. Used in constructions such as *sọ òtítọ́* ("to speak the truth") and *ènìyàn òtítọ́* ("a truthful person"). | [CORE] |
| sọ òtítọ́ | sọ òtítọ́ | *sọ* (to say, to speak) + *òtítọ́* (truth) | to speak the truth, to tell the truth | The standard collocation for truth-telling across all registers. Used in legal oaths, moral instruction, everyday assertions, and religious discourse. | [CORE] |
| ènìyàn òtítọ́ | ènìyàn òtítọ́ | *ènìyàn* (person) + *òtítọ́* (truth) | a truthful person, a person of truth | Used in character evaluation to describe someone who is consistently honest and reliable in their speech. Appears in social and moral assessment contexts. | [CORE] |
| òtítọ́ ni | òtítọ́ ni | *òtítọ́* (truth) + *ni* (copula/focus marker) | it is the truth; that is true | A fixed assertive expression used to affirm the truth of a statement. Appears in everyday speech, legal testimony, and religious affirmation. | [CORE] |
| ìjẹ́ òtítọ́ | ìjẹ́ òtítọ́ | *ìjẹ́* (acknowledgment, admission; from *jẹ*, to eat/consume, here in the sense of accepting) + *òtítọ́* (truth) | acknowledgment of the truth, admission of truth | Used in legal and moral contexts for the act of admitting or acknowledging that something is true. Appears in court proceedings and in religious confession contexts. | [CORE] |
