# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Finnish (fi)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| vääristää | vääristely | vääristely | vääriste- + -ly (action noun suffix) | distortion, falsification | Action noun derivation from verbs, often with connotation of repeated or characteristic action (*piirtää* → *piirtely* "doodling"). | [CORE] |
| väärä | väärentää | väärentää | väären- + -tä- (causative) + -ä | to forge, to counterfeit | Causative verb derivation. Note the different stem vowel (*väärentää* vs *vääristää*), indicating different derivational paths with distinct meanings. | [CORE] |
| väärentää | väärennös | väärennös | väären- + -nös (result noun suffix) | forgery, counterfeit | Result noun derivation from verbs. The -nös/-nys suffix often indicates concrete results (*rakentaa* → *rakennus* "building"). | [CORE] |
| väärinkäyttö | väärinkäyttää | väärinkäyttää | väärin-käyttä- + -ä (verb) | to misuse, to abuse | Compound verb formation. Finnish allows productive compounding of adverbs with verbs (*hyvin voida* "to be well", *pahoin pidelty* "mistreated"). | [CORE] |
| aito | aidosti | aidosti | aito + -sti (adverbial suffix) | genuinely, authentically | Standard adverb formation from adjectives. | [CORE] |
| aito | aitous | aitous | aito + -us (abstract noun suffix) | genuineness, authenticity | Standard nominalization from adjective. | [CORE] |
| valhe | valehdella | valehdella | valehe- + -lla (frequentative verb suffix) | to lie, to tell lies | Frequentative/iterative verb derivation from noun. The -lla/-llä suffix creates verbs indicating repeated or characteristic action (*hypätä* → *hypellä* "to hop about"). | [CORE] |
| valehdella | valehtelija | valehtelija | valehtele- + -ja (agent noun) | liar | Standard agent noun derivation from verb. | [CORE] |
| valhe | valheellinen | valheellinen | valhe + -llinen (adjectival suffix) | false, mendacious, lying | Productive adjectival derivation from nouns (*totuus* → *totuudellinen* "truthful"). | [CORE] |
| valheellinen | valheellisuus | valheellisuus | valheelli- + -suus (abstract noun) | falseness, mendacity | Standard nominalization from -llinen adjectives. | [CORE] |
| luotettava | luotettavuus | luotettavuus | luotetta-va + -uus (abstract noun) | reliability, trustworthiness | Standard nominalization from participle adjectives. Note: *luotettava* itself is already derived from *luottaa* "to trust" via passive participle formation. | [CORE] |
| virheellinen | virheellisyys | virheellisyys | virheelli- + -syys (abstract noun) | erroneousness | Standard nominalization from -llinen adjectives. Note: The base noun *virhe* "error" itself generates a derivational family, but is not a P1 truth-domain term. | [CORE] |
| petollinen | petollisuus | petollisuus | petolli- + -suus (abstract noun) | deceitfulness, fraudulence | Standard nominalization from -llinen adjectives. Note: The base noun *petos* "deception" generates its own derivational family. | [CORE] |
| rehellinen | rehellisyys | rehellisyys | rehelli- + -syys (abstract noun) | honesty, truthfulness | Standard nominalization from -llinen adjectives. | [CORE] |
| rehellinen | rehellisesti | rehellisesti | rehellise- + -sti (adverbial suffix) | honestly, truthfully | Standard adverb formation from adjectives. | [CORE] |
| vilpitön | vilpittömyys | vilpittömyys | vilpittöm- + -yys (abstract noun) | sincerity, genuineness | Standard nominalization from -tön/-ttömyys adjectives (*työ* → *työtön* "unemployed" → *työttömyys* "unemployment"). | [CORE] |
| vilpitön | vilpittömästi | vilpittömästi | vilpittömä- + -sti (adverbial suffix) | sincerely, genuinely | Standard adverb formation from adjectives. | [CORE] |
| uskottava | uskottavuus | uskottavuus | uskotta-va + -uus (abstract noun) | credibility, plausibility | Standard nominalization from participle adjectives. Note: *uskottava* itself derives from *uskoa* "to believe" via passive participle. | [CORE] |
| epärehellinen | epärehellisyys | epärehellisyys | epä-rehelli- + -syys (abstract noun) | dishonesty | Standard nominalization from -llinen adjectives. Note: This combines the negative prefix *epä-* with the *rehellinen* derivational pattern. | [CORE] |
| väittää | väite | väite | väit- + -e (result noun) | claim, assertion, thesis | Standard result noun derivation from verbs (*lausua* → *lause* "sentence"). | [CORE] |
| väittää | väittely | väittely | väitte- + -ly (action noun) | debate, argumentation | Action noun derivation indicating repeated or characteristic action. | [CORE] |
| väitellä | väittelijä | väittelijä | väittele- + -jä (agent noun) | debater, arguer | Agent noun from frequentative verb form. | [CORE] |
| väittää | väitös | väitös | väit- + -ös (result noun) | dissertation defense, disputation | Specialized result noun, particularly in academic contexts (*väitöskirja* "doctoral dissertation"). | [CORE] |
