# F4 Construction Table — Finnish (fi)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| FIXED INESSIVE CONSTRUCTIONS | Minä olin väärässä. | minä olin väärässä | I was wrong. | Equally fixed. Standard way to admit error. Spatial metaphor completely grammaticalized. | [CORE] |
| COMPLEMENT CLAUSE CONSTRUCTIONS | On todennäköistä, että hän tulee. | on todennäköistä että hän tulee | It is probable that he/she will come. | Standard pattern for epistemic evaluation. Common with impersonal constructions in formal discourse. | [CORE] |
| COMPLEMENT CLAUSE CONSTRUCTIONS | Hän väittää, että näki kaiken. | hän väittää että näki kaiken | He/she claims that saw everything. | Productive with claim/belief verbs (*väittää*, *uskoa*, *todeta*). Neutral register. | [CORE] |
| TRANSLATIVE CONSTRUCTIONS | Väite todistettiin vääräksi. | väite todistettiin vääräksi | The claim was proven false. | Standard pattern in formal/academic discourse. Common with *todistaa*, *osoittaa* "prove/show." Passive voice typical. | [CORE] |
| TRANSLATIVE CONSTRUCTIONS | Teoria todistettiin oikeaksi. | teoria todistettiin oikeaksi | The theory was proven correct. | Same pattern. Frequent in scientific/technical contexts. Active voice also possible but less common. | [CORE] |
| ADVERBIAL EXPRESSIONS | Rehellisesti sanottuna, en tiedä. | rehellisesti sanottuna en tiedä | Honestly speaking, I don't know. | Common discourse marker. *Rehellisesti sanottuna* functions as epistemic frame. Conversational and written. | [CORE] |
| ADVERBIAL EXPRESSIONS | Todennäköisesti hän tulee huomenna. | todennäköisesti hän tulee huomenna | Probably he/she will come tomorrow. | Standard epistemic adverb. Productive *-sti* pattern generates manner/epistemic adverbs freely. | [CORE] |
| EMPHATIC CONSTRUCTIONS | Se on ihan tosi. | se on ihan tosi | It's completely true. | Very common in casual speech. *Ihan* frequent intensifier with *tosi*. Less formal than *täysin totta*. | [CORE] |
| EMPHATIC CONSTRUCTIONS | Totta kai tulen. | totta kai tulen | Of course I'll come. | Fixed expression, extremely frequent. Functions as emphatic affirmation. Cannot be decomposed. | [CORE] |
| VERB + OBJECT COLLOCATIONS | puhua totuutta | puhua totuutta | speak the truth | Standard collocation. Partitive case regular for objects. Common in moral/ethical discourse. | [CORE] |
| VERB + OBJECT COLLOCATIONS | paljastaa valhe | paljastaa valhe | expose the lie | Common collocation. *Paljastaa* "reveal/expose" frequent with deception terms. Journalistic register. | [CORE] |
| PASSIVE PARTICIPLE CONSTRUCTIONS | uskottava selitys | uskottava selitys | credible explanation | Highly productive pattern. Creates adjectives expressing "can be X-ed" or "worthy of X-ing." Common in evaluative discourse. | [CORE] |
| PASSIVE PARTICIPLE CONSTRUCTIONS | todistettavasti väärä | todistettavasti väärä | demonstrably false | Adverbial use of participle. Common in formal argumentation. Implies empirical verification possible. | [CORE] |
| RESULT NOMINALIZATION | todiste | todiste | proof, evidence | Basic vocabulary. Multiple suffixes (*-e*, *-us*, *-ma*, *-os*) create result nouns; choice often lexicalized. | [CORE] |
| RESULT NOMINALIZATION | väärennös | väärennös | forgery, counterfeit | Standard term. *-ös* suffix less productive than *-us* but established in certain items. | [CORE] |
| GERUND CONSTRUCTIONS | suunnitelman toteuttaminen | suunnitelman toteuttaminen | implementation of the plan | Fully productive pattern. Standard in formal/technical writing. Takes genitive objects. Neutral regarding completion. | [CORE] |
| GERUND CONSTRUCTIONS | henkilöllisyyden todentaminen | henkilöllisyyden todentaminen | verification of identity | Common in administrative/legal contexts. Pattern unrestricted across verb stems. | [CORE] |
| COMPOUND FORMATION | tosielämä | tosielämä | real life | Very common compound. *Tosi-* highly productive as first element, especially in casual/media language. | [CORE] |
| COMPOUND FORMATION | väärennösrikos | väärennösrikos | forgery crime | Legal term. Compounding productive in technical vocabulary. First element often genitive in formal compounds. | [CORE] |
| POSTPOSITIONAL CONSTRUCTIONS | todisteiden perusteella | todisteiden perusteella | based on the evidence | Standard formal pattern. *Perusteella* "based on" common with evidence/fact nouns. Academic/legal register. | [CORE] |
| POSTPOSITIONAL CONSTRUCTIONS | tosiasioihin perustuva | tosiasioihin perustuva | based on facts | Participial construction with illative case. Common in formal descriptions. Pattern productive with *perustua* "be based on." | [CORE] |
| FREQUENTATIVE/ITERATIVE DERIVATION | valehdella | valehdella | to lie (repeatedly) | Standard verb for lying. Implies habitual action. *-lla/-llä* pattern not productive in truth domain beyond this example. | [CORE] |
| PRIVATIVE DERIVATION | vilpitön | vilpitön | sincere, genuine | Common adjective. *-tön* "without" productive generally but limited in truth domain. *Vilpitön* established term. | [CORE] |
| PRIVATIVE DERIVATION | vilpittömyys | vilpittömyys | sincerity | Abstract noun from *vilpitön*. Standard in formal discourse about intentions/motives. | [CORE] |
| NEGATIVE PREFIX DERIVATION | epätosi | epätosi | untrue, false | Less common than simple *väärä*. Used in formal/technical contexts. *Epä-* productive but often competes with established antonyms. | [MARGINAL] |
| NEGATIVE PREFIX DERIVATION | epärehellinen | epärehellinen | dishonest | Standard antonym of *rehellinen*. Common across registers. More established than *epätosi*. | [CORE] |
| CAUSATIVE ABSENCE | (no common expression) | — | — | Gap in paradigm noted. Not all roots generate causatives. *Aito* "genuine" lacks causative; *valhe* uses derived verb *valehdella* instead. | [UNCERTAIN] |
| MANNER ADVERBIAL CONSTRUCTIONS | oikealla tavalla | oikealla tavalla | in the right way | Productive pattern. More explicit than simple adverb *oikein*. Common in instructions and procedural discourse. | [CORE] |
| MANNER ADVERBIAL CONSTRUCTIONS | väärällä tavalla | väärällä tavalla | in the wrong way | Same pattern. Emphasizes manner/method rather than simple correctness. Neutral register. | [CORE] |
