# F6 — NATURALNESS TABLE
# Language: Finnish (fi)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 7.3 | (no common expression for "become gradually true") | — | [UNCERTAIN] (conceptual constraint) | While *todellistua* and *toteutua* can take progressive aspect, they are inherently telic and don't naturally combine with gradual change adverbs. Truth-becoming typically conceptualized as discrete event rather than gradual process in Finnish. |
| 8.1 | Totuus paljastui yhtäkkiä. | totuus paljastui yhtäkkiä | [CORE] | Common construction. Emphasizes sudden discovery. Compatible with suddenness adverbs (*yhtäkkiä* "suddenly," *yllättäen* "unexpectedly"). Narrative contexts. |
| 8.2 | Suunnitelma toteutui nopeasti. | suunnitelma toteutui nopeasti | [CORE] | Common construction. Emphasizes rapid realization. Compatible with speed adverbs. Neutral register. |
| 8.3 | (no specific "become suddenly false" expression) | — | [UNCERTAIN] (gap in paradigm) | Finnish lacks specific verb for "become suddenly false." Concept expressed through revelation constructions (*paljastua valheeksi* "be revealed as lie") with suddenness adverbs. |
| 9.1 | Totuus alkaa paljastua. | totuus alkaa paljastua | [CORE] | Productive construction with inchoative verbs. Emphasizes inception of process. Common across registers. |
| 9.2 | Vääristyminen jatkuu. | vääristyminen jatkuu | [MARGINAL] | Less common with truth-domain verbs. More natural with noun subjects (*vääristyminen jatkuu* "distortion continues") than verbal constructions. |
| 9.3 | Lopettaa vääristäminen | lopettaa vääristäminen | [CORE] | Productive construction. Common with agentive verbs (*valehdella* "lie," *vääristää* "distort"). Requires gerund object. Neutral register. |
| 9.4 | Totuus on paljastumassa. | totuus on paljastumassa | [CORE] | Standard progressive construction. Emphasizes ongoing process. Common with inchoative verbs. Neutral register. |
| 10.1 | Saada totuus paljastumaan | saada totuus paljastumaan | [CORE] | Productive causative construction. Emphasizes causing/enabling change. Requires illative infinitive. Neutral register. |
| 10.2 | Pakottaa tunnustamaan totuus | pakottaa tunnustamaan totuus | [MARGINAL] | Less common with truth-domain inchoatives. More natural with agentive verbs. Emphasizes coercion. |
| 10.3 | Antaa totuuden paljastua | antaa totuuden paljastua | [CORE] | Productive permissive construction. Emphasizes allowing/enabling change. Common with inchoative verbs. Neutral register. |
| 11.1 | Totuus ei paljastunut. | totuus ei paljastunut | [CORE] | Standard negation pattern. Extremely common. Neutral register. |
| 11.2 | Estää vääristymisen | estää vääristymisen | [CORE] | Productive construction. Emphasizes active prevention. Formal/neutral register. Requires gerund in genitive. |
| 11.3 | Ei anna totuuden paljastua | ei anna totuuden paljastua | [CORE] | Productive negative permissive. Emphasizes preventing/blocking change. Neutral register. |
