| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| akma | (no common derivation identified) | — | — | — | No common derivational form is directly supported in the supplied P1/P1b material. | [UNCERTAIN] |
| angkop | (no common derivation identified) | — | — | — | No common derivational form is directly supported in the supplied P1/P1b material. | [UNCERTAIN] |
| salig | saligan | saligan | *salig* + *-an* | basis; foundation; grounds | Common formal noun for the basis or grounding of a claim, accusation, principle, or judgment. It is frequent in legal and academic language. | [CORE] |
| salig | nakasalig sa | nakasalig sa | *naka-* + *salig* + *sa* | based on; founded on; dependent on | Used in formal and analytical writing for arguments, systems, or decisions resting on a stated basis. It is a well-supported derived expression in actual use. | [CORE] |
| salig | ipinagsasalig | ipinagsasalig | verbal derivation from *salig* | entrusts; places reliance in | Attested in formal, literary, and religious registers, though not common in everyday speech. It expresses entrusting or placing reliance on something or someone. | [MARGINAL] |
| salig | mapananaligan | mapananaligan | derivation from *panalig/salig* family | trustworthy; reliable | Used in formal, literary, and religious registers for persons, testimony, or sources worthy of reliance. It is less common than everyday alternatives such as *mapagkakatiwalaan*. | [MARGINAL] |
| salig | pananalig | pananalig | related derivation in the *salig* family | faith; trust; belief | Common in religious and elevated discourse. It refers more to faith or trust than to evidential grounding in a narrow factual sense. | [MARGINAL] |
| salig | manalig | manalig | verbal derivation in the same family | believe; have faith; trust | Common in religious exhortation and literary style. It focuses on trusting or believing rather than verifying factual truth. | [MARGINAL] |
| saligan | saligang | saligang | *saligan* + ligature *-ng* | foundational; constitutional; basis-forming | Attributive form used before nouns in fixed formal expressions such as *saligang batas* and *saligang prinsipyo*. It is clearly attested in institutional and academic language. | [CORE] |
| walang saligan | walang saligang | walang saligang | *walang* + *saligan* + ligatured attributive use | baseless; unfounded | Common attributive form before nouns such as *akusasyon, paratang,* and *haka-haka*. It is especially frequent in legal, journalistic, and political discourse. | [CORE] |
| beripikado | (no common derivation identified) | — | — | — | No common derivational form is directly supported in the supplied material. | [UNCERTAIN] |
| beripikahin | (no common derivation identified) | — | — | — | This item is already a derived verbal form; no further common derivation is directly supported in the supplied material. | [UNCERTAIN] |
| sa totoo lang | (no common derivation identified) | — | — | — | This is a fixed expression rather than a base for further common derivation in the supplied material. | [UNCERTAIN] |
| wastong | (no common derivation identified) | — | — | — | This is already a ligatured attributive form; no further common derivation is directly supported in the supplied material. | [UNCERTAIN] |
| totoong | (no common derivation identified) | — | — | — | This is already a ligatured attributive form; no further common derivation is directly supported in the supplied material. | [UNCERTAIN] |
| wasto ba | (no common derivation identified) | — | — | — | This is a compositional interrogative expression, not a base for further common derivation in the supplied material. | [UNCERTAIN] |
