| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| wasto | Wastong desisyon ang inaasahan ng lahat. | Wastong desisyon ang inaasahan ng lahat. | Everyone is expecting the correct decision. | Used in governance, management, counseling, and moral evaluation. It can refer to practical or ethical correctness. | [CORE] |
| wasto | Wastong paghatol ang hinihingi ng kaso. | Wastong paghatol ang hinihingi ng kaso. | The case calls for correct judgment. | Common in legal and moral evaluation. It refers to sound or proper judgment. | [CORE] |
| wasto | Wastong landas ang nais niyang tahakin. | Wastong landas ang nais niyang tahakin. | He wants to follow the right path. | Attested but more figurative and rhetorical than the other *wasto* constructions. Commoner in moral, religious, or motivational discourse than in plain factual evaluation. | [MARGINAL] |
| tumpak | Tumpak ang sinabi mo. | Tumpak ang sinabi mo. | What you said is accurate. | Common predicative construction emphasizing precision or exactness. Natural for statements, descriptions, and judgments. | [CORE] |
| tumpak | Tumpak na sagot ang kailangan dito. | Tumpak na sagot ang kailangan dito. | An exact/correct answer is needed here. | Common construction in testing, explanation, and technical contexts. It highlights precision more strongly than *tama*. | [CORE] |
| tumpak | Tumpak na paglalarawan iyon ng sitwasyon. | Tumpak na paglalarawan iyon ng sitwasyon. | That is an accurate description of the situation. | Natural in analytical, journalistic, and descriptive contexts. It is used when wording or depiction closely matches reality. | [CORE] |
| eksakto | Eksakto ang sukat. | Eksakto ang sukat. | The measurement is exact. | Very common colloquial and semi-formal predicative construction for exact correspondence. Often used for size, timing, quantity, or fit. | [CORE] |
| eksakto | Eksakto sa oras siyang dumating. | Eksakto sa oras siyang dumating. | He arrived exactly on time. | Common adverbial construction for precise timing. Very natural in everyday speech. | [CORE] |
| eksakto | Eksakto! | Eksakto! | Exactly! | Common standalone discourse response expressing strong agreement or confirmation of precision. It is especially frequent in conversation. | [CORE] |
| tiyak | Hindi pa tiyak ang resulta. | Hindi pa tiyak ang resulta. | The result is not certain yet. | Common predicative construction for uncertainty or lack of final confirmation. Natural in news, administration, and everyday discussion. | [CORE] |
| tiyak | Tiyak na impormasyon ang kailangan bago magpasya. | Tiyak na impormasyon ang kailangan bago magpasya. | Definite/reliable information is needed before deciding. | Common attributive construction for information, date, result, or plan that is settled or dependable. It emphasizes certainty rather than exactness. | [CORE] |
| tiyak | Tiyak na darating siya. | Tiyak na darating siya. | He will definitely come. | Very common modal-like construction expressing strong certainty. It is natural in both speech and writing. | [CORE] |
| sigurado | Sigurado ka ba? | Sigurado ka ba? | Are you sure? | Extremely common conversational construction for checking confidence or certainty. One of the most frequent everyday expressions in this semantic area. | [CORE] |
| sigurado | Sigurado akong tama siya. | Sigurado akong tama siya. | I’m sure he is right. | Common construction expressing speaker certainty about a proposition. Very natural in everyday speech. | [CORE] |
| sigurado | Siguradong panalo sila. | Siguradong panalo sila. | They are sure to win. | Common construction for highly expected or guaranteed outcomes. It often carries a colloquial, confident tone. | [CORE] |
| mapagkakatiwalaan | Mapagkakatiwalaang saksi ang hinahanap ng hukuman. | Mapagkakatiwalaang saksi ang hinahanap ng hukuman. | The court is looking for a trustworthy witness. | Common formal construction for persons or testimony judged reliable. Frequent in legal, journalistic, and evaluative contexts. | [CORE] |
| mapagkakatiwalaan | Mapagkakatiwalaang kaibigan siya. | Mapagkakatiwalaang kaibigan siya. | He is a trustworthy friend. | Common interpersonal construction evaluating a person as dependable and worthy of trust. Natural in both everyday and formal usage. | [CORE] |
| mapagkakatiwalaan | Mapagkakatiwalaang impormasyon lamang ang dapat ibahagi. | Mapagkakatiwalaang impormasyon lamang ang dapat ibahagi. | Only trustworthy information should be shared. | Common in media literacy, public advisories, and institutional communication. It applies reliability judgment to sources or information. | [CORE] |
| maaasahan | Maaasahang empleyado siya. | Maaasahang empleyado siya. | He is a dependable employee. | Common construction for people whose performance or conduct can be relied on. Natural in workplace and everyday evaluation. | [CORE] |
| maaasahan | Maaasahang datos ang kailangan sa ulat. | Maaasahang datos ang kailangan sa ulat. | Reliable data are needed in the report. | Common in research, administration, and technical contexts. It evaluates information or data as dependable. | [CORE] |
| maaasahan | Maaasahan mo siya sa oras ng pangangailangan. | Maaasahan mo siya sa oras ng pangangailangan. | You can rely on him in times of need. | Common verbal-predicate construction for practical dependability. It is especially natural in interpersonal and service contexts. | [CORE] |
| tapat | Tapat siyang tao. | Tapat siyang tao. | He is an honest person. | Common predicative construction evaluating character as honest, upright, or faithful. Natural in moral and interpersonal contexts. | [CORE] |
| tapat | Maging tapat sa pagsasalita. | Maging tapat sa pagsasalita. | Be honest in speaking. | Common exhortative construction in moral instruction and everyday advice. It focuses on sincerity and truthfulness in speech. | [CORE] |
| tapat | Tapat sa tungkulin ang opisyal na iyon. | Tapat sa tungkulin ang opisyal na iyon. | That official is faithful to his duty. | Common construction extending from honesty to loyalty or faithfulness to duty, role, or commitment. Frequent in political and moral discourse. | [CORE] |
| matapat | Matapat na lingkod-bayan ang kailangan ng bansa. | Matapat na lingkod-bayan ang kailangan ng bansa. | The country needs an honest public servant. | Common attributive construction in political, moral, and institutional discourse. It evaluates a person as honest and sincere. | [CORE] |
| matapat | Matapat na pahayag ang ibinigay niya. | Matapat na pahayag ang ibinigay niya. | He gave a sincere/honest statement. | Common construction for statements, intentions, or declarations judged sincere. Natural in formal and interpersonal contexts. | [CORE] |
| matapat | Matapat siya sa kanyang asawa. | Matapat siya sa kanyang asawa. | He is faithful to his spouse. | Common relational construction where *matapat* emphasizes fidelity rather than factual truth. Very natural in moral and interpersonal discourse. | [CORE] |
| tunay | Tunay na ginto ito. | Tunay na ginto ito. | This is real gold. | Very common attributive construction for genuineness or authenticity of objects and materials. It contrasts with imitation or counterfeit items. | [CORE] |
| tunay | Tunay na kaibigan siya. | Tunay na kaibigan siya. | He is a true friend. | Common interpersonal construction emphasizing genuineness and sincerity in relationships. It is evaluative rather than strictly factual. | [CORE] |
| tunay | Tunay na dahilan ang nais naming malaman. | Tunay na dahilan ang nais naming malaman. | We want to know the real reason. | Common construction for the actual or underlying reason, identity, or cause. Natural in both everyday and formal inquiry. | [CORE] |
| totohanan | Totohanan na ito. | Totohanan na ito. | This is serious now. / This is for real now. | Colloquial construction marking a shift from joking or play to seriousness. It is attested but narrower and less central than the main *totoo* expressions. | [MARGINAL] |
| totohanan | Sa totohanan, nasaktan siya sa sinabi mo. | Sa totohanan, nasaktan siya sa sinabi mo. | Seriously / In earnest, he was hurt by what you said. | Colloquial expression used to frame something as serious or not joking. It is less standard and less frequent than *sa totoo lang*. | [MARGINAL] |
| pekeng | Pekeng dokumento ang ipinakita niya. | Pekeng dokumento ang ipinakita niya. | He showed a fake document. | Very common attributive construction for forged or counterfeit documents. Natural in everyday, legal, and administrative contexts. | [CORE] |
| pekeng | Pekeng produkto ang binebenta nila. | Pekeng produkto ang binebenta nila. | They are selling fake products. | Common commercial and consumer-protection construction. It marks goods as counterfeit or not genuine. | [CORE] |
| peke | Peke iyan. | Peke iyan. | That is fake. | Basic predicative construction for identifying something as not genuine. Very common in everyday speech. | [CORE] |
| peke | Peke ang pirma. | Peke ang pirma. | The signature is fake. | Common predicative construction for forged signatures, identities, or documents. Natural in legal and everyday contexts. | [CORE] |
| huwad | Huwad na salapi ang nasamsam ng pulisya. | Huwad na salapi ang nasamsam ng pulisya. | Counterfeit money was seized by the police. | Common formal construction in legal, journalistic, and official language. More formal and literary than *pekeng pera*. | [CORE] |
| huwad | Huwad na pagkakakilanlan ang ginamit niya. | Huwad na pagkakakilanlan ang ginamit niya. | He used a false identity. | Common in legal and administrative contexts. It is especially natural for identity, testimony, and official records. | [CORE] |
| totoong | Totoong balita ang dapat nating ibahagi. | Totoong balita ang dapat nating ibahagi. | We should share real/true news. | Common media-literacy construction contrasting verified reporting with false or fabricated reports. Natural in public-information contexts. | [CORE] |
| totoong | Totoong pangalan ang hinihingi sa pormularyo. | Totoong pangalan ang hinihingi sa pormularyo. | A real name is required on the form. | Common in administrative, legal, and online-identity contexts. It distinguishes actual identity from aliases or false names. | [CORE] |
| totoong | Totoong nangyari iyon. | Totoong nangyari iyon. | That really happened. | Common construction for asserting actuality of an event. It is natural in testimony, narration, and argument. | [CORE] |
| totoong | Totoong kaibigan siya. | Totoong kaibigan siya. | He is a true friend. | Common interpersonal construction emphasizing genuineness in friendship. It belongs to the authenticity side of the truth domain. | [CORE] |
| totoong | Totoong pag-ibig ang hinahanap niya. | Totoong pag-ibig ang hinahanap niya. | He is looking for true love. | Common in literary, popular, and everyday romantic discourse. It emphasizes genuineness rather than factual truth. | [CORE] |
| totoong | Totoong tao ang kausap mo, hindi bot. | Totoong tao ang kausap mo, hindi bot. | You’re talking to a real person, not a bot. | Common in digital and conversational contexts contrasting real persons with fictional, automated, or impersonated entities. | [CORE] |
| totoong | Totoong kuwento ito. | Totoong kuwento ito. | This is a true story. | Common in storytelling, media, and advertising. It marks a narrative as based on actual events. | [CORE] |
| totoong | Totoong buhay ang mas mahirap kaysa sa pelikula. | Totoong buhay ang mas mahirap kaysa sa pelikula. | Real life is harder than in the movies. | Common contrastive construction opposing real life to fiction, fantasy, or performance. Natural in everyday and media-related discourse. | [CORE] |
| akma | Akma ang parusa sa nagawang krimen. | Akma ang parusa sa nagawang krimen. | The punishment is appropriate to the crime committed. | Common predicative construction for fit or proportionality. Natural in legal, moral, and evaluative contexts. | [CORE] |
| akma | Akmang paglalarawan iyon ng sitwasyon. | Akmang paglalarawan iyon ng sitwasyon. | That is an apt description of the situation. | Common construction for wording or depiction that matches reality or context well. It is frequent in analytical and literary discussion. | [CORE] |
| akma | Akma sa okasyon ang kanyang kasuotan. | Akma sa okasyon ang kanyang kasuotan. | His clothing is appropriate for the occasion. | Common construction for suitability to context or purpose. It is broadly usable for behavior, style, wording, and response. | [CORE] |
| angkop | Angkop na kasuotan ang isuot mo. | Angkop na kasuotan ang isuot mo. | Wear appropriate clothing. | Common formal and educational construction emphasizing suitability to context. It overlaps with *akma* but often sounds slightly more formal. | [CORE] |
| angkop | Angkop na pananalita ang kailangan sa pulong. | Angkop na pananalita ang kailangan sa pulong. | Appropriate speech is needed in the meeting. | Common in educational, moral, and formal settings. It evaluates language as suitable to situation and audience. | [CORE] |
| angkop | Angkop sa edad ang aklat na ito. | Angkop sa edad ang aklat na ito. | This book is age-appropriate. | Common construction for suitability to age, purpose, or context. Natural in education, parenting, and public guidance. | [CORE] |
| salig | Salig sa ebidensiya ang ulat. | Salig sa ebidensiya ang ulat. | The report is based on evidence. | Common formal construction introducing the basis of a claim, judgment, or report. It overlaps with *batay sa* but is more formal/literary. | [CORE] |
| salig | Nakasalig sa datos ang kanilang pasya. | Nakasalig sa datos ang kanilang pasya. | Their decision is based on data. | Common formal analytical construction for something resting on a stated basis. Natural in academic, legal, and policy writing. | [CORE] |
| salig | Walang pinagsasaligan ang paratang. | Walang pinagsasaligan ang paratang. | The accusation has nothing to rest on. / The accusation has no basis. | Attested formal construction, though less fixed and less common than *walang saligan*. It is used in legalistic and rhetorical prose. | [MARGINAL] |
| salig | May pinagsasaligan ang kanyang hinala. | May pinagsasaligan ang kanyang hinala. | His suspicion has some basis. | Formal argumentative construction indicating that a suspicion or claim is not arbitrary. Less fixed than *may saligan*. | [MARGINAL] |
| saligan | Walang saligan ang paratang. | Walang saligan ang paratang. | The accusation is baseless. | Very common formal construction in legal, journalistic, and public argument. It directly evaluates a claim as unsupported. | [CORE] |
| saligan | May saligan ang kanyang reklamo. | May saligan ang kanyang reklamo. | His complaint has basis. / His complaint is well-founded. | Common counterpart to *walang saligan*. Used when a claim, suspicion, or complaint has support or grounds. | [CORE] |
| saligan | Walang saligang akusasyon ang ibinato laban sa kanya. | Walang saligang akusasyon ang ibinato laban sa kanya. | A baseless accusation was hurled against him. | Very common fixed attributive construction in legal and political discourse. It is one of the most established expressions in this family. | [CORE] |
| saligan | Walang saligang paratang ang kumalat sa social media. | Walang saligang paratang ang kumalat sa social media. | An unfounded allegation spread on social media. | Common journalistic and public-discourse construction. It is especially natural when rejecting unsupported allegations. | [CORE] |
| saligan | Walang saligang balita ang kumalat kagabi. | Walang saligang balita ang kumalat kagabi. | An unfounded report spread last night. | Common in media criticism and public advisories. It marks a report as lacking evidentiary basis. | [CORE] |
| saligan | Walang saligang haka-haka ang mga iyon. | Walang saligang haka-haka ang mga iyon. | Those are baseless speculations. | Common in journalism and argumentation for dismissing unsupported conjecture. It is a strongly fixed formal expression. | [CORE] |
| saligan | Saligang batas ang pinakamataas na batas ng bansa. | Saligang batas ang pinakamataas na batas ng bansa. | The Constitution is the highest law of the land. | Standard institutional expression. Here the meaning is “foundational law,” extending beyond narrow truth evaluation. | [CORE] |
| saligan | Saligang prinsipyo ng programa ang pagkakapantay-pantay. | Saligang prinsipyo ng programa ang pagkakapantay-pantay. | Equality is a foundational principle of the program. | Common in academic, legal, and policy writing. It refers to a principle serving as a basis or foundation. | [CORE] |
| saligan | Saligang kaisipan ng sanaysay ang pananagutan. | Saligang kaisipan ng sanaysay ang pananagutan. | Responsibility is the central/foundational idea of the essay. | Common in pedagogy, literary criticism, and academic writing. It refers to an underlying grounding idea. | [CORE] |
| walang saligan | Walang saligan ang akusasyon. | Walang saligan ang akusasyon. | The accusation is baseless. | Fixed predicative construction widely used in legal, journalistic, and political discourse. It is one of the clearest attested unsupported-claim formulas. | [CORE] |
| walang saligan | Walang saligang akusasyon iyon. | Walang saligang akusasyon iyon. | That is a baseless accusation. | Fixed attributive construction before nouns such as *akusasyon, paratang, balita,* and *haka-haka*. Very common in formal writing. | [CORE] |
| beripikado | Beripikadong account ang pahihintulutan sa plataporma. | Beripikadong account ang pahihintulutan sa plataporma. | Only verified accounts will be allowed on the platform. | Common contemporary digital and administrative construction. It is especially natural for accounts, documents, and information that have been checked and confirmed. | [CORE] |
| beripikado | Beripikadong impormasyon lamang ang ilalathala. | Beripikadong impormasyon lamang ang ilalathala. | Only verified information will be published. | Common in media, bureaucracy, and public-information contexts. It emphasizes prior checking or authentication. | [CORE] |
| beripikahin | Beripikahin ang impormasyon bago ito ibahagi. | Beripikahin ang impormasyon bago ito ibahagi. | Verify the information before sharing it. | Common imperative/instructional construction in media literacy, administration, and online safety. It directly encodes the act of checking truth or authenticity. | [CORE] |
| beripikahin | Beripikahin muna ang pagkakakilanlan ng aplikante. | Beripikahin muna ang pagkakakilanlan ng aplikante. | Verify the applicant’s identity first. | Common in bureaucratic, legal, and security contexts. It is especially natural for identity, records, and submitted information. | [CORE] |
| wasto ba | Wasto ba ang pagkakasulat nito? | Wasto ba ang pagkakasulat nito? | Is this written correctly? | Fixed interrogative pattern used in instructional and evaluative settings. It is natural but transparently compositional and somewhat narrower than plain *tama ba*. | [MARGINAL] |
| sa totoo lang | Sa totoo lang, pagod na ako. | Sa totoo lang, pagod na ako. | To tell the truth, I’m already tired. | Very common discourse-marker construction introducing candid personal evaluation or admission. It is especially frequent in conversation. | [CORE] |
