# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Basque (eu)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| gezurrezko | gezurrezko produktua | gezurrezko produktua | counterfeit product | Fixed collocation for fake goods. Common in commercial contexts. | [CORE] |
| zuzen | zuzen-zuzen | zuzen-zuzen | very straight, perfectly straight, exactly | Emphatic reduplication of "zuzen." Intensified expression for perfect straightness or correctness. Common in spatial and evaluative contexts. | [CORE] |
| zuzen | zuzen da? | zuzen da? | is it correct? | Yes/no question about correctness. Very common in educational and evaluative contexts. | [CORE] |
| zuzen | ez da zuzena | ez da zuzena | it is not correct | Predicative negation denying correctness. Common in educational and evaluative contexts. | [CORE] |
| zuzeneko | zuzeneko emisioa | zuzeneko emisioa | live broadcast | Fixed media collocation for real-time transmission. Standard term in broadcasting. | [CORE] |
| zuzeneko | zuzeneko konexioa | zuzeneko konexioa | direct connection | Fixed technical collocation for unmediated connections. Common in telecommunications and travel. | [CORE] |
| zuzeneko | zuzeneko demokrazia | zuzeneko demokrazia | direct democracy | Fixed political collocation for unmediated democratic participation. Standard term in political science. | [CORE] |
| zuzeneko | zuzeneko salmentak | zuzeneko salmentak | direct sales | Fixed commercial collocation for sales without intermediaries. Common in business contexts. | [CORE] |
| zuzeneko | zuzeneko harremana | zuzeneko harremana | direct relationship | Fixed collocation for unmediated relationships. Common in analytical discourse. | [CORE] |
| zuzeneko | zuzeneko eragina | zuzeneko eragina | direct influence | Fixed collocation for unmediated effects. Common in causal analysis. | [CORE] |
| ziurra | ziur egon | ziur egon | to be certain, to be sure | Light verb construction with "egon" (to be, remain) expressing state of certainty. Very common in everyday discourse for expressing confidence. | [CORE] |
| ziurra | ziur izan | ziur izan | to be certain, to be sure | Alternative light verb construction with "izan" (to be) expressing certainty. Functionally similar to "ziur egon" but may emphasize the state more than the process. | [CORE] |
| ziurra | ziur | ziur | sure, certain (confirmation) | Standalone adjective functioning as confirmation or agreement. Very common in conversational discourse. | [CORE] |
| ziurra | ziur asko | ziur asko | very sure, quite certain | Intensified construction with "asko" (much, very). Used for strong confirmation. Common in everyday discourse. | [CORE] |
| zalantza | zalantza izan | zalantza izan | to have doubt, to doubt | Light verb construction with "izan" (to have/be) for expressing doubt. Standard way to express having doubts in Basque. | [CORE] |
| zalantza | zalantzan jarri | zalantzan jarri | to put in doubt, to call into question | Light verb construction with "jarri" (to put) in locative case. Used when something is called into question or made doubtful. Common in critical and analytical discourse. | [CORE] |
| zalantza | zalantzan egon | zalantzan egon | to be in doubt, to be doubtful | Light verb construction with "egon" (to be) in locative case. Describes state of being in doubt or uncertain. Common in epistemic discourse. | [CORE] |
| zalantza | zalantzarik gabe | zalantzarik gabe | without doubt, undoubtedly | Partitive case + postposition "gabe" (without). Fixed adverbial expression meaning undoubtedly. Very common across all registers. | [CORE] |
| zalantza | zalantzaz | zalantzaz | with doubt, doubtfully | Instrumental case form functioning adverbially. Used to mark doubtful manner or uncertain attitude. Common in epistemic discourse. | [CORE] |
| fede | fede izan | fede izan | to have faith, to have trust | Light verb construction with "izan" (to have) expressing possession of faith or trust. Common in religious and interpersonal contexts. | [CORE] |
| fede | fede eman | fede eman | to give faith, to give credence, to certify | Light verb construction with "eman" (to give) used in formal contexts for certification or giving credence. Common in legal and administrative discourse. | [CORE] |
| fede | fede egin | fede egin | to have faith, to trust | Light verb construction with "egin" (to do/make) expressing the act of trusting or having faith. Common in religious and interpersonal contexts. | [CORE] |
| froga | froga egin | froga egin | to make proof, to test, to prove | Light verb construction with "egin" (to do/make) for the act of proving or testing. Common in scientific and everyday contexts. | [CORE] |
| froga | froga eman | froga eman | to give proof, to provide proof | Light verb construction with "eman" (to give) for providing proof or evidence. Common in legal and argumentative contexts. | [CORE] |
| itxura | itxura eman | itxura eman | to give appearance, to seem | Light verb construction with "eman" (to give) used when something gives a certain appearance. Common in descriptive discourse. | [CORE] |
| itxura | itxura izan | itxura izan | to have appearance, to look like | Light verb construction with "izan" (to have) describing what appearance something has. Common in descriptive contexts. | [CORE] |
| itxura | itxuraz | itxuraz | apparently, seemingly, in appearance | Instrumental case form functioning adverbially. Used to qualify claims as based on appearance. Very common epistemic hedge across all registers. | [CORE] |
| itxura | itxuraren arabera | itxuraren arabera | according to appearance | Genitive + postposition "arabera" (according to). Expression for judgments based on appearance. Common in evaluative discourse. | [CORE] |
| benetan | benetan | benetan | really, truly (emphatic) | Standalone adverbial functioning as emphatic marker or question. Very common across all registers for emphasis or seeking confirmation. | [CORE] |
| egiatan | egiatan | egiatan | in truth, truly (emphatic) | Adverbial functioning as emphatic truth marker. Common in formal and emphatic discourse. | [CORE] |
| egia/gezurra | egia ala gezurra | egia ala gezurra | truth or lie | Disjunctive construction with "ala" (or) contrasting truth and falsehood. Common in questions and evaluations requiring binary judgment. | [CORE] |
| egia/gezurra | egia ez, gezurra | egia ez, gezurra | not truth, but lie | Contrastive construction with negation. Used to correct or contradict, asserting something is false rather than true. | [CORE] |
| egiazko/gezurrezko | egiazko ala gezurrezko | egiazko ala gezurrezko | true or false, genuine or fake | Disjunctive construction contrasting authentic and false. Common in authentication and evaluation contexts. | [CORE] |
| zuzen/oker | zuzen ala oker | zuzen ala oker | right or wrong, correct or incorrect | Disjunctive construction contrasting correctness and error. Common in evaluative and educational contexts. | [CORE] |
| benetako/itxurazko | benetako ala itxurazko | benetako ala itxurazko | real or apparent, genuine or seeming | Disjunctive construction contrasting reality and appearance. Common in philosophical and analytical discourse. | [CORE] |
