# CLCA Protocol v3.4 — F4 Construction Table
# Language: Basque (eu)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **11. VERIFICATION AND AUTHENTICATION VERBS** | ziurtatu | ziur-ta-tu | to make certain/ensure | Same productivity. Note: not all roots support verbal derivation (no *gezurtu — uses light verb construction instead). | [CORE] |
| **12. RELATIONAL ADJECTIVE DERIVATION** | egiazkoa | egia-zko-a | true/genuine/authentic | Highly productive pattern. Functions both attributively (before nouns) and predicatively (after copula). The article -a is added for definite/substantive use. | [CORE] |
| **12. RELATIONAL ADJECTIVE DERIVATION** | gezurrezko | gezur-ezko | false/fake/lying | Same productivity. The choice of allomorph (-ko/-zko/-ezko) is phonologically conditioned and obligatory. | [CORE] |
| **13. COMPARATIVE AND CONTRASTIVE CONSTRUCTIONS** | egia ala gezurra | egia ala gezurra | truth or lie | Standard pattern for binary contrasts. Very common in questions, evaluative contexts, and rhetorical discourse. | [CORE] |
| **13. COMPARATIVE AND CONTRASTIVE CONSTRUCTIONS** | zuzen ala oker | zuzen ala oker | right or wrong | Same pattern; equally productive. The particle "ala" is the standard disjunctive coordinator. | [CORE] |
| **14. EMPHATIC REDUPLICATION** | gezur-gezurra | gezur-gezur-a | complete lie/utter lie | Limited productivity — only certain roots allow this pattern. Used for rhetorical emphasis, more common in spoken/informal registers. | [MARGINAL] |
| **14. EMPHATIC REDUPLICATION** | zuzen-zuzen | zuzen-zuzen | very straight/exactly right | Same restricted usage. The reduplicated form may take the article or remain bare depending on syntactic context. | [MARGINAL] |
| **15. INTENSIFIER + NOUN COLLOCATIONS** | egia hutsa | egia huts-a | pure truth/nothing but truth | Semi-fixed collocations with specific intensifiers. Very common in rhetorical, legal, and emphatic discourse across all registers. | [CORE] |
| **15. INTENSIFIER + NOUN COLLOCATIONS** | gezur garbia | gezur garbi-a | outright lie/blatant lie | Same pattern; productive with intensifiers like "hutsa," "garbia," "gordina," "sakona," "handia." Creates emphatic or qualified truth-claims. | [CORE] |
| **16. CONDITIONAL CONSTRUCTIONS** | egia bada | egia ba-da | if it is true | Standard realis conditional marking. Very common in argumentative and hypothetical discourse across all registers. | [CORE] |
| **16. CONDITIONAL CONSTRUCTIONS** | egia balitz | egia ba-litz | if it were true | Standard irrealis/counterfactual conditional. The particle "ba-" fuses with the copula obligatorily. | [CORE] |
| **17. INTERROGATIVE CONSTRUCTIONS** | Egia da? | egia da? | Is it true? | Intonation-only questions are common in informal/conversational contexts. No structural restrictions observed. | [CORE] |
| **17. INTERROGATIVE CONSTRUCTIONS** | Zuzen al da? | zuzen al da? | Is it correct? (polite) | The particle "al" adds politeness/formality. Common in formal contexts and polite conversation. Appears obligatorily between predicate and copula. | [CORE] |
| **18. RELATIVE CLAUSE CONSTRUCTIONS** | egia dena | egia den-a | that which is true | Standard relativization pattern. The copula "da" becomes "den" obligatorily in relative clauses. Used to refer to truth as category or true things generally. | [CORE] |
| **18. RELATIVE CLAUSE CONSTRUCTIONS** | egiazkoa dena | egiazko-a den-a | that which is true/genuine | Same pattern; equally productive. The article -a substantivizes the relative clause. | [CORE] |
| **19. LOCATIVE PLURAL CONSTRUCTIONS** | gezurretan harrapatu | gezur-etan harrapatu | to catch in lies | Semi-productive pattern with specific verbs (harrapatu, ibili). The locative plural -etan suggests being "in" or "among" lies. Limited primarily to "gezur" root. | [MARGINAL] |
| **19. LOCATIVE PLURAL CONSTRUCTIONS** | gezurretan ibili | gezur-etan ibili | to go about lying | Same restricted usage. Used for habitual or ongoing states. Less productive with other truth-domain roots. | [MARGINAL] |
| **20. WORTHY-OF ADJECTIVE DERIVATION** | sinesgarria | sines-garri-a | believable/credible | Highly productive in truth-evaluation domain. Very common in epistemic evaluation across all registers. | [CORE] |
| **20. WORTHY-OF ADJECTIVE DERIVATION** | fidagarria | fida-garri-a | reliable/trustworthy | Same productivity. The suffix -garri creates evaluative adjectives assessing whether something merits belief, trust, or doubt. | [CORE] |
| **21. MANNER ADVERB DERIVATION** | egiazki | egia-z-ki | truly/really/genuinely | Productive pattern for manner adverbs. Common in both formal and informal discourse. | [CORE] |
| **21. MANNER ADVERB DERIVATION** | zintzoki | zintzo-ki | honestly/sincerely | Same productivity. Note: not all roots support this derivation (no *gezurki — uses "gezurrez" instead). | [CORE] |
| **22. ACTION NOMINALIZATION** | egiaztatze | egia-zta-tze | verification/act of verifying | Multiple nominalization strategies available. Very productive for creating abstract action nouns from verification and correction verbs. Common in formal/technical contexts. | [CORE] |
| **22. ACTION NOMINALIZATION** | zuzenketa | zuzen-keta | correction/act of correcting | The choice of suffix (-tze/-keta/-pen) depends on verb stem and semantic nuance. All patterns are productive. | [CORE] |
| **23. NEGATION WITH PARTITIVE CASE** | zalantzarik gabe | zalantza-rik gabe | without doubt/undoubtedly | Fixed pattern for "without X" expressions. Very common with "zalantza" (doubt). Functions as both adverbial and adjectival modifier. | [CORE] |
| **23. NEGATION WITH PARTITIVE CASE** | egirik gabe | egi-rik gabe | without truth/untruthfully | Same construction but less common with "egi." The partitive case -rik is obligatory with "gabe." | [MARGINAL] |
| **24. DISCOURSE MARKER CONSTRUCTIONS** | Egia esan | egia esan | to tell the truth/truth be told | Grammaticalized as discourse marker introducing candid admissions. Very common sentence-initially in conversational discourse. | [CORE] |
| **24. DISCOURSE MARKER CONSTRUCTIONS** | Benetan | benetan | really/truly | Functions as confirmation-seeker or emphatic marker. Maintains truth-domain semantics while serving discourse-structuring functions. Common in spoken language. | [CORE] |
| **25. COMPOUND NOUN FORMATIONS** | zuzenbide | zuzen-bide | law/jurisprudence/justice | The compound "zuzenbide" (lit. "right-path") has fully lexicalized. Very common in legal and administrative contexts. | [CORE] |
| **25. COMPOUND NOUN FORMATIONS** | egiaztagiri | egia-zta-giri | certificate/authentication document | More transparent compound (verification + document). Common in technical and legal terminology. The first element appears in bare form. | [CORE] |
