# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Sanskrit (sa)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| सम्यक् / samyak | सम्यग् ज्ञा | samyag jñā | know correctly, understand rightly | Construction expressing correct cognition. Common in epistemological contexts. | [CORE] |
| सम्यक् / samyak | सम्यग् दृश् | samyag dṛś | see correctly, have right view | Construction expressing correct perception or understanding. Important in Buddhist contexts (samyag-dṛṣṭi). | [CORE] |
| सम्यक् / samyak | सम्यक् कृ | samyak kṛ | do correctly, perform properly | Construction expressing proper execution of action. | [CORE] |
| सम्यक् / samyak | सम्यग् वद् | samyag vad | speak correctly, state rightly | Construction expressing accurate or proper speech. | [CORE] |
| मिथ्या / mithyā | मिथ्या ज्ञा | mithyā jñā | know falsely, have erroneous cognition | Construction expressing false or erroneous knowledge. Common in epistemological contexts. | [CORE] |
| मिथ्या / mithyā | मिथ्या दृश् | mithyā dṛś | see falsely, perceive erroneously | Construction expressing false perception or wrong view. | [CORE] |
| मिथ्या / mithyā | मिथ्या वद् | mithyā vad | speak falsely, lie | Construction expressing false speech. Parallel to mṛṣā vad. | [CORE] |
| मिथ्या / mithyā | मिथ्या भू | mithyā bhū | become false, prove illusory | Construction expressing falsification or revelation of illusory nature. | [CORE] |
| मिथ्या / mithyā | मिथ्यैव | mithyaiva | falsely indeed, merely illusory | Emphatic construction with eva (indeed) stressing illusory or false nature. Common in Vedānta. | [CORE] |
| प्रामाण्य / prāmāṇya | प्रामाण्यं स्था | prāmāṇyaṃ sthā | validity stands, authority holds | Construction expressing maintenance or establishment of epistemic validity. | [CORE] |
| प्रामाण्य / prāmāṇya | प्रामाण्यस्य हेतुः | prāmāṇyasya hetuḥ | cause/reason of validity | Genitive construction specifying grounds for epistemic validity. Common in epistemological analysis. | [CORE] |
| विपर्यय / viparyaya | विपर्ययेण | viparyayeṇa | by reversal, erroneously, in reverse | Instrumental expressing manner of reversal or error. | [CORE] |
| विपर्यय / viparyaya | विपर्ययं गम् | viparyayaṃ gam | fall into error, undergo reversal | Construction expressing entry into cognitive error or reversal. | [CORE] |
| आभास / ābhāsa | आभासमात्रम् | ābhāsamātram | mere appearance, only semblance | Construction with mātra (mere, only) emphasizing illusory or superficial nature. | [CORE] |
| आभास / ābhāsa | आभासतया | ābhāsatayā | as mere appearance, in the manner of semblance | Instrumental abstract construction indicating functional status as appearance rather than reality. | [CORE] |
| सदृश / sadṛśa | सदृशं भू | sadṛśaṃ bhū | become similar, resemble | Construction expressing coming to resemble something. | [CORE] |
| सदृश / sadṛśa | सदृशेन | sadṛśena | by similarity, through resemblance | Instrumental expressing means of comparison or analogy. | [CORE] |
| रूप / rūpa | रूपेण | rūpeṇa | in form, by appearance, as | Instrumental expressing manner or capacity. Very common in philosophical and ordinary usage. | [CORE] |
| रूप / rūpa | रूपं धृ | rūpaṃ dhṛ | assume form, take shape | Construction with √dhṛ (to hold, bear) expressing assumption of form or appearance. | [CORE] |
| रूप / rūpa | रूपं कृ | rūpaṃ kṛ | make form, give shape, transform | Construction expressing formation or transformation. | [CORE] |
| स्वरूप / svarūpa | स्वरूपेण | svarūpeṇa | in own form, essentially, by true nature | Instrumental expressing essential nature or true character. Common in philosophical discourse. | [CORE] |
| स्वरूप / svarūpa | स्वरूपं प्रकाश् | svarūpaṃ prakāś | reveal true nature, manifest essence | Construction with √kāś (to shine, appear) expressing revelation of essential nature. | [CORE] |
| तत्त्व / tattva | तत्त्वं ज्ञा | tattvaṃ jñā | know reality, understand truth/essence | Construction expressing knowledge of ultimate reality or essential truth. Very common in philosophical texts. | [CORE] |
| तत्त्व / tattva | तत्त्वेन | tattvena | in reality, truly, essentially | Instrumental expressing manner according to reality or truth. Very common. | [CORE] |
| तत्त्व / tattva | तत्त्वं दृश् | tattvaṃ dṛś | see reality, perceive truth | Construction expressing direct perception or realization of reality. | [CORE] |
| तत्त्व / tattva | तत्त्वार्थ | tattvārtha | true meaning, real purpose, essential object | Compound construction (tattva + artha) indicating true or essential meaning. Common in philosophical titles and discussions. | [CORE] |
| वस्तु / vastu | वस्तुतः | vastutaḥ | in reality, actually, in fact | Ablative adverbial construction contrasting reality with appearance. Very common. (Already noted in P2a but functions as multi-word construction in context.) | [CORE] |
| वस्तु / vastu | वस्तु यथा | vastu yathā | as the object/reality is, according to fact | Construction expressing correspondence to actual state of affairs. | [CORE] |
| अलीक / alīka | अलीकं वद् | alīkaṃ vad | speak falsely, tell lies | Construction parallel to asatyaṃ vad but less common. Found in classical texts. | [MARGINAL] |
| कूट / kūṭa | कूटं रच् | kūṭaṃ rac | fabricate fraud, devise deception | Construction with √rac (to arrange, fabricate) expressing creation of fraudulent schemes. | [CORE] |
| कूट / kūṭa | कूटेन | kūṭena | by fraud, through deception | Instrumental expressing fraudulent means. | [CORE] |
| छल / chala | छलेन | chalena | by deception, through fraud, by quibbling | Instrumental expressing deceptive means. Common in legal and logical contexts. | [CORE] |
| छल / chala | छलं कृ | chalaṃ kṛ | practice deception, engage in sophistry | Construction expressing deliberate deceptive action or fallacious argumentation. | [CORE] |
| उपपत्ति / upapatti | उपपत्त्या | upapattyā | by logical reasoning, through rational demonstration | Instrumental expressing means of logical proof or coherent explanation. | [CORE] |
| उपपत्ति / upapatti | उपपत्तिं दृश् | upapattiṃ dṛś | see logical coherence, perceive rational possibility | Construction expressing recognition of logical coherence or rational justification. | [CORE] |
| CROSS-LEXICAL | सत्यं वा असत्यं वा | satyaṃ vā asatyaṃ vā | whether true or false | Disjunctive construction presenting truth/falsehood alternatives. Common in epistemological and legal contexts. | [CORE] |
| CROSS-LEXICAL | धर्माधर्मौ | dharmādharmau | dharma and adharma, right and wrong | Dual compound presenting moral opposites together. Common in ethical discourse. | [CORE] |
| CROSS-LEXICAL | सत्यासत्ये | satyāsatye | truth and falsehood | Dual compound presenting epistemic opposites. Common in philosophical analysis. | [CORE] |
| CROSS-LEXICAL | प्रमाप्रमे | pramāprame | valid and invalid cognition | Dual compound presenting epistemological opposites. Technical usage in logic and epistemology. | [CORE] |
| CROSS-LEXICAL | कथं तत् | kathaṃ tat | how is that?, how so? | Interrogative construction challenging truth or logical coherence of a claim. Common in philosophical debate. | [CORE] |
| CROSS-LEXICAL | कुतः एतत् | kutaḥ etat | whence this?, from where this (claim)? | Interrogative construction challenging evidential basis. Common in epistemological debate. | [CORE] |
| CROSS-LEXICAL | तथा हि | tathā hi | for thus, because, for example | Connective construction introducing justification or illustration. Very common in argumentative texts. | [CORE] |
| CROSS-LEXICAL | यतः तस्मात् | yataḥ tasmāt | since... therefore, because... thus | Correlative construction expressing logical inference from premise to conclusion. Common in philosophical reasoning. | [CORE] |
| CROSS-LEXICAL | प्रत्यक्षेण दृष्टम् | pratyakṣeṇa dṛṣṭam | seen by perception, directly perceived | Construction specifying perceptual validation. Common in epistemological contexts. | [CORE] |
| CROSS-LEXICAL | अनुमानेन सिद्धम् | anumānena siddham | established by inference, proven inferentially | Construction specifying inferential validation. Common in logical texts. | [CORE] |
| CROSS-LEXICAL | शब्देन ज्ञातम् | śabdena jñātam | known by testimony, learned from authoritative word | Construction specifying testimonial validation. Common in epistemological discussions. | [CORE] |
| CROSS-LEXICAL | भ्रमेण उत्पन्नम् | bhrameṇa utpannam | arisen from error, produced by confusion | Construction attributing causal origin to cognitive error. | [CORE] |
| CROSS-LEXICAL | भ्रान्तिं निवृत्त | bhrāntiṃ nivṛtta | error removed, confusion dispelled | Construction expressing correction or removal of error. | [CORE] |
| CROSS-LEXICAL | विपर्ययं परिहृ | viparyayaṃ parihṛ | avoid error, remove reversal | Construction with √hṛ (to take away) expressing avoidance or correction of error. | [CORE] |
