# CLCA Protocol v3.2 — F5 Opposition Table
# Language: Sanskrit (sa)

| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| सम्यक् / samyak | मिथ्या / mithyā | samyak vs. mithyā | "correct, right, proper, complete" vs. "falsely, wrongly, erroneously, illusory" | Lexical opposition between correctness/completeness and falsity/error. Both function primarily as adverbs modifying verbs of cognition and action. | lexical | [CORE] |
| सत्यवादिन् / satyavādin | असत्यवादिन् / asatyavādin | satyavādin vs. asatyavādin | "truth-speaker, truthful person" vs. "liar, untruthful speaker" | Morphological opposition in agent noun compounds. Negative prefix a- applied to first member of compound creates opposite characterization. | morphological | [CORE] |
| सत्यवादिन् / satyavādin | मृषावादिन् / mṛṣāvādin | satyavādin vs. mṛṣāvādin | "truth-speaker" vs. "liar, one who speaks falsely" | Lexical opposition in agent noun compounds. Different first members (satya vs. mṛṣā) create contrasting characterizations of speakers. | lexical | [CORE] |
| सत्पुरुष / satpuruṣa | असत्पुरुष / asatpuruṣa | satpuruṣa vs. asatpuruṣa | "good person, virtuous man" vs. "bad person, wicked man" | Morphological opposition in character-denoting compounds. Negative prefix a- on first member creates moral opposite. | morphological | [CORE] |
| सज्जन / sajjana | दुर्जन / durjana | sajjana vs. durjana | "good people, virtuous persons" vs. "wicked people, bad persons" | Lexical opposition in collective character terms. Contrasting first members (sat- "good" vs. dur- "bad") create moral opposition. Durjana noted in context as contrast term. | lexical | [CORE] |
| सत्कार / satkāra | असत्कार / asatkāra | satkāra vs. asatkāra | "honor, respect, good treatment" vs. "dishonor, disrespect, ill-treatment" | Morphological opposition in action/treatment compounds. Negative prefix a- creates opposite social evaluation. | morphological | [CORE] |
| सद्भाव / sadbhāva | असद्भाव / asadbhāva | sadbhāva vs. asadbhāva | "existence, reality; goodwill, good disposition" vs. "non-existence; ill-will, bad disposition" | Morphological opposition functioning in both ontological and psychological domains. Negative prefix a- creates opposite in both senses. | morphological | [CORE] |
| सत्य / satya | अलीक / alīka | satya vs. alīka | "true, real, genuine" vs. "false, untrue, unreal, counterfeit" | Lexical opposition between truth and falsehood. Alīka less common than asatya but well-attested alternative false-term. | lexical | [CORE] (satya), [MARGINAL] (alīka) |
| प्रमाण / pramāṇa | प्रमाणाभास / pramāṇābhāsa | pramāṇa vs. pramāṇābhāsa | "valid means of knowledge" vs. "semblance of valid knowledge, pseudo-proof, fallacy" | Lexical opposition between genuine epistemic validity and mere appearance of validity. Pramāṇābhāsa denotes fallacious reasoning that appears valid. | lexical | [CORE] |
| धार्मिक / dhārmika | आधार्मिक / ādhārmika | dhārmika vs. ādhārmika | "righteous, religious, relating to dharma" vs. "unrighteous, irreligious, contrary to dharma" | Morphological opposition in adjectival derivatives. Negative prefix ā- (variant of a-) creates opposite moral characterization. | morphological | [CORE] |
| धर्मिन् / dharmin | अधर्मिन् / adharmin | dharmin vs. adharmin | "possessing dharma, righteous, virtuous" vs. "unrighteous, wicked, possessing adharma" | Morphological opposition in possessive adjectives. Negative prefix a- creates opposite moral characterization. | morphological | [CORE] |
| न्याय्य / nyāyya | अन्याय्य / anyāyya | nyāyya vs. anyāyya | "just, proper, logical, reasonable" vs. "unjust, improper, illogical" | Morphological opposition in adjectival derivatives from nyāya. Negative prefix a- creates opposite evaluation. (Anyāyya not explicitly listed but implied by morphological pattern.) | morphological | [CORE] (nyāyya), [UNCERTAIN] (anyāyya - not explicitly attested in context) |
| परिमाण / parimāṇa | अपरिमाण / aparimāṇa | parimāṇa vs. aparimāṇa | "measure, quantity, size, extent" vs. "immeasurable, unlimited, infinite" | Morphological opposition between measurability and immeasurability. Negative prefix a- creates opposite in quantitative domain. | morphological | [CORE] |
| सत्यं वद् / satyaṃ vad | असत्यं वद् / asatyaṃ vad | satyaṃ vad vs. asatyaṃ vad | "speak truth" vs. "speak untruth, tell lies" | Constructional opposition in speech verb complementation. Same verbal construction with contrasting accusative objects creates opposite speech acts. | constructional | [CORE] |
| सत्यं वद् / satyaṃ vad | मृषा वद् / mṛṣā vad | satyaṃ vad vs. mṛṣā vad | "speak truth" vs. "speak falsely, lie" | Constructional opposition using different modification strategies. Accusative object (satya) versus adverbial modifier (mṛṣā) create opposite speech characterizations. | constructional | [CORE] |
| सत्यं वद् / satyaṃ vad | असत्यं मा वद् / asatyaṃ mā vad | satyaṃ vad vs. asatyaṃ mā vad | "speak truth" vs. "do not speak untruth" | Constructional opposition between positive imperative and negative prohibition. Prohibitive particle mā creates opposite directive. | constructional | [CORE] |
| धर्मं चर् / dharmaṃ car | अधर्मं चर् / adharmaṃ car | dharmaṃ car vs. adharmaṃ car | "practice dharma, follow righteousness" vs. "practice unrighteousness, act wrongly" | Constructional opposition in action verb complementation. Same verbal construction with morphologically opposed objects creates opposite ethical actions. | constructional | [CORE] |
| सम्यग् ज्ञा / samyag jñā | मिथ्या ज्ञा / mithyā jñā | samyag jñā vs. mithyā jñā | "know correctly, understand rightly" vs. "know falsely, have false knowledge" | Constructional opposition in epistemic verb complementation. Contrasting adverbial modifiers create opposite cognitive characterizations. | constructional | [CORE] |
| प्रमाणेन सिद्धम् / pramāṇena siddham | प्रमाणाभावात् / pramāṇābhāvāt | pramāṇena siddham vs. pramāṇābhāvāt | "established by valid means, proven" vs. "due to absence of proof" | Constructional opposition between evidential validation and lack of evidence. Instrumental of means versus ablative of absence creates epistemic contrast. | constructional | [CORE] |
| युक्तं यत् / yuktaṃ yat | न युक्तम् / na yuktam | yuktaṃ yat vs. na yuktam | "it is proper that" vs. "it is not proper" | Constructional opposition through simple negation. Negative particle na creates opposite evaluation of propriety. | constructional | [CORE] |
| युक्तं यत् / yuktaṃ yat | अयुक्तं यत् / ayuktaṃ yat | yuktaṃ yat vs. ayuktaṃ yat | "it is proper that" vs. "it is improper that" | Constructional opposition using morphologically negated adjective. Negative prefix a- on adjective creates opposite evaluation. | constructional | [CORE] |
| सत्यं वक्तव्यम् / satyaṃ vaktavyam | मृषा न वक्तव्यम् / mṛṣā na vaktavyam | satyaṃ vaktavyam vs. mṛṣā na vaktavyam | "truth must be spoken" vs. "falsehood must not be spoken" | Constructional opposition in gerundive obligations. Positive obligation versus negative prohibition creates complementary ethical directives. | constructional | [CORE] |
| धर्मात् न चलितव्यम् / dharmāt na chalitavyam | धर्मे स्थितः / dharme sthitaḥ | dharmāt na chalitavyam vs. dharme sthitaḥ | "one should not deviate from dharma" vs. "standing in dharma, established in righteousness" | Constructional opposition between prohibition of deviation (ablative + negative gerundive) and affirmation of steadfastness (locative + participle). Complementary expressions of ethical commitment. | constructional | [CORE] |
| सत्यं वा असत्यं वा / satyaṃ vā asatyaṃ vā | (no single contrasting construction) | satyaṃ vā asatyaṃ vā | "whether true or false" | Internal constructional opposition within disjunctive coordination. The construction itself presents exhaustive alternatives through morphologically opposed terms. | constructional | [CORE] |
| धर्माधर्मौ / dharmādharmau | (no single contrasting construction) | dharmādharmau | "dharma and adharma, right and wrong" | Internal constructional opposition within dvandva dual compound. The construction itself presents paired opposites through morphologically opposed terms in dual number. | constructional | [CORE] |
| सत्यमेव जयते / satyam eva jayate | (no clear opposing construction attested) | satyam eva jayate | "truth alone conquers" | Emphatic assertion of truth's exclusive victory. While no explicit opposing construction is attested (e.g., *asatyam eva jayate), the emphatic particle eva implies contrast with other potential victors. | constructional (implicit contrast) | [CORE] (for the construction itself) |
| तत्त्वं ज्ञा / tattvaṃ jñā | भ्रमं गम् / bhramaṃ gam | tattvaṃ jñā vs. bhramaṃ gam | "know reality, understand truth" vs. "fall into error, become confused" | Constructional opposition between achieving true knowledge and falling into error. Different verbal constructions (jñā "know" vs. gam "go/fall") with contrasting objects create opposite epistemic outcomes. | constructional | [CORE] |
| प्रत्यक्षेण दृष्टम् / pratyakṣeṇa dṛṣṭam | भ्रमेण उत्पन्नम् / bhrameṇa utpannam | pratyakṣeṇa dṛṣṭam vs. bhrameṇa utpannam | "seen by perception, directly perceived" vs. "arisen from error, produced by confusion" | Constructional opposition in evidential/causal constructions. Instrumental of valid epistemic source versus instrumental of error creates opposite epistemic statuses. | constructional | [CORE] |
| यदि सत्यम् तदा धर्मः / yadi satyam tadā dharmaḥ | (no explicit opposing conditional attested) | yadi satyam tadā dharmaḥ | "if true, then (it is) dharma" | Conditional construction linking truth to dharma. While no explicit opposing conditional is attested (e.g., yadi asatam tadā adharmaḥ), the conditional structure implies potential contrast with false antecedent. | constructional (implicit contrast) | [CORE] (for the construction itself) |
| वास्तव / vāstava | आभासिक / ābhāsika | vāstava vs. ābhāsika | "real, actual, genuine" vs. "apparent, seeming, illusory" | Lexical opposition in adjectival derivatives. Vāstava (from vastu "reality") versus ābhāsika (from ābhāsa "appearance") creates reality/appearance contrast. | lexical | [CORE] |
| तात्त्विक / tāttvika | आभासिक / ābhāsika | tāttvika vs. ābhāsika | "relating to reality/truth, essential, real" vs. "apparent, seeming, illusory" | Lexical opposition in adjectival derivatives. Tāttvika (from tattva "reality") versus ābhāsika creates essential/apparent contrast. | lexical | [CORE] |
| तत्त्वेन / tattvena | आभासतया / ābhāsatayā | tattvena vs. ābhāsatayā | "in reality, truly, essentially" vs. "as mere appearance, in the manner of semblance" | Constructional opposition in instrumental manner expressions. Instrumental of tattva versus instrumental abstract of ābhāsa creates reality/appearance contrast in manner of consideration. | constructional | [CORE] |
| वस्तुतः / vastutaḥ | आभासमात्रम् / ābhāsamātram | vastutaḥ vs. ābhāsamātram | "in reality, actually, in fact" vs. "mere appearance, only semblance" | Constructional opposition between ablative adverb (vastutaḥ) asserting reality and accusative with mātra (ābhāsamātram) limiting to appearance. Creates reality/appearance contrast. | constructional | [CORE] |
| स्वरूपेण / svarūpeṇa | रूपेण / rūpeṇa | svarūpeṇa vs. rūpeṇa | "in own form, essentially, by true nature" vs. "in form, by appearance, as" | Constructional opposition in instrumental manner expressions. Svarūpa (own/essential form) versus simple rūpa (form/appearance) creates essence/appearance contrast when used instrumentally. | constructional | [CORE] (svarūpeṇa), [MARGINAL] (for this specific opposition - rūpa is polysemous) |
| तत्त्वतः / tattvataḥ | रूपतः / rūpataḥ | tattvataḥ vs. rūpataḥ | "in reality, essentially, truly" vs. "in form, as regards form, formally" | Constructional opposition in ablative adverbial expressions. Tattva (reality/essence) versus rūpa (form/appearance) creates essential/formal contrast. | constructional | [CORE] (tattvataḥ), [MARGINAL] (for this specific opposition - rūpa is polysemous) |
| भ्रान्तिं निवृत्त / bhrāntiṃ nivṛtta | भ्रमं गम् / bhramaṃ gam | bhrāntiṃ nivṛtta vs. bhramaṃ gam | "error removed, confusion dispelled" vs. "fall into error, become confused" | Constructional opposition between removal of error (nivṛtta "turned away") and entry into error (gam "go/fall"). Opposite directional movements in epistemic space. | constructional | [CORE] |
| सत्त्व / sattva (in sense of existence/being) | असत्त्व / asattva (implied but not explicitly attested) | sattva vs. asattva | "being, existence, essence" vs. "non-being, non-existence" | Morphological opposition with negative prefix a-. While asattva is not explicitly attested in the context, the morphological pattern is productive and the opposition is implied by the ontological domain. | morphological | [CORE] (sattva), [UNCERTAIN] (asattva - not explicitly attested) |
| न सत्यम् अस्ति / na satyam asti | सत्यम् अस्ति / satyam asti | na satyam asti vs. satyam asti | "there is no truth" vs. "there is truth / truth exists" | Constructional opposition through simple negation of existential statement. Negative particle na creates opposite existential claim. | constructional | [CORE] |
| प्रामाण्यं स्था / prāmāṇyaṃ sthā | प्रामाण्यस्य हेतुः / prāmāṇyasya hetuḥ | prāmāṇyaṃ sthā vs. prāmāṇyasya hetuḥ | "validity stands, authority holds" vs. "cause/reason of validity" | Not a true opposition but complementary constructions. The first asserts validity; the second inquires into its grounds. No clear oppositional structure. | (no clear opposition identified) | N/A |
| सत्ये सति धर्मः भवति / satye sati dharmaḥ bhavati | सत्याभावे / satyābhāve (implied construction) | satye sati vs. satyābhāve | "truth existing, dharma arises" vs. "in the absence of truth" | Constructional opposition between locative absolute asserting presence (sati "existing") and locative of abhāva-compound asserting absence. While the second construction is not explicitly attested in this exact form, the pattern is productive. | constructional | [CORE] (satye sati), [UNCERTAIN] (satyābhāve - pattern productive but specific construction not attested) |
| उपपत्ति / upapatti | अनुपपत्ति / anupapatti (implied but not explicitly attested) | upapatti vs. anupapatti | "logical possibility, coherence, reasonableness" vs. "logical impossibility, incoherence" | Morphological opposition with negative prefix a-. While anupapatti is not explicitly attested in the context, the morphological pattern is productive and the opposition is implied by logical discourse. | morphological | [CORE] (upapatti), [UNCERTAIN] (anupapatti - not explicitly attested) |
| उपपन्न / upapanna | अनुपपन्न / anupapanna (implied but not explicitly attested) | upapanna vs. anupapanna | "logical, reasonable, coherent" vs. "illogical, unreasonable, incoherent" | Morphological opposition with negative prefix a- on past participle. While anupapanna is not explicitly attested in the context, the morphological pattern is productive. | morphological | [CORE] (upapanna), [UNCERTAIN] (anupapanna - not explicitly attested) |
