# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3.3 | सत्यं साधयति | satyaṃ sādhayati | NATURAL | Causative of √sidh is standard construction for proving or establishing truth-claims. Very common in philosophical and logical texts. |
| 3.3 | प्रमाणेन साधयति | pramāṇena sādhayati | NATURAL | Instrumental typically specifies means of proof. |
| 3.3 | तत् साधितम् | tat sādhitam | NATURAL | Standard for proven/established. |
| 3.4 | सत्यं दर्शयति | satyaṃ darśayati | NATURAL | Causative of √dṛś used for demonstrating or showing truth. Common in philosophical and pedagogical contexts. |
| 3.4 | तत्त्वं दर्शितम् | tattvaṃ darśitam | NATURAL | Emphasizes making visible or evident. |
| 3.5 | तत्त्वं प्रकाशयति | tattvaṃ prakāśayati | NATURAL | Causative of √kāś used for revealing or bringing to light essential nature or truth. Common in philosophical and religious contexts. |
| 3.5 | स्वरूपं प्रकाशितम् | svarūpaṃ prakāśitam | NATURAL | Emphasizes active revelation by agent. |
| 3.6 | प्रमाणं ददाति | pramāṇaṃ dadāti | NATURAL | Construction with √dā for providing proof or evidence. Common in argumentative and legal contexts. |
| 3.6 | प्रमाणं दत्तम् | pramāṇaṃ dattam | NATURAL | Dative typically specifies recipient. |
| 3.7 | *satyīkaroti | *satyīkaroti | ABSENT | Unlike pramāṇa, satya does not form productive denominative causative. Construction satyaṃ karoti exists but less idiomatic. |
| 4.1 | मृषा करोति | mṛṣā karoti | MARGINAL | Light verb √kṛ with adverbial mṛṣā/mithyā for falsification. Less common than positive causatives. Attested but not highly idiomatic. |
| 4.1 | मिथ्या कृतम् | mithyā kṛtam | MARGINAL | Alternative expressions often preferred. |
| 4.2 | प्रमाणं बाधते | pramāṇaṃ bādhate | NATURAL | Standard verb for refutation or contradiction in philosophical contexts. Very common in epistemological debates. |
| 4.2 | तत् बाधितम् | tat bādhitam | NATURAL | Used when one pramāṇa contradicts another. |
| 4.3 | प्रामाण्यं हापयति | prāmāṇyaṃ hāpayati | MARGINAL | Causative of √hā for invalidation. Less common than √bādh. Emphasizes causing abandonment. |
| 4.4 | प्रामाण्यं नाशयति | prāmāṇyaṃ nāśayati | MARGINAL | Causative of √naś for active destruction of validity. Emphasizes complete destruction. Less common than √bādh. |
| 4.5 | बुद्धिं भ्रामयति | buddhiṃ bhrāmayati | NATURAL | Causative of √bhram for causing confusion or error. Common in contexts of deliberate deception or natural confusion. |
| 4.5 | भ्रामितः | bhrāmitaḥ | NATURAL | Emphasizes active causation of error. |
| 4.6 | वञ्चयति | vañcayati | NATURAL | Standard verb for deliberate deception or cheating. Common in ethical and legal contexts. |
| 4.6 | वञ्चितः | vañcitaḥ | NATURAL | Implies moral culpability. |
| 5.1 | सत्ये तिष्ठति | satye tiṣṭhati | NATURAL | Extremely common construction for expressing steadfastness or commitment to truth/dharma. Used across ethical, religious, and philosophical contexts. |
| 5.1 | धर्मे स्थितः | dharme sthitaḥ | NATURAL | Locative indicates domain or standard in which one stands. |
| 5.1 | सत्ये स्थातव्यम् | satye sthātavyam | NATURAL | Gerundive form common in prescriptive contexts. |
| 5.2 | सत्यं रक्षति | satyaṃ rakṣati | NATURAL | Standard construction for expressing protection or preservation of truth/dharma. Common in ethical and legal contexts. |
| 5.2 | धर्मं रक्षति | dharmaṃ rakṣati | NATURAL | Very common expression. |
| 5.2 | धर्मो रक्षति रक्षितः | dharmo rakṣati rakṣitaḥ | NATURAL | Famous legal maxim expressing reciprocal relationship. |
| 5.3 | प्रामाण्यं धारयति | prāmāṇyaṃ dhārayati | NATURAL | Verb √dhṛ used for maintaining or upholding truth/validity. Common in philosophical and ethical contexts. |
| 5.3 | सत्यं धृतम् | satyaṃ dhṛtam | NATURAL | Emphasizes active support or preservation. |
| 5.4 | सत्यात् न चलति | satyāt na calati | NATURAL | Ablative + negative + √cal expresses non-deviation or steadfastness. Standard expression for moral/epistemic commitment. |
| 5.4 | धर्मात् न चलितव्यम् | dharmāt na chalitavyam | NATURAL | Gerundive form extremely common in prescriptive/ethical texts. |
| 5.5 | सत्ये वर्तते | satye vartate | NATURAL | Verb √vṛt with locative for continuing or remaining in state. Less emphatic than √sthā but equally common. |
| 5.5 | धर्मे वर्तमानः | dharme vartamānaḥ | NATURAL | Used across all registers. |
| 5.6 | स्वरूपं रक्षति | svarūpaṃ rakṣati | NATURAL | Used for preserving essential nature or form. Common in philosophical contexts. |
| 5.6 | रूपं रक्षितम् | rūpaṃ rakṣitam | NATURAL | Less common than dharma/satya preservation but fully productive. |
| 6.1 | सत्यात् चलति | satyāt calati | NATURAL | Ablative + √cal expresses deviation or falling away. Common in contexts of moral/epistemic failure. |
| 6.1 | धर्मात् चलितः | dharmāt chalitaḥ | NATURAL | Often appears in negative constructions. |
| 6.2 | सत्यं जहाति | satyaṃ jahāti | NATURAL | Verb √hā for active abandonment of truth/dharma. Common in ethical condemnation. |
| 6.2 | धर्मं हीनः | dharmaṃ hīnaḥ | NATURAL | Past participle hīna "bereft of" frequently used. |
| 6.3 | असत्यात् निवृत्तः | asatyāt nivṛttaḥ | NATURAL | Compound verb ni-√vṛt with ablative for renunciation or abstention. Standard in ethical instruction. |
| 6.3 | अधर्मात् निवर्तते | adharmāt nivartate | NATURAL | Commonly used with negative terms for positive ethical action. |
| 6.4 | सत्यं नश्यति | satyaṃ naśyati | NATURAL | Intransitive verb √naś for perishing or destruction. Common in contexts of epistemic or moral decline. |
| 6.4 | प्रामाण्यं नष्टम् | prāmāṇyaṃ naṣṭam | NATURAL | Emphasizes complete loss. |
| 6.5 | प्रामाण्यं क्षीयते | prāmāṇyaṃ kṣīyate | NATURAL | Intransitive verb √kṣi for gradual diminishment. Less dramatic than √naś. |
| 6.5 | सत्यं क्षीणम् | satyaṃ kṣīṇam | NATURAL | Emphasizes process of decline rather than sudden loss. |
| 7.1 | धर्मो रक्षति रक्षितः | dharmo rakṣati rakṣitaḥ | NATURAL | Famous legal maxim from Manusmṛti expressing reciprocal relationship. Fixed expression. |
| 7.2 | सत्यमेव जयते | satyam eva jayate | NATURAL | Famous Upaniṣadic motto, adopted as national motto of India. Fixed expression but pattern productive. |
| 7.3 | सत्ये सति धर्मः भवति | satye sati dharmaḥ bhavati | NATURAL | Locative absolute construction expressing conditional relationship. Common in philosophical texts. |
| 7.3 | प्रमाणे सति प्रमा भवति | pramāṇe sati pramā bhavati | NATURAL | Sati indicates existence/presence of condition. |
| 7.4 | भ्रमात् उत्पन्नम् | bhramāt utpannam | NATURAL | Ablative of source + verb of arising for causal origination. Common in philosophical contexts. |
| 7.4 | सत्यात् धर्मः जायते | satyāt dharmaḥ jāyate | NATURAL | Emphasizes source or origin of result. |
| 7.5 | तत्त्वं क्रमात् जानाति | tattvaṃ kramāt jānāti | NATURAL | Adverbs kramāt/śanaiḥ with cognitive verbs express gradual realization. Common in pedagogical and philosophical contexts. |
| 7.5 | सत्यं शनैः पश्यति | satyaṃ śanaiḥ paśyati | NATURAL | Standard for gradual understanding. |
| 7.6 | तत्त्वं सहसा जानाति | tattvaṃ sahasā jānāti | NATURAL | Adverbs sahasā/ākasmāt with cognitive verbs express sudden realization. Common in narrative and mystical contexts. |
| 7.6 | सत्यम् आकस्मात् प्रकाशते | satyam ākasmāt prakāśate | NATURAL | Standard for sudden revelation. |
| 7.7 | मिथ्यात् सत्यं परिजानाति | mithyāt satyaṃ parijānāti | MARGINAL | Compound verb pari-√jñā with ablative source and accusative goal expresses transformation. Less common than simple √jñā but attested. |
| 7.8 | *Y causes Z to believe X is true | — | ABSENT | Sanskrit lacks simple, idiomatic causative construction. Concept expressed through indirect means. |
| 7.9 | *X stops being true | — | ABSENT | Sanskrit lacks simple, idiomatic expression for neutral cessation of truth-status. Available expressions emphasize falsification, loss, or refutation. |
| 8.1 | सत्यं भूतम् (अस्ति) | satyaṃ bhūtam (asti) | NATURAL | Past participles express completed action or achieved state. Extremely common for expressing established truth-status. |
| 8.1 | प्रमाणेन सिद्धम् | pramāṇena siddham | NATURAL | Auxiliary verb often omitted in present tense. |
| 8.1 | तत् साधितम् | tat sādhitam | NATURAL | Standard perfective construction. |
| 8.2 | सत्यं भवत् | satyaṃ bhavat | NATURAL (grammatically) / RESTRICTED (semantically) | Present participles express ongoing action. Less common than perfective for truth-domain due to nature of verification (typically punctual). |
| 8.2 | प्रमाणेन सिध्यत् | pramāṇena sidhyat | NATURAL (grammatically) / RESTRICTED (semantically) | More common with cognitive verbs. |
| 8.3 | सत्यं सदा वदति | satyaṃ sadā vadati | NATURAL | Simple present with adverbs of frequency expresses habitual action. Common for characterizing persons or practices. |
| 8.3 | नित्यं धर्मे तिष्ठति | nityaṃ dharme tiṣṭhati | NATURAL | Standard habitual construction. |
| 8.4 | सत्यं वक्तुम् आरभते | satyaṃ vaktum ārabh ate | NATURAL (grammatically) / LESS COMMON (in truth-domain) | Compound verb ā-√rabh with infinitive expresses inception. Less common with truth-domain vocabulary than with action verbs. |
| 8.4 | तत्त्वं ज्ञातुम् आरब्धम् | tattvaṃ jñātum ārabdham | NATURAL (grammatically) / LESS COMMON (in truth-domain) | Fully productive grammatically. |
| 8.5 | सत्यं वक्तुं न तिष्ठति | satyaṃ vaktuṃ na tiṣṭhati | NATURAL | No dedicated cessative morphology. Cessation expressed through negation of continuative verbs or verbs of abandonment. |
| 8.5 | सत्यं त्यजति | satyaṃ tyajati | NATURAL | Common in contexts of moral decline. |
