# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Sanskrit (sa)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| युक्त | yukta | joined, yoked, proper; past participle of √yuj "to join" | proper, fitting, appropriate, right, reasonable | Indicates what is fitting, appropriate, or logically sound. Used for both practical propriety and logical correctness. | [CORE] |
| अयुक्त | ayukta | not joined, improper; a- (negative) + yukta | improper, unfitting, inappropriate, unreasonable | Negation of yukta, indicating what is unfitting or logically unsound. | [CORE] |
| सम्यक् | samyak | completely together; sam- (together) + √añc "to bend" | correct, right, proper, complete, true | Adverbial and adjectival form indicating completeness and correctness. Common in Buddhist contexts (e.g., samyag-dṛṣṭi "right view"). | [CORE] |
| मिथ्या | mithyā | falsely, wrongly; adverbial form | falsely, wrongly, erroneously, illusory | Functions as adverb and in compounds to indicate falsehood or error. Central term in Vedānta for illusory appearance. | [CORE] |
| प्रामाण्य | prāmāṇya | state of being a pramāṇa; abstract noun from pramāṇa | validity, authoritativeness, reliability | Abstract noun denoting the property of being a valid source of knowledge. Technical term in epistemological discussions. | [CORE] |
| विपर्यय | viparyaya | reversal, inversion; vi- (apart) + pari- (around) + √i "to go" | error, perversion, mistaken cognition, reversal | Denotes cognitive error or mistaken understanding. One of five types of mental modifications in Yoga philosophy. | [CORE] |
| आभास | ābhāsa | appearance, semblance; ā- (toward) + √bhās "to shine" | appearance, semblance, false appearance, fallacy | Indicates mere appearance as opposed to reality, or fallacious reasoning. Used in logic for pseudo-inference. | [CORE] |
| सदृश | sadṛśa | similar, like; sa- (with) + √dṛś "to see" | similar, like, resembling, analogous | Denotes similarity or resemblance between objects or concepts. Used in comparative and analogical reasoning. | [CORE] |
| रूप | rūpa | form, appearance; from √rūp "to form" | form, appearance, shape, nature, character | Indicates visible form or essential nature of something. Used in philosophical contexts for both appearance and reality. | [CORE] |
| स्वरूप | svarūpa | own-form; sva "own" + rūpa "form" | own nature, essential form, true character | Denotes the essential or true nature of something as opposed to accidental properties. Common in philosophical discourse. | [CORE] |
| तत्त्व | tattva | thatness, true principle; tat "that" + -tva (abstract suffix) | reality, truth, principle, essence, category | Indicates fundamental reality or true principle. Used for metaphysical categories and essential truths. | [CORE] |
| वस्तु | vastu | thing, object, reality; from √vas "to dwell" | thing, object, reality, substance, fact | Denotes real object or actual state of affairs. Used to distinguish reality from appearance or conception. | [CORE] |
| अलीक | alīka | untrue, false; etymology uncertain | false, untrue, unreal, counterfeit | Indicates falsity or unreality, often of statements or appearances. Less common than satya/asatya but well-attested. | [MARGINAL] |
| कूट | kūṭa | false, fraudulent; also "peak, heap" | false, counterfeit, fraudulent, deceptive | Used for deliberate deception or counterfeit objects. Common in legal and ethical contexts for fraud. | [CORE] |
| छल | chala | fraud, deception; from √chal "to move" | fraud, deception, quibbling, fallacy | Denotes deceptive argumentation or fraudulent behavior. Technical term in Nyāya logic for sophistical refutation. | [CORE] |
| उपपत्ति | upapatti | occurrence, arising; upa- (near) + √pad "to fall, occur" | logical possibility, coherence, reasonableness, proof | Indicates logical coherence or rational justification. Used in philosophical contexts for what is rationally demonstrable. | [CORE] |
| सत्त्व | sattva | sat (being) + -tva (abstract suffix) | being, existence, essence; goodness, purity (in Sāṃkhya) | Used philosophically for existence or essential nature; in Sāṃkhya philosophy denotes one of three guṇas (qualities) characterized by lightness, purity, and goodness. Common in both metaphysical and ethical discourse. | [CORE] |
| सत्त्वत | sattvata | sattva + -ta (abstract suffix) | existence, being, reality | Abstract noun denoting the state of existence or reality. Used in philosophical texts to discuss ontological status. | [CORE] |
| सत्कार | satkāra | sat (good, true) + kāra (making, doing) | honor, respect, hospitality, good treatment | Used for respectful treatment or hospitality shown to guests, teachers, or worthy persons. Common in social and religious contexts. | [CORE] |
| सत्कृत | satkṛta | sat (well, good) + kṛta (done, made) | honored, respected, well-treated | Past participle describing someone who has been honored or treated well. Used in narrative and descriptive contexts. | [CORE] |
| सत्पुरुष | satpuruṣa | sat (good, virtuous) + puruṣa (man, person) | good person, virtuous man, gentleman | Designates a morally upright or virtuous person. Common in ethical discourse and character evaluation. | [CORE] |
| सज्जन | sajjana | sat (good) + jana (person, people) | good people, virtuous persons, gentlemen | Collective term for morally good or respectable people. Frequently used in contrast with durjana (wicked people). | [CORE] |
| सद्गुण | sadguṇa | sat (good) + guṇa (quality, virtue) | good quality, virtue, merit | Denotes positive moral qualities or virtues. Used in ethical and character evaluation. | [CORE] |
| सद्गति | sadgati | sat (good) + gati (going, destination) | good destination, salvation, heaven | Religious term for favorable rebirth or spiritual liberation. Common in soteriological discourse. | [CORE] |
| सद्भाव | sadbhāva | sat (being, good) + bhāva (state, existence) | existence, reality; goodwill, good disposition | Used both for ontological existence and for positive mental disposition or goodwill toward others. | [CORE] |
| सत्संग | satsaṅga | sat (good, true) + saṅga (association, company) | association with the good, company of the virtuous | Religious and ethical term for keeping company with spiritually advanced or morally good persons. Central concept in devotional traditions. | [CORE] |
| सत्कर्म | satkarma | sat (good) + karman (action, deed) | good deed, virtuous action | Denotes morally meritorious actions. Used in ethical and religious discussions of karma. | [CORE] |
| सत्पथ | satpatha | sat (good, right) + patha (path, way) | right path, correct way | Metaphorical expression for morally or spiritually correct course of action. Common in religious instruction. | [CORE] |
| सद्वृत्त | sadvṛtta | sat (good) + vṛtta (conduct, behavior) | good conduct, virtuous behavior | Denotes morally proper behavior or character. Used in ethical evaluation and instruction. | [CORE] |
| सद्वचन | sadvacana | sat (good, true) + vacana (speech, word) | true speech, good advice, wise words | Used for truthful or beneficial speech. Common in contexts of instruction and counsel. | [CORE] |
| सत्क्रिया | satkriyā | sat (good, proper) + kriyā (action, rite) | proper rite, funeral ceremony, good deed | Often specifically refers to funeral rites or obsequies, but also used more broadly for proper ritual action. | [CORE] |
| असत्कार | asatkāra | a- (not) + sat (good) + kāra (making) | dishonor, disrespect, ill-treatment | Opposite of satkāra; denotes disrespectful or improper treatment. Used in social and ethical contexts. | [CORE] |
| असत्पुरुष | asatpuruṣa | a- (not) + sat (good) + puruṣa (person) | bad person, wicked man | Designates morally corrupt or unvirtuous person. Used in ethical evaluation. | [CORE] |
| असद्भाव | asadbhāva | a- (not) + sat (being/good) + bhāva (state) | non-existence; ill-will, bad disposition | Used both for ontological non-existence and for negative mental states or ill-will. | [CORE] |
| सत्त्वगुण | sattvaguṇa | sattva (purity, goodness) + guṇa (quality) | quality of purity/goodness, sattva quality | Technical term in Sāṃkhya philosophy for the quality of purity, one of three fundamental qualities of prakṛti. | [CORE] |
| सत्त्वशुद्धि | sattvaśuddhi | sattva (being, essence) + śuddhi (purification) | purification of being/essence, mental purification | Used in spiritual contexts for purification of one's essential nature or mental state. | [CORE] |
| सत्यवादिन् | satyavādin | satya (truth) + vādin (speaking, one who speaks) | truth-speaker, truthful person, veracious | Designates someone characterized by truthful speech. Used in character evaluation and ethical discourse. | [CORE] |
| सत्यवचन | satyavacana | satya (truth) + vacana (speech, word) | true speech, truthful statement | Denotes speech that corresponds to fact or reality. Used in ethical and epistemological contexts. | [CORE] |
| सत्यव्रत | satyavrata | satya (truth) + vrata (vow, observance) | vow of truthfulness, one devoted to truth | Religious/ethical term for commitment to truthfulness as spiritual discipline. Used as epithet for truthful persons. | [CORE] |
| सत्यधर्म | satyadharma | satya (truth) + dharma (duty, law) | law of truth, duty of truthfulness | Denotes truthfulness as moral/religious duty. Common in dharmaśāstra and ethical texts. | [CORE] |
| सत्यसन्ध | satyasandha | satya (truth) + sandha (keeping, holding) | keeping truth, faithful to promises, truthful | Describes someone who keeps their word or maintains truthfulness. Used in character evaluation. | [CORE] |
| सत्यप्रतिज्ञ | satyapratijña | satya (true) + pratijñā (promise, assertion) | true to one's promise, faithful to vows | Describes someone who fulfills promises or maintains commitments. Common epithet in epic literature. | [CORE] |
| सत्यार्थ | satyārtha | satya (true) + artha (meaning, object) | true meaning, real purpose, genuine object | Used for the actual or true meaning of something, as opposed to apparent or false meaning. | [CORE] |
| सत्यभाषण | satyabhāṣaṇa | satya (truth) + bhāṣaṇa (speaking) | truth-speaking, speaking the truth | Denotes the act or practice of speaking truthfully. Used in ethical instruction. | [CORE] |
| सत्यवाक्य | satyavākya | satya (true) + vākya (sentence, statement) | true statement, truthful utterance | Denotes a statement that corresponds to fact. Used in epistemological and ethical contexts. | [CORE] |
| असत्यवादिन् | asatyavādin | a- (not) + satya (truth) + vādin (speaking) | liar, untruthful speaker | Designates someone characterized by false speech. Used in moral condemnation. | [CORE] |
| ऋतज्ञ | ṛtajña | ṛta (cosmic order) + jña (knowing) | knowing the cosmic order, wise | Vedic term for one who understands cosmic/moral order. Used as epithet for gods and sages. | [CORE] |
| ऋतावन् | ṛtāvan | ṛta (order, truth) + -van (possessive suffix) | possessing ṛta, truthful, pious | Vedic adjective describing gods or persons who embody cosmic order and truth. | [CORE] |
| ऋतायु | ṛtāyu | ṛta (truth, order) + āyu (life, going) | whose life is truth, living according to order | Vedic epithet for those whose life follows cosmic/moral order. | [MARGINAL] |
| ऋतचित् | ṛtacit | ṛta (order) + cit (thinking, perceiving) | mindful of order, observing truth | Vedic term for one who is conscious of or attentive to cosmic order. | [MARGINAL] |
| ऋतधीति | ṛtadhīti | ṛta (order) + dhīti (thought, devotion) | whose thought is truth, devoted to order | Vedic compound describing proper mental orientation toward cosmic order. | [MARGINAL] |
| ऋतव्रध्न | ṛtavradhna | ṛta (order) + vradhna (growing, increasing) | increasing order, promoting truth | Vedic epithet for deities who strengthen cosmic order. | [MARGINAL] |
| ऋतसाप् | ṛtasāp | ṛta (order) + sāp (following, serving) | following ṛta, servant of order | Vedic term for one who follows or serves cosmic order. | [MARGINAL] |
| ऋतु | ṛtu | from √ṛ (to go, fit); related to ṛta | season, fixed time, proper time | Denotes the seasons or any fixed/proper time. Represents temporal order and cyclical regularity in nature. | [CORE] |
| ऋतुकाल | ṛtukāla | ṛtu (season) + kāla (time) | seasonal time, proper season | Used for the appropriate time according to seasons. Common in agricultural, ritual, and medical contexts. | [CORE] |
| ऋतुमत् | ṛtumat | ṛtu (season, menstrual period) + -mat (possessive) | in season; menstruating (of women) | Used for women in their fertile period. Common in medical and dharmaśāstra texts. | [CORE] |
| ऋतुसंहार | ṛtusaṃhāra | ṛtu (season) + saṃhāra (collection, cycle) | cycle of seasons, collection of seasons | Title of Kālidāsa's poem describing the six seasons. Used for seasonal cycles. | [CORE] |
| अनृतवादिन् | anṛtavādin | anṛta (untruth) + vādin (speaking) | speaking untruth, liar | Designates one who speaks falsely. Used in ethical condemnation, particularly in Vedic and classical texts. | [CORE] |
| प्रमाता | pramātā | pra- (forth) + mātṛ (measurer, knower; agent noun from √mā) | knower, cognizer, knowing subject | Technical epistemological term for the subject of cognition, one who knows. Central in philosophical discussions of knowledge. | [CORE] |
| प्रमेय | prameya | pra- + √mā + -eya (gerundive suffix: "to be measured") | object of knowledge, knowable, measurable | Technical term for the object of valid cognition. Used in epistemology for what can be known through pramāṇas. | [CORE] |
| प्रमाणत्व | pramāṇatva | pramāṇa (valid means) + -tva (abstract suffix) | state of being a valid means of knowledge, validity | Abstract noun denoting the property or status of being a pramāṇa. Used in epistemological analysis. | [CORE] |
| प्रमाणाभास | pramāṇābhāsa | pramāṇa (valid means) + ābhāsa (appearance, semblance) | semblance of valid knowledge, pseudo-proof, fallacy | Technical term in logic for reasoning that appears valid but is actually fallacious. Used in Nyāya texts. | [CORE] |
| प्रमाणान्तर | pramāṇāntara | pramāṇa (valid means) + antara (other, different) | another means of knowledge, different proof | Used when discussing alternative sources of validation or different epistemic instruments. | [CORE] |
| प्रमाणबाध | pramāṇabādha | pramāṇa (valid means) + bādha (obstruction, contradiction) | contradiction by valid means, epistemic defeat | Technical term for when one valid cognition is contradicted by another. Used in epistemological debates. | [CORE] |
| प्रमाणसिद्ध | pramāṇasiddha | pramāṇa (valid means) + siddha (established, proved) | established by valid means, epistemically validated | Describes what has been proven or established through valid epistemic instruments. | [CORE] |
| प्रमाणविरुद्ध | pramāṇaviruddha | pramāṇa (valid means) + viruddha (opposed, contradicted) | contradicted by valid means, epistemically invalid | Describes claims that contradict validated knowledge. Used in philosophical refutation. | [CORE] |
| प्रमाणीकरण | pramāṇīkaraṇa | pramāṇa + -ī- + karaṇa (making, doing) | validation, authentication, verification | The act or process of validating or authenticating something. Used in legal and epistemic contexts. | [CORE] |
| प्रमाणीकृत | pramāṇīkṛta | pramāṇa + -ī- + kṛta (made, done) | validated, authenticated, verified | Past participle describing what has been validated or authenticated. Common in administrative and legal usage. | [CORE] |
| अप्रमाण | apramāṇa | a- (not) + pramāṇa (valid means) | invalid means, unreliable source, lack of proof | Denotes epistemic sources that are not valid or reliable. Used in epistemological critique. | [CORE] |
| अप्रमा | apramā | a- (not) + pramā (valid cognition) | invalid cognition, false knowledge, error | Technical term for cognition that is not epistemically valid. Includes doubt, error, and hypothetical cognition. | [CORE] |
| प्रमाणफल | pramāṇaphala | pramāṇa (valid means) + phala (fruit, result) | result of valid cognition, epistemic outcome | Technical term for the cognitive result produced by a valid means of knowledge. Debated in epistemology. | [CORE] |
| प्रमाणसमुच्चय | pramāṇasamuccaya | pramāṇa (valid means) + samuccaya (collection, combination) | collection of valid means, combination of proofs | Used when multiple epistemic sources converge or are combined. Discussed in epistemological texts. | [CORE] |
| प्रमाणसमप्लव | pramāṇasamaplava | pramāṇa (valid means) + samaplava (mutual destruction) | mutual cancellation of proofs, epistemic stalemate | Technical term for when valid means of knowledge contradict each other, leading to suspension of judgment. | [MARGINAL] |
| प्रमाणव्यवस्था | pramāṇavyavasthā | pramāṇa (valid means) + vyavasthā (arrangement, system) | system of valid means, epistemic framework | Refers to the systematic arrangement or classification of valid means of knowledge in philosophical systems. | [CORE] |
| प्रमाणता | pramāṇatā | pramāṇa + -tā (abstract suffix) | validity, state of being a valid means | Alternative abstract form to prāmāṇya, denoting the property of epistemic validity. | [CORE] |
| प्रत्यक्षप्रमाण | pratyakṣapramāṇa | pratyakṣa (perception) + pramāṇa (valid means) | perceptual knowledge, perception as valid means | Technical term for perception as one of the valid means of knowledge. Central in epistemology. | [CORE] |
| अनुमानप्रमाण | anumānapramāṇa | anumāna (inference) + pramāṇa (valid means) | inferential knowledge, inference as valid means | Technical term for inference as a valid epistemic instrument. Discussed extensively in logic texts. | [CORE] |
| शब्दप्रमाण | śabdapramāṇa | śabda (word, testimony) + pramāṇa (valid means) | verbal testimony, authoritative word as valid means | Technical term for reliable testimony as source of knowledge. Includes scriptural authority. | [CORE] |
| उपमानप्रमाण | upamānapramāṇa | upamāna (comparison, analogy) + pramāṇa (valid means) | analogical knowledge, comparison as valid means | Technical term for knowledge gained through analogy or comparison. Accepted in Nyāya epistemology. | [CORE] |
| अर्थापत्तिप्रमाण | arthāpattipramāṇa | arthāpatti (postulation, presumption) + pramāṇa (valid means) | presumptive knowledge, postulation as valid means | Technical term for knowledge gained through presumption or postulation. Accepted in Mīmāṃsā and Vedānta. | [CORE] |
| अनुपलब्धिप्रमाण | anupalabdhipramāṇa | anupalabdhi (non-apprehension) + pramāṇa (valid means) | knowledge through non-perception, absence as valid means | Technical term for knowledge of absence through non-perception. Discussed in Buddhist and some Hindu epistemologies. | [CORE] |
| मान | māna | from √mā (to measure) | measure, standard, respect, honor, pride | Used for measurement, standard of comparison, and also for honor or self-respect. Polysemous term with both epistemic and social dimensions. | [CORE] |
| मानदण्ड | mānadaṇḍa | māna (measure) + daṇḍa (stick, rod) | measuring rod, standard, criterion | Metaphorical term for standard or criterion of judgment. Used in evaluative contexts. | [CORE] |
| मानक | mānaka | māna (measure) + -ka (suffix) | standard, norm, criterion | Modern usage for standard or norm, especially in technical and administrative contexts. | [CORE] |
| उपमान | upamāna | upa- (near, toward) + māna (measure) | comparison, analogy, standard of comparison | Technical term for analogical reasoning or comparison. One of the pramāṇas in Nyāya epistemology. | [CORE] |
| प्रमाद | pramāda | pra- + √mad (to be intoxicated, negligent) | negligence, carelessness, inadvertence, error | Denotes careless error or negligent mistake. Used in ethical and legal contexts for culpable negligence. | [CORE] |
| परिमाण | parimāṇa | pari- (around) + māna (measure) | measure, quantity, size, extent | Denotes quantitative measurement or extent. Used in mathematical, philosophical, and ordinary contexts. | [CORE] |
| अपरिमाण | aparimāṇa | a- (not) + parimāṇa (measure) | immeasurable, unlimited, infinite | Describes what cannot be measured or has no limit. Used in metaphysical and mathematical contexts. | [CORE] |
| सम्यक्प्रमाण | samyakpramāṇa | samyak (correct, right) + pramāṇa (valid means) | correct means of knowledge, truly valid source | Emphasizes the correctness or genuine validity of an epistemic source. Used in epistemological precision. | [CORE] |
