| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| מהימן | נראה מהימן | *nirʾeh meheman* | seems reliable / appears credible | Common evaluative construction when reliability is being assessed but not fully established. It is frequent in cautious reporting and analysis. | [CORE] |
| מהימנות | מהימנות המקור | *mehemanut ha-maqor* | source reliability | Standard formal collocation in journalism, intelligence, archival work, and research. It refers to the assessed trustworthiness of a source. | [CORE] |
| מהימנות | מהימנות הנתונים | *mehemanut ha-netunim* | data reliability | Common in scientific, statistical, and policy contexts. It evaluates whether data can be depended on. | [CORE] |
| מהימנות | מהימנות עדים | *mehemanut ʿedim* | witness credibility | Standard legal expression for evaluating whether witnesses are trustworthy. It is common in judicial and evidentiary discussion. | [CORE] |
| מהימנות | להטיל ספק במהימנות | *lehatil safeq bi-mehemanut* | to cast doubt on the reliability/credibility of— | Common formal construction in law, journalism, and academic criticism. It is used when challenging the trustworthiness of evidence, testimony, or a source. | [CORE] |
| אמין | מקור אמין | *maqor amin* | reliable source | Very common everyday and semi-formal alternative to *מקור מהימן*. It is somewhat more colloquial and broadly usable. | [CORE] |
| אמין | לא אמין | *lo amin* | unreliable / not credible | Very common colloquial and general-purpose negated construction. It can be used for people, stories, devices, systems, and information. | [CORE] |
| אמין | נשמע אמין | *nishma amin* | sounds credible | Common conversational construction for tentative credibility assessment. It is especially natural when evaluating a claim, explanation, or story. | [CORE] |
| אמין | נראה אמין | *nirʾeh amin* | looks reliable / seems credible | Common evaluative construction for first-pass judgments about a person, source, or explanation. It is frequent in everyday speech. | [CORE] |
| אמין | מערכת אמינה | *maʿarekhet aminah* | a reliable system | Common technical and consumer collocation. It is used for machines, software, services, and infrastructures. | [CORE] |
| אמינות | אמינות גבוהה | *aminut gvohah* | high reliability / high credibility | Very common evaluative collocation in technical, consumer, and research contexts. It grades the dependability of systems, measures, or sources. | [CORE] |
| אמינות | אמינות נמוכה | *aminut nemukhah* | low reliability / low credibility | Common opposite collocation used in the same domains as *אמינות גבוהה*. It often appears in reviews, reports, and methodological discussion. | [CORE] |
| אמינות | בדיקת אמינות | *bediqat aminut* | reliability check / credibility check | Common in technical, administrative, and evaluative settings. Depending on context, it may refer to systems, information, or persons. | [CORE] |
| אמינות | מבחן אמינות | *mivḥan aminut* | reliability test | Standard formal collocation in technical, psychological, and evaluative contexts. It refers to testing consistency or trustworthiness. | [CORE] |
| אמינות | לפגוע באמינות | *lifgoaʿ be-aminut* | to damage credibility / reliability | Common in media, politics, law, and organizational discourse. It is used when an action or revelation undermines trust in a person, institution, or source. | [CORE] |
| אותנטי | חוויה אותנטית | *ḥavayah otentit* | an authentic experience | Common in tourism, culture, food, and lifestyle discourse. It emphasizes genuineness rather than imitation or staging. | [CORE] |
| אותנטי | קול אותנטי | *qol otenti* | an authentic voice | Common in artistic, literary, and identity-related discussion. It refers to expression perceived as genuine and not artificial. | [CORE] |
| אותנטי | לא אותנטי | *lo otenti* | inauthentic / not authentic | Common evaluative negated construction in cultural and interpersonal contexts. It is used for style, behavior, branding, and representation. | [CORE] |
| אותנטי | אוכל אותנטי | *okhel otenti* | authentic food | Very common in culinary discourse. It usually means faithful to an original tradition, style, or cuisine. | [CORE] |
| מקורי | העתק מקורי | *heʿteq meqori* | original copy | This exact combination is awkward in many contexts and not a preferred standard expression for authenticity. | [UNCERTAIN] |
| מקורי | המסמך המקורי | *ha-mismakh ha-meqori* | the original document | Very common in legal, bureaucratic, and archival contexts. It contrasts the original with copies or later versions. | [CORE] |
| מקורי | הגרסה המקורית | *ha-girsah ha-meqorit* | the original version | Common in publishing, translation, software, and media contexts. It refers to the first or source version rather than an adaptation or revision. | [CORE] |
| מקורי | רעיון מקורי | *raʿyon meqori* | an original idea | Very common, but here *מקורי* means “original/creative” rather than “authentic source-form.” The construction is central for the word, though semantically somewhat shifted. | [CORE] |
| מקורי | במקור | *ba-maqor* | originally / in the original | Common adverbial construction related to source/origin. It is widely used in translation, biography, and historical description. | [CORE] |
| זיוף | חשד לזיוף | *ḥashad le-ziyuf* | suspicion of forgery | Common legal and administrative collocation. It is used for documents, signatures, records, and goods. | [CORE] |
| זיוף | קורבן זיוף | *qorban ziyuf* | victim of forgery | Attested but less lexicalized than other legal collocations. It appears in reporting and legal description. | [MARGINAL] |
| זיוף | מקרה של זיוף | *miqreh shel ziyuf* | a case of forgery | Common descriptive construction in legal, journalistic, and administrative contexts. It is transparent and natural. | [CORE] |
| זיוף | זיוף מסמכים | *ziyuf mismakhim* | document forgery / falsification of documents | Standard legal and bureaucratic collocation. It is one of the most common specific uses of זיוף. | [CORE] |
| זיוף | זיוף חתימה | *ziyuf ḥatimah* | signature forgery | Very common legal and practical collocation. It refers specifically to forging someone’s signature. | [CORE] |
| מזויף | מסמך מזויף | *mismakh mezuyaf* | forged document | Standard and very common legal/bureaucratic collocation. It is used for papers, certificates, and records. | [CORE] |
| מזויף | חתימה מזויפת | *ḥatimah mezuyefet* | forged signature | Very common in legal and administrative contexts. It is a straightforward and established collocation. | [CORE] |
| מזויף | מוצר מזויף | *mutsar mezuyaf* | counterfeit product | Common in commerce, customs, and consumer protection contexts. It refers to fake branded or imitation goods. | [CORE] |
| מזויף | יצירת אמנות מזויפת | *yetsirat omanút mezuyefet* | forged artwork / fake work of art | Common in art-market and museum contexts. It refers to works falsely presented as genuine originals. | [CORE] |
| דומה ל־ | דומה לאמת | *dome la-ʾemet* | resembles the truth / seems true | Attested but not especially lexicalized; it appears in rhetorical or analytical contexts. It suggests plausibility without full commitment to truth. | [MARGINAL] |
| דומה ל־ | דומה למציאות | *dome la-metsiʾut* | resembles reality / looks realistic | Common in discussion of representation, art, media, and simulation. It evaluates resemblance rather than exact correspondence. | [CORE] |
| דומה ל־ | דומה למקור | *dome la-maqor* | resembles the original | Common in discussions of copies, reproductions, and imitations. It is especially natural when assessing visual or material similarity. | [CORE] |
| דומה ל־ | דומה מדי ל־ | *dome midei le-* | too similar to— | Common evaluative construction in art, law, branding, and everyday comparison. It often implies problematic imitation or insufficient distinctiveness. | [CORE] |
| זהה | זהה ל־ | *zehe le-* | identical to— | Core formal and everyday construction for exact sameness. It is common in legal, bureaucratic, technical, and ordinary descriptive contexts. | [CORE] |
| זהה | כמעט זהה ל־ | *kimʿat zehe le-* | almost identical to— | Common evaluative construction when near-exact similarity is being emphasized. It is frequent in technical comparison, design, and visual description. | [CORE] |
| זהה | זהה לחלוטין | *zehe la-ḥalutin* | completely identical | Common intensifying construction in formal and semi-formal usage. It stresses total sameness. | [CORE] |
| זהה | אינו זהה ל־ | *eino zehe le-* | is not identical to— | Common formal negated construction in legal, technical, and analytical writing. It distinguishes non-identity even where similarity exists. | [CORE] |
| תואם | תואם ל־ | *toʾem le-* | corresponds to / matches— | Core construction for conformity or correspondence. It is common in formal, technical, bureaucratic, and evaluative contexts. | [CORE] |
| תואם | תואם את | *toʾem et* | matches / corresponds to | Also common in modern usage, especially in administrative and technical language. Choice between *ל־* and direct object marking varies by style and context. | [CORE] |
| תואם | אינו תואם | *eino toʾem* | does not match / is not consistent | Very common in formal notices, technical diagnostics, and bureaucratic communication. It often signals mismatch with requirements, records, or facts. | [CORE] |
| תואם | תואם לדרישות | *toʾem le-drishot* | compliant with the requirements / matches the requirements | Standard formal collocation in regulation, procurement, and technical documentation. It concerns conformity rather than truth in the narrow sense. | [CORE] |
| תואם | תואם את העובדות | *toʾem et ha-uvdot* | matches the facts | Common in legal, journalistic, and analytical contexts. It evaluates whether a statement or account corresponds to established facts. | [CORE] |
| תואם למציאות | אינו תואם למציאות | *eino toʾem la-metsiʾut* | does not correspond to reality | Very common formal rejection formula in journalism, politics, and public argument. It is often used to deny that a description reflects actual conditions. | [CORE] |
| תואם למציאות | תיאור תואם למציאות | *teʾur toʾem la-metsiʾut* | a description true to reality | Common in criticism, testimony, and media analysis. It evaluates representational fidelity to actual conditions. | [CORE] |
| תואם למציאות | לא לגמרי תואם למציאות | *lo le-gamrei toʾem la-metsiʾut* | not entirely true to reality | Common hedge in analytical and journalistic correction. It signals partial mismatch rather than total fabrication. | [CORE] |
| כוזב | פרסום כוזב | *pirsum kozév* | false/misleading advertising; false publication | Common formal and legal collocation, especially in consumer protection and media regulation. It is more formal than everyday *לא נכון* or *שקרי*. | [CORE] |
| כוזב | הצהרה כוזבת | *hatsaharah kozevet* | false statement / false declaration | Standard legal and bureaucratic collocation. It is used for formally submitted or publicly issued false statements. | [CORE] |
| כוזב | עדות כוזבת | *ʿedut kozevet* | false testimony | Common legal expression. It belongs to formal judicial and evidentiary language. | [CORE] |
| כוזב | מצג כוזב | *matsag kozév* | false representation / misrepresentation | Established legal and commercial term. It is used when someone presents a misleading picture of facts or conditions. | [CORE] |
| כוזב | ידיעה כוזבת | *yediʿah kozevet* | false report / false item of news | Attested in journalistic and formal written usage, though less colloquial than other ways of saying “fake news” or “false report.” | [MARGINAL] |
| שקר | לספר שקר | *lesaper sheqer* | to tell a lie | Common everyday construction for lying. In colloquial speech, plural forms like *לספר שקרים* are also very common. | [CORE] |
| שקר | שקר גס | *sheqer gas* | blatant lie | Common emphatic collocation in argument, journalism, and political speech. It marks a lie as obvious or shameless. | [CORE] |
| שקר | שקר מוחלט | *sheqer muḥlat* | complete lie / absolute falsehood | Common emphatic collocation in denial and accusation. It is frequent in both spoken and written polemical language. | [CORE] |
| שקר | לחיות בשקר | *liḥyot be-sheqer* | to live a lie / live in falsehood | Established idiomatic expression for living dishonestly or in self-deception. It is common in personal, moral, and media discourse. | [CORE] |
| שקר | גלאי שקר | *galai sheqer* | lie detector | Standard lexicalized compound in legal, police, and popular contexts. It is highly familiar and widely understood. | [CORE] |
| שקר | שקר וכזב | *sheqer va-kazav* | lies and falsehood | Established rhetorical pairing, more literary or elevated than plain everyday speech. It appears in polemical and moralizing language. | [MARGINAL] |
| שקרי | טענה שקרית | *taʿanah sheqrit* | false claim | Common formal and semi-formal collocation in argumentation, journalism, and legal writing. It is more written in flavor than colloquial *לא נכון*. | [CORE] |
| שקרי | האשמה שקרית | *haʾashamah sheqrit* | false accusation | Very common in legal, interpersonal, and media contexts. It refers to an accusation that is untrue. | [CORE] |
| שקרי | מצג שקרי | *matsag sheqri* | false appearance / deceptive presentation | Attested in formal and legalistic usage, though *מצג כוזב* is often more standard in legal register. It remains natural in written evaluative language. | [MARGINAL] |
| שקרי | רושם שקרי | *roshem sheqri* | false impression | Common in journalism, criticism, and everyday evaluative language. It refers to a misleading appearance or inference. | [CORE] |
| ראוי | ראוי לציון | *raʾuy le-tsiyun* | noteworthy / worthy of mention | Very common formal and semi-formal expression in writing, reviews, and academic prose. It is one of the most established constructions with ראוי. | [CORE] |
| ראוי | ראוי לשבח | *raʾuy le-shevaḥ* | worthy of praise | Common evaluative construction in formal and public language. It is used for actions, achievements, and conduct judged positively. | [CORE] |
| ראוי | ראוי לגינוי | *raʾuy le-ginui* | deserving of condemnation | Common formal evaluative construction in journalism, politics, and moral commentary. It is often used in public denunciation. | [CORE] |
| ראוי | ראוי ל־ | *raʾuy le-* | worthy of / deserving of— | Core productive construction with broad use in moral, social, and rhetorical evaluation. It is highly natural across registers. | [CORE] |
| ראוי | אין זה ראוי | *ʾein ze raʾuy* | this is not proper / this is not fitting | Common formal and semi-formal judgment of impropriety. It is especially natural in public, educational, and ethical discourse. | [CORE] |
| מהות | מהות העניין | *mahut ha-inyan* | the essence of the matter | Very common formal expression in academic, legal, and argumentative discourse. It refers to the core substance rather than peripheral details. | [CORE] |
| מהות | לעמוד על מהות | *laʿamod ʿal mahut* | to grasp / dwell on the essence | Attested in formal and philosophical writing, though somewhat elevated in tone. It refers to identifying the essential character of something. | [MARGINAL] |
| מהות | מהות הדברים | *mahut ha-dvarim* | the essence of things / the substance of the matter | Common in formal speech and writing. It is used when contrasting essentials with surface details. | [CORE] |
| מהות | שינוי מהותי | *shinui mahuti* | substantial / essential change | Very common, but this uses the derived adjective *מהותי* rather than the base noun itself. Included here only as a closely related multi-word construction around the semantic field, not as a strict base-form construction. | [MARGINAL] |
