| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| אמת | אמת בפרסום | *ʾemet be-firsum* | “truth in advertising/publication” | truth in advertising | Used in legal, consumer, and media contexts for whether advertising claims are truthful and non-misleading. | [CORE] |
| אמת | אמיתות | *ʾamitut* | abstract/plural formation from אמת / אמיתי | truthfulness; veracity; truths | Formal and philosophical term that can refer either to truth as a quality or to truths as propositions. It is not as common as אמת in ordinary speech. | [MARGINAL] |
| אמת | לאמיתו של דבר | *la-ʾamito shel davar* | “to the truth of the matter” | in truth; actually; strictly speaking | Common formal and semi-formal phrase used to introduce a more exact or candid formulation. Frequent in writing and careful speech. | [CORE] |
| אמיתי | אמיתות | *ʾamitut* | abstract noun from אמיתי | truthfulness; veracity | Formal noun referring to truth as a quality, and in some contexts to truths as propositions. It belongs more to philosophical or elevated usage than to casual conversation. | [MARGINAL] |
| נכון | נכונות | *nekhonut* | abstract noun from נכון | correctness; readiness; willingness | This form is well attested, but in modern Hebrew it very often means “readiness” or “willingness,” not only “correctness.” Because of that semantic spread, its connection to factual truth/correctness is limited and context-dependent. | [MARGINAL] |
| לא נכון | (no common derivation identified) |  |  |  |  |  |
| צודק | לצדוק | *litsdoq* | verbal derivation from צ־ד־ק | to be right | Common verb in everyday speech and writing, especially in disputes and evaluations. It directly expresses that a person’s judgment or claim is right. | [CORE] |
| צודק | בצדק | *be-tsedeq* | “with justice/rightly” | rightly; justly | Common adverb in formal and semi-formal usage, as in *בצדק נטען ש־...*. It can indicate either justified evaluation or moral rightness. | [CORE] |
| צדק | צדקה | *tsedaqah* | noun from צ־ד־ק | charity; almsgiving | Very common word, historically tied to righteousness/justice. In current usage it usually refers specifically to charitable giving rather than truth or correctness. | [MARGINAL] |
| צדק | צדיק | *tsadiq* | adjectival/nominal form from צ־ד־ק | righteous person; righteous | Used in religious, moral, and literary contexts for a righteous person, and sometimes colloquially in approving or ironic ways. It is not a standard term for factual rightness. | [MARGINAL] |
| צדק | צדק חברתי | *tsedeq ḥevrati* | “social justice” | social justice | Common in politics, activism, sociology, and public debate. It refers to justice in social arrangements, not factual truth. | [CORE] |
| צדק | צדק משפטי | *tsedeq mishpati* | “legal justice” | legal justice | Used in legal and philosophical discussion of judicial fairness and lawful rightness. It is a standard formal collocation. | [CORE] |
| צדק | צדק היסטורי | *tsedeq histori* | “historical justice” | historical justice | Used in political and historiographical discourse concerning redress or recognition of past wrongs. It is established but less central than broader צדק expressions. | [MARGINAL] |
| צדק | תחושת צדק | *teḥushat tsedeq* | “feeling/sense of justice” | sense of justice | Common in moral, educational, and psychological discussion. It refers to a person’s felt orientation toward fairness. | [CORE] |
| צדק | עשיית צדק | *ʿasiyat tsedeq* | “doing justice” | doing justice | Used in legal, moral, and rhetorical contexts for bringing about justice or treating something fairly. It is a common formal expression. | [CORE] |
| צדק | נעשה צדק | *naʿaseh tsedeq* | “justice was done / let justice be done” | justice was done | Journalistic and rhetorical expression used after a fair outcome or punishment. It is recognizable but less neutral than basic צדק. | [MARGINAL] |
| צדק | בית צדק | *beit tsedeq* | “house of justice” | court of justice | Archaic or institutional-historical expression rather than the ordinary modern term for court. Its current status is limited. | [UNCERTAIN] |
| צדק | צדק חלוקתי | *tsedeq ḥaluqati* | “distributive justice” | distributive justice | Used in philosophy, economics, law, and political theory. It is established in academic and policy discourse. | [MARGINAL] |
| צדק | צדק מאחה | *tsedeq meʾaḥeh* | “restorative justice” | restorative justice | Used in legal, criminological, and social-policy discourse. It is specialized but attested. | [MARGINAL] |
| צדק | צדק פואטי | *tsedeq poʾeti* | “poetic justice” | poetic justice | Used in literary criticism and general commentary on fitting outcomes in stories or life. It is recognizable but not central to everyday evaluation. | [MARGINAL] |
| צדק | להצדיק | *lehatsdiq* | causative verbal derivation from צ־ד־ק | to justify | Very common in law, ethics, argumentation, and everyday explanation. It is used for justifying actions, decisions, expenses, or beliefs. | [CORE] |
| צדק | הצדקה | *hatsdaqah* | abstract noun from להצדיק | justification | Common in philosophy, law, policy, and ordinary reasoning. It refers to the grounds that make something warranted or defensible. | [CORE] |
| צדק | מוצדק | *mutsdaq* | passive/adjectival form from להצדיק | justified | Common for actions, criticism, anger, suspicion, costs, and measures judged warranted. It is frequent in both formal and everyday usage. | [CORE] |
| צדק | בלתי מוצדק | *bilti mutsdaq* | “un-justified” | unjustified | Common in legal, academic, journalistic, and everyday evaluative language. It marks something as lacking adequate grounds. | [CORE] |
| צדק | טענה מוצדקת | *taʿanah mutsdeqet* | “justified claim” | justified claim | Used in argumentation, law, and public debate for a claim judged warranted. It is a common evaluative collocation. | [CORE] |
| מדויק | בלתי מדויק | *bilti meduyaq* | “un-precise” | inaccurate; imprecise | Formal and semi-formal evaluative term for statements, reports, and measurements. It is common in criticism and correction. | [CORE] |
| מדויק | מידה מדויקת | *midah meduyeqet* | “precise measure” | exact measurement | Used in technical, culinary, scientific, and practical contexts. It emphasizes exact quantity or calibration. | [CORE] |
| מדויק | תיאור מדויק | *teʾur meduyaq* | “accurate description” | accurate description | Common in reporting, testimony, criticism, and academic writing. It evaluates how well a description matches what it describes. | [CORE] |
| מדויק | ניסוח מדויק | *nisuaḥ meduyaq* | “precise wording” | precise formulation | Common in law, editing, academia, and public communication. It refers to wording that is exact and carefully chosen. | [CORE] |
| מדויק | ציטוט מדויק | *tsitut meduyaq* | “accurate quotation” | exact quotation | Used in journalism, scholarship, and legal contexts where exact wording matters. It stresses fidelity to the original wording. | [CORE] |
| מדויק | אבחנה מדויקת | *avḥanah meduyeqet* | “precise distinction/diagnosis” | accurate diagnosis; precise distinction | Used in medicine, analysis, and conceptual discussion. It can refer either to diagnostic accuracy or to fine conceptual discrimination. | [CORE] |
| מדויק | פגיעה מדויקת | *pegiʿah meduyeqet* | “precise strike/hit” | precise strike; accurate hit | Used in military, sports, and technical targeting contexts. It is established but domain-specific. | [MARGINAL] |
| מדויק | שעון מדויק | *shaʿon meduyaq* | “accurate clock/watch” | accurate clock/watch | Used in technical and consumer evaluation of timekeeping devices. It is transparent and attested, though not especially lexicalized. | [MARGINAL] |
| מדויק | מדע מדויק | *madaʿ meduyaq* | “exact science” | exact science | Academic and educational expression, often more commonly encountered in the plural. It refers to disciplines characterized by formal or quantitative precision. | [MARGINAL] |
| מדויק | מדעים מדויקים | *madaʿim meduyaqim* | “exact sciences” | exact sciences | Standard academic and educational term for fields such as mathematics and physics. This plural collocation is more established than the singular. | [CORE] |
| דיוק | בדיוק | *be-diyuq* | ב־ + דיוק | exactly; precisely | Extremely common adverb in everyday speech. It is used for exact agreement, exact quantity, or emphatic confirmation. | [CORE] |
| דיוק | לא בדיוק | *lo be-diyuq* | “not exactly” | not exactly | Very common colloquial hedge or correction. It softens disagreement or indicates partial inaccuracy. | [CORE] |
| דיוק | בדיוק רב | *be-diyuq rav* | “with great precision” | with great precision | Common in scientific, technical, and formal descriptive writing. It emphasizes a high degree of exactness. | [CORE] |
| דיוק | לדייק | *ledayeq* | verbal derivation from ד־י־ק | to be precise; to refine; to state more exactly | Very common in speech and writing when clarifying wording or improving exactness. It is productive in metalinguistic and analytical contexts. | [CORE] |
| דיוק | דייקנות | *dayqanut* | abstract noun from דייקן | precision; meticulousness; exactness | Used for a personal or procedural quality of being exact and careful. Common in education, work evaluation, and technical contexts. | [CORE] |
| דיוק | דייקן | *dayqan* | adjectival/nominal form from ד־י־ק | precise person; meticulous; exact | Used for a person who is exact or meticulous, often in work habits, language, or measurement. It is established but less central than דיוק or מדויק. | [MARGINAL] |
| דיוק | לדייק בפרטים | *ledayeq ba-pratim* | “to be precise in the details” | to be precise about the details | Common semi-fixed collocation in conversation, editing, and analysis. It is used when sharpening or correcting a statement. | [CORE] |
| דיוק | אם לדייק | *ʾim ledayeq* | “if [one is] to be precise” | to be precise | Common discourse marker in speech and writing when correcting or sharpening a previous statement. It is especially frequent in explanatory contexts. | [CORE] |
| דיוק | ליתר דיוק | *le-yeter diyuq* | “for additional precision” | more precisely; to be more exact | Very common formal and semi-formal connective in writing and speech. It introduces a more exact formulation. | [CORE] |
| דיוק | חוסר דיוק | *ḥoser diyuq* | “lack of precision” | inaccuracy; imprecision | Common in criticism of wording, data, reporting, and measurement. It refers to insufficient exactness rather than outright falsehood. | [CORE] |
| דיוק | אי-דיוק | *ʾi-diyuq* | “non-precision” | inaccuracy | Formal written term in academic, technical, and editorial contexts. It overlaps with *חוסר דיוק* but is somewhat more formal. | [MARGINAL] |
| דיוק | דיוקן | *diyoqan* | historically related form | portrait | Common noun in art and visual description. In current usage it refers to a portrait rather than to precision as such, so the semantic link is peripheral. | [MARGINAL] |
| דיוק | דיוקן עצמי | *diyoqan ʿatsmi* | “self-portrait” | self-portrait | Used in art criticism, museum language, and literary metaphor. It belongs to the portrait sense rather than the precision sense. | [MARGINAL] |
| דיוק | דיוקן פסיכולוגי | *diyoqan psikologi* | “psychological portrait” | psychological portrait | Used in literary criticism, journalism, and social analysis. It belongs to the portrait sense rather than the precision sense. | [MARGINAL] |
| מהימן | מהימנות | *mehemanut* | abstract noun from מהימן | reliability; trustworthiness; credibility | Formal and professional term in law, administration, and research. It refers to the stable reliability of evidence, sources, data, or persons. | [CORE] |
| מהימן | מקור מהימן | *maqor meheman* | “reliable source” | reliable source | Very common in journalism, research, intelligence, and everyday discussion of information quality. It is a standard evaluative collocation. | [CORE] |
| מהימן | מידע מהימן | *meidaʿ meheman* | “reliable information” | reliable information | Used in media, administration, research, and public communication for information judged dependable. It is common in formal and semi-formal contexts. | [CORE] |
| מהימן | עדות מהימנה | *ʿedut mehemanah* | “reliable testimony” | credible testimony | Common in legal and investigative contexts for testimony considered trustworthy. It is a standard formal collocation. | [CORE] |
| מהימן | נתונים מהימנים | *netunim mehemanim* | “reliable data” | reliable data | Common in academic, scientific, statistical, and policy contexts. It evaluates the dependability of data rather than their philosophical truth. | [CORE] |
| מהימנות | מהימנות עדים | *mehemanut ʿedim* | “reliability of witnesses” | witness credibility | Used in legal and judicial contexts when evaluating whether witnesses can be trusted. It is a standard formal expression. | [CORE] |
| מהימנות | מהימנות המקור | *mehemanut ha-maqor* | “reliability of the source” | source reliability | Common in journalism, intelligence, research, and archival work. It refers to the assessed trustworthiness of a source. | [CORE] |
| מהימנות | מהימנות הנתונים | *mehemanut ha-netunim* | “reliability of the data” | data reliability | Common in scientific, statistical, and policy contexts. It refers to the dependability and consistency of data. | [CORE] |
| אמין | אמינות | *ʾaminut* | abstract noun from אמין | reliability; credibility; trustworthiness | Common in technical, media, consumer, and institutional contexts. It refers to stable dependability across uses or judgments. | [CORE] |
| אמין | בדיקת אמינות | *bediqat ʾaminut* | “reliability check” | reliability test; credibility check | Used for systems, products, employees, testimony, and information. It is common in technical and administrative settings. | [CORE] |
| אמין | מבחן אמינות | *mivḥan ʾaminut* | “reliability test” | reliability test | Used in technical, psychological, and evaluative contexts for testing consistency or trustworthiness. It is a standard formal collocation. | [CORE] |
| אמינות | אמינות בין-שופטית | *ʾaminut ben-shofṭit* | “inter-judge reliability” | inter-rater reliability | Academic and scientific methodological term, especially in psychology, linguistics, and coding studies. It is specialized rather than general-purpose. | [MARGINAL] |
| אמינות | אמינות פנימית | *ʾaminut penimit* | “internal reliability” | internal reliability; internal consistency | Statistical and psychometric term used in research methodology. It is well attested but specialized. | [MARGINAL] |
| אמינות | אמינות גבוהה / נמוכה | *ʾaminut gvohah / nemukhah* | “high / low reliability” | high / low reliability | Common evaluative collocation in technical, consumer, and research contexts. It is used to grade the dependability of systems, measures, or sources. | [CORE] |
| אותנטי | (no common derivation identified) |  |  |  |  |  |
| מקורי | (no common derivation identified) |  |  |  |  |  |
| זיוף | מזויף | *mezuyaf* | passive/adjectival form from זיוף | forged; counterfeit; fake | Standard term for documents, signatures, products, artworks, and other items judged not genuine. Common in legal and practical contexts. | [CORE] |
| מזויף | (no common derivation identified) |  |  |  |  |  |
| דומה ל־ | (no common derivation identified) |  |  |  |  |  |
| זהה | (no common derivation identified) |  |  |  |  |  |
| תואם | (no common derivation identified) |  |  |  |  |  |
| תואם למציאות | (no common derivation identified) |  |  |  |  |  |
| כוזב | (no common derivation identified) |  |  |  |  |  |
| שקר | שקרי | *sheqri* | adjectival form from שקר | false; deceitful; spurious | Used for claims, representations, accusations, or appearances judged false or deceptive. It is more common in formal or written style than in casual conversation. | [CORE] |
| שקרי | (no common derivation identified) |  |  |  |  |  |
| ראוי | (no common derivation identified) |  |  |  |  |  |
| מהות | (no common derivation identified) |  |  |  |  |  |
