| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| האמת היא ש־ | *ha-ʾemet hi she-* | “the truth is that—” | the truth is that, actually | Fixed phrase for introducing what the speaker presents as the real situation. Common in speech, interviews, and argumentative prose. | [CORE] |
| אמת לאמיתה | *ʾemet la-ʾamitah* | “truth to its truth” | the full truth, truth in the deepest sense | Literary, rabbinic, and elevated usage. Used when emphasizing complete or essential truth rather than partial correctness. | [MARGINAL] |
| דבר אמת | *davar ʾemet* | “word/thing of truth” | true statement, truthful thing | Formal, literary, and religious usage for a truthful utterance or valid claim. Less common in casual speech. | [MARGINAL] |
| אנשי אמת | *anshei ʾemet* | “people of truth” | truthful people, people of integrity | Biblical, religious, and elevated moral discourse. Used for persons marked by honesty and integrity. | [MARGINAL] |
| תורת אמת | *torat ʾemet* | “teaching/law of truth” | true teaching, Torah of truth | Religious and liturgical usage. Refers to divine teaching or doctrine understood as true. | [MARGINAL] |
| חותמו של הקדוש ברוך הוא אמת | *ḥotamo shel ha-qadosh barukh hu ʾemet* | “the seal of the Holy One, blessed be He, is truth” | “God’s seal is truth” | Rabbinic and religious discourse. A fixed traditional saying about divine truthfulness. | [MARGINAL] |
| אמת ויציב | *ʾemet ve-yatsiv* | “true and firm” | true and certain / true and established | Liturgical and religious phrase, also recognizable culturally outside prayer contexts. It can be cited as a formula of affirmation. | [MARGINAL] |
| אמת ושלום | *ʾemet ve-shalom* | “truth and peace” | truth and peace | Biblical, religious, and public-moral discourse. Used in value language rather than narrow factual evaluation. | [MARGINAL] |
| איש אמת | *ʾish ʾemet* | “man of truth” | truthful man, man of integrity | Literary, moral, and religious usage for a person characterized by honesty. Not especially colloquial. | [MARGINAL] |
| רגע של אמת | *rega shel ʾemet* | “moment of truth” | moment of truth | Common in media, sports, politics, and everyday speech for a decisive test or revealing moment. | [CORE] |
| מבחן האמת | *mivḥan ha-ʾemet* | “test of truth” | real test, test of reality | Common in journalism, politics, law, and commentary for the practical test that reveals whether a claim or plan holds up. | [CORE] |
| אמת בפרסום | *ʾemet be-firsum* | “truth in advertising/publication” | truth in advertising | Legal, consumer, and media contexts concerning whether advertising claims are truthful and non-misleading. | [CORE] |
| אמיתות | *ʾamitut* | abstract noun from אמיתי / אמת | truthfulness, veracity; truths | Formal and philosophical usage. Can refer either to truth as a quality or to truths as propositions. | [MARGINAL] |
| לאמיתו של דבר | *la-ʾamito shel davar* | “to the truth of the matter” | in truth, actually, strictly speaking | Formal and semi-formal phrase in writing and speech. Used to introduce a more exact or candid formulation. | [CORE] |
| אמנם | *ʾomnam* | historically related to the same root-family | indeed, admittedly | Common formal connective in writing and speech, often concessive. Its function is discourse-structural rather than direct truth labeling. | [MARGINAL] |
| אמן | *ʾamen* | liturgical form from א־מ־נ | amen | Religious and ritual affirmation meaning roughly “so be it / truly.” Also used figuratively in secular speech as emphatic agreement. | [MARGINAL] |
| אמונה | *ʾemunah* | abstract noun from א־מ־נ | faith, belief | Very common in religious, philosophical, and everyday contexts for faith, belief, or trust. It extends beyond factual truth into conviction and religious commitment. | [MARGINAL] |
| להאמין | *lehaʾamin* | verbal derivation from א־מ־נ | to believe, to trust | Common verb for believing a claim, trusting a person, or having faith. Used in everyday, legal, and religious contexts. | [CORE] |
| מאמין | *maʾamin* | participial form from להאמין | believer; believing | Used for a person who believes, especially in religious contexts, but also for someone who trusts or accepts something. | [MARGINAL] |
| נאמן | *neʾeman* | adjectival form from א־מ־נ | faithful, loyal, trustworthy | Common in legal, political, relational, and religious contexts. It often emphasizes loyalty or fidelity more than evidential reliability. | [CORE] |
| נאמנות | *neʾemanut* | abstract noun from נאמן | loyalty, faithfulness | Used for loyalty in relationships, institutions, brands, politics, and ethics. It is adjacent to trustworthiness but often not about truth conditions directly. | [MARGINAL] |
| חובת נאמנות | *ḥovat neʾemanut* | “duty of loyalty/faithfulness” | fiduciary duty, duty of loyalty | Legal and corporate usage for obligations of loyalty owed by officeholders, trustees, and similar actors. | [MARGINAL] |
| עד נאמן | *ʿed neʾeman* | “faithful/trustworthy witness” | reliable witness, credible witness | Legal, religious, and formal evaluative contexts for a witness considered trustworthy. | [CORE] |
| מקור מהימן | *maqor meheman* | “reliable source” | reliable source | Very common in journalism, research, intelligence, and everyday discussion of information quality. | [CORE] |
| מידע מהימן | *meidaʿ meheman* | “reliable information” | reliable information | Used in media, administration, research, and public communication for information judged dependable. | [CORE] |
| עדות מהימנה | *ʿedut mehemanah* | “reliable testimony” | credible testimony | Legal and investigative contexts for testimony considered trustworthy. | [CORE] |
| נתונים מהימנים | *netunim mehemanim* | “reliable data” | reliable data | Common in academic, scientific, statistical, and policy contexts. | [CORE] |
| אמין | *ʾamin* | adjectival form from א־מ־נ | reliable, trustworthy | Very common in everyday speech for people, devices, systems, services, and information. | [CORE] |
| אמינות | *ʾaminut* | abstract noun from אמין | reliability, credibility | Common in technical, media, consumer, and institutional contexts. Used for stable dependability. | [CORE] |
| בדיקת אמינות | *bediqat ʾaminut* | “reliability check” | reliability test, credibility check | Used for systems, products, employees, testimony, and information. Common in technical and administrative settings. | [CORE] |
| מבחן אמינות | *mivḥan ʾaminut* | “reliability test” | reliability test | Technical, psychological, and evaluative contexts for testing consistency or trustworthiness. | [CORE] |
| אמינות בין-שופטית | *ʾaminut ben-shofṭit* | “inter-judge reliability” | inter-rater reliability | Academic and scientific methodology, especially in psychology, linguistics, and coding studies. | [MARGINAL] |
| אמינות פנימית | *ʾaminut penimit* | “internal reliability” | internal reliability / internal consistency | Statistical and psychometric usage. | [MARGINAL] |
| אמינות גבוהה / נמוכה | *ʾaminut gvohah / nemukhah* | “high / low reliability” | high / low reliability | Common evaluative collocation in technical, consumer, and research contexts. | [CORE] |
| מהימן | *meheman* | adjectival form from א־מ־נ | reliable, trustworthy, credible | More formal than אמין; common for sources, testimony, reports, and institutions. | [CORE] |
| מהימנות | *mehemanut* | abstract noun from מהימן | reliability, trustworthiness, credibility | Formal and professional term in law, administration, and research. | [CORE] |
| מהימנות עדים | *mehemanut ʿedim* | “reliability of witnesses” | witness credibility | Legal and judicial contexts. | [CORE] |
| מהימנות המקור | *mehemanut ha-maqor* | “reliability of the source” | source reliability | Journalism, intelligence, research, and archival work. | [CORE] |
| מהימנות הנתונים | *mehemanut ha-netunim* | “reliability of the data” | data reliability | Scientific, statistical, and policy contexts. | [CORE] |
| צדק | *tsedeq* | root noun | justice, righteousness, rightness | Core noun in legal, moral, political, and philosophical discourse. It concerns justice and rightness rather than simple factual truth. | [CORE] |
| צודק | *tsodek* | participial/adjectival form from צ־ד־ק | right, justified | Very common for saying a person is right in an argument, judgment, or complaint. | [CORE] |
| לצדוק | *litsdoq* | verbal derivation from צ־ד־ק | to be right | Common verb in everyday speech and writing, especially in disputes and evaluations. | [CORE] |
| צדקה | *tsedaqah* | noun from צ־ד־ק | charity, almsgiving | Very common in religious, social, and institutional contexts. The form is historically tied to righteousness/justice but in current use often refers specifically to charitable giving. | [MARGINAL] |
| צדיק | *tsadiq* | adjectival/nominal form from צ־ד־ק | righteous person, righteous | Religious, moral, and literary usage for a righteous person; also colloquially sometimes approving or ironic. | [MARGINAL] |
| צדק חברתי | *tsedeq ḥevrati* | “social justice” | social justice | Common in politics, activism, sociology, and public debate. | [CORE] |
| צדק משפטי | *tsedeq mishpati* | “legal justice” | legal justice | Legal and philosophical discussion of judicial fairness and lawful rightness. | [CORE] |
| צדק היסטורי | *tsedeq histori* | “historical justice” | historical justice | Public, political, and historiographical discourse concerning redress or recognition of past wrongs. | [MARGINAL] |
| תחושת צדק | *teḥushat tsedeq* | “feeling/sense of justice” | sense of justice | Common in moral, educational, and psychological discussion. | [CORE] |
| עשיית צדק | *ʿasiyat tsedeq* | “doing justice” | doing justice | Legal, moral, and rhetorical usage for bringing about justice or treating something fairly. | [CORE] |
| נעשה צדק | *naʿaseh tsedeq* | “justice was done / let justice be done” | justice was done | Journalistic, legal, and rhetorical usage after a fair outcome or punishment. | [MARGINAL] |
| בית צדק | *beit tsedeq* | “house of justice” | court of justice | Archaic, literary, or institutional-historical usage; not the ordinary modern term for court. | [UNCERTAIN] |
| צדק חלוקתי | *tsedeq ḥaluqati* | “distributive justice” | distributive justice | Philosophy, economics, law, and political theory. | [MARGINAL] |
| צדק מאחה | *tsedeq meʾaḥeh* | “restorative justice” | restorative justice | Legal, criminological, and social-policy discourse. | [MARGINAL] |
| צדק פואטי | *tsedeq poʾeti* | “poetic justice” | poetic justice | Literary criticism and general commentary on fitting outcomes in stories or life. | [MARGINAL] |
| להצדיק | *lehatsdiq* | causative verbal derivation from צ־ד־ק | to justify | Very common in argumentation, law, ethics, and everyday explanation. Used for justifying actions, decisions, expenses, or beliefs. | [CORE] |
| הצדקה | *hatsdaqah* | abstract noun from להצדיק | justification | Common in philosophy, law, policy, and everyday reasoning. | [CORE] |
| מוצדק | *mutsdaq* | passive/adjectival form from להצדיק | justified | Common for actions, criticism, anger, suspicion, costs, and measures judged warranted. | [CORE] |
| בלתי מוצדק | *bilti mutsdaq* | “un-justified” | unjustified | Common in legal, academic, journalistic, and everyday evaluative language. | [CORE] |
| טענה מוצדקת | *taʿanah mutsdeqet* | “justified claim” | justified claim | Used in argumentation, law, and public debate. | [CORE] |
| בצדק | *be-tsedeq* | “with justice/rightly” | rightly, justly | Common adverb in formal and semi-formal speech and writing: *בצדק נטען ש־...* “it is rightly claimed that...”. | [CORE] |
| צדקתי | *tsadaqti* | verbal past form from לצְדוק | I was right | Very common colloquial expression, but excluded as an inflected form of a P1 item. | [excluded] |
| הוא צודק | *hu tsodek* | clause with participle | he is right | Common sentence, but excluded as a free phrase built from inflection rather than a fixed expression. | [excluded] |
| דיוק | *diyuq* | root noun | precision, accuracy | Common in technical, linguistic, scientific, and everyday evaluative contexts. | [CORE] |
| מדויק | *meduyaq* | passive/adjectival form from ד־י־ק | precise, accurate, exact | Common for descriptions, measurements, quotations, timing, and formulations. | [CORE] |
| לדייק | *ledayeq* | verbal derivation from ד־י־ק | to be precise; to refine; to state more exactly | Very common in speech and writing when clarifying wording or improving exactness. | [CORE] |
| דייקנות | *dayqanut* | abstract noun from דייקן | precision, meticulousness, exactness | Used for a personal or procedural quality of being exact and careful. Common in education, work evaluation, and technical contexts. | [CORE] |
| דייקן | *dayqan* | adjectival/nominal form from ד־י־ק | precise person; meticulous; exact | Used for a person who is exact or meticulous, often in work habits, language, or measurement. | [MARGINAL] |
| בדיוק | *be-diyuq* | ב־ + דיוק | exactly, precisely | Extremely common adverb in everyday speech. Used for exact agreement, exact quantity, or emphatic confirmation. | [CORE] |
| לא בדיוק | *lo be-diyuq* | “not exactly” | not exactly | Very common colloquial hedge or correction. Used to soften disagreement or indicate partial inaccuracy. | [CORE] |
| בדיוק רב | *be-diyuq rav* | “with great precision” | with great precision | Common in scientific, technical, and formal descriptive writing. | [CORE] |
| מידה מדויקת | *midah meduyeqet* | “precise measure” | exact measurement | Technical, culinary, scientific, and practical contexts. | [CORE] |
| תיאור מדויק | *teʾur meduyaq* | “accurate description” | accurate description | Common in reporting, testimony, criticism, and academic writing. | [CORE] |
| ניסוח מדויק | *nisuaḥ meduyaq* | “precise wording” | precise formulation | Common in law, editing, academia, and public communication. | [CORE] |
| ציטוט מדויק | *tsitut meduyaq* | “accurate quotation” | exact quotation | Used in journalism, scholarship, and legal contexts where exact wording matters. | [CORE] |
| אבחנה מדויקת | *avḥanah meduyeqet* | “precise distinction/diagnosis” | accurate diagnosis; precise distinction | Used in medicine, analysis, and conceptual discussion. | [CORE] |
| פגיעה מדויקת | *pegiʿah meduyeqet* | “precise strike/hit” | precise strike, accurate hit | Military, sports, and technical targeting contexts. | [MARGINAL] |
| שעון מדויק | *shaʿon meduyaq* | “accurate clock/watch” | accurate clock/watch | Technical and consumer evaluation of timekeeping devices. | [MARGINAL] |
| מדע מדויק | *madaʿ meduyaq* | “exact science” | exact science | Academic and educational usage, often in the plural *מדעים מדויקים* for exact sciences. | [MARGINAL] |
| מדעים מדויקים | *madaʿim meduyaqim* | “exact sciences” | exact sciences | Standard academic and educational term for fields such as mathematics and physics. | [CORE] |
| דיוקן | *diyoqan* | historically related form | portrait | Common noun in art, literature, and visual description. In current usage it refers to a portrait rather than precision as such. | [MARGINAL] |
| דיוקן עצמי | *diyoqan ʿatsmi* | “self-portrait” | self-portrait | Art criticism, museum language, and literary metaphor. | [MARGINAL] |
| דיוקן פסיכולוגי | *diyoqan psikologi* | “psychological portrait” | psychological portrait | Literary criticism, journalism, and social analysis. | [MARGINAL] |
| לדייק בפרטים | *ledayeq ba-pratim* | “to be precise in the details” | to be precise about the details | Common semi-fixed collocation in conversation, editing, and analysis. | [CORE] |
| אם לדייק | *ʾim ledayeq* | “if [one is] to be precise” | to be precise | Common discourse marker in speech and writing when correcting or sharpening a statement. | [CORE] |
| ליתר דיוק | *le-yeter diyuq* | “for additional precision” | more precisely, to be more exact | Very common formal and semi-formal connective in writing and speech. | [CORE] |
| חוסר דיוק | *ḥoser diyuq* | “lack of precision” | inaccuracy, imprecision | Common in criticism of wording, data, reporting, and measurement. | [CORE] |
| אי-דיוק | *ʾi-diyuq* | “non-precision” | inaccuracy | Formal written usage in academic, technical, and editorial contexts. | [MARGINAL] |
| בלתי מדויק | *bilti meduyaq* | “un-precise” | inaccurate, imprecise | Formal and semi-formal evaluative language for statements, reports, and measurements. | [CORE] |
