# F1 — VOCABULARY TABLE: Korean Truth Vocabulary

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| 의심하다 | uisimhada | doubt + heart + to do (疑心) | to doubt, to suspect, to question | Expresses doubt or suspicion about the truth or reliability of statements or situations. Used when questioning the accuracy or genuineness of claims or appearances. | [CORE] |
| 속이다 | sogida | to deceive, to cheat | to deceive, to trick, to fool | Describes the act of deliberately misleading or deceiving someone. Common in everyday speech when discussing dishonest behavior or false representations intended to mislead. | [CORE] |
| 진위 | jinwi | true + false (眞僞) | truth or falsehood, authenticity | Formal term referring to the distinction between true and false, or the question of authenticity. Often used in legal, academic, or investigative contexts when determining veracity. | [CORE] |
| 실제 | silje | real + occasion (實際) | reality, actuality, practice | Refers to actual reality or practical circumstances as opposed to theory or appearance. Commonly used to contrast what is real with what is imagined, planned, or claimed. | [CORE] |
| 허위 | heowi | empty + false (虛僞) | falsehood, falsity, untruth | Formal term for falsehood or deception, particularly in legal and official contexts. Often appears in compounds like 허위사실 (false facts) or 허위진술 (false testimony). | [CORE] |
| 정당하다 | jeongdanghada | correct + appropriate + to be (正當) | legitimate, justified, rightful | Indicates legitimacy or justification according to legal, moral, or logical standards. Used to evaluate whether actions, claims, or rights are properly grounded or warranted. | [CORE] |
| 타당하다 | tadanghada | appropriate + suitable + to be (妥當) | valid, reasonable, appropriate | Describes logical validity or reasonableness of arguments, claims, or decisions. Common in academic and formal discourse when evaluating the soundness of reasoning or appropriateness of conclusions. | [CORE] |
| 그럴듯하다 | geureoldeuthada | seem + like that + to be | plausible, likely, seemingly true | Indicates that something appears plausible or believable on the surface. Often used when something seems true but may require further verification, carrying slight skepticism. | [CORE] |
| 진본 | jinbon | true + original (眞本) | original, authentic copy, genuine article | Refers to an authentic original document, artwork, or object as opposed to copies or forgeries. Used in art, legal, and archival contexts when establishing authenticity. | [MARGINAL] |
| 위조 | wijo | false + make (僞造) | forgery, counterfeit, fabrication | Refers to the act of creating false documents, currency, or objects with intent to deceive. Common in legal and criminal contexts when discussing fraudulent reproduction. | [CORE] |
| 본질 | bonjil | root + substance (本質) | essence, nature, substance | Philosophical and formal term for the essential nature or fundamental character of something. Used when discussing what something truly or fundamentally is, beyond appearances. | [CORE] |
| 진실성 | jinsilseong | truth + nature/quality (眞實性) | truthfulness, veracity, authenticity | Abstract noun referring to the quality of being truthful or authentic. Used in formal contexts to discuss the degree or nature of truthfulness in statements, representations, or character. | [CORE] |
| 진심 | jinsim | true (眞) + heart/mind (心) | sincerity, true heart, genuine feelings | Used to express genuine emotions or intentions, particularly when emphasizing that one's words or actions come from authentic feelings rather than pretense. Common in both spoken and written contexts. | [CORE] |
| 진의 | jinui | true (眞) + meaning/intention (意) | true intention, real meaning | Refers to the genuine intention behind words or actions, often used when clarifying what someone really meant or when questioning underlying motives. Common in formal and informal discourse. | [CORE] |
| 진가 | jinga | true (眞) + value/worth (價) | true value, real worth | Used to describe the genuine value or worth of something that may not be immediately apparent. Often appears in phrases like "진가를 발휘하다" (to demonstrate one's true worth). | [CORE] |
| 진면목 | jinmyeonmok | true (眞) + face (面) + eye (目) | true character, real nature | Refers to the genuine character or true nature of a person or thing, often revealed in particular circumstances. Used when discussing what someone or something is really like beneath surface appearances. | [CORE] |
| 진품 | jinpum | true (眞) + product/item (品) | genuine article, authentic item | Used in commercial and art contexts to distinguish authentic items from counterfeits or reproductions. Common when discussing art, antiques, or luxury goods. | [CORE] |
| 진술 | jinsul | true (眞) + state/述 (述) | statement, testimony, deposition | Formal term for statements or testimony, particularly in legal contexts. Used when referring to official accounts or declarations, especially in court or investigative settings. | [CORE] |
| 진상 | jinsang | true (眞) + situation/appearance (相) | true facts, real situation, truth of the matter | Refers to the actual facts or true circumstances of a situation, often used in investigative or journalistic contexts when uncovering what really happened. Common in phrases like "진상을 밝히다" (to reveal the truth). | [CORE] |
| 진실되다 | jinsilDoeda | true (眞) + reality (實) + become (되다) | to be truthful, to be sincere | Describes someone or something as being characterized by truthfulness or sincerity. More formal than simple 진실, used in evaluative contexts. | [CORE] |
| 진짜배기 | jinjjabbaegi | true (진짜) + genuine marker (배기) | the real deal, genuine article, authentic thing | Colloquial intensified form of 진짜, emphasizing extreme authenticity or genuineness. Used in casual speech to stress that something is truly authentic. | [CORE] |
| 진정성 | jinjeongseonng | true (眞) + genuine (正) + quality/nature (性) | authenticity, genuineness, sincerity | Abstract noun referring to the quality of being genuine or sincere. Used in formal discourse when evaluating the authenticity of expressions, representations, or character. | [CORE] |
| 진배없다 | jinbaeeobda | true (眞) + difference (배) + not exist (없다) | to be no different from, to be virtually the same as | Idiomatic expression meaning something is essentially the same as something else, with no real difference. Used in comparisons to emphasize similarity or equivalence. | [CORE] |
| 진단 | jindan | examine (診) + determine (斷) | diagnosis, assessment | Medical and analytical term for diagnosis or assessment. While 診 is a different character, it shares the jin pronunciation and appears in truth-evaluation contexts when determining actual conditions. | [MARGINAL] |
| 진위여부 | jinwiyeobu | true (眞) + false (僞) + whether (여부) | whether true or false, authenticity question | Formal expression used when the question is whether something is true or false. Common in investigative, legal, and academic contexts. | [CORE] |
| 진실공방 | jinsilgongbang | truth (眞實) + attack (攻) + defense (防) | battle over truth, dispute over facts | Journalistic and legal term for disputes where parties contest what is true. Used when describing conflicts over factual claims. | [CORE] |
| 진실게임 | jinsilgeim | truth (眞實) + game (game) | truth game, truth or dare | Refers to games or situations where participants must tell the truth. Also used metaphorically for situations where honesty is demanded or tested. | [CORE] |
| 진실규명 | jinsilgyumyeong | truth (眞實) + clarify (糾) + bright (明) | truth clarification, fact-finding | Formal term used in investigative and legal contexts for the process of establishing the truth or clarifying facts. Common in official inquiries and commissions. | [CORE] |
| 진혼 | jinhon | calm (鎭) + soul (魂) | consoling the dead, requiem | Religious and ceremonial term for rituals or acts that console the spirits of the dead. Different 진 character (鎭) but shares pronunciation. | [MARGINAL] |
| 진액 | jinaek | essence (眞) + liquid (液) | essence, sap, vital fluid | Refers to essential fluids or extracts, particularly in traditional medicine or cooking contexts. Used when discussing concentrated essences. | [MARGINAL] |
| 진수 | jinsu | true (眞) + essence/marrow (髓) | essence, quintessence, true nature | Refers to the essential or quintessential aspect of something. Used when discussing the core or most important element of a practice, art, or phenomenon. | [CORE] |
| 진귀하다 | jingwihada | rare (珍) + precious (貴) + to be (하다) | rare and precious, valuable | Describes something as rare and valuable. Different 진 character (珍) but shares pronunciation and appears in evaluative contexts. | [MARGINAL] |
| 거짓말쟁이 | geojinmaljaengi | false (거짓) + speech (말) + person marker (쟁이) | liar, habitual liar | Colloquial term for someone who habitually tells lies. Used in everyday speech, often with negative connotation, to characterize someone as untrustworthy. | [CORE] |
| 거짓말하다 | geojinmalhada | false (거짓) + speech (말) + do (하다) | to lie, to tell a lie | Verb form meaning to tell lies. The standard way to express the act of lying in Korean, used across all registers. | [CORE] |
| 거짓증언 | geojitjeungeon | false (거짓) + testimony (證言) | false testimony, perjury | Legal term for giving false testimony, particularly in court. Used in legal proceedings and discussions of judicial misconduct. | [CORE] |
| 거짓증거 | geojitjeungeo | false (거짓) + evidence (證據) | false evidence, fabricated evidence | Legal and investigative term for evidence that has been fabricated or falsified. Used in criminal justice contexts. | [CORE] |
| 거짓정보 | geojitjeongbo | false (거짓) + information (情報) | false information, misinformation | Refers to information that is false or misleading. Common in media, journalism, and information technology contexts, especially regarding fake news or disinformation. | [CORE] |
| 거짓뉴스 | geojitnuseu | false (거짓) + news (뉴스) | fake news, false news | Contemporary term for deliberately false or misleading news reports. Widely used in media criticism and political discourse. | [CORE] |
| 거짓없이 | geojiseobsi | false (거짓) + without (없이) | without falsehood, truthfully, honestly | Adverbial expression meaning truthfully or honestly. Used to emphasize that something is being said or done without deception. | [CORE] |
| 거짓부렁 | geojitbureong | false (거짓) + exaggeration marker (부렁) | big lie, whopper | Colloquial term for an obvious or exaggerated lie. Used in casual speech, often with a slightly playful or dismissive tone. | [CORE] |
| 거짓투성이 | geojittuseongi | false (거짓) + full of (투성이) | full of lies, riddled with falsehood | Describes something as being completely full of lies or falsehoods. Used to characterize statements, accounts, or people as thoroughly dishonest. | [CORE] |
| 거짓선지자 | geojitseonjija | false (거짓) + prophet (先知者) | false prophet | Religious term for someone who falsely claims prophetic authority or spreads false religious teachings. Used in Christian and religious discourse. | [CORE] |
| 거짓고백 | geojitgobaek | false (거짓) + confession (告白) | false confession | Legal and psychological term for confessions that are untrue, whether coerced or voluntary. Used in criminal justice and forensic contexts. | [CORE] |
| 거짓사랑 | geojitsarang | false (거짓) + love (사랑) | false love, insincere affection | Describes love or affection that is not genuine. Used in romantic, literary, and moral contexts to characterize insincere emotional expressions. | [CORE] |
| 거짓눈물 | geojitnunmul | false (거짓) + tears (눈물) | crocodile tears, fake tears | Refers to insincere displays of emotion, particularly crying that is not genuine. Used to criticize manipulative emotional displays. | [CORE] |
| 거짓행세 | geojithaengsae | false (거짓) + pretense/behavior (行世) | false pretense, masquerade | Describes pretending to be something one is not. Used when someone falsely presents themselves as having a particular status or identity. | [CORE] |
| 가짜뉴스 | gajjanuseu | fake (가짜) + news (뉴스) | fake news | Variant of 거짓뉴스, equally common in contemporary media discourse. Used interchangeably to describe false or misleading news. | [CORE] |
| 가짜돈 | gajjadon | fake (가짜) + money (돈) | counterfeit money, fake currency | Refers to counterfeit currency. Common in legal, criminal, and everyday contexts when discussing fraudulent money. | [CORE] |
| 가짜명품 | gajjamyeongpum | fake (가짜) + luxury brand (名品) | counterfeit luxury goods, fake designer items | Refers to counterfeit luxury brand products. Common in commercial and legal contexts regarding intellectual property and consumer fraud. | [CORE] |
| 가짜신분증 | gajjasinbunjeung | fake (가짜) + identity (身分) + certificate (證) | fake ID, forged identification | Refers to forged or counterfeit identification documents. Used in legal and security contexts. | [CORE] |
| 가짜배 | gajjabae | fake (가짜) + stomach/belly (배) | fake pregnancy, pretend pregnancy | Refers to pretending to be pregnant or using padding to simulate pregnancy. Used in both literal and metaphorical contexts. | [CORE] |
| 가짜사나이 | gajjasanai | fake (가짜) + man (사나이) | fake man, unmanly person | Colloquial expression criticizing someone (usually male) as not being genuinely masculine or tough. Also used as title of entertainment programs. | [CORE] |
| 사실상 | sasilsang | fact (事實) + on/upon (上) | in fact, actually, de facto | Adverbial expression meaning "in actual fact" or "de facto." Used to contrast actual reality with formal or theoretical status. | [CORE] |
| 사실무근 | sasilmugeun | fact (事實) + no (無) + basis (根) | groundless, baseless, unfounded | Formal expression meaning completely without factual basis. Common in official denials and legal contexts when refuting claims. | [CORE] |
| 사실관계 | sasilgwangye | fact (事實) + relation (關係) | factual relationship, facts of the case | Legal and investigative term referring to the actual facts and their relationships in a situation. Used when establishing what actually happened. | [CORE] |
| 사실확인 | sasilhwagin | fact (事實) + confirm (確認) | fact-checking, verification of facts | Refers to the process of verifying or confirming facts. Common in journalism, investigation, and administrative contexts. | [CORE] |
| 사실혼 | sasilhon | fact (事實) + marriage (婚) | common-law marriage, de facto marriage | Legal term for marriages that exist in fact but are not formally registered. Used in family law and social policy contexts. | [CORE] |
| 사실적 | sasiljeok | fact (事實) + adjectival suffix (的) | realistic, factual, true-to-life | Describes representations, descriptions, or depictions that accurately reflect reality. Common in artistic and literary criticism. | [CORE] |
| 사실주의 | sasiljuui | fact (事實) + principle/ism (主義) | realism (artistic/literary movement) | Refers to realism as an artistic or literary movement emphasizing accurate depiction of reality. Used in art history and literary criticism. | [CORE] |
| 실상 | silsang | reality (實) + situation/appearance (相) | actual situation, reality, true state of affairs | Refers to the actual state of things as opposed to appearances or assumptions. Used when revealing or discussing what is really the case. | [CORE] |
| 실체 | silche | reality (實) + body/substance (體) | substance, entity, reality | Philosophical and formal term for actual substance or entity. Used when discussing what something really is or whether something actually exists. | [CORE] |
| 실질 | siljil | reality (實) + substance/quality (質) | substance, essence, actual content | Refers to actual substance or content as opposed to form or appearance. Common in economic, legal, and analytical contexts. | [CORE] |
| 실질적 | siljiljeok | reality (實) + substance (質) + adjectival suffix (的) | substantial, actual, real | Describes something as having actual substance or real effect, not merely formal or nominal. Widely used across contexts. | [CORE] |
| 실정 | siljeong | reality (實) + situation (情) | actual situation, real circumstances | Refers to actual circumstances or conditions. Used when discussing what the situation really is, particularly in policy or administrative contexts. | [CORE] |
| 실태 | siltae | reality (實) + state/condition (態) | actual state, real condition | Refers to the actual state or condition of something, often used in surveys, investigations, or reports examining real conditions. | [CORE] |
| 실현 | silhyeon | reality (實) + manifest/appear (現) | realization, actualization, implementation | Refers to making something real or actual, bringing plans or ideas into reality. Common in goal-oriented and planning contexts. | [CORE] |
| 실행 | silhaeng | reality (實) + carry out (行) | execution, implementation, practice | Refers to actually carrying out or implementing plans or actions. Used when contrasting action with planning or theory. | [CORE] |
| 실천 | silcheon | reality (實) + practice (踐) | practice, implementation, putting into action | Refers to putting principles or ideas into practice. Common in moral, educational, and philosophical contexts emphasizing action over theory. | [CORE] |
| 실용 | silyong | reality (實) + use (用) | practical use, utility | Refers to practical utility or usefulness. Common in discussions of practical applications versus theoretical knowledge. | [CORE] |
| 실용적 | silyongjeok | reality (實) + use (用) + adjectival suffix (的) | practical, utilitarian, pragmatic | Describes approaches, objects, or ideas as practical or oriented toward actual use. Widely used in evaluative contexts. | [CORE] |
| 실력 | sillyeok | reality (實) + power/ability (力) | actual ability, real skill, competence | Refers to actual ability or skill as demonstrated in practice. Common in educational and professional contexts when evaluating competence. | [CORE] |
| 실적 | siljeok | reality (實) + achievement/record (績) | actual results, performance record, achievements | Refers to actual results or achievements, particularly in business or professional contexts. Used when evaluating performance based on concrete outcomes. | [CORE] |
| 실효 | silhyo | reality (實) + effect (效) | actual effect, real effectiveness | Refers to actual effectiveness or real results. Common in policy and legal contexts, particularly in phrases like "실효성" (actual effectiveness). | [CORE] |
| 실효성 | silhyoseong | reality (實) + effect (效) + quality (性) | actual effectiveness, real efficacy | Abstract noun referring to the quality of being actually effective. Used when evaluating whether policies, measures, or actions have real impact. | [CORE] |
| 실익 | silik | reality (實) + benefit (益) | actual benefit, real advantage | Refers to actual benefits or practical advantages. Used in cost-benefit analyses and evaluations of whether something provides real value. | [CORE] |
| 실물 | silmul | reality (實) + thing/object (物) | actual object, real thing, physical item | Refers to actual physical objects as opposed to representations, models, or descriptions. Common in commercial and educational contexts. | [CORE] |
| 실감 | silgam | reality (實) + feeling/sense (感) | sense of reality, realistic feeling | Refers to the feeling or sense that something is real. Used when discussing whether experiences or representations feel authentic or realistic. | [CORE] |
| 실감나다 | silgamnada | reality (實) + feeling (感) + emerge (나다) | to feel real, to seem realistic | Verb meaning to feel real or realistic. Used when experiences or representations create a strong sense of reality. | [CORE] |
| 허실 | heosil | empty (虛) + reality (實) | truth and falsehood, reality and appearance | Formal term contrasting what is empty or false with what is real or substantial. Used in strategic, philosophical, and analytical contexts. | [CORE] |
| 명실상부 | myeongsilsangbu | name (名) + reality (實) + mutual (相) + accord (符) | worthy of the name, living up to one's reputation | Idiomatic expression meaning that reality matches the name or reputation. Used when something truly deserves its designation or reputation. | [CORE] |
| 명실공히 | myeongsilgonghi | name (名) + reality (實) + together (共) + adverbial marker (히) | both in name and reality, truly | Adverbial expression emphasizing that something is true both nominally and actually. Used to stress genuine status or achievement. | [CORE] |
| 실종 | siljong | reality (實) + trace/track (蹤) | disappearance, missing (person) | Refers to actual disappearance, particularly of persons. Common in news reports and police contexts regarding missing persons. | [MARGINAL] |
| 진심으로 | jinsimeuro | 진 (true) + 심 (heart) + 으로 (instrumental marker) | sincerely, from the heart, genuinely | Adverbial expression used to emphasize that something is said or done with genuine feeling or intention. Frequently appears in apologies, thanks, or expressions of emotion. | [CORE] |
| 진실로 | jinsilro | 진실 (truth) + 로 (instrumental marker) | truly, truthfully, in truth | Adverbial form emphasizing truthfulness or sincerity of statements or actions. Somewhat formal, used in earnest declarations or solemn statements. | [CORE] |
| 진보 | jinbo | 진 (advance) + 보 (step) | progress, advancement | Refers to progress or advancement in various domains (social, technological, political). Also used as political term for progressive ideology. | [CORE] |
| 진화 | jinhwa | 진 (advance) + 화 (change) | evolution, development | Scientific term for biological evolution, also used metaphorically for development or advancement of ideas, technology, or society. | [CORE] |
| 진행 | jinhaeng | 진 (advance) + 행 (go) | progress, proceeding, advancement | Refers to the progression or advancement of events, processes, or activities. Common in describing ongoing processes or hosting events. | [CORE] |
| 진출 | jinchul | 진 (advance) + 출 (exit/emerge) | advance, entry, expansion | Refers to advancing into new markets, fields, or territories. Common in business and sports contexts for expansion or qualification. | [CORE] |
| 진입 | jinip | 진 (advance) + 입 (enter) | entry, entrance, penetration | Refers to entering or penetrating into spaces, markets, or fields. Used in technical, business, and physical contexts. | [CORE] |
| 진통 | jintong | 진 (labor/severe) + 통 (pain) | labor pains, birth pangs, severe pain | Medical term for labor pains during childbirth. Extended metaphorically to describe painful processes of change or development. | [CORE] |
| 진정 | jinjeong | 진 (calm) + 정 (settle) | calming, settling, suppression | Refers to calming down, settling disturbances, or suppressing unrest. Used for emotional calming and social/political pacification. | [CORE] |
| 진정제 | jinjeongjae | 진정 (calm) + 제 (agent/medicine) | sedative, tranquilizer, calming agent | Medical term for sedatives or tranquilizing medications. Used in healthcare contexts for medications that calm or sedate. | [CORE] |
| 진지하다 | jinjihada | 진 (serious) + 지 (ground/base) + 하다 (to be) | serious, earnest, sincere | Describes serious attitude, earnest demeanor, or sincere approach to matters. Common in evaluating someone's seriousness or commitment. | [CORE] |
| 진지 | jinji | 진 (battle) + 지 (ground) | camp, position, base | Military term for encampment or defensive position. Also used colloquially to mean "meal" in some dialects. | [MARGINAL] |
| 진중하다 | jinjunghada | 진 (careful) + 중 (heavy/serious) + 하다 (to be) | prudent, careful, deliberate | Describes careful, deliberate, and serious approach to matters. Used to characterize thoughtful and measured behavior or decisions. | [CORE] |
| 진하다 | jinhada | 진 (thick/concentrated) + 하다 (to be) | thick, concentrated, strong, deep | Describes thickness or concentration of liquids, intensity of colors, or depth of flavors. Common in describing coffee, colors, makeup, or emotions. | [CORE] |
| 진득하다 | jindeukhada | 진득 (sticky/persistent) + 하다 (to be) | sticky, persistent, patient | Describes sticky texture or persistent, patient character. Used for physical stickiness and metaphorically for perseverance. | [MARGINAL] |
| 거짓말탐지기 | geojinmaltamjigi | 거짓말 (lie) + 탐지 (detect) + 기 (machine) | lie detector, polygraph | Technical term for polygraph machines used to detect deception. Used in law enforcement, security, and popular media contexts. | [CORE] |
| 새빨간 거짓말 | saeppalgan geojinmal | 새빨간 (bright red) + 거짓말 (lie) | blatant lie, outright lie, bold-faced lie | Intensified expression for an obvious, shameless, or egregious lie. The color red intensifies the severity of the falsehood. Common in everyday speech expressing indignation. | [CORE] |
| 가짜배기 | gajjabaegi | 가짜 (fake) + 배기 (thing marker) | total fake, complete fraud | Colloquial intensified form emphasizing complete inauthenticity. Used informally to stress that something is thoroughly fake. | [CORE] |
| 가짜표 | gajjapyo | 가짜 (fake) + 표 (ticket/vote) | counterfeit ticket, fake ballot | Refers to counterfeit tickets or fraudulent ballots. Used in contexts of fraud, counterfeiting, or electoral misconduct. | [CORE] |
| 실패 | silpae | 실 (lose) + 패 (defeat) | failure, defeat | Refers to failure or unsuccessful outcomes. Widely used across all contexts when describing unsuccessful attempts or outcomes. | [CORE] |
| 실수 | silsu | 실 (lose/miss) + 수 (hand/move) | mistake, error, slip | Refers to mistakes or errors, typically unintentional. Very common in everyday speech for acknowledging or pointing out errors. | [CORE] |
| 실망 | silmang | 실 (lose) + 망 (hope/expectation) | disappointment, disillusionment | Refers to disappointment or loss of hope. Common in expressing or describing disappointed feelings or expectations. | [CORE] |
| 실업 | sireop | 실 (lose) + 업 (work/occupation) | unemployment, joblessness | Refers to unemployment or lack of employment. Used in economic, social policy, and personal contexts regarding employment status. | [CORE] |
| 실험 | silheom | 실 (real/actual) + 험 (test/examine) | experiment, test, trial | Scientific and technical term for experiments or tests. Widely used in research, education, and contexts involving empirical testing. | [CORE] |
| 실내 | silnae | 실 (room) + 내 (inside) | indoor, interior | Refers to indoor spaces or interior areas. Common in describing indoor activities, facilities, or environments. | [MARGINAL] |
| 실외 | siloe | 실 (room) + 외 (outside) | outdoor, exterior | Refers to outdoor spaces or exterior areas. Used in contrast to 실내 for outdoor activities or facilities. | [MARGINAL] |
| 실시 | silsi | 실 (real/actual) + 시 (施: implement) | implementation, enforcement, execution | Formal term for implementing or enforcing policies, programs, or measures. Common in administrative and governmental contexts. | [CORE] |
| 솔직하다 | soljikada | straightforward + direct + to be | frank, candid, honest | Refers to directness and openness in communication, emphasizing forthright expression rather than moral character. Common in requests for honest opinions or frank discussion. | [CORE] |
| 의심스럽다 | uisimseureopda | doubt + quality + to be | doubtful, suspicious, questionable | Indicates that something raises doubt or suspicion about its truth or genuineness. Used when reliability or authenticity is questioned. | [CORE] |
| 허황되다 | heohwangdoeda | empty + absurd + become | absurd, groundless, preposterous | Describes claims or ideas that are baseless or wildly unrealistic. Used to dismiss statements as lacking foundation in reality. | [CORE] |
| 신빙성 | sinbingseong | trust + evidence + quality | credibility, reliability, trustworthiness | Refers to the credibility or reliability of information, testimony, or sources. Common in journalistic, legal, and academic contexts when evaluating evidence. | [CORE] |
| 그르다 | geureuda | wrong, incorrect | wrong, incorrect, mistaken | Opposite of 옳다, indicating error or moral wrongness. Somewhat formal or literary; more common in written language than casual speech. | [MARGINAL] |
